year,en_ADP ours_NOUN,en_ADP source_NOUN
1891,1.784781566982474e-08,3.378336543846672e-08
1892,2.0686091062316336e-08,3.008885940403161e-08
1893,2.4017824173938607e-08,3.633465817109993e-08
1894,2.7096618282484997e-08,5.608369990639517e-08
1895,4.393588426410133e-08,5.717683726480516e-08
1896,4.2458609073037223e-08,3.597187614445829e-08
1897,2.3889524691789177e-08,3.6708296846654775e-08
1898,4.7530182456512193e-08,6.393940688020905e-08
1899,3.592926134388108e-08,3.8693050541382945e-08
1900,4.6200374193006155e-08,3.9971107756997526e-08
1901,2.8502569193733507e-08,4.415103666000064e-08
1902,4.271947062761683e-08,6.285163323127563e-08
1903,3.618147448314346e-08,3.564145245604777e-08
1904,3.708491380649548e-08,5.858341456388416e-08
1905,2.5287718585786934e-08,7.63792316615941e-08
1906,3.7552548404207187e-08,3.909580159611181e-08
1907,2.6228500871194882e-08,4.011417686911045e-08
1908,2.701263923654551e-08,3.290630679053663e-08
1909,2.640472018811124e-08,2.9705311432870474e-08
1910,3.687464011914443e-08,4.702852507421085e-08
1911,2.3409645777405785e-08,3.830669548232635e-08
1912,2.9693701719679666e-08,7.814132163552756e-08
1913,3.553003186107517e-08,3.7651225748280837e-08
1914,3.0135346662518714e-08,3.9510788085728166e-08
1915,1.6493066468115103e-08,1.295883844676382e-08
1916,1.2086208478478966e-08,9.009718615615725e-08
1917,1.4256352209862655e-08,6.470190572205325e-08
1918,3.44591288836682e-08,7.810736057933809e-08
1919,2.4861190051073123e-08,7.826671466482082e-08
1920,3.028892692213958e-08,7.117898093156327e-08
1921,1.9689142760626055e-08,9.84457169672659e-08
1922,3.39385017866789e-08,7.746832153543437e-08
1923,2.3355085865262026e-08,1.0297469676956439e-07
1924,1.5469948877466777e-08,6.703644550576371e-08
1925,2.3096173862313663e-08,3.519416935660047e-08
1926,3.901148470930593e-08,3.901148493135054e-08
1927,3.567751882815884e-08,3.902228784546935e-08
1928,3.999114284169991e-08,5.713020601039176e-08
1929,4.233354289340241e-08,6.795647666812954e-08
1930,2.4158287814657342e-08,8.823026798054912e-08
1931,3.649714130915527e-08,7.299428261831054e-08
1932,2.8494794523936662e-08,6.356531345730332e-08
1933,2.2941325283909464e-08,6.194157720074145e-08
1934,2.6359476379411717e-08,6.47005329312833e-08
1935,2.6330224223158893e-08,9.454944649434083e-08
1936,2.182448666232517e-08,4.364897421282876e-08
1937,3.7773354000236736e-08,5.540091929656654e-08
1938,3.759912203804561e-08,1.1279736256142314e-07
1939,2.141167065872196e-08,5.6587985852729616e-08
1940,2.7893612752905028e-08,7.100192078723921e-08
1941,5.017554371988808e-08,1.4462362862843747e-07
1942,3.6410540360520827e-08,1.5777901296587515e-07
1943,4.6451763546784264e-08,1.567747034414424e-07
1944,2.2492303131116387e-08,8.354284375400312e-08
1945,5.2284098384092204e-08,6.317661416233022e-08
1946,5.0115975369635635e-08,1.1276094635803702e-07
1947,3.695470129905232e-08,9.059861616478315e-08
1948,2.9354096486855497e-08,8.697510622823756e-08
1949,4.515823803785679e-08,1.551087303042209e-07
1950,3.509669310730601e-08,8.189228206667565e-08
1951,5.6505429890663095e-08,5.117472945403989e-08
1952,4.007025466989944e-08,1.1388388210242795e-07
1953,2.9089333830611963e-08,9.050015137290757e-08
1954,3.4203876397853605e-08,1.1042965608609734e-07
1955,4.223523353275027e-08,8.728615608077916e-08
1956,4.0117249966442614e-08,1.2122386761070914e-07
1957,3.8874166108371355e-08,1.1750599782089921e-07
1958,2.978007690446205e-08,1.0257581700701124e-07
1959,4.882971238462375e-08,1.2013659489440442e-07
1960,4.8445834510690844e-08,1.1834624702444785e-07
1961,5.002674752230263e-08,1.1464462756904936e-07
1962,3.805173998117084e-08,1.0591067028942192e-07
1963,4.9142006020019835e-08,9.699079628333607e-08
1964,3.1636634645337836e-08,1.612251658844599e-07
1965,4.322914171073222e-08,8.974151177731926e-08
1966,3.268053949678773e-08,1.224135526278758e-07
1967,3.401931691904281e-08,1.0600221589385228e-07
1968,3.2338194566605694e-08,1.3968302822742196e-07
1969,4.0421643338062196e-08,1.0355207488710327e-07
1970,3.724967356788511e-08,1.0163182367906032e-07
1971,4.007949916395859e-08,1.0687867080250157e-07
1972,3.693705891150145e-08,8.516043692452513e-08
1973,4.2451670623222526e-08,1.615368723784094e-07
1974,3.1503201824989446e-08,1.2376257851887118e-07
1975,3.826691807873317e-08,1.3536207399411637e-07
1976,2.6853577084207103e-08,9.313048587866746e-08
1977,3.526069036752233e-08,1.2106170982351117e-07
1978,4.514849416548117e-08,7.663362655563333e-08
1979,5.851973416959311e-08,1.187950608994015e-07
1980,7.049586514540351e-08,1.3758064731916875e-07
1981,4.427884547908434e-08,1.1955288897746996e-07
1982,1.8622506203769262e-08,1.2973679841543628e-07
1983,2.7787390166622572e-08,1.6104055511334536e-07
1984,4.929157376709625e-08,1.2119927667031405e-07
1985,6.075713410158556e-08,1.5399827901774188e-07
1986,6.174320077434459e-08,1.2648364577927396e-07
1987,5.1330862782528186e-08,1.1916093001218542e-07
1988,4.3774843305754985e-08,1.4751522131595252e-07
1989,4.9941913382589576e-08,1.1360412921490592e-07
1990,3.541623094793778e-08,1.4656870739315764e-07
1991,4.10302547493302e-08,1.3305525953244413e-07
1992,4.35285585353995e-08,1.6640031730297267e-07
1993,4.4313660296779744e-08,1.4900467582013022e-07
1994,4.905681882938495e-08,1.4189552266508088e-07
1995,3.795715536325517e-08,1.4803290476761433e-07
1996,5.12456845846998e-08,1.5106800699271616e-07
1997,4.603098802125061e-08,1.2370827562335762e-07
1998,5.626392507451783e-08,1.4542794313232577e-07
1999,4.341691162146333e-08,1.4167623857419542e-07
2000,4.064589020913445e-08,1.8246470157023964e-07
2001,6.703253985218538e-08,1.5509489389997633e-07
2002,7.448076794203118e-08,1.7086763648421766e-07
2003,4.50027677345588e-08,1.7209391911521266e-07
2004,4.6250306695583276e-08,1.444771486891483e-07
2005,4.683899590407492e-08,1.544786059071157e-07
2006,3.006059756671675e-08,1.5977412565204574e-07
2007,5.1528783739929196e-08,1.5378745424343698e-07
2008,5.875266850807748e-08,1.702975913064897e-07
2009,5.0066023105088675e-08,1.678403711569132e-07
2010,6.660548362846797e-08,1.795041331686953e-07
2011,5.0858826483590747e-08,1.4110455981430903e-07
2012,6.87659067466484e-08,1.3106372437343694e-07
2013,6.972812371941473e-08,1.2160585471931995e-07
2014,7.968838292016223e-08,1.2927707160326207e-07
2015,8.156997584329861e-08,1.1371031483076166e-07
2016,7.063269463758459e-08,1.0770968073003928e-07
2017,6.46512111901476e-08,1.3307584456612176e-07
2018,7.202292034991231e-08,9.75794398616614e-08
2019,6.709097905011063e-08,9.234575826244651e-08
