year,ancien_ADJ âge_NOUN,ancien_ADJ age_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,6.713520406265161e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,0.0
1807,0.0,2.8469551160981155e-09
1808,1.8128591960930862e-08,0.0
1809,9.036122072814123e-09,0.0
1810,0.0,0.0
1811,4.011322829455821e-08,0.0
1812,0.0,0.0
1813,4.888760685162197e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,6.952811659743929e-09,0.0
1817,3.113746815941454e-09,0.0
1818,9.536941902865692e-09,0.0
1819,3.9333990287104825e-08,0.0
1820,0.0,0.0
1821,2.6626018723163725e-08,0.0
1822,1.5038423839541792e-08,1.0025615893027862e-09
1823,2.7671523739059012e-08,0.0
1824,3.03160057057994e-08,0.0
1825,8.805443485471187e-09,0.0
1826,0.0,0.0
1827,8.295545583791863e-09,0.0
1828,8.255071293206129e-09,0.0
1829,2.571952872898464e-09,0.0
1830,4.174734336004349e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.6217079235048004e-08,0.0
1834,6.534171426153534e-09,0.0
1835,4.159698363537245e-08,0.0
1836,4.435695188931277e-08,6.720750067579218e-10
1837,2.7831563720326358e-09,0.0
1838,5.049729523420865e-09,3.787297142565649e-09
1839,2.0974426639952526e-09,6.9914751765765e-10
1840,5.095750932326837e-09,1.9109065441114126e-09
1841,3.852329122366882e-09,0.0
1842,6.037438549100216e-09,0.0
1843,2.3036953678001737e-08,5.906911071384968e-10
1844,9.879410178825765e-09,0.0
1845,2.2320911785556063e-09,3.9061593959388574e-09
1846,4.6836010625384006e-09,0.0
1847,5.3932236454556914e-09,1.0786447290911383e-09
1848,8.045221711050488e-10,8.045221711050488e-10
1849,6.703531951757213e-09,0.0
1850,3.394498016007219e-09,0.0
1851,4.514607354622058e-09,0.0
1852,2.018269107395554e-08,0.0
1853,1.4929829816878737e-08,5.971931837933653e-10
1854,1.2469595134234623e-08,0.0
1855,8.491099379170919e-09,0.0
1856,2.070875637638636e-09,5.177189232874468e-10
1857,1.2203773103180993e-08,0.0
1858,6.8511463169329545e-09,0.0
1859,6.110608019582742e-09,0.0
1860,3.204028764525191e-09,0.0
1861,3.301174722469824e-09,0.0
1862,9.487771457372673e-09,0.0
1863,4.994620717013731e-09,0.0
1864,2.1096802527154068e-08,1.4384183844029508e-09
1865,3.6242703060906933e-08,9.41368871743009e-10
1866,4.18442696603627e-08,0.0
1867,1.067618526917613e-08,0.0
1868,2.4699371437009177e-09,0.0
1869,1.12320943657096e-08,0.0
1870,2.465641024684828e-08,5.734048791339319e-10
1871,1.274541272522356e-08,0.0
1872,1.499740136523542e-07,6.047339295989218e-10
1873,7.183205141814142e-09,5.986004469882289e-10
1874,5.974609251779839e-09,1.1949218281515073e-09
1875,9.726596061909731e-08,2.2886108563824337e-09
1876,6.166935406781704e-08,0.0
1877,9.029831460338755e-08,0.0
1878,6.280652087298222e-08,1.4493813149663026e-08
1879,1.588424503040642e-08,0.0
1880,1.1552122813895949e-08,0.0
1881,1.8128519130300447e-08,0.0
1882,1.8635077481121698e-08,0.0
1883,3.09647596452578e-08,0.0
1884,1.2543224237049344e-08,1.9805090900604227e-09
1885,4.1252068427866107e-08,1.933690763067375e-09
1886,1.2906927970846027e-08,6.453463874400711e-10
1887,1.566941953967671e-08,0.0
1888,1.2047167707862627e-08,6.340614699951175e-10
1889,3.4458253139746375e-08,0.0
1890,1.8352281472289178e-08,1.9663159434024635e-09
1891,3.569563133964948e-08,4.461953917456185e-09
1892,1.8805536683430546e-08,1.2537024751679837e-09
1893,4.249307394843527e-08,6.158416554491453e-10
1894,1.449354058991048e-08,0.0
1895,1.5046536461227333e-08,1.2037228991346183e-09
1896,3.597187614445829e-08,5.89702897624278e-10
1897,1.1070755867592652e-08,5.826713556089658e-10
1898,5.6583546736987955e-09,5.6583548957434e-10
1899,1.492446166651007e-08,2.2110313580014918e-09
1900,9.863001082521805e-09,3.114631885736685e-09
1901,1.5089595351014395e-08,1.676621730339889e-09
1902,3.535404502486017e-08,4.910283846193408e-10
1903,1.296052865029651e-08,0.0
1904,1.5586412160928376e-08,0.0
1905,1.8062657147766004e-08,1.0321518084666081e-09
1906,3.189394259806022e-08,2.0576738091193647e-09
1907,8.485691438409049e-08,5.142843206851211e-09
1908,1.24258147993217e-07,2.9468334439286537e-09
1909,5.941062397596397e-08,1.1001967115120692e-09
1910,2.6186338430989053e-08,0.0
1911,4.203095471666529e-08,5.320374141248863e-10
1912,1.927485904218429e-08,0.0
1913,1.2196876397752021e-08,0.0
1914,8.772734361173207e-08,0.0
1915,1.6257450852208422e-07,0.0
1916,8.789969641043172e-09,0.0
1917,1.315970976634162e-08,2.1932848870420685e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,1.6574126959767455e-08,0.0
1920,2.3473917920568965e-08,0.0
1921,1.2116395886607734e-08,0.0
1922,3.6889677090812256e-08,4.426761179843197e-09
1923,1.2739137744688378e-08,1.0615948120573648e-09
1924,2.836157442231979e-08,1.289162443462999e-09
1925,1.53974497152376e-07,1.0998177923937646e-09
1926,8.805449169813073e-08,1.1146138456652466e-09
1927,2.006860555514578e-08,0.0
1928,2.2852082781632532e-08,4.570416489713125e-09
1929,1.0026365515614089e-08,1.1140406375176326e-09
1930,1.7856125467119455e-08,0.0
1931,2.623232031595535e-08,1.1405356659111021e-09
1932,3.507051737905442e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,2.3963160344919743e-08,5.990790086229936e-09
1935,2.8723881939640705e-08,4.787313656606784e-09
1936,5.334874497719966e-08,4.849885826274658e-09
1937,2.5182236296217297e-08,6.295558963032022e-09
1938,6.093650650740301e-08,9.075650231338273e-09
1939,7.18820363232453e-08,1.988226649984881e-08
1940,2.5357829613881222e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,3.213186161588055e-08,0.0
1945,2.178504132643866e-08,2.178504043826024e-09
1946,2.0881657292193267e-08,5.568441707737293e-09
1947,2.8610090296865565e-08,2.3841741914054637e-09
1948,9.241104947932399e-08,0.0
1949,1.2762110479513922e-08,0.0
1950,8.508289184305795e-09,3.190608444114673e-09
1951,1.1727541604500402e-08,3.1984206394497505e-09
1952,2.319856839960721e-08,2.1089607837865287e-09
1953,3.016671668021331e-08,6.464296320451979e-09
1954,1.07497895029951e-08,0.0
1955,1.595553378308523e-08,1.8771215692936494e-09
1956,1.4825940475304833e-08,1.744228317335228e-09
1957,1.5903067751565914e-08,2.6505113104313693e-09
1958,1.3235589346738408e-08,8.272243445794913e-10
1959,2.325224457422337e-08,3.875373910666724e-09
1960,1.730208309957959e-08,1.3841666701708277e-09
1961,9.03260666262895e-09,6.948159270159238e-09
1962,9.512934440181198e-09,5.707760597495337e-09
1963,1.4225316924409981e-08,1.2932106496776896e-09
1964,1.2776333768727e-08,1.2167936658258327e-09
1965,1.0396882466068291e-08,2.736021686988721e-09
1966,7.754704767215514e-09,4.431259803538978e-09
1967,1.1832804958089582e-08,0.0
1968,7.186265332803643e-09,1.796566312384229e-09
1969,1.4987801222332564e-08,4.541757803178115e-09
1970,1.0117195081704722e-08,1.3796175035718505e-09
1971,2.1581270104320538e-08,7.707596338946132e-09
1972,3.5911027485013847e-09,3.0780880067027283e-09
1973,3.859242703185828e-09,0.0
1974,9.563471792262135e-09,1.1251143350321513e-09
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,3.9994687561772935e-09,2.8567634369203176e-09
1977,1.1753563455840776e-08,2.3507127910882275e-09
1978,7.128709622605811e-09,3.5643548113029055e-09
1979,8.192762912528906e-09,0.0
1980,1.3075846183596695e-08,3.411090521154847e-09
1981,8.223214109648325e-09,1.2651099057237047e-09
1982,7.449002858983533e-09,3.7245013739806154e-09
1983,5.683784443100137e-09,0.0
1984,6.378909234161512e-09,2.3196033982486597e-09
1985,7.218669662023558e-09,1.2031116103372597e-09
1986,1.4386765556650971e-08,0.0
1987,1.0388388815840699e-08,1.2221633705067347e-09
1988,1.9788627625416666e-08,5.996553809062277e-10
1989,3.2928733073589456e-09,3.292873196336643e-09
1990,4.90378582185258e-09,5.44865097484859e-10
1991,7.033758464558559e-09,0.0
1992,8.815910668147353e-09,2.2039776670368383e-09
1993,9.970573089379542e-09,0.0
1994,1.0549853379782093e-08,1.5824779819872958e-09
1995,4.880205572987961e-09,3.253470381991974e-09
1996,3.736664311304594e-09,1.6014276571496566e-09
1997,1.006927874414032e-08,4.79489448146353e-10
1998,7.152193948201102e-09,2.86087753487152e-09
1999,5.484241505371301e-09,4.570201161957499e-10
2000,1.0161472552283612e-08,1.3254094488601709e-09
2001,5.257454027685071e-09,2.1906058911280724e-09
2002,8.324320788233308e-09,8.76244299341522e-10
2003,4.583615265119079e-09,4.1669229178253886e-10
2004,7.047666006343434e-09,4.404791253964646e-10
2005,4.954124666056714e-09,0.0
2006,1.1118302722934459e-08,1.6471559671771274e-09
2007,1.0385647009059085e-08,3.994479469415779e-10
2008,8.51487946817997e-09,4.257439678578834e-10
2009,8.105927040702454e-09,0.0
2010,5.196172381261022e-09,4.723793023408973e-10
2011,2.2943831279320648e-09,3.82397197240536e-10
2012,1.5319137958158535e-08,3.404252713057332e-10
2013,5.29933741333366e-09,0.0
2014,5.413613113347537e-09,0.0
2015,5.098123256885856e-09,2.2165753954528356e-10
2016,6.8354220061905835e-09,0.0
2017,3.773417134311785e-09,5.031222660711876e-10
2018,4.904786632398128e-09,7.744400121190154e-10
2019,3.5713827450933877e-09,2.55098775436835e-10
