year,bon_ADJ oeil_NOUN,bon_ADJ seuil_NOUN
1800,1.603523855919775e-07,0.0
1801,2.0001934331048687e-07,0.0
1802,8.727576528144709e-08,0.0
1803,8.776526527753958e-08,0.0
1804,6.673997887673977e-08,0.0
1805,8.24434565060983e-08,0.0
1806,4.610670600868616e-08,0.0
1807,3.131650672116848e-08,0.0
1808,2.4926814390369145e-08,0.0
1809,7.90660692473466e-08,0.0
1810,1.0530570193623134e-07,0.0
1811,4.512738271955641e-08,0.0
1812,2.6672083208723052e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,9.440030979135372e-09,0.0
1815,1.6183340889597275e-08,0.0
1816,3.244645441213834e-08,0.0
1817,2.80237220096069e-08,0.0
1818,3.099506074022429e-08,0.0
1819,3.2088255608186955e-08,0.0
1820,3.20394981656591e-08,0.0
1821,5.325203744632745e-08,0.0
1822,5.81485721795616e-08,0.0
1823,7.016707570528524e-08,0.0
1824,4.0421340941065864e-08,0.0
1825,2.1133063299316746e-08,0.0
1826,2.025836387531399e-08,0.0
1827,2.5808365222701468e-08,0.0
1828,3.66892045633449e-08,0.0
1829,5.829759786024624e-08,0.0
1830,3.965997663613052e-08,0.0
1831,2.6505050598757407e-08,0.0
1832,1.7588959622116818e-08,0.0
1833,3.70676112027013e-08,0.0
1834,1.4001796166951408e-08,0.0
1835,3.2521278114927554e-08,0.0
1836,4.368487438455304e-08,0.0
1837,2.5744196108234974e-08,0.0
1838,2.5879863585487328e-08,0.0
1839,2.3771015378315496e-08,0.0
1840,2.993753511759678e-08,0.0
1841,2.5682194149112547e-08,0.0
1842,1.9453969102301016e-08,0.0
1843,1.6539351221922516e-08,0.0
1844,1.6465683927435748e-08,0.0
1845,1.0044410636567136e-08,0.0
1846,9.367202125076801e-09,0.0
1847,2.7505439703645607e-08,0.0
1848,8.84974404868899e-09,0.0
1849,2.011059585527164e-08,0.0
1850,2.1045888587423178e-08,0.0
1851,1.7413483988093503e-08,0.0
1852,1.1067927019325907e-08,6.510545436100301e-10
1853,1.2541057081705276e-08,0.0
1854,9.352196350675968e-09,0.0
1855,1.6451505047143655e-08,0.0
1856,2.5885945831305435e-08,0.0
1857,1.6597130780837688e-08,0.0
1858,4.893675864536817e-08,0.0
1859,1.0031581609837303e-07,0.0
1860,1.2816115280145368e-08,0.0
1861,1.0375120318428799e-08,0.0
1862,1.671654992208005e-08,0.0
1863,1.048870412745373e-08,0.0
1864,1.4863656971897399e-08,0.0
1865,1.3649848362717876e-08,0.0
1866,1.4596838404656864e-08,0.0
1867,1.1161466417775046e-08,0.0
1868,1.333765986544222e-08,0.0
1869,2.197583626184496e-08,0.0
1870,1.548193218070537e-08,0.0
1871,1.805600113868877e-08,0.0
1872,2.116568786902917e-08,0.0
1873,1.7359413462259e-08,0.0
1874,1.9716210886144836e-08,0.0
1875,1.4303817685856757e-08,0.0
1876,2.1765654167893445e-08,0.0
1877,1.7317484335421796e-08,0.0
1878,1.2078177569208037e-08,0.0
1879,2.1993571408529533e-08,0.0
1880,2.0537108014195837e-08,0.0
1881,2.5798277292210514e-08,0.0
1882,1.3310770263785798e-08,0.0
1883,2.211768546089843e-08,0.0
1884,1.9144920315739e-08,0.0
1885,1.4180398189012067e-08,0.0
1886,2.3232470169887165e-08,0.0
1887,2.3504128421336645e-08,0.0
1888,1.9021843655764314e-08,0.0
1889,2.255449160770695e-08,0.0
1890,2.1629475099871343e-08,0.0
1891,1.1473596295275001e-08,0.0
1892,1.56712811616444e-08,0.0
1893,1.7243566574620672e-08,0.0
1894,2.0164925729204697e-08,0.0
1895,1.8055843042930064e-08,0.0
1896,2.240870955461105e-08,0.0
1897,1.2236098356765979e-08,0.0
1898,1.867257104493092e-08,0.0
1899,1.879376654301268e-08,0.0
1900,3.322274011452464e-08,0.0
1901,2.4031576728589243e-08,0.0
1902,1.8659077838378835e-08,0.0
1903,2.430099144135056e-08,0.0
1904,2.2573425795258117e-08,0.0
1905,2.37394921498435e-08,1.0321518084666081e-09
1906,1.7490227932626112e-08,0.0
1907,1.902852098112362e-08,0.0
1908,2.4065807124884486e-08,4.911389073214423e-10
1909,2.585462333115629e-08,5.500983557560346e-10
1910,2.51175080734356e-08,0.0
1911,2.8730021028877673e-08,5.320374141248863e-10
1912,3.5945006970905524e-08,0.0
1913,2.8105844762649212e-08,0.0
1914,3.0135346662518714e-08,0.0
1915,2.8273827723523937e-08,0.0
1916,4.8344833913915863e-08,1.0987462051303964e-09
1917,2.3029491202919417e-08,0.0
1918,4.9391417178412667e-08,1.1486376294556067e-09
1919,3.6831394822911534e-08,2.762354567309444e-09
1920,1.8930579770426448e-08,0.0
1921,2.8019165654313838e-08,0.0
1922,1.9920426197472807e-08,7.377935484775833e-10
1923,2.5478275489376756e-08,4.246379248229459e-09
1924,1.804827398643738e-08,2.578324886925998e-09
1925,2.859526304632709e-08,3.299453377181294e-09
1926,3.232380052509143e-08,4.458455382660986e-09
1927,3.3447673075670536e-08,0.0
1928,2.399468712610542e-08,0.0
1929,2.2280811862174232e-08,0.0
1930,3.151081173768944e-08,2.100720708497761e-09
1931,2.8513390759599133e-08,0.0
1932,1.8631212128639163e-08,2.1919073223131136e-09
1933,2.867665571670841e-08,0.0
1934,2.995395220750652e-08,0.0
1935,3.949533677882755e-08,0.0
1936,3.031178508194898e-08,0.0
1937,2.1404900962807005e-08,0.0
1938,2.463390735840676e-08,0.0
1939,3.058810094103137e-08,0.0
1940,4.057252667166722e-08,0.0
1941,8.264207451702532e-08,0.0
1942,7.58552971547033e-08,0.0
1943,7.83873517207212e-08,0.0
1944,5.462416652335378e-08,0.0
1945,3.921307367704685e-08,0.0
1946,4.1763314584386535e-08,1.9489545977080525e-08
1947,4.0530959921625254e-08,1.1920870957027319e-09
1948,2.174377655705939e-08,0.0
1949,3.5341230386620737e-08,0.0
1950,4.0414374069541736e-08,0.0
1951,4.264560615752089e-08,0.0
1952,3.374337254058446e-08,0.0
1953,1.8315507332999914e-08,0.0
1954,3.322662323057557e-08,0.0
1955,3.2849627018549654e-08,0.0
1956,3.226822542501395e-08,0.0
1957,3.3573144264664734e-08,0.0
1958,3.722509589465517e-08,0.0
1959,5.8905683886223414e-08,0.0
1960,5.4674583083169637e-08,0.0
1961,3.47407969059077e-08,6.948159270159238e-10
1962,5.5175021884679154e-08,2.5367825617905737e-09
1963,3.7503109950876024e-08,6.466053248388448e-10
1964,5.962289151284494e-08,0.0
1965,4.9248392031131516e-08,0.0
1966,4.763604266599941e-08,0.0
1967,4.930335606445624e-08,0.0
1968,5.7939264053175066e-08,0.0
1969,5.904285060864822e-08,0.0
1970,4.690699384468644e-08,0.0
