year,en_ADP ailes_NOUN,en_ADP sel_NOUN
1800,1.6664071722516383e-07,1.10989003587747e-06
1801,8.572257570449437e-08,8.92943489816389e-07
1802,7.608656460433849e-08,5.616979024125612e-07
1803,1.4432509942707838e-07,8.796029646873649e-07
1804,1.0134588990240445e-07,4.7459536745009245e-07
1805,1.7910129201936797e-07,4.6338905690390675e-07
1806,2.420601958874613e-07,3.803803281243745e-07
1807,1.6512339584551228e-07,4.298902354094025e-07
1808,2.3567169193938753e-07,5.121327149026911e-07
1809,9.713831161661801e-08,4.563241589039535e-07
1810,1.193464669313471e-07,2.2699229873524018e-07
1811,2.0056614147279106e-08,6.668824426014908e-07
1812,9.335229123053068e-08,3.9741402702020423e-07
1813,2.5881675469463516e-08,1.3889832644053968e-06
1814,1.1642705288750221e-07,3.7445457223839185e-07
1815,6.74305908887618e-08,1.8610842289490392e-07
1816,1.5991466284503986e-07,3.221469455638726e-07
1817,1.634717108345285e-07,4.281401970729348e-07
1818,1.3351719019283337e-07,3.0160578035065555e-07
1819,2.4842520929269085e-08,4.0162075265470776e-07
1820,9.730514705097448e-08,3.571810793800978e-07
1821,1.0847637099686835e-07,3.0669230000057723e-07
1822,1.0727409005539812e-07,3.4287606354155287e-07
1823,8.499110748516614e-08,2.223604553819314e-07
1824,1.381062446625947e-07,2.5094917077694845e-07
1825,1.2327620879659662e-07,3.152348710955266e-07
1826,6.077509340229881e-08,3.435114024341601e-07
1827,9.309445658800541e-08,4.48881195325157e-07
1828,8.163348041989593e-08,3.467129943146574e-07
1829,7.715858174606183e-08,2.2375989772172034e-07
1830,1.49246758951449e-07,3.1414876389135316e-07
1831,2.1359952029342821e-07,9.370314728585072e-07
1832,2.0565553882079257e-07,2.990123277868406e-07
1833,6.370995464521911e-08,3.4866721421167313e-07
1834,1.0081293311259287e-07,2.7816901138066896e-07
1835,1.187404805591541e-07,3.524398834997555e-07
1836,7.325617445985699e-08,3.2259600857287296e-07
1837,1.0436836106464398e-07,3.221503561690042e-07
1838,5.302215910774066e-08,4.6457512326014694e-07
1839,1.0207553913232914e-07,3.348916663981072e-07
1840,5.7327198987877637e-08,3.426892476454668e-07
1841,2.0802576727874111e-07,3.627609999057313e-07
1842,3.957876515414682e-08,3.575505331809836e-07
1843,9.923610377882142e-08,2.906200222696498e-07
1844,6.476502534269457e-08,5.28548468992085e-07
1845,9.263178668561522e-08,2.991002077123994e-07
1846,8.137757134818457e-08,5.74912007778039e-07
1847,9.384208965457219e-08,5.23142716701841e-07
1848,5.551202875153649e-08,4.642092790163588e-07
1849,1.0306680309213334e-07,2.7149303605256137e-07
1850,8.418355434969271e-08,3.7611039260809775e-07
1851,6.384944128967618e-08,3.7729216728621395e-07
1852,1.7513367822630244e-07,3.405015149837709e-07
1853,1.1107793085329831e-07,3.7384293705144955e-07
1854,5.975014261139222e-08,4.0474225215803017e-07
1855,9.021793090369101e-08,3.8369154253814486e-07
1856,7.403380664072756e-08,3.152908334413951e-07
1857,8.64027143165913e-08,2.811749197917379e-07
1858,5.627727261980908e-08,3.1123778398978175e-07
1859,6.670747154657874e-08,4.0635543996359047e-07
1860,8.467790024724309e-08,3.4100020229743677e-07
1861,6.272231445336729e-08,4.3716983100239304e-07
1862,6.46072066956549e-08,2.742417564149946e-07
1863,7.841554605647616e-08,2.8918853445247805e-07
1864,8.822299690791624e-08,3.9460610423702747e-07
1865,7.530950796308389e-08,4.287935269076115e-07
1866,5.93604774223877e-08,2.895039585837367e-07
1867,9.851207494193659e-08,4.4014998934471805e-07
1868,7.16281718382561e-08,5.162168577044213e-07
1869,6.788091866383184e-08,5.156996394362068e-07
1870,9.346499751927695e-08,4.5413665361593303e-07
1871,9.240424247991541e-08,5.225619474913401e-07
1872,5.624025689598966e-08,4.6987827317934716e-07
1873,1.2091729217900138e-07,5.608886226582399e-07
1874,9.081406204813902e-08,5.490665557772445e-07
1875,1.0813685946686746e-07,4.359803540410212e-07
1876,1.0580525611203484e-07,4.794489996129414e-07
1877,6.741449709579683e-08,4.886004489890183e-07
1878,5.072834596830944e-08,4.577629226787394e-07
1879,7.331190232662266e-08,3.757235162993311e-07
1880,1.0396910710142038e-07,6.238146283976675e-07
1881,7.181682804002776e-08,3.6466215647124045e-07
1882,8.984770261122321e-08,4.432486377936584e-07
1883,8.467914369703067e-08,4.6257559915829916e-07
1884,1.0694748908690599e-07,4.548569165763183e-07
1885,1.0313016929330843e-07,5.298312544255168e-07
1886,1.206797719532915e-07,5.253119752524071e-07
1887,1.0185122079064968e-07,6.430990993067098e-07
1888,1.0525420179874345e-07,6.207461638041423e-07
1889,9.397705014180247e-08,6.01453109538852e-07
1890,8.651790039948537e-08,6.790344286855543e-07
1891,7.01164211136529e-08,6.782170203223359e-07
1892,1.0280360385195308e-07,7.716539016655588e-07
1893,1.1947328459882556e-07,4.945208615936281e-07
1894,1.5690832810832944e-07,7.190056408035161e-07
1895,1.3842813473274873e-07,5.218138880991319e-07
1896,1.0909503345146732e-07,5.908822799938207e-07
1897,1.4974654050092795e-07,5.075067406323797e-07
1898,8.261198303216588e-08,5.856397251591261e-07
1899,5.417026827103655e-08,5.450192475109361e-07
1900,8.66905907059845e-08,8.134380209412484e-07
1901,7.824234415920728e-08,5.829054430250835e-07
1902,1.0508007619591808e-07,4.797347514795547e-07
1903,8.262337303222012e-08,5.945642556071107e-07
1904,7.255744094436523e-08,6.105574357206933e-07
1905,1.0063480004873782e-07,5.300099701344152e-07
1906,8.076369795162464e-08,7.36132790279953e-07
1907,1.1262827115388063e-07,6.330840278678806e-07
1908,8.152905905944863e-08,5.152047037881857e-07
1909,1.0176819387197611e-07,5.258940518615418e-07
1910,1.0902067515417002e-07,5.654111419062247e-07
1911,6.118430206925041e-08,5.102238560539263e-07
1912,8.335074141996301e-08,4.787457896782144e-07
1913,7.901454779357664e-08,6.649949000347988e-07
1914,8.571831955350717e-08,6.214578434082796e-07
1915,1.1309531089409575e-07,5.089289061288582e-07
1916,1.1097336738430386e-07,4.757571048230602e-07
1917,9.211796481167767e-08,4.1672413431115274e-07
1918,9.418828739171659e-08,5.96142911035713e-07
1919,7.550436009751138e-08,4.392143750919786e-07
1920,7.799398815677705e-08,4.990100705981604e-07
1921,5.9067428281878165e-08,5.467523465085833e-07
1922,9.22241909506738e-08,6.153198341962707e-07
1923,8.811237250938575e-08,5.000111400477181e-07
1924,7.86389122708897e-08,5.646531349157158e-07
1925,7.808706214973427e-08,4.091322125532315e-07
1926,1.1480522488227507e-07,5.651092465086549e-07
1927,8.473411128306907e-08,4.4262424125918187e-07
1928,8.798051709391075e-08,5.918689112149877e-07
1929,8.912324744869693e-08,6.706524686705961e-07
1930,9.033099246380516e-08,5.903025339648593e-07
1931,1.2203732069338002e-07,7.15115845650871e-07
1932,8.87722464426588e-08,5.403051659413904e-07
1933,9.061822936473618e-08,6.790631914554979e-07
1934,9.824896096688462e-08,5.78710341869737e-07
1935,1.0891138657598276e-07,6.594524393221946e-07
1936,7.1535815493462e-08,6.280602065089624e-07
1937,8.310137644684801e-08,7.227301921375329e-07
1938,7.649476430060531e-08,6.988250333961332e-07
1939,1.1470537941704606e-07,7.616437187607517e-07
1940,1.6736167651743017e-07,9.154176154879679e-07
1941,1.0625409174735978e-07,1.0123653737537097e-06
1942,1.061974117533282e-07,7.342792400777398e-07
1943,8.709705667797607e-08,9.232288107341446e-07
1944,1.124615138792251e-07,1.111762458094745e-06
1945,8.496165548876888e-08,5.99088593844499e-07
1946,8.07424029858339e-08,5.721573757000442e-07
1947,9.417487945029279e-08,5.304787578097603e-07
1948,1.2611390332040173e-07,6.142616371107579e-07
1949,7.362756093698408e-08,6.75410149142408e-07
1950,7.232046073113452e-08,5.732459840146475e-07
1951,9.595261474260042e-08,7.217768711598183e-07
1952,1.0439355691005403e-07,6.400695724551042e-07
1953,8.942276963352924e-08,8.18810860891972e-07
1954,8.502106396690579e-08,6.694187391076412e-07
1955,8.91632723210023e-08,7.470943614862335e-07
1956,8.023449993288523e-08,5.668741778208641e-07
1957,1.0513694803648832e-07,7.165215833992988e-07
1958,8.851300492551673e-08,7.660097480766126e-07
1959,7.673240531858028e-08,6.161844794405624e-07
1960,9.412333668024075e-08,5.751212484028656e-07
1961,8.893643865803824e-08,5.495994059856457e-07
1962,8.688480335194981e-08,5.986806854707538e-07
1963,7.241979460559378e-08,5.599601990979863e-07
1964,6.38816644027429e-08,5.475571356328146e-07
1965,1.1710172742596114e-07,4.7223733190548955e-07
1966,7.090015685662365e-08,5.472605835166178e-07
1967,1.0255097748768094e-07,4.683818701778364e-07
1968,8.354033553814588e-08,4.3746391042986943e-07
1969,7.175977145834622e-08,4.3918797132391774e-07
1970,7.265985857429769e-08,4.400979776164604e-07
1971,7.656212375195537e-08,3.802414028086787e-07
1972,7.951727809540898e-08,4.2734123439913674e-07
1973,6.340184199871146e-08,3.5449900792627886e-07
1974,4.387946006545462e-08,2.9703019777116424e-07
1975,8.681449514824635e-08,3.4840027751670277e-07
1976,5.656391621755574e-08,3.9880418967186415e-07
1977,6.581995393162288e-08,3.31450507928821e-07
1978,5.8811853165252614e-08,4.093067502708436e-07
1979,6.437170441131457e-08,4.2953485035468475e-07
1980,7.504399235358505e-08,3.3883497962960973e-07
1981,6.958104137311238e-08,3.713097669333365e-07
1982,6.393727147724348e-08,3.4637864132491814e-07
1983,8.525676520321213e-08,3.505000449877116e-07
1984,7.364740639559386e-08,3.6823703908339667e-07
1985,8.181159216746892e-08,3.5251170515948616e-07
1986,6.773768745915731e-08,2.6915239459412987e-07
1987,6.171924837872211e-08,3.403725088446663e-07
1988,6.056519197272792e-08,2.7943940494878916e-07
1989,7.408964819433095e-08,2.497095579201414e-07
1990,6.865300150593612e-08,2.9858608741051285e-07
1991,7.67851915384199e-08,2.877979454751767e-07
1992,6.06093877308922e-08,2.683342756881757e-07
1993,5.760775678709251e-08,3.0299463560368167e-07
1994,5.960666982218754e-08,2.8906598004141415e-07
1995,5.476675468685244e-08,2.5539742409819155e-07
1996,4.750901894112758e-08,2.455522292166279e-07
1997,6.041567246484192e-08,2.090574042767912e-07
1998,7.438281812710557e-08,3.2661685622770165e-07
1999,6.078367675854679e-08,2.303381450019515e-07
2000,6.892128823210442e-08,2.27086815129951e-07
2001,6.966126875340706e-08,2.4753845195846225e-07
2002,5.301277994362863e-08,2.874081417303387e-07
2003,5.75035379313249e-08,3.225198383915995e-07
2004,8.104815663045883e-08,2.2552531220298988e-07
2005,6.845699118684934e-08,3.48139849393192e-07
2006,6.218013481884554e-08,3.4960885386681184e-07
2007,5.0330442036283785e-08,2.915969901096105e-07
