year,ton_DET avant_NOUN,ton_DET savant_NOUN
1946,1.3921104269343232e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,2.174377566888097e-09,0.0
1949,3.926803215925645e-09,0.0
1950,0.0,0.0
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,0.0
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,1.8771215692936494e-09,0.0
1956,8.72114158667614e-10,1.744228317335228e-09
1957,8.835037701437898e-10,0.0
1958,3.3088973783179654e-09,0.0
1959,0.0,2.325224457422337e-09
1960,6.920833350854139e-10,0.0
1961,4.1688955620955426e-09,0.0
1962,3.805173953708163e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,0.0
1964,0.0,1.2167936658258327e-09
1965,1.0944086747954884e-09,0.0
1966,6.092982118843793e-09,0.0
1967,4.437302025817047e-09,1.4791006197611978e-09
1968,1.3474247273492779e-09,0.0
1969,1.3625273409534344e-09,0.0
1970,4.59872487312829e-09,0.0
1971,2.0553589941130213e-09,0.0
1972,6.156176013405457e-09,0.0
1973,2.7566018356850464e-09,0.0
1974,5.063014507644681e-09,0.0
1975,3.998036124386317e-09,5.711480177694739e-10
1976,1.142705374768127e-09,5.713526873840635e-10
1977,1.7630345516828072e-09,1.1753563677885381e-09
1978,5.940591352171509e-10,0.0
1979,2.3407893401383717e-09,0.0
1980,3.97960553399912e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,0.0
1982,4.345251713999687e-09,0.0
1983,3.1576580239445207e-09,1.2630632095778083e-09
1984,4.639206796497319e-09,0.0
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,5.3950369172106605e-09,0.0
1987,6.110817019067127e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,2.744061089465788e-09,2.1952488715726304e-09
1990,4.358920779878872e-09,0.0
1991,4.68917216167597e-09,0.0
1992,4.407955389584828e-09,0.0
1993,2.7696036575264316e-09,1.661762283333701e-09
1994,2.1099705871385765e-09,0.0
1995,2.168980273165033e-09,5.422450821690461e-10
1996,3.736664311304594e-09,1.067618438099771e-09
1997,1.917957792585412e-09,0.0
1998,2.86087753487152e-09,4.768129224785866e-10
1999,4.113181045761749e-09,9.140402323914998e-10
2000,3.0926220473403987e-09,4.4180314962005696e-10
2001,4.8193329327261836e-09,1.7524847129024579e-09
2002,2.6287327870022636e-09,0.0
2003,5.0003075569016175e-09,0.0
2004,7.04766583980998e-09,0.0
2005,3.602999676388663e-09,0.0
2006,1.6471559116659762e-09,4.1178899179428186e-10
2007,3.1955834922658966e-09,0.0
2008,5.960415355721338e-09,0.0
2009,3.814554005998616e-09,4.76819250749827e-10
2010,6.613310343794865e-09,1.4171379625338432e-09
2011,5.7359579308524644e-09,1.529588788962144e-09
2012,1.0893608487494433e-08,2.382976926895708e-09
2013,8.646287241731443e-09,2.789125042035323e-10
2014,1.3425760461704961e-08,8.661780737106994e-10
2015,1.861923255852549e-08,1.7732603163622684e-09
2016,1.387797801677415e-08,1.0356699942093428e-09
2017,8.553078245654433e-09,1.2578056374223934e-09
2018,1.6779532985289336e-08,1.5488800242380307e-09
2019,1.5816123910550317e-08,1.2754939326953263e-09
