year,en_ADP hôtes_NOUN,en_ADP saute_NOUN
1847,1.0786447290911383e-08,2.6966118227278457e-09
1848,9.65426583121598e-09,1.367687652020777e-08
1849,6.535943697372204e-08,6.703532173801818e-09
1850,4.073397619208663e-09,8.82569484161877e-09
1851,8.384270167027807e-09,2.579775504329973e-09
1852,1.5625309046640723e-08,1.9531636308300904e-09
1853,1.0749477752369785e-08,0.0
1854,8.313063126763609e-09,3.117398783558656e-09
1855,2.175844215912548e-08,2.653468555990912e-09
1856,7.765783571755946e-09,2.122647629887453e-08
1857,2.4407544874094356e-09,4.393358121745905e-09
1858,9.787352261980686e-09,5.3830437884982985e-09
1859,2.2914779407301467e-08,4.073738679721828e-09
1860,8.696649622663699e-09,1.1442959468865865e-08
1861,2.3579818320129675e-08,4.2443675241088386e-09
1862,3.388489855371546e-08,6.776979422085105e-09
1863,2.6970951694238465e-08,4.994620717013731e-09
1864,1.965838514195184e-08,1.3904711160250827e-08
1865,1.3179164426446732e-08,9.88437331983505e-09
1866,1.751620715140234e-08,3.8924903300596725e-09
1867,1.844068364675877e-08,3.396968040192405e-09
1868,1.778354707937524e-08,2.4699371437009177e-09
1869,1.3673853160867111e-08,9.767038289254515e-10
1870,7.454262984651905e-09,5.734048791339319e-09
1871,4.036047429600842e-08,5.3105884134652115e-09
1872,1.8142017887967654e-09,2.3584624031514068e-08
1873,8.380406590902112e-09,2.3944017879529156e-09
1874,2.3898437007119355e-08,5.974609251779839e-09
1875,1.2587359599081083e-08,4.577221879298321e-09
1876,1.934724735974669e-08,3.02300739996042e-09
1877,2.5976227391311113e-08,4.329371194877751e-09
1878,1.268208649207736e-08,3.0195443923020093e-09
1879,8.55305515301552e-09,1.221865053580018e-09
1880,1.0910338410496934e-08,8.984985200299889e-09
1881,1.324776466304911e-08,5.5780060570498335e-09
1882,1.6638463051776853e-08,6.655385131892899e-10
1883,1.7062214752172622e-08,5.687405213450347e-09
1884,1.386356363042296e-08,1.0562715146988921e-08
1885,2.2559724977000428e-08,1.933690763067375e-09
1886,2.8395241713496944e-08,4.5174246565693466e-09
1887,5.223139698529167e-09,5.876032105334161e-09
1888,2.0924028731883482e-08,7.60873763994141e-09
1889,1.4409814674820609e-08,5.01210956072029e-09
1890,3.080561788992853e-08,3.2771931834929546e-09
1891,1.211101796627645e-08,6.374220151705856e-09
1892,2.0686091062316336e-08,3.761107425503951e-09
1893,9.23762488724833e-09,7.3900996988562895e-09
1894,2.2685540557176864e-08,6.9316934414587195e-09
1895,4.273216447359118e-08,4.814891596538473e-09
1896,1.2383760683576384e-08,2.948514543632541e-09
1897,1.0488084178916779e-08,3.4960281336537946e-09
1898,1.0185038590293516e-08,1.1882545614128048e-08
1899,3.040168117252051e-08,6.080336234504102e-09
1900,1.661137005726232e-08,5.19105292084987e-09
1901,2.4031576728589243e-08,8.941982265753268e-09
1902,8.34748237199534e-09,7.856454153909453e-09
1903,2.214090244478939e-08,1.0800440541913758e-08
1904,1.7736262236667244e-08,7.524475265086039e-09
1905,3.6641388589941926e-08,6.708986699521802e-09
1906,1.4918134283448126e-08,3.0865106026567446e-09
1907,6.1714118260169926e-09,3.0857059130084963e-09
1908,2.504808449543816e-08,7.367083609821634e-09
1909,2.9155213354670195e-08,2.2003934230241384e-09
1910,1.0153886620400954e-08,8.550641084070776e-09
1911,1.8089272302290738e-08,6.916486494645824e-09
1912,1.719108944087111e-08,6.772247651554153e-09
1913,1.113627856597077e-08,6.893886794756554e-09
1914,1.1384464038144415e-08,1.2054139020278853e-08
1915,1.4136913861761968e-08,9.424609426211816e-09
1916,3.29623865980011e-08,2.197492410260793e-09
1917,1.0966424213165737e-08,1.315970976634162e-08
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,5.7088658744763876e-08,3.6831393490643904e-09
1920,1.9687803387569147e-08,9.086677632552664e-09
1921,1.060184651180407e-08,5.300923255902035e-09
1922,2.656056830030451e-08,5.902348387820666e-09
1923,7.431163684401554e-09,3.1847844361720945e-09
1924,9.02413699321869e-09,1.4180787211159895e-08
1925,1.4297631523163545e-08,5.499088961968823e-09
1926,2.11776637337735e-08,8.916910765321973e-09
1927,3.4562596340492746e-08,2.2298449753321847e-09
1928,1.3711249025050165e-08,2.2852082448565625e-09
1929,1.1140405931087116e-08,1.0026365515614089e-08
1930,1.05036033204442e-08,6.302162347537887e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,1.3151444377967891e-08,8.767629289252454e-09
1933,8.02946331646126e-09,5.735331098932761e-09
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,2.393656828303392e-08,3.590485242455088e-09
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,1.3850230295986421e-08,1.2591118148108649e-09
1938,7.779128452511941e-09,9.075650453382877e-09
1939,1.988226472349197e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,3.3376331032286544e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,1.1612940831184915e-08
1944,2.2492303131116387e-08,0.0
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,3.6194869323935563e-08,8.352662561605939e-09
1947,1.0728784083369192e-08,5.960435700558264e-09
1948,3.805160786463091e-08,2.174377566888097e-09
1949,1.4725512254010198e-08,5.890204768377316e-09
1950,1.595304155443955e-08,1.0635361480382244e-09
1951,3.3050344683260846e-08,1.0661401761424827e-09
1952,7.381362632230548e-09,4.2179215675730575e-09
1953,1.1851210235391818e-08,0.0
1954,2.5408594339637602e-08,3.9090144454689835e-09
1955,3.003394510869839e-08,3.754243138587299e-09
1956,1.2209598665435806e-08,2.616342476002842e-09
1957,2.03205861026845e-08,5.3010225653515874e-09
1958,2.3989505493204888e-08,8.272243445794913e-10
1959,1.5501495198577686e-08,1.5501495642666896e-09
1960,1.3564833523105335e-07,2.7683333403416555e-09
1961,2.36237411854745e-08,4.16889545107324e-09
1962,2.0294261215969556e-08,4.43936931660005e-09
1963,1.2932106940866106e-08,5.1728425987107585e-09
1964,2.5552667537454e-08,1.825190498738749e-09
1965,1.3132904541635071e-08,2.188817349590977e-09
1966,1.6063316343739587e-08,5.539074976468328e-09
1967,2.218651040664099e-08,8.381570493209978e-09
1968,1.257596426995633e-08,6.287982134978165e-09
1969,1.862120768691966e-08,5.45010922503586e-09
1970,1.1496812390987543e-08,3.6789800095249348e-09
1971,1.1818314327172175e-08,4.624557625731995e-09
1972,1.3338381954497436e-08,3.0780880067027283e-09
1973,7.718485461882807e-09,5.513203671370093e-09
1974,2.925297337696975e-08,4.5004573956397564e-09
1975,1.6563292515314743e-08,4.569184142155791e-09
1976,1.4855169538918744e-08,3.4281160132820787e-09
1977,1.645498848290572e-08,1.7630345516828072e-09
1978,1.7227715365386587e-08,4.158414057542359e-09
1979,1.7555919384903973e-08,5.851973350345929e-10
1980,1.5349907178663358e-08,5.68515062804309e-09
1981,2.213942412732095e-08,3.795329661659963e-09
1982,1.1794254461960918e-08,4.345251713999687e-09
1983,1.515675762675528e-08,6.946847541655643e-09
1984,1.6817124248724724e-08,4.059305780401701e-09
1985,1.3835783740923091e-08,2.4062232206745193e-09
1986,1.1389522214244607e-08,3.5966913891627428e-09
1987,1.5277041853778428e-08,1.2221633705067347e-09
1988,1.9188972188999287e-08,4.7972429917386705e-09
1989,9.878619700032232e-09,1.6464366536794728e-09
1990,2.0160008773473237e-08,5.448650863826288e-09
1991,1.4653663171770859e-08,1.1722930404189924e-09
1992,2.2039776725879534e-08,2.2039776670368383e-09
1993,1.3848018731721368e-08,4.4313659408601325e-09
1994,1.793475057354499e-08,2.1099706426497278e-09
1995,6.506940763983948e-09,4.880205739521415e-09
1996,1.1209993822092201e-08,4.270473752399084e-09
1997,2.0618046159270875e-08,2.397447240731765e-09
1998,1.6688451509594415e-08,4.291316191284977e-09
1999,2.0565904534919355e-08,6.398281460207045e-09
2000,1.5904913164277446e-08,2.6508188977203417e-09
2001,1.7962968529294798e-08,3.06684819206815e-09
2002,1.7086764003693133e-08,8.76244299341522e-10
2003,2.6668306507549033e-08,2.9168460979889232e-09
2004,2.2464435645019876e-08,2.642874807889939e-09
2005,2.2068373795036678e-08,2.702249757291497e-09
2006,9.471147199846541e-09,3.7061009261485367e-09
2007,1.7975157362570826e-08,1.5977917877663117e-09
2008,2.0861454952392222e-08,2.128719839289417e-09
2009,2.4794601927169424e-08,2.860915504498962e-09
2010,1.3698999989930627e-08,2.8342759250676863e-09
2011,1.9502257586623273e-08,2.6767803529281764e-09
2012,2.008509092377153e-08,3.4042526575461807e-09
2013,1.2551062911203559e-08,5.5782499175371925e-09
2014,1.992209548717927e-08,4.114345752981308e-09
2015,1.8175918020668647e-08,3.32486305154589e-09
2016,1.802065902056782e-08,1.4499380585064614e-09
2017,1.9873329037967125e-08,2.264050197320344e-09
2018,1.9361000358486535e-08,2.0651733656507076e-09
2019,1.8877309826415e-08,3.826481520530223e-09
