year,en_PRON eût_VERB,en_PRON sut_VERB
1800,2.6756840512121016e-06,2.2323567216986362e-07
1801,2.7335975438802507e-06,2.5478654208654916e-07
1802,2.6205108554222534e-06,1.096541666356643e-07
1803,2.710971529040762e-06,2.1258696847326064e-07
1804,2.904424933447558e-06,2.1999473176492756e-07
1805,2.6723050421395556e-06,2.75759134638065e-07
1806,2.590620432840751e-06,3.313919512137886e-07
1807,2.696066577101419e-06,1.4804166426074516e-07
1808,2.76914251706728e-06,1.246340701754889e-07
1809,2.6362886114128514e-06,1.4005988591136997e-07
1810,3.0351443029985603e-06,1.8487001796074765e-07
1811,2.3691875057352263e-06,2.657501432246079e-07
1812,2.8485784482334964e-06,1.7603574065105931e-07
1813,2.3322265718661583e-06,1.380355976188241e-07
1814,2.6054487829441086e-06,1.510405018834149e-07
1815,2.8293875597995566e-06,9.710004889029733e-08
1816,2.3291919610812784e-06,2.0394914024279842e-07
1817,2.789917164847111e-06,1.9305229770338883e-07
1818,3.2234863223123966e-06,1.978915395994818e-07
1819,2.8496441544234585e-06,1.552657522552181e-07
1820,3.0757919091684016e-06,1.4477106446975085e-07
1821,3.1606070187706337e-06,1.5581151124877124e-07
1822,2.9605644158436917e-06,1.4637399203820678e-07
1823,4.091432401764905e-06,1.4329895314801888e-07
1824,3.0257058831750783e-06,2.9389683220415463e-07
1825,3.4024231219120793e-06,2.2541933897279876e-07
1826,2.671461675873843e-06,2.0786842824804808e-07
1827,3.1781156382137965e-06,1.7236301275147525e-07
1828,3.0341972578895593e-06,1.3758451677947647e-07
1829,3.128351952597086e-06,5.529698281492301e-07
1830,3.4566801119240154e-06,1.4402834125348818e-07
1831,2.321530667259708e-06,9.198811401489593e-08
1832,2.447571521457803e-06,2.056555357121681e-07
1833,2.155713250573399e-06,1.0888610724180126e-07
1834,2.3448342680865153e-06,9.241185838781973e-08
1835,2.40354933822573e-06,9.605121675804185e-08
1836,2.3952753984701758e-06,1.0013917517426307e-07
1837,2.3893398086727302e-06,1.2872098498206697e-07
1838,2.59682336789524e-06,1.3949877275543088e-07
1839,2.3337544075019423e-06,1.3004143206707397e-07
1840,2.523033780121864e-06,2.4141121457432746e-07
1841,2.3512048130669427e-06,1.1428576129901558e-07
1842,2.4512001335352807e-06,1.012948018797033e-07
1843,2.1294414436212605e-06,1.0159887153804448e-07
1844,2.240430783118086e-06,1.218460561336343e-07
1845,2.1668025045329387e-06,1.2611315014510183e-07
1846,2.220026857457924e-06,1.6392603985337928e-07
1847,2.0062793062436413e-06,1.4399907399820222e-07
1848,1.7973024881712263e-06,1.0136979256003542e-07
1849,1.957431411625521e-06,7.876649732452279e-08
1850,2.1840199408984518e-06,1.330643275565535e-07
1851,1.978687730996853e-06,1.3866293446795908e-07
1852,1.9401424715681514e-06,9.700712411131462e-08
1853,2.0961481226322576e-06,2.0961480329262372e-07
1854,2.054885328561795e-06,1.070306889783268e-07
1855,2.0245964442722197e-06,1.6876059660830833e-07
1856,2.180631991421933e-06,2.4384561925216985e-07
1857,2.5701145389689373e-06,2.338242827137904e-07
1858,2.2094947205175686e-06,1.546401672269937e-07
1859,2.124964023408893e-06,1.6345876474588295e-07
1860,2.0432549572291236e-06,1.194644990709648e-07
1861,2.168400083490951e-06,1.2167186835831956e-07
1862,1.991528366218631e-06,1.2108203195637657e-07
1863,2.066774133169247e-06,1.2836176210839767e-07
1864,2.1600249198172605e-06,1.1507347030814685e-07
1865,1.975462602388234e-06,1.7179982592097076e-07
1866,1.937000487117757e-06,9.147352386662533e-08
1867,1.8668765751073124e-06,1.4073152954097168e-07
1868,2.0959886271043615e-06,9.039969750546106e-08
1869,1.9822203149999496e-06,1.0939082717431603e-07
1870,1.9490032325819584e-06,1.135341651803401e-07
1871,2.0190857519253314e-06,8.390729888674286e-08
1872,1.8891887911820504e-06,1.0038583109217569e-07
1873,1.7323497090160345e-06,1.1852288794855781e-07
1874,1.8808070123554899e-06,1.2128457171911577e-07
1875,1.7874050399768748e-06,7.609631325067312e-08
1876,2.044762137387579e-06,9.008562340540038e-08
1877,1.6717558111167818e-06,1.1812998357285664e-07
1878,1.6480673163954407e-06,1.1232705077190985e-07
1879,1.8022509955528676e-06,2.0710612602670153e-07
1880,1.7264006189066095e-06,1.3926726527557776e-07
1881,1.5911262245538182e-06,1.485144167645558e-07
1882,1.6358937120486416e-06,1.1181047199215755e-07
1883,1.6310214085990538e-06,1.0110941978114241e-07
1884,1.584407286259193e-06,1.4919834701032642e-07
1885,1.5811144464805693e-06,9.346171481183774e-08
1886,1.446221274292725e-06,7.80869149341612e-08
1887,1.5493138612043822e-06,1.0707436359780331e-07
1888,1.5363309575633366e-06,1.3188478931169811e-07
1889,1.560645543463579e-06,7.079604724680166e-08
1890,1.4078822108132272e-06,9.438316794785351e-08
1891,1.3698198557676733e-06,8.477712754029199e-08
1892,1.3126265461238518e-06,9.402768874622325e-08
1893,1.2341466817389346e-06,1.0715644549463832e-07
1894,1.3611325115903128e-06,8.759139547009909e-08
1895,1.38729062015841e-06,7.82419888878394e-08
1896,1.162304389623614e-06,1.2560671236450105e-07
1897,1.192728232624063e-06,9.672344702948976e-08
1898,1.2414430763385553e-06,9.732370642723254e-08
1899,1.3443070940866164e-06,9.452159055456377e-08
1900,1.1825218688699124e-06,7.994221518092814e-08
1901,1.209961927983727e-06,8.49488339671467e-08
1902,1.0606212885733157e-06,7.316322836459221e-08
1903,1.1313461456552432e-06,6.372260230591564e-08
1904,1.149094899233205e-06,8.760638881000204e-08
1905,1.1900710301659956e-06,1.0785986470640552e-07
1906,1.214542015404163e-06,9.002322742812652e-08
1907,1.1041685112900268e-06,1.0182829868199406e-07
1908,1.1762777276658198e-06,7.759994957723393e-08
1909,1.10239712647342e-06,1.1607075450781323e-07
1910,1.2670980744644567e-06,1.07417427841483e-07
1911,1.1412202489680112e-06,1.0747155698709321e-07
1912,1.1554495742416293e-06,8.439262444426276e-08
1913,1.1019613062046574e-06,7.583275163369763e-08
1914,9.656704218485856e-07,1.1049627346437774e-07
1915,1.0048989480537784e-06,5.0657277483878715e-08
1916,1.1415972718253897e-06,8.130722051191697e-08
1917,1.0132975738486039e-06,6.250861872558744e-08
1918,9.786393064814547e-07,7.581008087953478e-08
1919,1.1472979508653225e-06,9.760319130691641e-08
1920,1.1593087165806537e-06,8.253732630691957e-08
1921,1.0813883584148698e-06,7.269837709600324e-08
1922,1.1745673020868708e-06,9.960212565829352e-08
1923,1.1274136397787515e-06,7.112685551646791e-08
1924,1.1138363973373089e-06,1.0571131869863137e-07
1925,9.799376119445924e-07,1.077821465411688e-07
1926,1.1101553756276417e-06,1.058883185578452e-07
1927,1.1048881738418004e-06,8.473411128306907e-08
1928,1.0340567424549363e-06,1.165456211538185e-07
1929,1.0282595281907447e-06,8.021092412491271e-08
1930,1.0093962927726352e-06,8.087774716614149e-08
1931,9.147095862971355e-07,5.816731984964463e-08
1932,8.953941534883825e-07,7.233294330166729e-08
1933,7.880344821131757e-07,6.997104051720271e-08
1934,8.231345578479932e-07,5.03226385006883e-08
1935,8.569291622961828e-07,5.146362269670135e-08
1936,8.062935101804669e-07,4.849885826274658e-08
1937,7.919813178602908e-07,6.421470288842102e-08
1938,8.712623902340511e-07,4.667477193631697e-08
1939,8.763490821905862e-07,4.129393715857077e-08
1940,5.781584979658305e-07,5.0715659227762444e-08
1941,7.26069647072336e-07,2.9515025090631752e-08
1942,8.010318932605287e-07,5.158159899210091e-08
1943,1.013229127266868e-06,3.774205836748479e-08
1944,8.868394090200127e-07,6.42637232317611e-08
1945,8.866511240768205e-07,7.189063211399116e-08
1946,7.823660848060854e-07,6.960551957035932e-08
1947,1.0776467114226307e-06,6.914105199484766e-08
1948,8.577919423657931e-07,7.284164538212679e-08
1949,6.862088817172207e-07,5.399354718882421e-08
1950,9.0400570940119e-07,3.722376584747167e-08
1951,8.731687852758796e-07,5.543929049167673e-08
1952,7.455176387338724e-07,4.428817490520487e-08
1953,7.735607976400161e-07,6.572035005092403e-08
1954,8.120977597059209e-07,3.713563812013376e-08
1955,6.720095129253423e-07,4.129667274810345e-08
1956,6.26177955709295e-07,4.1861480726268496e-08
1957,6.423072225203441e-07,2.9155624414745063e-08
1958,7.155490315824409e-07,6.4523497655955e-08
1959,6.735400148727422e-07,3.8753739772801055e-08
1960,6.457137340376562e-07,4.636958295112237e-08
1961,7.36504864207177e-07,4.585785118305097e-08
1962,7.210804309210062e-07,4.8198869340154715e-08
1963,6.905744971419381e-07,4.590897695333496e-08
1964,7.3981055237482e-07,3.4070222088011803e-08
1965,7.551420075913029e-07,6.78533365605638e-08
1966,6.868452739894337e-07,4.265087660826339e-08
1967,8.406222260504137e-07,6.261526408479767e-08
1968,8.147428385285593e-07,8.713346655309095e-08
1969,6.412961814916684e-07,5.904285060864822e-08
1970,6.654355129143141e-07,5.748406409211704e-08
1971,6.988220633274977e-07,5.960541227256755e-08
1972,5.73037405970922e-07,4.771036543615992e-08
1973,5.066634427564054e-07,3.528450420731133e-08
1974,3.8478909925032667e-07,2.981553137715309e-08
1975,4.175092058744667e-07,6.739546787315476e-08
1976,4.370848118995241e-07,3.370980822259284e-08
1977,4.101993633653933e-07,4.348818549715361e-08
1978,4.877225627808457e-07,6.594056423114836e-08
1979,4.6406147546917964e-07,3.4526642878063285e-08
1980,4.0933083589322905e-07,4.43441763309238e-08
1981,3.599237610174555e-07,1.9609203150139365e-08
1982,3.9355563341558764e-07,2.7933760748943826e-08
1983,3.271333750554106e-07,2.2103606056589342e-08
1984,3.433012922826606e-07,3.7693553722739637e-08
