year,en_PRON eût_VERB,en_PRON sut_VERB
1985,3.513085857775877e-07,3.7296459254321235e-08
1986,3.7885148262972734e-07,3.656635993998236e-08
1987,3.660379332970365e-07,2.994300241088155e-08
1988,3.8138082736338674e-07,3.597932263232906e-08
1989,4.0118173849634786e-07,3.018467253923518e-08
1990,2.795158033919165e-07,2.6153525567451652e-08
1991,2.9014253044579164e-07,3.165191131415668e-08
1992,3.212297565724498e-07,3.195767561692264e-08
1993,3.251514852919968e-07,2.7142116110212555e-08
1994,2.932859066717697e-07,2.320967773528082e-08
1995,3.280582774323193e-07,2.277429267394382e-08
1996,2.8238508953393193e-07,1.7615704006601618e-08
1997,2.7570642302521264e-07,1.870008781157395e-08
1998,2.913326992981524e-07,2.3840646790063147e-08
1999,2.856375673765399e-07,2.9249288241439686e-08
2000,2.743597491416949e-07,2.5624583344097118e-08
2001,2.922268218519264e-07,2.3220422917802352e-08
2002,2.8784624017674787e-07,2.2782352004924178e-08
2003,2.695999032908958e-07,2.2084691408963408e-08
2004,2.722161052126637e-07,2.422635247967264e-08
2005,2.702249650710087e-07,3.467887355057542e-08
2006,3.018413430311284e-07,3.459027553276428e-08
2007,2.5364944633565756e-07,1.9572949483404045e-08
2008,2.699216796742121e-07,2.8099102045153757e-08
2009,2.8418428499321635e-07,3.003961168701608e-08
2010,2.7114572453967867e-07,1.747803457519126e-08
2011,2.6729564783778414e-07,2.715020117061151e-08
2012,4.047656396721777e-07,4.0170183235321844e-08
2013,4.554641135356974e-07,4.6020563360116284e-08
2014,6.199669790873941e-07,6.128210117140043e-08
2015,6.543330748343124e-07,5.0981232790903164e-08
2016,7.241405022284653e-07,6.731854909625135e-08
2017,2.847672071482066e-07,2.0879574791354827e-08
2018,4.742154482428873e-07,2.684725330936999e-08
2019,6.80093313221164e-07,6.045841105528638e-08
