year,en_ADP ans_NOUN,en_ADP sang_NOUN
1863,2.6970952249349978e-08,7.157291861403792e-07
1864,1.821996631345968e-08,6.736592581546574e-07
1865,2.07101151783462e-08,6.363653710650397e-07
1866,3.113992252945508e-08,6.860514076834079e-07
1867,3.299911810472622e-08,5.852490403412958e-07
1868,4.8410764397210926e-08,6.026646133250324e-07
1869,5.4207061062072626e-08,7.628057119291043e-07
1870,2.2362789842134134e-08,6.834986265857879e-07
1871,6.054070955663349e-08,5.034438004258845e-07
1872,3.5679300403046454e-08,5.503079023583268e-07
1873,5.566984112581608e-08,6.806087071709044e-07
1874,3.166542839050379e-08,5.693802336281806e-07
1875,3.204055232242098e-08,5.916058967159188e-07
1876,3.143927651549916e-08,5.568379606302187e-07
1877,2.4120781705327943e-08,5.399344331635803e-07
1878,3.502671280797287e-08,4.493082030876394e-07
1879,2.627009876299269e-08,6.029903829585237e-07
1880,5.519347645588368e-08,4.691445667504013e-07
1881,3.2770786140279284e-08,4.1556145902177377e-07
1882,4.192892699705908e-08,4.299378701944079e-07
1883,3.854796920554904e-08,4.240276325617742e-07
1884,2.970763635090634e-08,4.198679164346686e-07
1885,3.351730637479733e-08,3.86093574888946e-07
1886,2.9040586768669385e-08,4.2786464860000706e-07
1887,3.7867761704113434e-08,3.982644045663619e-07
1888,2.5996519825710607e-08,4.920316882817133e-07
1889,2.5060547192978788e-08,4.134990376769565e-07
1890,3.211649518553017e-08,3.8408705904657836e-07
1891,3.4420787553557375e-08,3.869151612434507e-07
1892,3.447681917734258e-08,3.435144719787786e-07
1893,1.9706933140906102e-08,4.0891885078053747e-07
1894,2.5836310646454308e-08,3.3776251484596287e-07
1895,2.708376523052891e-08,3.6773735700990073e-07
1896,2.594692793955744e-08,3.561805499430193e-07
1897,2.38895258020122e-08,3.956338616717403e-07
1898,2.150174849280262e-08,3.7118809359526495e-07
1899,2.819064981451902e-08,3.979856444402685e-07
1900,2.0764212682600203e-08,3.644119317414152e-07
1901,2.5149324622830704e-08,3.8506411215166736e-07
1902,3.191684577741327e-08,2.921619000062492e-07
1903,2.4300991663395166e-08,4.01236377456371e-07
1904,4.192207558872951e-08,3.799860053277371e-07
1905,3.818961596957493e-08,3.7673541442018177e-07
1906,4.012464094316215e-08,4.0227521935776167e-07
1907,2.108565710923216e-08,3.5845619095198344e-07
1908,2.6521501217402488e-08,3.7817696352249186e-07
1909,3.685658955809856e-08,3.9056982359397807e-07
1910,2.93928290595602e-08,3.9119183270486246e-07
1911,2.873001958558774e-08,3.857271337892598e-07
1912,2.2400511667797218e-08,3.2090034096654563e-07
1913,3.2348237311019545e-08,3.7651227557944367e-07
1914,3.147469573860917e-08,4.1653746052361384e-07
1915,2.591767644943843e-08,5.737231276725652e-07
1916,2.7468654462126096e-08,5.350893843569793e-07
1917,2.960934575302332e-08,6.382459218912118e-07
1918,2.5270027848023346e-08,6.466829631790461e-07
1919,5.893022841929607e-08,4.300065086226823e-07
1920,3.7861158652674476e-08,4.32374434922167e-07
1921,3.937828690903089e-08,4.308893153393001e-07
1922,2.9511741217458365e-08,5.444916268970701e-07
1923,4.671017128643484e-08,4.713481018825405e-07
1924,1.675911143195208e-08,4.241344413458137e-07
1925,3.2994533993857544e-08,4.432265825471404e-07
1926,2.2292277579438746e-08,4.558770569929038e-07
1927,4.236705530846763e-08,4.6380776552723546e-07
1928,2.627989537096198e-08,5.221700689617137e-07
1929,1.893869105984436e-08,4.2556351331768383e-07
1930,1.8906487042613662e-08,3.8968369153735694e-07
1931,2.9653928201867075e-08,4.527926478203881e-07
1932,3.0686703178517405e-08,3.6056874819223594e-07
1933,2.40883908375622e-08,3.636199892298464e-07
1934,1.7972370258689807e-08,3.7262714158714516e-07
1935,3.351119381989065e-08,3.542612034834747e-07
1936,2.667437160042141e-08,4.098153567611007e-07
1937,1.6368453148452033e-08,4.167659994891437e-07
1938,4.926781471681352e-08,4.2914859932352556e-07
1939,2.2941075705773528e-08,4.2823342027986655e-07
1940,2.7893612752905028e-08,4.0572527382209955e-07
1941,6.493305493293633e-08,5.548824901779881e-07
1942,1.517105907566929e-08,4.247896470133128e-07
1943,2.6129116648121453e-08,7.200023333098216e-07
1944,2.5705489292704442e-08,4.1771420455916086e-07
1945,2.6142048081823077e-08,4.74913889547679e-07
1946,2.645009899993056e-08,5.415309374257049e-07
1947,2.7418003201162833e-08,5.972356120764744e-07
1948,1.1959077061973744e-08,5.066299877398706e-07
1949,2.552422173618396e-08,4.162411642028019e-07
1950,2.339779547888554e-08,4.434945708453597e-07
1951,2.345508343104541e-08,3.9127343143263715e-07
1952,2.741649052229178e-08,4.165197537986387e-07
1953,2.5857185836919427e-08,4.955960548613803e-07
1954,1.3681550781186047e-08,4.387868841604359e-07
1955,1.5016972554349195e-08,4.645876003905869e-07
1956,1.3953826982771034e-08,5.677463263964455e-07
1957,1.855357895097498e-08,4.240818043399486e-07
1958,2.2335056470978998e-08,4.293294466606312e-07
1959,1.9376869220266713e-08,3.6195993402543536e-07
1960,1.3841666590685975e-08,4.2147874523834616e-07
1961,2.0149661827950638e-08,5.252808250588714e-07
1962,8.87873902177816e-09,5.143326688994421e-07
1963,2.069137072790994e-08,4.868937821811414e-07
1964,2.737785814721505e-08,4.6177319745766e-07
1965,3.1190647065137966e-08,4.612932684722182e-07
1966,2.3818021666066613e-08,5.638777906824544e-07
1967,3.3526280418527676e-08,6.02980037456291e-07
1968,3.1439911063468884e-08,5.371733209358354e-07
1969,1.9529559247555284e-08,4.664385357955325e-07
1970,2.7132478319646935e-08,5.086189958092291e-07
1971,2.6205827285963323e-08,5.081874974166567e-07
1972,3.231992518060167e-08,4.1656792859612324e-07
1973,3.087394190304238e-08,4.190034985640523e-07
1974,2.418995898034737e-08,4.326064697579568e-07
1975,2.1703624231150798e-08,4.29503302257217e-07
1976,1.199840671262109e-08,3.6966520156056504e-07
1977,2.056873571465445e-08,4.2312828441026795e-07
1978,2.6732660640682582e-08,4.5920771185592457e-07
1979,1.5215130599877114e-08,4.7225424282260065e-07
1980,1.9898026615283726e-08,4.5253798930389166e-07
1981,2.3404533255888538e-08,5.136346317158313e-07
1982,1.3035755141999061e-08,5.046699129707122e-07
1983,1.7682884045910896e-08,4.850162440561689e-07
1984,2.2036232061317662e-08,4.343457362665504e-07
1985,2.0452897042666507e-08,4.920726723867119e-07
1986,2.2779044428489215e-08,5.119290449329128e-07
1987,3.727598285596656e-08,4.7297723426709126e-07
1988,4.2575532321897924e-08,4.5333948150982906e-07
1989,1.7013179198777095e-08,4.7307614181590907e-07
1990,4.685839771756406e-08,4.9909641575141e-07
1991,1.69982495301646e-08,5.333933472684294e-07
1992,3.361065836759991e-08,4.628353167390742e-07
1993,1.606370203521834e-08,5.411805545918469e-07
1994,1.8989735672825248e-08,6.176938995849923e-07
1995,2.60277633890027e-08,6.290043188528216e-07
1996,2.829188883168854e-08,5.183287612453569e-07
1997,2.733089898843133e-08,5.902514885747223e-07
1998,2.9085588382216088e-08,5.616856242340873e-07
1999,2.1479946238356362e-08,5.01351053117105e-07
2000,1.8555731395863972e-08,5.301637884258525e-07
2001,1.7962967807649832e-08,5.09096821588173e-07
2002,2.0591740479414256e-08,5.647394232255465e-07
2003,2.2501383034612132e-08,5.767021207248035e-07
2004,3.479785087856513e-08,6.219565307219455e-07
2005,2.3869873078119497e-08,6.129603207227774e-07
2006,1.7295138099449048e-08,6.288017857514205e-07
2007,5.951774256773845e-08,6.686758524665493e-07
2008,2.2138686828210297e-08,7.799629315741186e-07
2009,1.4781396995289242e-08,7.509902957281156e-07
2010,8.030448139795254e-09,1.0099469136548578e-06
2011,6.500752353089112e-09,1.2049335964547936e-06
2012,6.468080182564506e-09,1.4471478380073677e-06
2013,6.972812660599459e-09,1.508079890299996e-06
2014,2.165445156521173e-09,1.6297140064125415e-06
2015,4.876465897751814e-09,1.4968533150749863e-06
2016,4.556948124401217e-09,1.5955532717271126e-06
2017,1.4590545660553289e-08,1.7541358374728588e-06
2018,1.032586693927584e-08,1.8596886093291687e-06
2019,1.989770437305083e-08,1.7515081935925991e-06
