year,en_ADP alu_NOUN,en_ADP salut_NOUN
1882,3.9932310791357395e-09,5.324308105514319e-09
1883,5.055470986281563e-09,1.579834751908038e-08
1884,7.2618666635548834e-09,2.508644758592027e-08
1885,4.511945039809007e-09,8.379326621454908e-09
1886,5.162771099520569e-09,1.677900662855336e-08
1887,6.528924623161458e-09,1.7628095927424425e-08
1888,1.0779045211961602e-08,2.8532765483646472e-08
1889,3.759081934617825e-09,2.5687060478674084e-08
1890,3.9326319978272295e-09,1.4419650640196124e-08
1891,1.0198752398160593e-08,1.7847816335958555e-08
1892,5.641661138255927e-09,1.9432388143059143e-08
1893,6.15841644346915e-09,1.970693297437265e-08
1894,5.671385139294216e-09,2.646646479753656e-08
1895,1.6250259582406557e-08,2.5880042775483503e-08
1896,1.2973464080801023e-08,1.2383760683576384e-08
1897,1.1070755867592652e-08,1.4566783779201842e-08
1898,8.487532565659706e-09,1.0750874301912461e-08
1899,7.738609753005221e-09,6.080336234504102e-09
1900,6.748368974740515e-09,9.34389543516545e-09
1901,8.38310842965484e-09,5.029865079997364e-09
1902,1.3257766440233354e-08,8.347482649551097e-09
1903,4.320176216765503e-09,3.7801541896698154e-09
1904,6.449550227216605e-09,4.299700151477737e-09
1905,1.4450125207510212e-08,3.6125313851442797e-09
1906,1.5432553013283723e-09,5.658603086100555e-09
1907,8.742834012309686e-09,9.257118183114699e-09
1908,8.840500109741356e-09,2.259238951474174e-08
1909,1.0451868703853506e-08,1.0451868703853506e-08
1910,4.809735720812114e-09,2.6186338430989053e-08
1911,1.5429085564733214e-08,4.20309551607545e-08
1912,1.7191090662116437e-08,1.0418842677495377e-08
1913,7.954484182448596e-09,1.0605979705591295e-08
1914,1.339348720819089e-08,3.3483718020477227e-09
1915,4.712304768617059e-09,4.712304768617059e-09
1916,1.4283700444650549e-08,6.592477230782379e-09
1917,1.0966424213165737e-08,1.535299465338369e-08
1918,1.2635013924011673e-08,1.72295644418341e-08
1919,1.7494911797033552e-08,1.2890987832747669e-08
1920,1.2872794385998532e-08,9.086677632552664e-09
1921,1.3630945761011759e-08,1.0601846123226011e-08
1922,1.9182632371439468e-08,9.591316185719734e-09
1923,1.1677542932631013e-08,7.431163684401554e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,3.299453377181294e-09,5.499089184013428e-09
1926,3.343841648018042e-09,6.6876830739914794e-09
1927,3.3447675740205796e-09,5.574612327308159e-09
1928,3.4278122562625413e-09,5.713020723163709e-09
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,8.402882945013346e-09
1931,6.843213995466613e-09,7.983749661377715e-09
1932,2.1919073223131136e-09,3.287861094491973e-09
1933,2.2941324395731044e-09,6.882397540763918e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,9.574627313213568e-09,4.787313656606784e-09
1936,2.424942913137329e-09,1.333718602225531e-08
1937,6.295558963032022e-09,8.813782592653752e-09
1938,1.2965214457594243e-08,3.8895642262559704e-09
1939,6.117620188206274e-09,1.3764645423464117e-08
1940,1.2678914806940611e-08,1.2678914806940611e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,1.2136847082899749e-08
1943,1.161294105322952e-08,1.1612940831184915e-08
1944,0.0,1.2852744646352221e-08
1945,1.089252021913012e-08,1.3071024262956144e-08
1946,1.1136883415474585e-08,1.1136883415474585e-08
1947,1.4305045148432782e-08,2.0265479960812627e-08
1948,7.610321262063735e-09,5.435944139264848e-09
1949,1.2762110479513922e-08,9.817008539414473e-09
1950,6.381216888229346e-09,5.317680740191122e-09
1951,2.0256663457729474e-08,1.4925962688039363e-08
1952,1.1599284199803606e-08,5.272401959466322e-09
1953,4.5250075686453783e-08,4.3095309543161875e-09
1954,1.7590564560521216e-08,1.3681550115052232e-08
1955,8.447047505910632e-09,7.508486277174597e-09
1956,9.593255301254544e-09,7.849027205963921e-09
1957,7.951533931294108e-09,2.4738106008115324e-08
1958,1.6544486503011768e-08,6.617794756635931e-09
1959,1.007597205671118e-08,1.4726420971555854e-08
1960,8.305000243069571e-09,2.283874928066254e-08
1961,1.80652133252579e-08,3.9604509172175284e-08
1962,1.2049716779927166e-08,1.4586499841318101e-08
1963,1.681173822376536e-08,1.3578711932638043e-08
1964,1.0951143103454797e-08,2.3727476872181796e-08
1965,2.188817305182056e-08,1.5321720781003023e-08
1966,2.0494576258300867e-08,9.416427415587236e-09
1967,1.627010742799584e-08,1.2325839238158665e-08
1968,1.796566262424193e-08,1.122853987567396e-08
1969,1.1354394757745467e-08,1.2716921737876419e-08
1970,2.207388016817191e-08,8.277704743875347e-09
1971,1.5929032648465125e-08,3.391342329184255e-08
1972,2.8728822210055682e-08,9.747279428040656e-09
1973,1.543697081274331e-08,8.269805285010534e-09
1974,1.9689500752040345e-08,1.1813700240281833e-08
1975,1.770558855085369e-08,5.711480177694739e-09
1976,2.056869685684859e-08,1.1427053914214724e-08
1977,1.9393380790155845e-08,9.402850942308305e-09
1978,3.5643547668939846e-08,1.544553740462362e-08
1979,2.2822696621460636e-08,4.681578680276743e-09
1980,2.3877633426039324e-08,1.4781391444174119e-08
1981,3.2892857104727113e-08,2.213942273954217e-08
1982,1.9243256987877544e-08,9.932003552926005e-09
1983,3.0945049189767815e-08,1.6419820836333088e-08
1984,3.479405263906443e-08,7.538710988796993e-09
1985,2.3460675624420446e-08,1.1429560631270874e-08
1986,2.6975184752586756e-08,9.591176741707841e-09
1987,2.5665431557797547e-08,1.2221633927111952e-08
1988,1.5591039570495013e-08,1.1393452348240629e-08
1989,2.7989423778684852e-08,1.207386890467177e-08
1990,4.3044344200104945e-08,1.089730239378639e-08
1991,2.4618153127153874e-08,1.2895223833186975e-08
1992,2.8651710337612712e-08,7.713922001162388e-09
1993,3.545092752688106e-08,1.6617622222714346e-08
1994,3.9034457388620325e-08,1.1604838756618108e-08
1995,3.145021310047014e-08,1.138714633697191e-08
1996,3.25623616959092e-08,1.7081894343462523e-08
1997,3.5961708277909565e-08,9.58978851883785e-09
1998,4.338997428021685e-08,1.3350762273489636e-08
1999,2.7421206638678086e-08,1.0054442528550922e-08
2000,4.4180315850184115e-08,2.6508188089024998e-08
2001,3.592593600387772e-08,1.0953029233595757e-08
2002,3.7678504316573935e-08,1.2267420301803611e-08
2003,3.5835537204320644e-08,1.2500768420409258e-08
2004,3.920264135537366e-08,2.114299846311951e-08
2005,4.0984120208698016e-08,1.621349843272668e-08
2006,4.9002888857785365e-08,2.0589450144825605e-08
2007,4.034424208598786e-08,1.2382886549477945e-08
2008,7.5356680895311e-08,3.0227821690154144e-08
2009,5.960240656577298e-08,1.6211853859360303e-08
2010,7.747020447368413e-08,1.3698999490330266e-08
2011,9.827608238310859e-08,2.370862611789093e-08
2012,8.98722731790258e-08,1.2595735232601157e-08
2013,9.845611259606812e-08,1.5619100401931263e-08
2014,1.043744575213168e-07,1.5807749956242567e-08
2015,9.996754730956514e-08,1.9284206592695696e-08
2016,9.196750028195311e-08,1.9056328348643348e-08
2017,1.0867440636275205e-07,1.9370207937630113e-08
2018,8.802801687579631e-08,1.755397299740835e-08
2019,1.0816187767659358e-07,1.6836519844964926e-08
