year,en_PRON aura_VERB,en_PRON saura_VERB
1880,4.991800778952893e-06,1.8868468032451347e-07
1881,4.761525360663654e-06,1.7082643921639828e-07
1882,4.25811549575883e-06,1.7969540522244642e-07
1883,4.403315415402176e-06,1.6493474674916797e-07
1884,3.97620215153438e-06,1.9739073309210653e-07
1885,4.1148937270918395e-06,1.3987029490181158e-07
1886,4.101176273252349e-06,1.6456333185033145e-07
1887,4.50169363830355e-06,1.057685778960149e-07
1888,4.232360424794024e-06,9.003672829521747e-08
1889,3.898167960869614e-06,1.5412236109568767e-07
1890,4.136473307880806e-06,1.291214175580535e-07
1891,4.087787147000199e-06,1.7401620766577253e-07
1892,3.918446964235045e-06,1.629813226600163e-07
1893,4.054085820826003e-06,1.4164358219659334e-07
1894,3.8798575587861706e-06,1.3233233175924397e-07
1895,3.619594735937426e-06,1.4685419102988817e-07
1896,4.012928002339322e-06,1.0791563198608856e-07
1897,3.8351427065208554e-06,9.439276027478627e-08
1898,3.90822560802917e-06,1.0750873968845553e-07
1899,4.005836217402248e-06,1.2437051566394075e-07
1900,3.691357960633468e-06,1.3237185214620695e-07
1901,3.907087375409901e-06,1.0786266102513764e-07
1902,3.2898901736189146e-06,1.0409802086996933e-07
1903,3.713731530297082e-06,1.0368422920237208e-07
1904,3.6413084671949036e-06,1.3382816632656613e-07
1905,3.75909689864784e-06,1.2643859292893467e-07
1906,3.7367356071627e-06,1.2809019267479016e-07
1907,3.7007901028118795e-06,1.1211398742716483e-07
1908,3.828427907137666e-06,1.1247080777820884e-07
1909,3.7203151350695407e-06,1.210216424851751e-07
1910,3.5495847896527266e-06,1.4375765999830037e-07
1911,3.551881718522054e-06,1.1225989737795317e-07
1912,3.834654762613354e-06,1.4742661846867122e-07
1913,3.5211851354688406e-06,1.5961998656166543e-07
1914,3.2686805297998944e-06,1.0848724940615284e-07
1915,3.832281890936429e-06,6.125996065975414e-08
1916,3.904944151145173e-06,1.0108465176017489e-07
1917,3.886500962835271e-06,1.4804672332502378e-07
1918,3.4344266168773174e-06,1.9411976381888962e-07
1919,3.4897745990747353e-06,1.3535536425024475e-07
1920,3.4809550015779678e-06,1.249418204452013e-07
1921,2.919294047387666e-06,1.0677573669681806e-07
1922,3.097257376794005e-06,1.1362020302385645e-07
1923,2.9544182780227857e-06,1.2208340649522142e-07
1924,2.9586278742499417e-06,1.3278372534841765e-07
1925,2.9585098673123866e-06,1.1438105218530836e-07
1926,2.901339939853642e-06,1.3040981627909787e-07
1927,3.1072888759808848e-06,1.1372209485216445e-07
1928,2.727396122281789e-06,1.165456211538185e-07
1929,2.7917858460568823e-06,1.1474618588636076e-07
1930,2.8454262519517215e-06,1.0188495735974357e-07
1931,2.7943124223384075e-06,1.1747517447702194e-07
1932,2.7344044610799756e-06,1.2713061892100086e-07
1933,2.814900426528766e-06,8.947116469926186e-08
1934,2.824058356054593e-06,9.225816910429785e-08
1935,2.7024384507967625e-06,1.0173041431471574e-07
1936,2.3291577235795557e-06,8.123559069872499e-08
1937,2.4628227492939914e-06,1.0450627740965501e-07
1938,2.465983698130003e-06,1.1409388633865092e-07
1939,2.4562245926063042e-06,8.258787431714154e-08
1940,2.2467036160378484e-06,1.2932493120842992e-07
1941,2.677012844287674e-06,1.0625409174735978e-07
1942,2.6215589059574995e-06,1.153000468434584e-07
1943,2.723234729273827e-06,1.3064558856967778e-07
1944,2.3359864371741423e-06,1.5744612369417155e-07
1945,2.692630914680194e-06,9.803267886354661e-08
1946,2.565659542597132e-06,1.0023195073927127e-07
1947,2.925381750173983e-06,1.0132740158041997e-07
1948,2.550544877522043e-06,1.0763169200345146e-07
1949,2.368844207012444e-06,9.522498345404529e-08
1950,2.5131359961960698e-06,8.401935502888591e-08
1951,2.4499902337993262e-06,1.130108557845233e-07
1952,2.4042153654590948e-06,8.646739502182754e-08
1953,2.3864026843511965e-06,8.080370861307529e-08
1954,2.4108846901071956e-06,1.1140691213995524e-07
1955,2.2028020794095937e-06,8.165478959654138e-08
1956,2.3660456918150885e-06,1.0988638621256541e-07
1957,2.229080109827919e-06,1.0160293584249303e-07
1958,2.1226576336630387e-06,8.437688592266568e-08
1959,2.646880375323235e-06,1.0541017303467015e-07
1960,2.5447905045439256e-06,1.3011167254717293e-07
1961,2.7160353965882678e-06,1.1256017984351274e-07
1962,2.463850023559644e-06,1.3762046080501023e-07
1963,2.338124886591686e-06,1.1768216978680357e-07
1964,2.770030732790474e-06,8.51755572739421e-08
1965,2.5434057988604764e-06,1.1874334404637921e-07
1966,2.4837211185513297e-06,8.696347464365317e-08
1967,2.8788228974008234e-06,1.0698828134536598e-07
1968,2.5942417778423987e-06,1.1183625758803828e-07
1969,3.8196180867089424e-06,8.720174804466296e-08
1970,3.056312607441214e-06,9.243436949191164e-08
1971,2.6308593987778295e-06,1.1766930185785895e-07
1972,2.526597427277011e-06,1.0722006749119828e-07
1973,2.4037567527557258e-06,7.994145789780305e-08
1974,2.3959310055943206e-06,7.707033233828042e-08
1975,2.272598067065701e-06,7.653383704564476e-08
1976,2.2277040443441365e-06,7.71326114090698e-08
1977,2.0956604203092866e-06,9.461619043804603e-08
1978,2.2104941308498383e-06,1.0277223339016928e-07
1979,2.330255711058271e-06,8.95351917051812e-08
1980,2.2911158339411486e-06,9.72160734136196e-08
1981,2.2613839973928407e-06,9.172046588901139e-08
1982,2.42527107729984e-06,8.442203380809588e-08
1983,2.106789452227531e-06,1.225171359919841e-07
1984,2.2024635200068587e-06,9.046453186556391e-08
1985,2.187256995966891e-06,1.0828004803897784e-07
1986,2.302481789229205e-06,1.0070735356748628e-07
1987,2.200505150540266e-06,9.349550111892313e-08
1988,2.116783434757963e-06,7.315795613749287e-08
1989,2.40489521274867e-06,9.878620232939284e-08
1990,2.197985850216355e-06,7.13773289362507e-08
1991,2.286557673869538e-06,9.847261850381983e-08
1992,2.135654312951374e-06,7.713921945651236e-08
1993,2.1386879325291375e-06,9.084300245376653e-08
1994,2.210721731898957e-06,1.2712573038697883e-07
1995,2.131023165929946e-06,1.1495595941823922e-07
1996,2.0925322132825386e-06,1.0142375117538904e-07
1997,2.064202135443338e-06,8.72670824492161e-08
1998,2.0927318473695777e-06,1.0108433912137116e-07
1999,2.076242481052759e-06,1.1151291090527593e-07
2000,1.988556050491752e-06,8.394259509714175e-08
2001,2.0372635844978504e-06,9.288169167120941e-08
2002,1.9991514363937313e-06,1.1084490125767843e-07
2003,1.9280353171780007e-06,9.708930548413264e-08
2004,2.083466370095266e-06,9.382205234942376e-08
2005,1.9645356132969027e-06,1.0899073998871245e-07
2006,2.060592123598326e-06,1.0912408043850519e-07
2007,2.1957653189019766e-06,1.3061948322956596e-07
2008,2.1342546006053453e-06,1.0643599068771437e-07
2009,2.1604680568998447e-06,1.1348298301072646e-07
2010,2.2863157482788665e-06,1.1903958352377231e-07
2011,2.4243981897598132e-06,1.3995737901950633e-07
2012,2.8748913791787345e-06,1.6510625755472574e-07
2013,2.79888695331465e-06,1.5786447704613238e-07
2014,3.183204398737871e-06,1.7518451045361871e-07
2015,2.9535867724916898e-06,2.2054925352676946e-07
2016,3.0200137643987546e-06,1.9284175323264208e-07
2017,3.1392314667755272e-06,2.3143624616750458e-07
2018,2.9844336495443713e-06,2.201991122774416e-07
2019,2.991033170474111e-06,2.3265008053385827e-07
