year,en_ADP iles_NOUN,en_ADP cils_NOUN
1800,3.144164484325529e-08,3.144164484325529e-09
1801,7.143547975374531e-09,0.0
1802,8.951360541686881e-09,0.0
1803,9.751695895232615e-09,9.751696339321825e-09
1804,1.9774807569206132e-08,0.0
1805,2.2743021688143017e-08,2.2743021688143017e-08
1806,8.645007376628655e-09,0.0
1807,8.540865792383556e-09,0.0
1808,2.4926814390369145e-08,2.039466551195801e-08
1809,2.25903047379461e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,7.521230305229665e-09,0.0
1812,8.00162469616339e-09,0.0
1813,8.627224934443234e-09,0.0
1814,3.1466771410748606e-09,6.293354282149721e-09
1815,0.0,5.3944472000466703e-08
1816,2.3176038865813098e-09,0.0
1817,2.3353101674672416e-08,1.556873407970727e-09
1818,2.0266001987678806e-08,2.8610825708597076e-08
1819,8.280840235741493e-09,2.070210003424222e-09
1820,3.5599443393152796e-09,0.0
1821,3.94459531705138e-09,9.86148829262845e-10
1822,1.4035862250239006e-08,0.0
1823,6.917880712720148e-09,0.0
1824,1.6000114122505238e-08,1.6842225392110777e-09
1825,2.641632912414593e-09,1.2327619813845558e-08
1826,8.807984452907647e-09,6.1655889282974385e-09
1827,5.530363889061363e-09,3.3182182335167454e-08
1828,2.7516904310687096e-09,9.172301140836225e-09
1829,2.5719527840806222e-08,0.0
1830,9.39315203396518e-09,4.174734336004349e-09
1831,4.677361609140007e-09,1.5591206103948707e-09
1832,8.117981509236927e-09,1.3529969367098715e-09
1833,1.3900354645102198e-08,8.108539617524002e-09
1834,6.534171870242744e-09,0.0
1835,1.1344631900556124e-08,2.2689263801112247e-09
1836,1.0753199664037538e-08,1.3441500135158435e-09
1837,6.262101726051128e-09,1.3915781860163179e-09
1838,1.3255539776935166e-08,9.468243078458727e-09
1839,1.1885507911202353e-08,6.9914749545318955e-09
1840,1.4013315285943406e-08,1.9109065441114126e-09
1841,7.704658244733764e-09,6.420548537278137e-09
1842,4.695785538189057e-09,2.0124795163667386e-09
1843,4.13483786099178e-09,1.7720733769266417e-09
1844,4.9397050894128824e-09,0.0
1845,5.580227946389016e-09,2.7901139176833567e-09
1846,1.1709002656346001e-08,1.7563503984519002e-09
1847,6.47186837454683e-09,2.6966118227278457e-09
1848,1.126331028444838e-08,7.24069959545659e-09
1849,1.0893238977516262e-08,2.1786478399121734e-08
1850,8.146795238417326e-09,8.82569484161877e-09
1851,7.739326290945314e-09,1.2898877521649865e-09
1852,1.1718982229069752e-08,2.6042181744401205e-09
1853,4.180352286553557e-09,1.7915795513800958e-09
1854,9.352196128631363e-09,5.195664454227256e-10
1855,3.714855978387277e-09,1.5920811335945473e-09
1856,1.7084724746041502e-08,1.5531567143511893e-09
1857,7.810414537345878e-09,1.2203773103180993e-08
1858,4.893675908945738e-09,4.404308473482388e-09
1859,2.5460866748261424e-09,1.018434669930457e-09
1860,3.661747072225552e-09,7.781213007262977e-09
1861,3.3011746669586728e-09,3.3011746669586728e-09
1862,5.421583626485926e-09,4.517986262886353e-10
1863,2.996772441310469e-09,3.496234635136375e-09
1864,6.712619238236073e-09,9.589455896019672e-10
1865,5.648213063924601e-09,9.41368871743009e-10
1866,5.352174370365503e-09,6.3252967308358166e-09
1867,3.396968040192405e-09,7.279217228983725e-09
1868,4.939873954334928e-09,4.44588676984381e-09
1869,1.953407657850903e-09,5.860222973552709e-09
1870,2.2936195165357276e-09,6.307453670473251e-09
1871,3.18635318130589e-09,3.18635318130589e-09
1872,5.442605366390296e-09,8.4662747923403e-09
1873,1.1972008717719973e-08,6.584604861359367e-09
1874,6.5720701658555924e-09,7.766991494406739e-09
1875,2.860763514966891e-09,1.716458086775674e-09
1876,3.02300739996042e-09,3.627608791134662e-08
1877,4.9478527941460015e-09,1.1132669008873108e-08
1878,8.454724254036705e-09,4.831270938865373e-09
1879,6.10932526790009e-10,3.665595160740054e-09
1880,6.417846032391594e-09,0.0
1881,6.972507571312292e-10,1.045876096839038e-08
1882,8.652000671460769e-09,3.3276925659464496e-09
1883,3.791603475633565e-09,1.2638677659992936e-08
1884,5.941527270181268e-09,1.4523733327109767e-08
1885,3.222817901438191e-09,6.445635580831777e-09
1886,1.1616235306988187e-08,3.549405036551434e-08
1887,3.264462256069578e-09,1.0446279397058333e-08
1888,6.340614699951175e-09,4.4384300679212174e-09
1889,5.638623234993645e-09,7.51816386923565e-09
1890,3.2771931834929546e-09,3.9326319978272295e-09
1891,5.736798147637501e-09,1.0198752065093686e-08
1892,1.2537024751679837e-09,3.761107425503951e-09
1893,8.621783287310336e-09,9.853466487186324e-09
1894,6.301539512421073e-09,6.9316934414587195e-09
1895,4.213030146971164e-09,1.2037228991346183e-09
1896,7.076434771491336e-09,1.1794058174530164e-08
1897,4.661370844871726e-09,0.0
1898,4.526683805572418e-09,1.640922953072277e-08
1899,5.527578395003729e-09,7.185851913504848e-09
1900,2.07642125715779e-09,1.5573159428683425e-09
1901,7.265360812969135e-09,2.51493244007861e-08
1902,3.928227187977029e-09,1.0802624572647801e-08
1903,4.860198243861191e-09,5.400220270956879e-09
1904,5.912087708281888e-09,2.1498500757388683e-08
