year,mon_DET honneur_NOUN,mon_DET sonneur_NOUN
1927,1.0145794302474087e-06,0.0
1928,9.037998687233539e-07,0.0
1929,1.071707107058728e-06,0.0
1930,8.644465481211228e-07,2.100720708497761e-09
1931,8.998826501738222e-07,0.0
1932,8.01142110873343e-07,0.0
1933,6.81357359866297e-07,0.0
1934,8.363142995904127e-07,0.0
1935,9.131800826622793e-07,0.0
1936,7.177831022886494e-07,0.0
1937,6.043736640037878e-07,0.0
1938,5.834346268329682e-07,0.0
1939,6.362325102315936e-07,0.0
1940,6.745182581369136e-07,0.0
1941,7.555846899265362e-07,0.0
1942,7.919292919211784e-07,0.0
1943,8.767770154349819e-07,0.0
1944,8.16149263727084e-07,0.0
1945,9.149716717615775e-07,0.0
1946,8.714611112736748e-07,0.0
1947,8.737998662411428e-07,0.0
1948,7.860375106361062e-07,0.0
1949,7.038794933578174e-07,0.0
1950,9.68881458618398e-07,2.1270722960764488e-09
1951,8.646396807421297e-07,0.0
1952,7.666072647793953e-07,0.0
1953,6.442748770041362e-07,4.3095309543161875e-09
1954,6.352148673727243e-07,0.0
1955,5.781534682114398e-07,0.0
1956,7.526345449093697e-07,8.72114158667614e-10
1957,6.370062415328448e-07,0.0
1958,6.60125007101442e-07,0.0
1959,8.425062674177752e-07,7.750747821333448e-10
1960,9.294679301774522e-07,6.920833350854139e-10
1961,8.115449929846363e-07,1.3896318540318475e-09
1962,9.887110010708966e-07,0.0
1963,8.483462075048465e-07,0.0
1964,9.27196769140437e-07,0.0
1965,8.777157773920408e-07,0.0
1966,7.715931253926556e-07,0.0
1967,9.727552203742107e-07,0.0
1968,8.115988308077249e-07,1.3474247273492779e-09
1969,8.733800349602916e-07,0.0
1970,7.620087281168253e-07,0.0
1971,7.872024845312353e-07,0.0
1972,7.120643594760168e-07,0.0
1973,6.025932002273748e-07,0.0
1974,4.652347822542424e-07,0.0
1975,5.403060363562417e-07,0.0
1976,4.862211504530478e-07,0.0
1977,5.036401979907623e-07,0.0
1978,5.590096385788001e-07,0.0
1979,7.367634236032927e-07,0.0
1980,5.940982710228582e-07,0.0
1981,4.453186832620304e-07,6.325549528618524e-10
1982,5.623997303416672e-07,0.0
1983,5.109090608357292e-07,0.0
1984,5.033539238752383e-07,0.0
1985,4.5778397961271367e-07,0.0
1986,6.324182173500503e-07,0.0
1987,5.010869763566461e-07,1.8332451112712533e-09
1988,5.031108649689031e-07,5.996553809062277e-10
1989,5.718623263817335e-07,5.488122178931576e-10
1990,4.658596530759951e-07,0.0
1991,6.230737383816631e-07,0.0
1992,4.771611568088474e-07,0.0
1993,6.253765185704196e-07,0.0
1994,5.644171459096015e-07,1.0549853213248639e-09
1995,5.346536227079923e-07,0.0
1996,4.820297228036452e-07,0.0
1997,4.833253548497396e-07,0.0
1998,5.182956535065841e-07,4.768129224785866e-10
1999,5.731032448608175e-07,0.0
2000,5.526957451706949e-07,0.0
2001,5.489658647661599e-07,0.0
2002,5.235559541461043e-07,4.38122149670761e-10
2003,5.900362722854879e-07,0.0
2004,5.563251406215386e-07,0.0
2005,5.593657022018306e-07,0.0
2006,6.506266245764891e-07,0.0
2007,6.43510635001121e-07,0.0
2008,6.258436400230494e-07,0.0
2009,6.532423562077838e-07,0.0
2010,7.402183932470052e-07,1.8895172093635892e-09
2011,7.732071338750757e-07,3.82397197240536e-10
2012,1.0359140745208606e-06,3.404252713057332e-10
2013,1.2855076860773806e-06,0.0
2014,1.2037709566925514e-06,8.661780737106994e-10
2015,1.5527110406310385e-06,2.2165753954528356e-10
2016,1.6539649863034356e-06,8.285360175719347e-10
2017,9.179465898512262e-07,5.031222660711876e-10
2018,1.4045760110548144e-06,0.0
2019,1.416053322600419e-06,0.0
