year,en_PRON aie_VERB,en_PRON sais_VERB
1914,2.8126324380650658e-08,1.4665869230157114e-07
1915,2.709575319670421e-08,1.9791679317648914e-07
1916,2.307367097387214e-08,1.5052823698624707e-07
1917,3.070598708632133e-08,1.7326950829676946e-07
1918,3.675640414257941e-08,2.0560613300801833e-07
1919,2.6702760891339494e-08,2.0073109840978987e-07
1920,4.770506123463747e-08,1.9536358086824634e-07
1921,4.1650110915725236e-08,2.7640529398631486e-07
1922,2.951174238319254e-08,2.582277375817732e-07
1923,4.458698299458774e-08,3.344023791207462e-07
1924,1.675911143195208e-08,3.0939897732729094e-07
1925,2.969508017258704e-08,2.7935370772169676e-07
1926,4.904300965336006e-08,3.644787227585766e-07
1927,5.9090890403012963e-08,3.1440814574068554e-07
1928,2.8565102283550914e-08,2.765101903001721e-07
1929,4.567566591617833e-08,2.740539872814196e-07
1930,4.411513643276521e-08,2.8884909397675074e-07
1931,3.649714130915527e-08,2.1099910529898125e-07
1932,2.301502632917618e-08,2.213826406638475e-07
1933,2.2941325283909464e-08,2.0647191845135637e-07
1934,2.3963160344919743e-08,2.2884817596491303e-07
1935,5.864459140525469e-08,2.2380691167001032e-07
1936,2.9099314957647948e-08,1.6732106322692175e-07
1937,3.5255130370615007e-08,1.7879388281016872e-07
1938,1.9447821131279852e-08,1.8410605073793107e-07
1939,2.9058696782158222e-08,1.7588157597003828e-07
1940,1.2678914806940611e-08,8.621662117569429e-08
1941,2.6563522936839945e-08,1.800416602470989e-07
1942,4.5513175450651033e-08,1.9115534644065235e-07
1943,1.4516175816936538e-08,2.032264636575576e-07
1944,3.213186161588055e-08,2.5062851705115463e-07
1945,2.178504132643866e-08,1.8081584007845208e-07
1946,2.9234318077442367e-08,2.2969822133234175e-07
1947,4.887557025767819e-08,3.099426355568369e-07
1948,2.6092530802657166e-08,2.630996820407461e-07
1949,4.0249734212238764e-08,2.0517546928111585e-07
1950,1.808011518278363e-08,2.201519848643585e-07
1951,7.356366893418453e-08,2.526752211906569e-07
1952,2.4253049346611988e-08,2.045691965824048e-07
1953,3.016671712430252e-08,2.4133374010304465e-07
1954,2.7363100230104465e-08,2.990396072988233e-07
1955,2.7218263198847126e-08,2.3651731506646456e-07
1956,2.7907653077363648e-08,2.2587756332015374e-07
1957,1.0602045463770082e-08,2.252934635516013e-07
1958,3.22617488279775e-08,2.82083500557917e-07
1959,4.2629114460623896e-08,2.456987022725343e-07
1960,3.252791813679323e-08,2.5330250408295285e-07
1961,3.057190056665604e-08,2.737574869016157e-07
1962,3.7417542841922113e-08,2.3084721068045155e-07
1963,2.198458126656533e-08,2.217856325259504e-07
1964,3.9545792418493875e-08,2.384915587239078e-07
1965,2.681301225493371e-08,2.0246560450409845e-07
1966,2.6033651678858405e-08,1.7060350021580462e-07
1967,3.007504645324843e-08,2.3961430528629535e-07
1968,3.458390196442451e-08,2.0705427145051303e-07
1969,2.3162964879475112e-08,1.6032405247834447e-07
1970,2.575285940054073e-08,2.0556300128760085e-07
1971,3.3913423180820246e-08,2.276310133719761e-07
1972,4.360624927812751e-08,1.8417226782529994e-07
1973,1.7642252103655665e-08,1.345221660731255e-07
1974,1.518904291231138e-08,1.6314157980090727e-07
1975,3.3126585918807905e-08,2.101824754241477e-07
1976,2.742492810625663e-08,1.5540792985824226e-07
1977,1.880570188461661e-08,1.6043615014282864e-07
1978,1.841583241457556e-08,1.3960389233513837e-07
1979,1.8141117053005473e-08,1.5507729933528225e-07
1980,2.38776323158163e-08,1.9500067172106839e-07
1981,2.1506869174459098e-08,1.8660371658985042e-07
1982,2.3588508923921836e-08,1.6946481884438924e-07
1983,1.705135410645653e-08,1.7114506700721677e-07
1984,1.681712546997005e-08,1.7744965785659872e-07
1985,1.6843562988810845e-08,1.7084184888993548e-07
1986,2.038125046510686e-08,1.5945331832689646e-07
1987,1.2221633483022742e-08,1.8515774957705844e-07
1988,2.0388283061834045e-08,2.440597479669293e-07
1989,2.9635859988275115e-08,1.9702359110862488e-07
1990,1.689081763345257e-08,1.6291465798623506e-07
1991,1.992898113201136e-08,1.9108377058429937e-07
1992,3.361066092111287e-08,1.790731869455442e-07
1993,1.938722604677423e-08,1.7448502731554072e-07
1994,2.4264663167627987e-08,1.8567742143815735e-07
1995,1.843633334885908e-08,2.098488471879989e-07
1996,2.028474987980644e-08,1.9430655084917703e-07
1997,2.109753616252874e-08,1.8700087978107405e-07
1998,1.859570453177639e-08,1.91201975585642e-07
1999,1.8737825513426287e-08,1.7732380475088405e-07
2000,2.164835422036049e-08,2.0278764534253924e-07
2001,2.190605918883648e-08,2.0022137237063475e-07
2002,2.716357272447567e-08,1.9890745384110176e-07
2003,1.3750845795357236e-08,2.3709791285853044e-07
2004,1.9381081628466745e-08,2.387396837999489e-07
2005,2.477062288619436e-08,2.57164088024453e-07
2006,2.0589450144825605e-08,2.5901527989091733e-07
2007,2.157018919035636e-08,3.0597713163160734e-07
2008,1.8732734474724566e-08,3.2824860918267973e-07
2009,1.8595951445377068e-08,3.542766968678279e-07
2010,1.9367551118421034e-08,4.860783251459111e-07
2011,1.2236710311697152e-08,5.001755463140967e-07
2012,2.5872321174347235e-08,6.308080129358018e-07
2013,3.095928846619245e-08,6.537709271725589e-07
2014,2.5119163638009923e-08,7.074509449367383e-07
2015,3.347028965094978e-08,6.853650953431156e-07
2016,3.7076986814099655e-08,7.148194582917711e-07
2017,2.1131135952145996e-08,7.398412678050192e-07
2018,2.917057351226049e-08,8.44914078257375e-07
2019,2.8571061960747102e-08,7.908062151784634e-07
