year,en_ADP heure_NOUN,en_ADP soeur_NOUN
1843,1.3444129081108258e-06,2.9534555912036353e-09
1844,1.0000159136325237e-06,1.097712254427563e-09
1845,1.124974005506374e-06,1.6740683839167048e-09
1846,1.1041589687010855e-06,0.0
1847,1.4863724118185928e-06,1.0786447290911383e-09
1848,1.4827343193246634e-06,4.02261068899179e-09
1849,1.7747601077644504e-06,8.379414939696517e-10
1850,1.4806799981670338e-06,1.3577992064028876e-09
1851,1.289887791244837e-06,2.579775504329973e-09
1852,1.1373922461643815e-06,0.0
1853,1.371752773593471e-06,0.0
1854,1.2729377658615704e-06,0.0
1855,1.2678273151323083e-06,5.306937111981824e-10
1856,1.252362039849686e-06,5.177189232874468e-10
1857,1.2101261290808907e-06,4.881509085841174e-10
1858,1.2870367527284543e-06,0.0
1859,1.3448429854179267e-06,0.0
1860,1.6262733879557345e-06,9.154367819341758e-10
1861,1.4449713034991873e-06,0.0
1862,1.2939512998855207e-06,4.517986262886353e-10
1863,1.196211655951629e-06,0.0
1864,1.0754574759630486e-06,1.4384183844029508e-09
1865,1.3113268551023793e-06,9.41368871743009e-10
1866,1.2056989362463355e-06,1.9462451650298362e-09
1867,1.2801716593457968e-06,1.455843445796745e-09
1868,1.0823264346981887e-06,4.93987406535723e-10
1869,1.321968625234149e-06,1.4650557433881772e-09
1870,1.2884407851743163e-06,5.734048791339319e-10
1871,1.8204698335466674e-06,1.0621177271019633e-09
1872,1.5892408100626199e-06,6.047339295989218e-10
1873,1.4647753232566174e-06,1.7958012854535355e-09
1874,1.4828980283709825e-06,5.974609140757536e-10
1875,1.3571462886829977e-06,1.716458086775674e-09
1876,1.0320546834918787e-06,6.04601479992084e-10
1877,1.2784014415956335e-06,0.0
1878,1.082808580576966e-06,0.0
1879,1.071575638889044e-06,6.10932526790009e-10
1880,1.0550938895903528e-06,2.5671385017744797e-09
1881,1.0758578810055042e-06,6.972507571312292e-10
1882,1.0795034768307232e-06,6.655385131892899e-10
1883,1.0900860161200399e-06,1.2638677882037541e-09
1884,1.2067902162016253e-06,0.0
1885,1.0693310059650685e-06,2.5782542767416317e-09
1886,9.660835758040776e-07,1.2906927748801422e-09
1887,9.780328582564835e-07,1.3057849246322917e-09
1888,9.827953135754797e-07,1.268122939990235e-09
1889,9.228546673512028e-07,0.0
1890,8.854976272232307e-07,3.9326319978272295e-09
1891,1.043459860738949e-06,6.3742202627281586e-09
1892,9.208444566866092e-07,1.2537024751679837e-09
1893,8.788060199549363e-07,1.847525021858587e-09
1894,9.004899652609311e-07,2.520615716150587e-09
1895,9.635801916374476e-07,1.8055843487019274e-09
1896,8.804263984529825e-07,5.89702897624278e-10
1897,8.862431286615902e-07,5.826713556089658e-10
1898,9.132584750659589e-07,1.6975064687230201e-09
1899,9.336079642707773e-07,2.2110313580014918e-09
1900,9.349086553811503e-07,1.038210628578895e-09
1901,8.338398629348376e-07,4.470991132876634e-09
1902,6.506126055683126e-07,2.9461704187383475e-09
1903,8.213734759010549e-07,0.0
1904,7.330988864850951e-07,2.1498500757388683e-09
1905,7.219902045108029e-07,5.160759042333041e-10
1906,7.520797566940018e-07,2.0576738091193647e-09
1907,6.881124363644631e-07,5.142843373384665e-10
1908,7.735437748124241e-07,1.964555629285769e-09
1909,7.442830565196346e-07,3.300590023513905e-09
1910,7.711609555371979e-07,3.740905363258662e-09
1911,8.512598697052454e-07,3.1922244847493175e-09
1912,7.933948609206709e-07,1.0418842455450772e-09
1913,8.044635251280852e-07,0.0
1914,8.692373398844211e-07,6.696743715117748e-10
1915,1.3430068293018849e-06,1.1780761921542648e-09
1916,1.1657697314149118e-06,0.0
1917,1.1777939334933762e-06,2.1932848870420685e-09
1918,1.2049208635289688e-06,5.743188147278033e-09
1919,9.907645335260895e-07,9.207848372660976e-10
1920,8.98066673471476e-07,3.028892692213958e-09
1921,8.451186204183614e-07,0.0
1922,8.705964091859641e-07,0.0
1923,7.781490012348513e-07,1.0615948120573648e-09
1924,6.961477083677892e-07,1.289162443462999e-09
1925,8.303624099426088e-07,2.1996355847875293e-09
1926,8.036365670704981e-07,1.1146138456652466e-09
1927,9.16466262879112e-07,0.0
1928,8.055359330683132e-07,2.2852082448565625e-09
1929,7.742582397440856e-07,0.0
1930,7.972234925546218e-07,2.100720708497761e-09
1931,7.219590543172671e-07,5.7026783295555106e-09
1932,7.244253765747999e-07,1.0959536611565568e-09
1933,7.857403829802934e-07,3.4411986593596566e-09
1934,7.344708592427196e-07,5.990790086229936e-09
1935,6.893731665513769e-07,2.393656828303392e-09
1936,6.911087098160351e-07,0.0
1937,7.453941748281068e-07,2.5182236296217297e-09
1938,8.271806564152939e-07,2.5930428915188486e-09
1939,7.279967917384056e-07,1.5294050470515685e-09
1940,7.176265626185341e-07,0.0
1941,8.824992505651608e-07,2.9515025978810172e-09
1942,7.464161058123864e-07,0.0
1943,9.783902896742802e-07,0.0
1944,7.96870153862983e-07,0.0
1945,9.476492550675175e-07,2.178504043826024e-09
1946,8.310899488606083e-07,1.3921104269343232e-09
1947,1.0085057056130609e-06,1.1920870957027319e-09
1948,7.816887546141515e-07,0.0
1949,7.647449251635408e-07,9.817008317369869e-10
1950,6.498206062133249e-07,3.190608444114673e-09
1951,6.642053449468222e-07,0.0
1952,6.769764127056987e-07,1.0544803918932644e-09
1953,6.625903665735677e-07,2.1547654771580937e-09
1954,6.058972417122277e-07,4.886268278880834e-09
1955,6.128801715021837e-07,2.815682353940474e-09
1956,6.72400005896634e-07,4.36057079333807e-09
1957,5.88413513469277e-07,2.6505113659425206e-09
1958,5.707847776648123e-07,8.272243445794913e-10
1959,5.968075811324525e-07,2.325224457422337e-09
1960,5.813499797113764e-07,2.076250060767393e-09
1961,5.405668161984067e-07,2.08444772553662e-09
1962,6.544898951688083e-07,3.805173953708163e-09
1963,5.599601990979863e-07,2.5864212993553792e-09
1964,6.090052124818612e-07,2.433587276140514e-09
1965,5.537708034353273e-07,2.188817405102128e-09
1966,6.203763973644527e-07,1.1078149508847446e-09
1967,6.611580261051131e-07,1.4791006197611978e-09
1968,6.027480026205012e-07,3.1439910674890825e-09
1969,5.718073339266994e-07,4.5417578031781147e-10
1970,5.173565682525805e-07,3.2191074805787423e-09
1971,5.025352720622323e-07,1.541519245584766e-09
1972,5.57133944312227e-07,3.0780880067027283e-09
1973,4.4987743308411154e-07,2.756601946707349e-09
1974,4.348567017586902e-07,1.6876715580593782e-09
1975,4.1408230799788726e-07,1.1422960355389478e-09
1976,4.0794580513647816e-07,3.9994687561772935e-09
1977,4.4310934299574e-07,5.876781838942691e-10
1978,4.425740485203278e-07,6.534650265344055e-09
1979,4.125641339669528e-07,1.7555920051037788e-09
1980,3.78631028752352e-07,9.66475621755336e-09
1981,4.0989561966853216e-07,2.5302198114474095e-09
1982,4.438364271663886e-07,6.2075020679230875e-09
1983,4.1049554511118913e-07,3.1576580239445207e-09
1984,4.494231689022854e-07,3.479405208395292e-09
1985,4.156750605943671e-07,6.015558051686298e-09
1986,4.2500900576669665e-07,2.9972427872948515e-09
1987,4.033139191506052e-07,4.888653482026939e-09
1988,4.1376222270628205e-07,3.5979322854373663e-09
1989,4.390497849726671e-07,2.7440609784434855e-09
1990,3.873990976899222e-07,4.358920835390023e-09
1991,3.727891737526079e-07,7.033758464558559e-09
1992,3.906550318788504e-07,3.30596661157756e-09
1993,4.1045527154892625e-07,4.985286850001103e-09
1994,4.383464045076835e-07,2.6374633033121597e-09
1995,4.1264851802225166e-07,1.626735190995987e-09
1996,4.270473823453358e-07,1.6014276571496566e-09
1997,4.003736933100299e-07,4.79489448146353e-09
1998,4.2627075913515e-07,3.814503379828693e-09
1999,4.1177511889145535e-07,2.7421206694189237e-09
2000,3.998318618414487e-07,2.2090156370779823e-09
2001,3.85984748163537e-07,8.762423314712109e-09
2002,4.333028016390017e-07,3.504977141854937e-09
2003,3.7710651668021455e-07,6.667076668520622e-09
2004,4.739555379273952e-07,2.642874724623212e-09
2005,4.2110059439437464e-07,1.8014998381943315e-09
2006,4.348491700056911e-07,2.0589450144825605e-09
2007,5.112933649797924e-07,7.988958938831558e-10
2008,5.951900448053493e-07,3.8316958494988285e-09
2009,6.155736400614842e-07,0.0
2010,6.783366757190379e-07,9.447586046817946e-10
2011,8.102996389425243e-07,0.0
2012,8.936163453654444e-07,1.0212758139171996e-09
2013,9.817720183491474e-07,2.5102124823206395e-09
2014,9.857106988420128e-07,3.0316233551319627e-09
2015,1.0404604608993395e-06,3.7681781722698204e-09
2016,1.074611191143049e-06,1.035670049720494e-09
2017,9.174434580927482e-07,7.54683426862357e-10
2018,1.0718249541241676e-06,3.0977600484760615e-09
2019,1.0527926406211918e-06,2.806086474294034e-09
