year,bien_ADV ôter_VERB,bien_ADV oter_VERB,bien_ADV sauter_VERB
1939,1.5294050470515685e-09,0.0,4.588215141154706e-09
1940,0.0,0.0,2.028626333583361e-08
1941,0.0,0.0,5.9030051957620344e-09
1942,6.068423541449874e-09,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,0.0,8.709705845433291e-09
1944,3.2131861615880553e-09,0.0,2.5705489292704442e-08
1945,0.0,0.0,1.3071024262956144e-08
1946,2.7842208538686464e-09,0.0,1.1136883415474585e-08
1947,9.536696765621855e-09,0.0,4.7683483828109274e-09
1948,5.435944139264848e-09,0.0,9.784699273041042e-09
1949,1.9634016634739737e-09,0.0,1.3743811422273211e-08
1950,6.381216888229346e-09,4.2541445921528975e-09,6.381216888229346e-09
1951,1.9190522948520083e-08,0.0,1.2793682557799002e-08
1952,5.272402070488624e-09,1.0544803918932644e-09,1.4762725264461096e-08
1953,0.0,0.0,5.386913581872932e-09
1954,2.9317608341017376e-09,0.0,9.772536113672459e-10
1955,5.631364707880948e-09,0.0,1.3139850985055546e-08
1956,2.616342476002842e-09,0.0,6.976913269340912e-09
1957,2.6505113659425206e-09,0.0,1.5903067307476704e-08
1958,2.4816730892496253e-09,0.0,7.445019267748876e-09
1959,3.8753737996444215e-09,0.0,6.200598257066758e-09
1960,8.305000243069571e-09,0.0,9.689166802218097e-09
1961,1.042223907177231e-08,0.0,1.181187059273725e-08
1962,6.341956293454132e-09,0.0,1.2683912586908264e-08
1963,8.405868889838075e-09,0.0,4.526237162849611e-09
1964,9.125952438182594e-09,0.0,1.0951143103454797e-08
1965,6.5664522708175355e-09,0.0,7.1136563306595235e-09
1966,1.6617224263271169e-09,0.0,1.163205709531212e-08
1967,6.409436092980059e-09,0.0,1.5284040699725665e-08
1968,6.737123747768692e-09,0.0,1.0779397818794223e-08
1969,6.8126366770115965e-09,0.0,2.180043701116574e-08
1970,5.978342709767048e-09,0.0,1.3336302728816918e-08
1971,8.221435976452085e-09,0.0,1.3359833239690033e-08
1972,4.104117490300041e-09,0.0,8.721249500354133e-09
1973,1.102640756478479e-09,5.513203782392395e-10,1.7642252103655665e-08
1974,4.500457340128605e-09,0.0,9.563471792262135e-09
1975,2.8557400888473694e-09,5.711480177694739e-10,1.1422960355389478e-08
1976,2.856763492431469e-09,0.0,1.2569759455516305e-08
1977,4.7014254711541525e-09,0.0,1.057820764316375e-08
1978,2.3762365408686037e-09,0.0,7.128709622605811e-09
1979,3.5111840102075575e-09,5.851973350345929e-10,1.287434159280565e-08
1980,7.390696055153967e-09,0.0,7.95921106799824e-09
1981,4.427884725544118e-09,0.0,1.0120879245789638e-08
1982,2.483000915987077e-09,6.207502289967692e-10,6.2075020679230875e-09
1983,5.68378455412244e-09,0.0,1.136756910824488e-08
1984,6.378909400694965e-09,0.0,6.958810416790584e-09
1985,5.414002135495366e-09,6.015558051686298e-10,1.2632671797518924e-08
1986,2.3977941854269602e-09,5.994485463567401e-10,5.994485352545098e-09
1987,3.6664902225425067e-09,0.0,1.588812459374367e-08
1988,5.99655392008458e-09,5.996553809062277e-10,8.395175221664886e-09
1989,5.488121956886971e-09,0.0,1.1525056464734007e-08
1990,4.358920779878872e-09,0.0,1.1442167213715493e-08
1991,7.6199047072123e-09,0.0,4.68917216167597e-09
1992,5.509944056569793e-09,0.0,7.162927584403178e-09
1993,1.661762283333701e-09,5.539207426075166e-10,1.4401939196773128e-08
1994,6.857404422078162e-09,0.0,1.0549853435293244e-08
1995,4.337960657352369e-09,0.0,1.2471637056421514e-08
1996,3.2028553142993132e-09,0.0,1.2277611816102763e-08
1997,3.835915585170824e-09,0.0,1.1507746755512471e-08
1998,4.291316191284977e-09,0.0,1.3350762273489636e-08
1999,5.941261704833778e-09,0.0,1.0054442611817649e-08
2000,3.5344251969604557e-09,0.0,1.192868470667463e-08
2001,4.8193329327261836e-09,0.0,8.762423675534592e-09
2002,6.571832411594869e-09,0.0,7.009954394732176e-09
2003,7.500461585152607e-09,0.0,6.250384210204629e-09
2004,9.250062049659391e-09,0.0,1.1011977996133737e-08
2005,4.954124666056714e-09,0.0,1.261049931144953e-08
2006,3.294311934354255e-09,0.0,1.4000825387938676e-08
2007,8.787854888225866e-09,0.0,9.98619853476157e-09
2008,7.663391698997657e-09,0.0,1.1069342775726909e-08
2009,7.629108011997232e-09,0.0,1.4781396551200032e-08
2010,4.2514138876015295e-09,0.0,1.9367551118421034e-08
2011,1.0324724186716594e-08,0.0,2.0649448373433188e-08
2012,1.2595735121578855e-08,3.404252713057332e-10,3.43829533733242e-08
2013,1.1156499724052082e-08,0.0,2.2591912340885756e-08
2014,1.0610681222544827e-08,0.0,2.923350983508044e-08
2015,1.795426030071212e-08,0.0,2.903713713919842e-08
2016,1.2013772199281902e-08,0.0,2.38204105329487e-08
2017,9.056201122348284e-09,0.0,2.7168601590688013e-08
2018,1.4714360396794746e-08,0.0,3.252647928775332e-08
2019,1.1734544003161318e-08,0.0,2.1683396411731337e-08
