year,bien_ADV ôter_VERB,bien_ADV oter_VERB,bien_ADV sauter_VERB
1800,2.829747991484055e-08,0.0,3.144164484325529e-09
1801,6.191074675143682e-08,0.0,0.0
1802,5.370816325012129e-08,0.0,0.0
1803,1.1702034896643454e-08,0.0,1.950339223455444e-09
1804,2.4718509905596875e-08,0.0,2.4718509461507665e-09
1805,1.1371510844071508e-08,0.0,8.528632911009026e-09
1806,5.76333825108577e-09,0.0,0.0
1807,1.1387820464392462e-08,2.8469551160981155e-09,2.8469550272802735e-08
1808,3.3991110370834576e-08,0.0,0.0
1809,1.581321384946932e-08,0.0,1.129515236897305e-08
1810,3.978215445954447e-08,0.0,4.680253518074551e-09
1811,0.0,0.0,0.0
1812,1.600324850414836e-08,0.0,1.0668832928217853e-08
1813,2.300593315851529e-08,0.0,2.8757416448144113e-09
1814,6.293354282149721e-09,0.0,1.2586708564299443e-08
1815,1.6183340889597275e-08,0.0,2.697223555614414e-09
1816,2.0858434979231788e-08,0.0,0.0
1817,5.60474440192138e-08,0.0,1.556873407970727e-09
1818,2.98029441125891e-08,0.0,1.0729059418679299e-08
1819,3.622867339458935e-08,0.0,6.210630232317271e-09
1820,3.085285271708926e-08,0.0,2.3732962262101864e-09
1821,3.0570614484304315e-08,0.0,1.97229765852569e-09
1822,2.2056354964661296e-08,0.0,1.804610860745015e-08
1823,4.15072847204101e-08,0.0,2.174191138237802e-08
1824,3.03160057057994e-08,0.0,7.57900142644985e-09
1825,1.937197424695114e-08,0.0,9.68598712347557e-09
1826,4.051672775062798e-08,1.7615968683770689e-09,1.145037931138404e-08
1827,1.6591091167583727e-08,0.0,1.6591091167583727e-08
1828,2.109629271274116e-08,0.0,2.384798314380987e-08
1829,6.858540846366168e-09,0.0,8.57317605795771e-10
1830,2.1917355041978226e-08,1.0436835840010872e-09,1.2524203008013046e-08
1831,4.2096257146795324e-08,0.0,2.0268567268999504e-08
1832,1.488296597074168e-08,0.0,5.411987746839486e-09
1833,1.7375443306377747e-08,0.0,1.1583628500844156e-09
1834,2.42697808516823e-08,0.0,1.4001796166951408e-08
1835,1.8907719834260206e-08,0.0,1.1344631900556124e-08
1836,3.36037508930076e-08,2.016224964762614e-09,3.36037508930076e-09
1837,2.365682938432201e-08,0.0,9.045257876039159e-09
1838,8.2058102535143e-09,0.0,5.049729523420865e-09
1839,2.516931019158619e-08,0.0,1.3982949909063791e-08
1840,1.7198159341091923e-08,0.0,4.458782232319436e-09
1841,1.5409316489467528e-08,6.420548537278137e-10,4.494383976094696e-09
1842,1.1404051036834062e-08,6.708265054555795e-10,1.475818312002275e-08
1843,8.860366662588604e-09,0.0,1.1223130869097986e-08
1844,3.841992946007622e-09,0.0,9.879410178825765e-09
1845,6.696273757711424e-09,0.0,2.7901139176833567e-09
1846,9.367202125076801e-09,0.0,8.196302303531411e-09
1847,1.3483059113639229e-08,0.0,3.775256551818984e-09
1848,1.528592186161859e-08,0.0,6.43617736884039e-09
1849,5.02764896381791e-09,0.0,8.379414495607307e-09
1850,1.6293590476834652e-08,0.0,1.3577992064028876e-08
1851,2.579775504329973e-09,0.0,9.029214709244116e-09
1852,5.208436348880241e-09,6.510545436100301e-10,8.463708844885787e-09
1853,1.3138249599364826e-08,0.0,7.763511611358354e-09
1854,9.352196350675968e-09,0.0,1.4028294081924741e-08
1855,1.0083180512765466e-08,0.0,5.306937111981824e-09
1856,2.0708757375587084e-08,0.0,5.694908100650764e-09
1857,1.9526035899275485e-08,0.0,9.763017949637742e-09
1858,6.361778659424999e-09,0.0,6.8511463169329545e-09
1859,1.8331824946926645e-08,0.0,1.171199848215565e-08
1860,1.0985241161165504e-08,0.0,1.327383358784573e-08
1861,3.206855225812433e-08,0.0,2.452301117727984e-08
1862,1.671654992208005e-08,0.0,4.517986429419807e-09
1863,7.491931519609807e-09,0.0,9.989241434027463e-09
1864,1.965838514195184e-08,9.589455896019672e-10,8.151037178549814e-09
1865,8.943004559114343e-09,4.706844358715045e-10,1.2708479601997169e-08
1866,6.3252967308358166e-09,0.0,1.2650593461671633e-08
1867,2.038180824115443e-08,0.0,1.455843445796745e-08
1868,1.778354707937524e-08,0.0,1.531360993567432e-08
1869,1.3185501579471293e-08,0.0,9.278686263769487e-09
1870,5.734048791339319e-09,0.0,1.6628741050794815e-08
1871,1.5931766128574054e-08,0.0,3.18635318130589e-09
1872,1.4513614310374123e-08,6.047339295989218e-10,9.675742873582749e-09
1873,7.781805422268917e-09,0.0,1.1972009161809183e-08
1874,8.364453130127458e-09,5.974609140757536e-10,9.559374625212058e-09
1875,1.1443054503956773e-08,0.0,4.577221712764867e-09
1876,5.441413541973361e-09,0.0,6.650616057868319e-09
1877,1.0514186854493346e-08,0.0,6.80329748092845e-09
1878,9.662541877730746e-09,0.0,9.662541877730746e-09
1879,1.221865097988939e-08,1.221865053580018e-09,6.720257683667796e-09
1880,7.701415505323439e-09,6.417846254436199e-10,1.4761046607247863e-08
1881,1.8128519130300447e-08,0.0,5.5780060570498335e-09
1882,9.983077475794744e-09,0.0,1.3976308999019693e-08
1883,1.8958017378167824e-09,0.0,5.0554711528150165e-09
1884,6.601696966868076e-09,0.0,1.2543224237049344e-08
1885,3.2228177904158883e-09,0.0,3.86738152613475e-09
1886,7.744156427236248e-09,6.453463874400711e-10,5.808117542471791e-09
1887,1.9586774424595887e-09,0.0,1.1099172247952538e-08
1888,6.340614699951175e-09,0.0,1.9021843655764314e-08
1889,3.759081934617825e-09,0.0,5.012109394186837e-09
1890,0.0,0.0,7.865263995654459e-09
1891,5.736798147637501e-09,0.0,1.8485238229004608e-08
1892,5.641661360300532e-09,0.0,1.7551833764173352e-08
1893,8.005941687372342e-09,0.0,8.005941687372342e-09
1894,1.8904617871129403e-09,0.0,1.0082462864602348e-08
1895,3.611168697403855e-09,0.0,6.018614495673091e-09
1896,2.948514543632541e-09,0.0,1.2383760683576384e-08
1897,1.1653427112179315e-09,0.0,1.4566784223291052e-08
1898,1.0750873968845553e-08,0.0,1.0750873968845553e-08
1899,4.4220627160029835e-09,5.527578395003729e-10,7.185851913504848e-09
1900,3.633737311048435e-09,0.0,1.972600216504361e-08
1901,5.029864968975062e-09,0.0,6.147612641171918e-09
1902,4.910283735171106e-09,0.0,7.365425602756659e-09
1903,5.940242076007962e-09,0.0,2.1600881083827517e-09
1904,5.374625189347171e-09,0.0,9.13686282189019e-09
1905,8.257214467732865e-09,5.160759042333041e-10,9.28936660926638e-09
1906,4.629765903985117e-09,0.0,4.629765903985117e-09
1907,2.057137349353866e-09,0.0,8.742834012309686e-09
1908,3.437972351250096e-09,0.0,1.0313916831705683e-08
1909,1.6502950117569526e-09,0.0,1.6502950117569526e-08
1910,3.206490406526541e-09,0.0,6.947395991829808e-09
1911,1.0640748282497725e-09,0.0,3.1922244847493175e-09
1912,4.688478938419394e-09,0.0,1.4586379215586476e-08
1913,4.772690687104841e-09,0.0,1.2196876397752021e-08
1914,8.705766774141921e-09,2.678697486047099e-09,1.5402511266415786e-08
1915,4.712304768617059e-09,0.0,2.1205371680821372e-08
1916,0.0,0.0,1.8678685265172135e-08
1917,2.1932848870420685e-09,0.0,1.973956464951243e-08
1918,5.743188147278033e-09,0.0,1.9526840588923733e-08
1919,1.8415696745321952e-09,0.0,7.366278698128781e-09
1920,1.514446346106979e-09,0.0,9.843901693784574e-09
1921,4.543648568500203e-09,0.0,9.844571380313027e-09
1922,5.902348387820666e-09,0.0,7.377935595798135e-09
1923,5.307974060286824e-09,2.1231896241147297e-09,1.4862327368803108e-08
1924,0.0,1.289162443462999e-09,1.1602462102189293e-08
1925,5.499089184013428e-09,1.0998177923937646e-09,1.4297631523163545e-08
1926,5.57306911730393e-09,0.0,8.916910765321973e-09
1927,1.1149224876660924e-09,0.0,1.3379070296082318e-08
1928,7.998228745975666e-09,0.0,7.998228745975666e-09
1929,1.2254447234738564e-08,0.0,1.2254447234738564e-08
1930,7.352522590764465e-09,0.0,1.470504518152893e-08
1931,6.843213995466613e-09,2.2810713318222042e-09,1.0264820993199919e-08
1932,4.383814644626227e-09,0.0,3.287861094491973e-09
1933,1.0323596200123575e-08,0.0,9.176529758292418e-09
1934,4.7926320689839486e-09,0.0,7.188948103475923e-09
1935,4.787313656606784e-09,0.0,1.795242710045386e-08
1936,4.849885826274658e-09,0.0,9.699771652549316e-09
1937,1.2591118148108649e-09,0.0,1.7627565185307503e-08
1938,0.0,3.8895642262559704e-09,2.074434313215079e-08
