year,rien_PRON en_ADP,rien_PRON sans_ADP
1922,2.820584697360573e-06,8.89041228191445e-07
1923,2.896030693477769e-06,9.41634613838005e-07
1924,2.9444470754924623e-06,8.508472326695937e-07
1925,2.983805700296216e-06,9.271464236348947e-07
1926,2.9091420827853653e-06,7.757712303657627e-07
1927,3.2243557654965116e-06,8.194680560791312e-07
1928,2.657697166341677e-06,8.54667874250481e-07
1929,2.767277052839745e-06,8.377585629659734e-07
1930,2.828620367267831e-06,8.47640823309348e-07
1931,2.4840866927888783e-06,8.782124538697644e-07
1932,2.6182333527913215e-06,8.986819999279305e-07
1933,2.5797520066817015e-06,7.937698391913273e-07
1934,2.5269152388318616e-06,8.267290567687269e-07
1935,2.5600160853400666e-06,7.516082334291241e-07
1936,2.538915154559618e-06,8.256930605909929e-07
1937,2.503114359342362e-06,7.882039909645755e-07
1938,2.5450715810393376e-06,7.675406674678698e-07
1939,2.3751659483650656e-06,8.136434601624387e-07
1940,2.1909165468514402e-06,8.013073831136808e-07
1941,2.591419331565703e-06,9.946563608309589e-07
1942,2.755064173243227e-06,8.586819397748968e-07
1943,3.0513001263443584e-06,1.0393582563494874e-06
1944,2.8083247229915287e-06,9.221844052831329e-07
1945,2.9889075818800848e-06,1.0827165191074073e-06
1946,3.0501139036687164e-06,9.563798784029132e-07
1947,3.209098423440082e-06,1.158708698767441e-06
1948,2.8951838544344355e-06,9.523774018305176e-07
1949,2.51511744409072e-06,8.36409109084002e-07
1950,2.8130531291026273e-06,9.72072015770209e-07
1951,2.828469874316397e-06,9.904442670460867e-07
1952,2.4590482183839413e-06,9.173979265142407e-07
1953,2.5717125851087985e-06,9.502516036263842e-07
1954,2.620994280277955e-06,8.081887354904893e-07
1955,2.679591062815234e-06,8.559674391506178e-07
1956,2.6145981451008993e-06,9.244409966413514e-07
1957,2.3836932285803414e-06,8.004544191919649e-07
1958,2.459338048765858e-06,8.41287185693318e-07
1959,2.680983726577324e-06,8.820350991811665e-07
1960,2.6610603356402862e-06,8.678725222921457e-07
1961,2.917532043511528e-06,9.769111741775305e-07
1962,2.836122988014722e-06,9.633431687916527e-07
1963,2.7332006311553414e-06,8.852027040262556e-07
1964,3.0620612250231716e-06,9.959455979924314e-07
1965,3.0233039325366917e-06,9.82778995961553e-07
1966,2.7102692001790274e-06,9.100699784880817e-07
1967,3.0612454509082454e-06,9.01265359232184e-07
1968,2.969724135937213e-06,8.987322885900539e-07
1969,2.6355821347578967e-06,8.256915648985341e-07
1970,2.7776300157711376e-06,8.83415090413564e-07
1971,2.6108197630492214e-06,7.995346766875855e-07
1972,2.4896603463275824e-06,7.300198845427985e-07
1973,2.4996866869742007e-06,7.497956886481916e-07
1974,2.340237756470742e-06,6.053115022552902e-07
1975,2.2131984991347053e-06,6.693854626149687e-07
1976,2.3299761551243137e-06,7.073346317554297e-07
1977,2.337196036705791e-06,6.740668716531673e-07
1978,2.584157272167431e-06,7.425738957067551e-07
1979,2.6228543674733373e-06,7.765568525996969e-07
1980,2.4014077268930123e-06,7.345214640963604e-07
1981,2.4669643181596257e-06,7.356613984654814e-07
1982,2.586045368957457e-06,7.790415246233806e-07
1983,2.4642364024884955e-06,7.957298393534984e-07
1984,2.635069364487208e-06,7.509715853615262e-07
1985,2.358700285753912e-06,7.609680814368858e-07
1986,2.5446590257161006e-06,7.73888064742323e-07
1987,2.542710888064903e-06,7.528526531075386e-07
1988,2.708043723487208e-06,7.777530122154985e-07
1989,2.5667947767260557e-06,7.480310557639314e-07
1990,2.615897358282382e-06,7.797019723199128e-07
1991,2.6482100423663724e-06,7.989176928901998e-07
1992,2.6177743848165846e-06,8.027988549486054e-07
1993,2.7768047630161163e-06,8.203566306264065e-07
1994,2.6764977576476667e-06,7.701392910064442e-07
1995,2.7052607265432016e-06,7.748682158137399e-07
1996,2.759793687800993e-06,8.028490441347458e-07
1997,2.700005140354733e-06,7.729369997377944e-07
1998,2.756932289571523e-06,7.996152504574638e-07
1999,2.6941336699337626e-06,8.102966919665278e-07
2000,2.8690695899058483e-06,8.319153295133219e-07
2001,2.757096567052031e-06,8.170959819864265e-07
2002,2.7663032682312405e-06,7.982585419341603e-07
2003,2.8414246742158866e-06,7.842148797010395e-07
2004,2.911566951979694e-06,8.175292300904857e-07
2005,2.8504230300541167e-06,7.980644163296802e-07
2006,2.931525898475229e-06,8.569328926455455e-07
2007,3.19158907302608e-06,9.02752358200587e-07
2008,3.2164957275426787e-06,9.230129052184566e-07
2009,3.334397135290601e-06,9.73188102548761e-07
2010,3.6127568421306933e-06,9.348386207364001e-07
2011,3.5543819478789374e-06,9.957623081646716e-07
2012,3.929529000856746e-06,1.0437438753285733e-06
2013,4.142129753859081e-06,1.1053302078067873e-06
2014,4.53985563808601e-06,1.1981408718497732e-06
2015,4.453100103773977e-06,1.1985022823068903e-06
2016,4.606452932875982e-06,1.2757383807127098e-06
2017,4.538917735885661e-06,1.1720233352718878e-06
2018,4.712209516810617e-06,1.1988331696244359e-06
2019,4.620859428428048e-06,1.1550872027754622e-06
