year,en_ADP aile_NOUN,en_ADP selles_NOUN
1888,1.3885945993052928e-07,3.804368819970705e-09
1889,1.0963989405254893e-07,1.0024218788373673e-08
1890,7.73417605515192e-08,9.176140736144589e-09
1891,1.1409854216992699e-07,5.736798147637501e-09
1892,9.277397960971712e-08,1.8805537127519756e-09
1893,1.0530892247118118e-07,5.542574843531156e-09
1894,1.600590944228486e-07,2.520615716150587e-08
1895,1.5648397222456367e-07,1.1435367319734269e-08
1896,1.0378771264640818e-07,3.007484750128242e-08
1897,1.0196748501112296e-07,4.661370844871726e-09
1898,1.324055053375517e-07,2.8291773368493978e-09
1899,9.839089365470954e-08,1.6582735185011188e-09
1900,9.863000993703963e-08,3.633737311048435e-09
1901,9.389081379040931e-08,1.676621730339889e-09
1902,9.967876374306073e-08,3.437198747846537e-09
1903,8.046328003885606e-08,8.100330184390714e-09
1904,1.5425174382244222e-07,2.6873125946735854e-09
1905,1.0682771423020654e-07,3.096455536422127e-09
1906,1.7593111012459417e-07,7.201858220895474e-09
1907,2.0211374973655438e-07,4.6285588695127444e-09
1908,2.3967578255401634e-07,5.893666887857307e-09
1909,1.5402754571791633e-07,2.2003934230241384e-09
1910,9.298822134518048e-08,3.206490406526541e-09
1911,1.3088120431881123e-07,6.916486494645824e-09
1912,1.2085857115096132e-07,4.688478938419394e-09
1913,1.34695939346674e-07,1.2727175757731857e-08
1914,1.6005217062797783e-07,3.3483718020477227e-09
1915,1.366568368466048e-07,1.1780761921542648e-09
1916,2.1755174572923863e-07,8.789969641043172e-09
1917,1.052776754661977e-07,4.386569774084137e-09
1918,1.3898515494048524e-07,3.44591288836682e-09
1919,8.010828267401848e-08,7.366278698128781e-09
1920,1.3099961071461053e-07,1.0601124422748853e-08
1921,9.011569268579933e-08,1.060184651180407e-08
1922,1.8813735075395854e-07,8.853522359686394e-09
1923,1.1465223792583856e-07,1.0615948120573648e-09
1924,7.219309772210636e-08,7.734974438733389e-09
1925,6.488924952918751e-08,7.698724324711748e-09
1926,7.133528756586571e-08,2.229227691330493e-09
1927,5.3516278963883224e-08,4.4596899506643695e-09
1928,8.226749592665783e-08,1.1426041224282812e-09
1929,8.578112797863469e-08,4.4561625500705304e-09
1930,8.82302675364599e-08,8.402882833991043e-09
1931,9.238338805062085e-08,3.4216069977333063e-09
1932,9.644391951724174e-08,5.4797681947604815e-09
1933,7.45593045081705e-08,5.735331320977366e-09
1934,8.746553348260022e-08,1.0783422155213884e-08
1935,9.454944205344873e-08,1.6755597798123745e-08
1936,8.608547119592913e-08,7.274828739411987e-09
1937,6.673292496373051e-08,5.0364472592434595e-09
1938,5.8343465170196396e-08,2.5930428915188486e-09
1939,1.9729324751693866e-07,0.0
1940,1.3693227352007398e-07,1.0143131667916805e-08
1941,7.378756272657938e-08,0.0
1942,1.3957373834472264e-07,3.3376331032286544e-08
1943,1.0451646836884265e-07,5.806470415592457e-09
1944,6.105053707017305e-08,1.2852744646352221e-08
1945,1.590307974197458e-07,0.0
1946,7.9350293447078e-08,1.3921104269343232e-09
1947,9.298279657343755e-08,2.3841741914054637e-09
1948,1.1198044624904924e-07,5.435944139264848e-09
1949,7.657266642979721e-08,3.9268033269479474e-09
1950,6.487570480828708e-08,0.0
1951,5.970384897580061e-08,1.0661401761424827e-09
1952,1.2759212530966124e-07,4.2179215675730575e-09
1953,7.110726230052933e-08,7.54167928107563e-09
1954,5.0817189567453624e-08,8.795282724349818e-09
1955,9.761032160326977e-08,3.754243138587299e-09
1956,7.761816078755146e-08,0.0
1957,1.1043797076837336e-07,1.1485549400447326e-08
1958,7.114129463303698e-08,8.272243445794913e-10
1959,7.053180439697826e-08,6.200598257066758e-09
1960,7.543708591128961e-08,2.7683333403416555e-09
1961,6.53126956962069e-08,2.779263708063695e-09
1962,6.659054357927019e-08,2.5367825617905737e-09
1963,6.983337463850603e-08,5.819448034571906e-09
1964,5.1713729298796807e-08,0.0
1965,7.770301435616744e-08,1.0944086747954884e-09
1966,8.530175277243757e-08,1.6617224263271169e-09
1967,1.1684895140362528e-07,4.930335695263466e-09
1968,9.701458125732643e-08,2.245707841908029e-09
1969,6.131372826123638e-08,4.087581828571274e-09
1970,6.71413845632074e-08,1.8394900047624674e-09
1971,7.810363944482646e-08,2.0553589941130213e-09
1972,9.593374838967605e-08,3.5911027485013847e-09
1973,6.781240702302682e-08,1.6539611902288698e-09
1974,5.1755259189434355e-08,0.0
1975,7.996072115545871e-08,3.998036124386317e-09
1976,8.341749418994127e-08,2.285410749536254e-09
1977,4.995264557550172e-08,2.3507127355770763e-09
1978,4.633661299102698e-08,1.7821774056514528e-09
1979,5.0326971035019596e-08,1.7555920051037788e-09
1980,8.641429039002446e-08,4.548120546843393e-09
1981,6.894849136074299e-08,0.0
1982,5.338451991576676e-08,6.2075020679230875e-09
1983,3.9786492656013195e-08,1.2630632095778083e-09
1984,7.074790064898195e-08,5.799008495621649e-10
1985,6.857735967980005e-08,1.2031116103372597e-09
1986,7.553051878383954e-08,5.994485463567401e-10
1987,5.621951615353282e-08,2.4443267410134695e-09
1988,6.836071220206463e-08,2.398621523624911e-09
1989,7.463846340982627e-08,9.329808037250586e-09
1990,7.900544174432866e-08,2.179460389939436e-09
1991,7.150987269000098e-08,2.344586080837985e-09
1992,8.044518184924243e-08,2.2039776670368383e-09
1993,6.702441002204296e-08,5.539207315052863e-09
1994,7.27939867273264e-08,1.4242301560329906e-08
1995,5.4224509327127635e-08,2.7112254663563817e-09
1996,8.167281206894472e-08,3.736664311304594e-09
1997,5.226434973693017e-08,2.876936688878118e-09
1998,6.1508868220983e-08,1.43043876743576e-09
1999,4.4787972358628636e-08,3.1991407301035224e-09
2000,3.5786055674336126e-08,1.3254094488601709e-09
2001,5.301266403634486e-08,5.257454027685071e-09
2002,5.0384047600715576e-08,2.1906108038649563e-09
2003,6.125376650345515e-08,3.7502307925763034e-09
2004,8.633390669032792e-08,1.3214374039449694e-09
2005,5.5396121467765624e-08,2.702249757291497e-09
2006,6.547444897364585e-08,2.4707338397433887e-09
2007,5.592271179466479e-08,3.595031605740928e-09
2008,4.810906906183021e-08,4.6831836186811415e-09
2009,4.0529637646002925e-08,1.907277002999308e-09
2010,2.6925620677520357e-08,2.3618964561933353e-09
2011,5.0858826372568444e-08,3.823971805871906e-09
2012,4.5276559695883734e-08,1.7021263287730903e-09
2013,4.2952524315076346e-08,1.9523875849358774e-09
2014,3.486366653704387e-08,3.031623174720721e-09
2015,2.925879433179901e-08,6.64972610309178e-09
2016,3.5419916305512444e-08,5.59261792432153e-09
2017,2.238894164507954e-08,2.264050280587071e-09
2018,2.555652095503902e-08,4.130346731301415e-09
2019,1.9387507654844427e-08,3.06118530524202e-09
