year,en_ADP homme_NOUN,en_ADP sommes_NOUN
1800,3.0183979831122087e-06,1.603523855919775e-06
1801,4.1908812704605225e-06,1.8216046555608045e-06
1802,3.4059926861118583e-06,1.4232663261282141e-06
1803,2.603702782266737e-06,1.4432509942707838e-06
1804,4.4913530956591785e-06,1.6264779105767957e-06
1805,4.778877240596557e-06,1.2082230114174308e-06
1806,3.4349495479091274e-06,1.674249801908445e-06
1807,2.835567205039524e-06,1.3295280041347723e-06
1808,3.716361280936553e-06,1.3505800779967103e-06
1809,3.445021434345108e-06,1.6265020121863927e-06
1810,4.2566906159891005e-06,1.3174914101909962e-06
1811,3.6277401704865042e-06,1.233481725648744e-06
1812,3.846114353223129e-06,1.5309775562855066e-06
1813,4.655825605937025e-06,1.449373826289957e-06
1814,3.62497203809653e-06,1.4222980553313391e-06
1815,2.6918291453625898e-06,1.3351257166505093e-06
1816,2.706961439002953e-06,1.7057564036804251e-06
1817,4.1334988267749395e-06,1.4977122191339731e-06
1818,4.675485790528455e-06,1.6379697171942098e-06
1819,4.798746836343071e-06,1.695501964604773e-06
1820,4.204294484111415e-06,1.7360662241117097e-06
1821,4.780849693020173e-06,1.9792007606156403e-06
1822,4.31101462083916e-06,1.6281600210277247e-06
1823,3.911567389991433e-06,1.8836401523003587e-06
1824,4.6812967298137664e-06,1.7330650052826968e-06
1825,5.301757042275312e-06,1.506611283730308e-06
1826,3.521432027753235e-06,1.6241923503912403e-06
1827,3.7541952622177632e-06,1.6102576410048641e-06
1828,3.3671517769562342e-06,1.7885987517729518e-06
1829,4.512919986154884e-06,1.6932023072513402e-06
1830,4.250923158366504e-06,2.206347062383429e-06
1831,3.5703861840374884e-06,1.6666999727021903e-06
1832,4.514950603606849e-06,1.7818969126892625e-06
1833,3.624517376010772e-06,1.9773253825405845e-06
1834,3.4080372870448628e-06,2.02746014110744e-06
1835,3.988016217704171e-06,1.8370740235695848e-06
1836,3.824106805438987e-06,2.0935135580657516e-06
1837,3.378751728178031e-06,1.7519969333079644e-06
1838,3.5139804168693445e-06,1.6556800801481586e-06
1839,3.6894014030508515e-06,1.8268724488734733e-06
1840,3.656838316601352e-06,1.897530296446348e-06
1841,3.2173369675092545e-06,2.2144472495710943e-06
1842,3.519826691444905e-06,2.0024172044941224e-06
1843,3.760339609470975e-06,2.0089405552425887e-06
1844,3.2596566086340317e-06,2.0439401851035655e-06
1845,3.413425460507824e-06,2.0791928818653105e-06
1846,3.468206600132362e-06,2.0672243863373296e-06
1847,3.1275303769007223e-06,2.0154477624600986e-06
1848,3.0571842586368803e-06,2.1456605736602796e-06
1849,3.1070870107896553e-06,2.388133225394995e-06
1850,3.1765711270281827e-06,2.110698915203102e-06
1851,3.271800324000651e-06,2.60621823144902e-06
1852,3.293033927320721e-06,1.981810100915027e-06
1853,3.5431471019364835e-06,1.8799640884026303e-06
1854,3.640082411493495e-06,2.113596337949275e-06
1855,4.029557430840214e-06,1.9587905626394786e-06
1856,3.584685927648934e-06,2.0957261313014897e-06
1857,3.993562557980113e-06,2.0824518287554383e-06
1858,4.115581347718944e-06,2.117004214596818e-06
1859,4.049296379093903e-06,2.341381332371384e-06
1860,3.8123365300180012e-06,2.2309193354885792e-06
1861,3.5544218519589776e-06,2.382504817433073e-06
1862,3.4549041458831198e-06,2.515163032512646e-06
1863,3.886813914277809e-06,2.303519067936577e-06
1864,3.7629024944862977e-06,2.424694002911565e-06
1865,3.517424701726668e-06,2.200449671363458e-06
1866,3.598120827064122e-06,2.2600772808800684e-06
1867,3.4192910476349425e-06,2.3705983949184883e-06
1868,3.4875511829568495e-06,2.2456667920778273e-06
1869,3.6992657044265798e-06,2.414900109215523e-06
1870,3.911194738748236e-06,2.3658685677219182e-06
1871,2.8794012649768774e-06,2.955873696919298e-06
1872,3.2202080859633497e-06,2.544720473451889e-06
1873,3.140856648542467e-06,2.2848578282719245e-06
1874,3.3607176135319605e-06,2.0887232494715136e-06
1875,3.5811039111877108e-06,2.3315224098041654e-06
1876,3.3325632955438778e-06,2.2829751742392546e-06
1877,3.350314756289663e-06,2.228389121228247e-06
1878,3.400007031473251e-06,2.0551019588310737e-06
1879,3.842154725930413e-06,2.1718651623814367e-06
1880,3.4983678887101632e-06,2.0171291907900013e-06
1881,3.1264724213997397e-06,2.3469460757041816e-06
1882,3.14533509992998e-06,2.2761416857974837e-06
1883,2.848126015919661e-06,2.303399014635943e-06
1884,3.1523104127018087e-06,2.3191762466012733e-06
1885,2.684607366632008e-06,2.1128794287506025e-06
1886,2.8414600592441275e-06,2.1025384739914443e-06
1887,2.902107070212878e-06,2.1290823042363627e-06
1888,3.0301797266929498e-06,2.1057180674688425e-06
1889,2.9402287253788018e-06,2.1263874714350095e-06
1890,2.5195061965632704e-06,2.219315319962334e-06
1891,2.761312146049022e-06,2.154486310246284e-06
1892,2.819576906176735e-06,2.20839683606755e-06
1893,2.5834556396375774e-06,2.034124918282032e-06
1894,2.700209634554085e-06,2.0259449229342863e-06
1895,2.5621240951068103e-06,2.253369302707142e-06
1896,2.605897194030149e-06,1.9613519270933466e-06
1897,2.3079611679577283e-06,2.004389443754917e-06
1898,2.6243450719221073e-06,2.445540985718253e-06
1899,2.518917369798146e-06,2.231483449577354e-06
1900,2.697271142437785e-06,1.94456856661418e-06
1901,2.4897830996906123e-06,2.0801285245397594e-06
1902,2.0083061258446833e-06,1.859033432083379e-06
1903,2.456560309838096e-06,1.9694602997333277e-06
1904,2.1708110864437913e-06,2.0638560727093136e-06
1905,2.4214281069134813e-06,2.1551329609792447e-06
1906,2.3375174578177393e-06,2.0587026483553927e-06
1907,2.137365655130452e-06,2.1162800294405315e-06
1908,2.3898818710677006e-06,2.0451025193324313e-06
1909,2.4314348081588832e-06,1.9787037217611214e-06
1910,2.362648999110206e-06,2.112542688337271e-06
1911,2.478762283431024e-06,1.8951172933157068e-06
1912,2.2301531430457544e-06,1.9894780507456744e-06
1913,2.257482748291295e-06,1.9642272945930017e-06
1914,2.4155153823812725e-06,2.1242071852611843e-06
1915,1.7494432000830784e-06,2.1770847524749115e-06
1916,1.9052258792839893e-06,2.3721929665043717e-06
1917,2.1132300531689907e-06,2.168062110285973e-06
1918,2.0663991904257273e-06,1.966467607417144e-06
1919,2.1095180642305422e-06,2.2015965441823937e-06
1920,2.109623864043897e-06,2.148242174371262e-06
1921,2.235474980238905e-06,2.2157857983984286e-06
1922,2.26355061272443e-06,2.21338063965959e-06
1923,2.522349163314175e-06,2.183700416935608e-06
1924,2.5074210299180777e-06,1.958237817234476e-06
1925,2.7660417600827714e-06,2.032463271461893e-06
1926,2.513454255392844e-06,2.0586917344189715e-06
1927,3.2968256959975406e-06,2.07487073566881e-06
1928,2.5468645361570452e-06,1.883011577774596e-06
1929,2.507705552545758e-06,1.9573694771679584e-06
1930,2.314994119956282e-06,1.8244759303343017e-06
1931,2.1556123783739167e-06,1.7484411500845454e-06
1932,2.057105092490019e-06,1.919014948725817e-06
1933,2.1128960412397646e-06,1.8467766267349361e-06
1934,2.076407895401644e-06,1.8978822708959342e-06
1935,2.1387322846067036e-06,1.8275569573233952e-06
1936,1.971478589268827e-06,1.8029450075118802e-06
1937,1.8785947943911196e-06,1.6884689557628008e-06
1938,1.9370030841514563e-06,1.886438667497714e-06
1939,1.9331679368406185e-06,1.7006983625833527e-06
1940,1.922123509245921e-06,1.6939029592322186e-06
1941,2.128033472104107e-06,1.9037191805182374e-06
1942,2.1846325637397968e-06,1.7264665075344965e-06
1943,2.488072553319398e-06,2.0642003164539346e-06
1944,2.3681182170776083e-06,1.9953886294388212e-06
1945,2.134933978936715e-06,2.1240414298517862e-06
1946,2.3457061075760066e-06,2.1925739019934554e-06
1947,2.602326034661928e-06,2.260197106807027e-06
1948,2.318973628234744e-06,2.1515465959964786e-06
1949,2.1047664873208305e-06,1.9742003587452928e-06
1950,2.2770308873987233e-06,2.0313541426730808e-06
1951,2.3348469966322227e-06,2.109891511281603e-06
1952,2.2165177995248087e-06,2.022493390541058e-06
1953,1.9673009319376433e-06,1.944675886988989e-06
1954,2.1333445943128027e-06,1.8968493122883956e-06
1955,2.0235370570276245e-06,1.8987084331456572e-06
1956,2.225635441277518e-06,1.8044041780740372e-06
1957,2.074466905810368e-06,1.8023476968664909e-06
1958,2.024217977236731e-06,1.7231083120350377e-06
1959,2.1051030643093327e-06,1.8601795090944506e-06
1960,2.16898912697161e-06,1.8603200260258745e-06
1961,2.1747737832811254e-06,2.2525932763528544e-06
1962,2.3769652699456856e-06,1.8436066966387443e-06
1963,2.1441433233349017e-06,1.8130813259631395e-06
1964,2.2011797966570157e-06,2.012576715060277e-06
1965,2.3343737893810612e-06,1.7975662558455952e-06
1966,2.653770692973012e-06,1.7691804714559112e-06
1967,2.504610542075625e-06,1.8306335505258176e-06
1968,2.552471528360911e-06,1.964994453373947e-06
1969,2.059233018769646e-06,1.925705419125734e-06
1970,2.081382852736624e-06,1.880878585325263e-06
1971,2.175597558107256e-06,1.896582489280263e-06
1972,2.060266979242442e-06,1.7873431943371543e-06
1973,1.888823625506575e-06,1.7217735148733482e-06
1974,1.5689719532474555e-06,1.7416770106137847e-06
1975,1.7208689726544435e-06,1.5757973415020388e-06
1976,1.7072017897135083e-06,1.5957880350470077e-06
1977,1.6543140901603692e-06,1.6560770745854825e-06
1978,1.8784149347084167e-06,1.5766329397592926e-06
1979,1.9311512033937106e-06,1.608122261131939e-06
1980,1.8033298303521406e-06,1.6521047427886515e-06
1981,1.7869677009230145e-06,1.669945049798116e-06
1982,1.6909235753814755e-06,1.5177342902461533e-06
1983,1.6596650596056861e-06,1.6299831031574286e-06
1984,1.7686976008235433e-06,1.608065076652565e-06
1985,1.6404426403937578e-06,1.499678660366044e-06
1986,1.7659753623888719e-06,1.5501739198953146e-06
1987,1.699418184841761e-06,1.4684293319078279e-06
1988,1.8409420192710968e-06,1.4313774272523005e-06
1989,1.881877039977553e-06,1.5553338243989856e-06
1990,1.7866126285071005e-06,1.4667768937215442e-06
1991,1.7965391236884898e-06,1.7332353081656038e-06
1992,1.8067106992702975e-06,1.3383654504650622e-06
1993,1.923766731692922e-06,1.353782295154815e-06
1994,1.8625765818569562e-06,1.6009402088457136e-06
1995,1.8946043383039068e-06,1.4244778867578134e-06
1996,1.7108585126379694e-06,1.306764943365124e-06
1997,1.7731520216557328e-06,1.3866834933651262e-06
1998,1.840021042198714e-06,1.3775124898529612e-06
1999,1.9523899723594695e-06,1.3011363080295268e-06
2000,1.8869412770072813e-06,1.3417561604001094e-06
2001,1.908894020630214e-06,1.3572994248534087e-06
2002,2.0889663545631265e-06,1.363874275739363e-06
2003,1.983872039090784e-06,1.2309089925111039e-06
2004,1.987882285447995e-06,1.398080712533556e-06
2005,2.0735262609150595e-06,1.2403326081766863e-06
2006,2.2199544815748595e-06,1.393082129652612e-06
2007,2.196963706069255e-06,1.3713048474528478e-06
2008,2.0767790260833863e-06,1.3457766954161343e-06
2009,2.1266138645614774e-06,1.4080472965360968e-06
2010,2.150270674405874e-06,1.460124394725426e-06
2011,2.1142741672974807e-06,1.4921138244972099e-06
2012,2.5385513140463445e-06,1.6319987707902328e-06
2013,2.673376314987763e-06,1.7295363932134933e-06
2014,3.076448052752312e-06,1.8248206288262736e-06
2015,3.12692299075934e-06,1.8603717535370379e-06
2016,3.098931841805097e-06,1.8567492361398763e-06
2017,2.1385211113056357e-06,1.8074667877954198e-06
2018,2.684467204971952e-06,1.8836961999113555e-06
2019,2.9685843827564895e-06,1.8323745507586864e-06
