year,en_ADP antennes_NOUN,en_ADP centaine_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.2246657849223084e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,6.952811659743929e-09
1817,1.556873407970727e-09,0.0
1818,0.0,4.768470951432846e-09
1819,1.035105001712111e-09,1.035105001712111e-09
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,0.0,0.0
1822,0.0,0.0
1823,4.743689885344793e-08,5.929612356680991e-09
1824,0.0,1.6842225392110777e-09
1825,1.1447076175841175e-08,1.7610886082763955e-09
1826,0.0,1.5854372037438225e-08
1827,0.0,0.0
1828,6.420610709767516e-09,2.7516904310687096e-09
1829,0.0,8.57317605795771e-10
1830,1.0436835840010872e-09,3.5485243188304594e-08
1831,3.1182412207897414e-09,0.0
1832,0.0,0.0
1833,9.266902800675325e-09,0.0
1834,1.8669061851994684e-09,3.733812370398937e-09
1835,0.0,0.0
1836,0.0,6.720750067579218e-10
1837,6.9578907080369845e-09,0.0
1838,1.199310784016916e-08,0.0
1839,2.09744255297295e-09,6.9914751765765e-10
1840,0.0,2.5478754661634184e-09
1841,2.5682194149112547e-09,6.420548537278137e-10
1842,1.2745703159566801e-08,8.720745015011744e-09
1843,0.0,4.134837805480629e-09
1844,1.1525978393933656e-08,0.0
1845,1.1160455892778032e-09,2.2320911785556063e-09
1846,4.0981511517657054e-09,0.0
1847,0.0,2.6966118227278457e-09
1848,8.045221711050488e-10,0.0
1849,2.513824481908955e-09,5.02764896381791e-09
1850,7.467895635215882e-09,0.0
1851,7.739326735034524e-09,0.0
1852,6.510545436100301e-10,1.9531636308300904e-09
1853,0.0,0.0
1854,0.0,1.0391328908454511e-09
1855,0.0,2.653468555990912e-09
1856,0.0,5.177189232874468e-10
1857,1.9526036343364694e-09,0.0
1858,4.893676019968041e-10,4.893676019968041e-10
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,6.13075279431996e-09
1862,4.9697850279528666e-09,5.873382225018986e-09
1863,4.994620828036034e-10,0.0
1864,2.3973640850272204e-09,4.794727948009836e-10
1865,5.6482134525026595e-09,1.882737743486018e-09
1866,1.9462452205409875e-09,0.0
1867,0.0,4.85281148598915e-09
1868,9.87974813071446e-10,4.93987406535723e-10
1869,4.883519033604955e-09,9.767038289254515e-10
1870,2.8670243956696595e-09,0.0
1871,0.0,1.0621177271019633e-09
1872,3.023669647994609e-09,6.047339295989218e-10
1873,2.9930022904522957e-09,3.591602570907071e-09
1874,2.987304570378768e-09,0.0
1875,0.0,3.432916173551348e-09
1876,1.209202959984168e-09,3.627608879952504e-09
1877,0.0,0.0
1878,5.435179861734696e-09,0.0
1879,6.10932526790009e-10,4.887460214320072e-09
1880,3.2089231272180996e-09,3.8507077526617195e-09
1881,0.0,6.9725074602899895e-09
1882,5.989846840748214e-09,1.7969540522244642e-08
1883,6.319338829996468e-09,3.981183382961717e-08
1884,7.922036360241691e-09,5.941527270181268e-09
1885,6.445635580831777e-09,1.2891271383708158e-09
1886,1.0325542199041138e-08,5.808117542471791e-09
1887,6.528924567650307e-09,6.528924623161458e-10
1888,3.1703073499755874e-09,2.53624587998047e-09
1889,6.265136742733546e-10,1.8795409673089125e-09
1890,1.3108772956016423e-09,0.0
1891,3.824531802365527e-09,1.9122659011827636e-09
1892,1.8805537127519756e-09,6.268512375839919e-10
1893,9.853466598208627e-09,4.310891643655168e-09
1894,4.411077725308132e-09,0.0
1895,6.6204761672850054e-09,0.0
1896,4.717623069971921e-09,0.0
1897,2.330685422435863e-09,4.661370844871726e-09
1898,2.82917743676947e-08,2.26334195829736e-09
1899,5.527578395003729e-09,0.0
1900,4.15284251431558e-09,4.671947717582725e-09
1901,2.235495566438317e-09,2.235495566438317e-09
1902,7.365425880312415e-09,1.9641135384773634e-09
1903,7.020286130199338e-09,0.0
1904,6.449550227216605e-09,2.6873125946735854e-09
1905,3.096455536422127e-09,2.580379465655369e-09
1906,6.1730215383803966e-09,1.0288369045596824e-09
1907,3.0857060240307987e-09,1.5428529565042481e-09
1908,3.929111258571538e-09,4.911389073214423e-10
1909,1.760314710663735e-08,5.500983557560346e-10
1910,6.947395880807505e-09,1.6032452032632705e-09
1911,9.044636151145369e-09,1.0640748282497725e-09
1912,2.6047105583515417e-09,5.209421227725386e-10
1913,5.302989658506618e-09,4.772690687104841e-09
1914,5.357394972094198e-09,0.0
1915,3.534228465440492e-09,0.0
1916,1.538244731591476e-08,0.0
1917,6.57985488317081e-09,0.0
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,3.6831393490643904e-09
1920,1.2872794385998532e-08,0.0
1921,8.330022505109724e-09,3.0290989716519334e-09
1922,6.6401419362982494e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,3.1847844361720945e-09
1924,0.0,0.0
1925,5.499089184013428e-09,0.0
1926,3.343841648018042e-09,2.229227691330493e-09
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,1.1426041446327417e-08,2.2852082448565625e-09
1929,1.2254447234738564e-08,2.2280812750352652e-09
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,6.575722188983946e-09,0.0
1933,1.3764794637438627e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,0.0
1935,7.180970484910176e-09,0.0
1936,8.487299751891442e-09,0.0
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,0.0,0.0
1940,1.01431314458722e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,1.7881307101674793e-08,1.1920870957027319e-09
1948,7.610321262063735e-09,5.435944139264848e-09
1949,7.853606653895895e-09,0.0
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,0.0
1952,6.326882462381889e-09,0.0
1953,6.464296653518886e-09,5.386913581872932e-09
1954,7.818028890937967e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,0.0
1956,6.976913269340912e-09,0.0
1957,1.3252556385623393e-08,8.835037701437898e-10
1958,1.5717262880077243e-08,1.6544486891589827e-09
1959,2.4802393916445453e-08,7.750747599288843e-09
1960,1.1073332972788563e-08,6.920833350854139e-10
1961,1.250668635321972e-08,6.948159270159238e-10
1962,1.8391673961559718e-08,3.805173953708163e-09
1963,7.759263453976928e-09,7.759263453976928e-09
1964,7.300761772910391e-09,3.041984220075733e-09
1965,0.0,3.2832261354087677e-09
1966,1.6063316343739587e-08,1.1078149508847446e-09
1967,4.930335695263466e-09,1.9721342336964653e-09
1968,4.940557296606585e-09,3.5931326802796093e-09
1969,6.8126366770115965e-09,3.6334062425424918e-09
1970,1.1496812751810026e-08,2.7592350626548523e-09
1971,7.193756701440179e-09,4.1107179882260425e-09
1972,6.669190977248718e-09,2.0520587451500205e-09
1973,4.961883459664307e-09,0.0
1974,1.0688586071783135e-08,5.625571564138454e-09
1975,5.711480177694739e-09,2.8557400888473694e-09
1976,6.2848797277581525e-09,1.7140580066410394e-09
1977,8.227494963097826e-09,1.1753563677885381e-09
1978,8.316828115084718e-09,2.3762365408686037e-09
1979,7.022368020415115e-09,5.851973350345929e-10
1980,5.116635559687666e-09,5.685150683554241e-10
1981,6.958104314946922e-09,5.69299452024552e-09
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,8.209910418166544e-09,6.315316047889041e-10
1984,1.565732282715615e-08,1.739702604197646e-09
