year,son_DET honneur_NOUN,son_DET sonneur_NOUN
1800,4.832580668079345e-06,0.0
1801,6.4744353167611735e-06,0.0
1802,7.082764085453164e-06,0.0
1803,4.899252287415834e-06,0.0
1804,5.860758786724318e-06,0.0
1805,5.748298610441793e-06,0.0
1806,6.057268497450252e-06,0.0
1807,5.972911807816672e-06,0.0
1808,6.666789724718569e-06,0.0
1809,6.9939587064027364e-06,0.0
1810,7.170148265345233e-06,2.3401267590372754e-09
1811,7.849657417402511e-06,0.0
1812,6.043894064333699e-06,0.0
1813,6.660217725995565e-06,0.0
1814,6.966743168135281e-06,0.0
1815,7.293292298538034e-06,0.0
1816,4.929543496956512e-06,0.0
1817,6.669645805978952e-06,3.113746815941454e-09
1818,6.574529455294353e-06,0.0
1819,7.532458930370467e-06,0.0
1820,8.261444364165982e-06,0.0
1821,8.290552777623361e-06,0.0
1822,9.176446681635753e-06,0.0
1823,1.1118022339218214e-05,0.0
1824,8.98532764548321e-06,0.0
1825,7.995342087063761e-06,1.0566531649658373e-08
1826,8.213444949944915e-06,0.0
1827,8.149912662958059e-06,4.608636583469661e-09
1828,7.0663411015914335e-06,0.0
1829,6.457316223063003e-06,0.0
1830,6.843433261849441e-06,0.0
1831,6.026001104331158e-06,1.5591206103948707e-09
1832,6.198079073982399e-06,0.0
1833,6.408063114804463e-06,2.3167257001688313e-09
1834,6.535105166349808e-06,0.0
1835,8.336035662637187e-06,0.0
1836,8.394888812546242e-06,2.016224964762614e-09
1837,7.957044257267398e-06,0.0
1838,9.030178453883764e-06,3.1560809521380406e-09
1839,7.453611836183427e-06,6.9914751765765e-10
1840,7.420050451401039e-06,1.2739377330817092e-09
1841,6.629858262385824e-06,1.2841097074556274e-09
1842,7.338171149839923e-06,4.695785538189057e-09
1843,6.488741604471215e-06,0.0
1844,7.812418086672324e-06,0.0
1845,6.926178846455855e-06,0.0
1846,6.7584361733707965e-06,0.0
1847,6.558699048753169e-06,3.235934187273415e-09
1848,7.394363088053524e-06,4.82713291560799e-09
1849,7.172779167063936e-06,1.256912263158938e-08
1850,7.097216474960533e-06,4.073397619208663e-09
1851,7.03182326589058e-06,0.0
1852,6.729950619899228e-06,0.0
1853,6.697521625298464e-06,4.180352064508952e-09
1854,8.08185630418734e-06,0.0
1855,7.558139849095369e-06,5.306937111981824e-10
1856,7.457741045158173e-06,3.1063134287023786e-09
1857,8.225343165690902e-06,4.393358121745905e-09
1858,8.08484257497355e-06,4.893676130990343e-09
1859,7.96619558585121e-06,5.092173349652285e-10
1860,7.522601734422096e-06,1.8308735638683515e-09
1861,7.437074746263761e-06,9.431927461278633e-10
1862,7.2378138469275655e-06,3.162590411776023e-09
1863,7.263677161972737e-06,6.493007020935693e-09
1864,7.22181916756881e-06,4.794727948009836e-10
1865,6.975072498249801e-06,4.706844247692743e-09
1866,7.33929034169023e-06,0.0
1867,6.578956540437275e-06,0.0
1868,6.528043417830531e-06,8.89177353968762e-09
1869,6.864274574525098e-06,9.767038289254515e-10
1870,6.933038498857513e-06,0.0
1871,7.465625614599958e-06,6.37270636261178e-09
1872,6.82684110131504e-06,6.047339295989218e-10
1873,6.489427377687207e-06,5.986004469882289e-10
1874,6.663481361357526e-06,0.0
1875,6.769138941820074e-06,2.8607636259891933e-09
1876,6.2521841037721515e-06,0.0
1877,6.124823197950491e-06,1.1132669008873108e-08
1878,6.5336899943702065e-06,7.850815109122777e-09
1879,6.929807426558909e-06,2.443730107160036e-09
1880,6.583426561235228e-06,1.9253538763308597e-09
1881,6.2355134993197225e-06,6.972507571312292e-10
1882,6.379186658023173e-06,6.655385131892899e-10
1883,5.886464357729437e-06,0.0
1884,6.2465254799803915e-06,6.601696966868076e-10
1885,6.2638685562887986e-06,1.2891271383708158e-09
1886,6.219848437183373e-06,6.453463874400711e-10
1887,5.828371079985573e-06,6.528924623161458e-10
1888,6.289889810773275e-06,0.0
1889,5.7846007948114675e-06,0.0
1890,6.01758236484784e-06,1.9663159989136147e-09
1891,5.049019868863525e-06,1.9122659011827636e-09
1892,5.326981991515822e-06,0.0
1893,4.911336997537319e-06,2.463366621796581e-09
1894,5.003422177907169e-06,0.0
1895,5.45888313041587e-06,0.0
1896,5.036652311218859e-06,1.179405795248556e-09
1897,4.7639208773375685e-06,5.826713556089658e-10
1898,5.146839825442839e-06,4.52668391659472e-09
1899,5.06602565408798e-06,0.0
1900,4.724377284048842e-06,1.038210628578895e-09
1901,4.585560272829525e-06,3.353243460679778e-09
1902,3.858501084863519e-06,9.820567692386817e-10
1903,4.660390054311847e-06,5.400220270956879e-10
1904,4.42062925642972e-06,1.0749250378694342e-09
1905,4.55540209998162e-06,0.0
1906,4.113289890028682e-06,4.115347618238729e-09
1907,4.385302403875357e-06,2.5714217422034835e-09
1908,4.198746335504211e-06,1.4734167219643268e-09
1909,4.3001187037816635e-06,9.351672325408344e-09
1910,4.4094586364451516e-06,3.740905363258662e-09
1911,4.2137363820415885e-06,6.384448969498635e-09
1912,4.239427195074086e-06,3.646594803896619e-09
1913,4.11299901159623e-06,2.121195885607108e-09
1914,4.5879389993785935e-06,4.018046340092951e-09
1915,5.191781703217657e-06,2.3561523843085297e-09
1916,4.65209147648693e-06,0.0
1917,4.196850476034797e-06,0.0
1918,4.4406332726509845e-06,0.0
1919,4.101175782977862e-06,9.207848372660976e-10
1920,3.882283206024795e-06,7.572231730534895e-10
1921,3.6758117119006783e-06,7.572747429129834e-10
1922,3.7199550639854806e-06,2.951174193910333e-09
1923,3.864205012860111e-06,1.0615948120573648e-09
1924,3.889403066281716e-06,0.0
1925,3.940647136602138e-06,5.499089184013428e-09
1926,3.77854091482277e-06,0.0
1927,4.0371342926448506e-06,4.4596899506643695e-09
1928,3.801443885009803e-06,3.4278122562625413e-09
1929,4.042853571917249e-06,3.342121912552898e-09
1930,3.81070745980594e-06,2.100720708497761e-09
1931,3.6850707587632314e-06,1.1405356659111021e-09
1932,3.6517176038586285e-06,1.0959536611565568e-09
1933,3.3046977456763216e-06,0.0
1934,3.4794508074753594e-06,2.3963160344919743e-09
1935,3.999800505027906e-06,2.393656828303392e-09
1936,3.1851626136614186e-06,0.0
1937,3.196884881262463e-06,0.0
1938,3.265937628782467e-06,0.0
1939,3.1566920064562964e-06,0.0
1940,3.017581562403393e-06,0.0
1941,3.893031990997997e-06,2.9515025978810172e-09
1942,3.707806717656581e-06,3.034211770724937e-09
1943,4.160336006364673e-06,5.806470415592457e-09
1944,3.974711360044125e-06,0.0
1945,4.3417583981408825e-06,0.0
1946,3.5832921341238944e-06,0.0
1947,3.2484374408170424e-06,8.344609447874518e-09
1948,3.383331506512377e-06,3.2615663503321457e-09
1949,3.0393456924571183e-06,2.945102384188658e-09
1950,3.0523488412370625e-06,1.0635361480382244e-09
1951,3.1397829225454643e-06,1.0661401761424827e-09
1952,2.7268863025398105e-06,3.1634410646574906e-09
1953,2.8669154250593465e-06,3.232148326759443e-09
1954,2.8594439633877755e-06,0.0
1955,2.6814680538223e-06,1.8771215692936494e-09
1956,2.546573441009059e-06,2.616342476002842e-09
1957,2.680550355904643e-06,0.0
1958,2.7935366446740773e-06,8.272243445794913e-10
1959,2.687184316840785e-06,0.0
1960,3.0071020518107616e-06,0.0
1961,3.044683380082347e-06,6.948159270159238e-10
1962,3.0124293282085546e-06,5.7077609305622445e-09
1963,2.844416819414164e-06,1.2932106496776896e-09
1964,3.1253346222115397e-06,1.8251904432275978e-09
1965,3.2104478329131325e-06,2.188817349590977e-09
1966,2.99276203641341e-06,1.6617224263271169e-09
1967,3.2323280940715904e-06,3.451234853457663e-09
1968,3.2886146357213875e-06,1.3474247273492779e-09
1969,3.253261123603579e-06,9.083515606356229e-10
1970,3.0641304107348333e-06,0.0
1971,2.8692812108488397e-06,2.0553589941130213e-09
1972,2.8497966066964864e-06,5.130146862875051e-10
1973,2.387217303834177e-06,1.6539611902288698e-09
1974,2.215350011880446e-06,0.0
1975,2.309151422963396e-06,1.1422960355389478e-09
1976,2.23513168862155e-06,1.142705374768127e-09
1977,2.2178974301567678e-06,5.876781838942691e-10
1978,2.5562364438513896e-06,5.940591352171509e-10
1979,2.6298768389665383e-06,1.1703946700691858e-09
1980,2.494075676651164e-06,0.0
1981,2.4112994019276357e-06,0.0
1982,2.4407900127698667e-06,6.207502289967692e-10
1983,2.2501470411384616e-06,3.157658134966823e-09
1984,2.515030029570653e-06,4.639206796497319e-09
1985,2.2341782877077776e-06,6.015558051686298e-10
1986,2.727490898024598e-06,1.7983456945813714e-09
1987,2.5042128459773494e-06,2.4443267410134695e-09
1988,2.4735784851515064e-06,1.1993107618124554e-09
1989,2.6304569331614402e-06,2.7440609784434855e-09
1990,2.3276636733626788e-06,5.44865097484859e-10
1991,2.7554748065483636e-06,1.1722930404189924e-09
1992,2.562123974314545e-06,1.1019888335184191e-09
1993,2.5857020613528903e-06,5.539207426075166e-10
1994,2.707092372489228e-06,1.0549853435293244e-08
1995,2.4845668828987755e-06,0.0
1996,2.520647205628279e-06,2.6690460952494277e-09
1997,2.5715018647787247e-06,4.79489448146353e-10
1998,2.6191334878689077e-06,4.768129224785866e-10
1999,2.6397482191242716e-06,1.3710603763428253e-09
2000,2.5677600081763785e-06,3.092622158362701e-09
2001,2.7636682826681636e-06,1.7524847129024579e-09
2002,2.63486665552648e-06,2.1906108038649563e-09
2003,2.799338908232585e-06,0.0
2004,2.689565627100876e-06,4.404791253964646e-10
2005,2.698196358785765e-06,0.0
2006,2.925348889348811e-06,4.1178899179428186e-10
2007,3.0162315365345194e-06,1.5977917877663117e-09
2008,2.68687020010816e-06,4.257439678578834e-10
2009,2.878557763708045e-06,2.384096253749135e-09
2010,2.8890717285179335e-06,1.4171379625338432e-09
2011,2.654218929976082e-06,1.1471915639660324e-09
2012,2.8830616791708508e-06,6.808505426114664e-10
2013,3.165935925864005e-06,1.3945624655065103e-09
2014,3.466444574939942e-06,6.279790909502481e-09
2015,3.6285338538277756e-06,2.21657536769726e-09
2016,3.887698092341907e-06,2.899876117012923e-09
2017,2.790567691590695e-06,1.509366853724714e-09
2018,3.06884755474357e-06,7.744400121190154e-10
2019,3.3328655888453795e-06,1.2754939326953263e-09
