year,en_PRON aviez_VERB,en_PRON saviez_VERB
1908,1.3899230566494225e-07,6.384805573134145e-09
1909,1.727308850396625e-07,4.400786846048277e-09
1910,1.544459591329428e-07,7.481810726517324e-09
1911,1.5748308057617066e-07,5.3203743632934675e-09
1912,2.0420931612363802e-07,1.2502610502451716e-08
1913,1.2939294358194076e-07,3.181793939432964e-09
1914,1.5067674041802093e-07,5.357394972094198e-09
1915,1.284103063881048e-07,2.3561523843085297e-09
1916,9.888715979400331e-08,9.888715624128963e-09
1917,1.677862876414693e-07,1.0966424435210342e-09
1918,1.5851198842398162e-07,6.89182577673364e-09
1919,1.7863225454384235e-07,2.762354567309444e-09
1920,1.567451994866076e-07,6.815008557481406e-09
1921,1.696295441888651e-07,1.1359120755116692e-08
1922,1.3280284494321393e-07,9.591316185719734e-09
1923,1.7940952190542703e-07,2.1231896241147297e-09
1924,1.8048273608961551e-07,1.0313299547703991e-08
1925,1.8037011950688964e-07,4.399271169575059e-09
1926,1.64962854487527e-07,7.802296586589819e-09
1927,2.1406511185873e-07,4.4596899506643695e-09
1928,1.3825510336573643e-07,1.2568645679778001e-08
1929,2.1055367938060954e-07,5.570202965543558e-09
1930,1.4600008368947925e-07,1.3654684494213143e-08
1931,1.4598856878933475e-07,3.4216069977333063e-09
1932,1.6000923608316953e-07,1.2055489939655217e-08
1933,1.938541858148568e-07,5.735331320977366e-09
1934,1.665439679499059e-07,5.990790086229936e-09
1935,1.3883209160070464e-07,5.98414207075848e-09
1936,1.0912242887073376e-07,1.4549657478823974e-08
1937,1.246520644482274e-07,1.1332006444320086e-08
1938,1.400243145877056e-07,1.2965214457594243e-09
1939,1.3611705185212486e-07,7.647025235257843e-09
1940,6.339457314652464e-08,0.0
1941,1.888961662643851e-07,1.7709016475464523e-08
1942,2.306000936869168e-07,3.034211770724937e-09
1943,1.5387146845569077e-07,0.0
1944,1.3495381701034148e-07,3.2131861615880553e-09
1945,1.241747327185294e-07,4.357008087652048e-09
1946,1.7262169649256975e-07,2.7842208538686464e-09
1947,1.8358140652097177e-07,3.5762612871081956e-09
1948,1.4894486355387926e-07,1.522064252412747e-08
1949,1.3841981161277772e-07,4.908504269707237e-09
1950,1.861188314578044e-07,8.508289184305795e-09
1951,1.7911155070216012e-07,9.595261474260042e-09
1952,1.5079069504153608e-07,4.2179215675730575e-09
1953,1.4652404545234532e-07,5.386913581872932e-09
1954,1.6906487587675656e-07,4.886268278880834e-09
1955,1.5392396379709794e-07,5.631364707880948e-09
1956,1.3430558443161544e-07,6.104799332717903e-09
1957,1.5019564686413744e-07,8.835037590415595e-09
1958,1.770260166233939e-07,1.3235589513271862e-08
1959,1.7981734912186909e-07,1.9376869886400527e-08
1960,1.6263958158013736e-07,1.3841666479663672e-08
1961,1.389631826276272e-07,6.25334317660986e-09
1962,1.7186702416793764e-07,1.0781326054143392e-08
1963,1.610047321021213e-07,4.526237162849611e-09
1964,2.220648480655285e-07,6.083968440151466e-09
1965,1.603308750208754e-07,3.830430195250756e-09
1966,1.5786363216641064e-07,6.6468897053084675e-09
1967,1.7502691423976202e-07,3.451234853457663e-09
1968,1.4911501255987503e-07,7.635406973349745e-09
1969,1.4124866420939242e-07,6.358460868938209e-09
1970,1.6509422384736183e-07,5.978342709767048e-09
1971,1.3205681215211484e-07,8.221435976452085e-09
1972,1.5133933284339207e-07,2.0520587451500205e-09
1973,1.328682073253873e-07,2.205281512956958e-09
1974,1.2713791663898633e-07,5.625571564138454e-09
1975,1.3821782651746162e-07,5.711480177694739e-09
1976,1.2455487996554382e-07,5.142174241967723e-09
1977,9.285315627494128e-08,4.7014254711541525e-09
1978,1.1287123813374933e-07,5.346532105932056e-09
1979,1.5566249378373698e-07,7.022368020415115e-09
1980,1.3587509450907476e-07,2.8425752862659692e-09
1981,1.2334820942427882e-07,2.5302198114474095e-09
1982,1.278745482835575e-07,8.069752865935698e-09
1983,1.4209460874603508e-07,7.57837881337764e-09
1984,1.3221738681679085e-07,3.479405208395292e-09
1985,1.124909367877791e-07,3.609334831011779e-09
1986,1.4446710056015277e-07,2.3977941854269602e-09
1987,1.4360419986481077e-07,5.49973533381376e-09
1988,1.1513383624262019e-07,4.797243047249822e-09
1989,1.223851222587058e-07,7.134558721588746e-09
1990,8.826814879014933e-08,4.90378582185258e-09
1991,1.189877445462173e-07,3.5168792322792797e-09
1992,1.1681081901748769e-07,8.815910668147353e-09
1993,1.1410767553066137e-07,6.647049133334804e-09
1994,1.3345564253697262e-07,5.274926717646622e-09
1995,1.1875167460484448e-07,4.880205572987961e-09
1996,1.0622803547910564e-07,3.736664311304594e-09
1997,1.0261073901673967e-07,2.3974471297094624e-09
1998,9.822346214161115e-08,6.675381136744818e-09
1999,1.1059887006226177e-07,8.683382013430219e-09
2000,7.864096085441474e-08,4.418031274155965e-09
2001,1.274932563966047e-07,4.381211837767296e-09
2002,1.0514931503280422e-07,4.381221607729913e-09
2003,1.0500645508670914e-07,4.166922806803086e-09
2004,1.087983425573924e-07,5.285749615779878e-09
2005,1.2070048782675258e-07,3.1526248278623825e-09
2006,1.3465499382192547e-07,4.941467679486777e-09
2007,1.6417310400029805e-07,5.991719120856942e-09
2008,1.68594605831629e-07,5.5346713878634546e-09
2009,1.926349768588409e-07,1.0013204487790972e-08
2010,2.2060113824551308e-07,1.0864724231396394e-08
2011,2.5008775561552454e-07,1.644307978665438e-08
2012,3.213614681030208e-07,2.144679278615058e-08
2013,3.5979712986744516e-07,2.4265387921218462e-08
2014,3.3412818689626533e-07,1.5591204771681078e-08
2015,3.819159344331524e-07,2.238741103610664e-08
2016,3.6973418815478e-07,2.38204105329487e-08
2017,3.423746948172379e-07,1.5345229087415646e-08
2018,3.756034097079919e-07,2.090988004965766e-08
2019,3.4948530913681e-07,2.1938495464723928e-08
