year,en_ADP eaux_NOUN,en_ADP sceau_NOUN
1800,2.358123420975744e-07,0.0
1801,2.524053570596152e-07,2.3811825844433088e-09
1802,2.5735161557349784e-07,2.2378401354217203e-09
1803,1.1331471370112922e-06,2.5354410126965377e-08
1804,4.696516728852629e-07,4.943701892301533e-09
1805,5.34461003454112e-07,0.0
1806,2.7087691023552907e-07,0.0
1807,3.074711401040986e-07,0.0
1808,2.5153420679657756e-07,0.0
1809,2.710836657371374e-07,0.0
1810,3.1825722945910684e-07,0.0
1811,3.4096243783920954e-07,5.0141535368197765e-09
1812,2.667208347517658e-07,0.0
1813,2.0992914051554123e-07,0.0
1814,2.580275122454623e-07,0.0
1815,2.5623624266835066e-07,0.0
1816,2.062667476820934e-07,3.476405652236281e-08
1817,2.2107602470899934e-07,0.0
1818,1.9908365556098317e-07,0.0
1819,3.3226870055358404e-07,0.0
1820,2.1003671690777992e-07,1.542642635854463e-08
1821,2.031466594942799e-07,0.0
1822,1.5439448475262907e-07,0.0
1823,1.2649839309375466e-07,0.0
1824,1.9621192581809055e-07,1.3473780313688621e-08
1825,1.787504968486786e-07,0.0
1826,2.3164999207736514e-07,0.0
1827,2.0185828181196186e-07,0.0
1828,1.751909479708047e-07,9.172301251858528e-10
1829,2.1518671777798204e-07,0.0
1830,1.8890672803806297e-07,0.0
1831,2.7908258548592357e-07,0.0
1832,3.368962495642336e-07,2.705993873419743e-09
1833,2.536814502906992e-07,0.0
1834,1.7455573142477476e-07,1.8669061851994684e-09
1835,2.2008586597621616e-07,0.0
1836,1.854926970912274e-07,0.0
1837,1.8507989274496595e-07,0.0
1838,2.057764847407384e-07,0.0
1839,2.551888466095775e-07,0.0
1840,1.0828470919932442e-07,7.64362617644565e-09
1841,1.8491180320268086e-07,0.0
1842,1.677066228111812e-07,2.0124795163667386e-09
1843,2.0615119794564762e-07,1.7720733769266417e-09
1844,1.9374621373913214e-07,2.7442805805577564e-09
1845,1.696389348992966e-07,0.0
1846,2.1603110056389596e-07,1.7563503984519002e-09
1847,1.526282265018608e-07,0.0
1848,3.07327463255902e-07,0.0
1849,2.1618890544417013e-07,1.508294644736452e-08
1850,1.5003680609027015e-07,1.3577992064028876e-09
1851,2.347595637886002e-07,1.2898877521649865e-09
1852,2.8841716326333255e-07,4.557381805270211e-09
1853,2.3589130093704114e-07,5.971931837933653e-10
1854,2.202961661978975e-07,1.558699391779328e-09
1855,1.9529528572093113e-07,6.8990182455763716e-09
1856,1.7602443536102186e-07,0.0
1857,1.7768692828212806e-07,2.440754542920587e-09
1858,1.1842696068242731e-07,3.9149408159744326e-09
1859,2.1896344959415615e-07,0.0
1860,2.2657060874675672e-07,0.0
1861,2.0090005414807877e-07,2.3579818653196583e-09
1862,2.177669320979625e-07,2.710791813242963e-09
1863,2.062778469147375e-07,3.496234690647526e-09
1864,2.1624223289773425e-07,7.192092033037056e-09
1865,1.8968582082834473e-07,3.765475486972036e-09
1866,1.965707678852624e-07,2.432806400776144e-09
1867,2.406994568104892e-07,1.455843445796745e-09
1868,2.7317504580626206e-07,0.0
1869,1.982708842662717e-07,4.883519144627257e-10
1870,2.339491849134845e-07,5.734048791339319e-10
1871,1.561313054398994e-07,1.0621177271019633e-09
1872,2.2677521704927983e-07,0.0
1873,3.63949070603109e-07,1.7958012854535355e-09
1874,2.0014940327328645e-07,5.974609140757536e-10
1875,1.8080025182554138e-07,0.0
1876,2.0919211096703805e-07,6.04601479992084e-10
1877,2.739873469215226e-07,6.184815992682502e-10
1878,3.7261177632252895e-07,3.623453259660181e-09
1879,2.736977664508089e-07,4.887460103297769e-09
1880,2.182067788680797e-07,7.059631101924424e-09
1881,3.221298540134754e-07,8.36700908557475e-09
1882,2.555667919512672e-07,6.655385131892899e-10
1883,2.622525638873441e-07,4.423537203201988e-09
1884,3.9082045955041167e-07,3.300848483434038e-09
1885,3.5322082769795315e-07,5.801072289202125e-09
1886,3.0331280659323667e-07,1.2906927748801422e-09
1887,3.597437401858805e-07,1.3057849246322917e-09
1888,3.322482216017164e-07,1.9021844099853524e-09
1889,4.0096875753015127e-07,3.1325683158556217e-09
1890,3.742554722241387e-07,1.3108772956016423e-09
1891,3.2189812004812524e-07,2.5496880162734215e-09
1892,4.0557275227115497e-07,1.2537024751679837e-09
1893,3.9044360389262067e-07,7.390099754367441e-09
1894,3.8124313794796194e-07,3.780923574225881e-09
1895,3.334312401737094e-07,1.8055843487019274e-09
1896,3.6915402534809516e-07,5.89702897624278e-10
1897,4.07287282677693e-07,0.0
1898,3.825047872885179e-07,1.6975064687230201e-09
1899,4.151211463465643e-07,1.1055156790007459e-09
1900,4.324147226952846e-07,3.6337372000261325e-09
1901,4.7057182750442905e-07,6.706486921359556e-09
1902,4.4094348128354e-07,9.820567692386817e-10
1903,5.346217943902332e-07,4.860198465905796e-09
1904,5.213386184976798e-07,7.524475265086039e-09
1905,4.391805981107666e-07,3.6125313851442797e-09
1906,5.267645146744826e-07,1.0288369045596824e-09
1907,4.386845383619331e-07,1.5428529565042481e-09
1908,3.934022714258134e-07,1.964555629285769e-09
1909,3.850688519158041e-07,1.1001967115120692e-09
1910,3.7141846476185236e-07,8.550641084070776e-09
1911,3.963678709695273e-07,1.5961122423746588e-09
1912,3.1725375282398716e-07,2.0837684910901544e-09
1913,3.855273434938411e-07,1.060597942803554e-09
1914,6.375300076744139e-07,2.6786975415582504e-09
1915,3.4399825743491874e-07,0.0
1916,3.8016619030578624e-07,0.0
1917,5.658675235054034e-07,0.0
1918,5.099950879383641e-07,0.0
1919,5.672034761872169e-07,9.207848372660976e-10
1920,5.550446107172036e-07,3.786115865267448e-09
1921,5.141895541571628e-07,4.543648568500203e-09
1922,3.5782986773646996e-07,5.164555005876537e-09
1923,3.184784369558713e-07,1.0615948120573648e-09
1924,3.5709799539596077e-07,2.578324886925998e-09
1925,4.685223924383308e-07,2.1996355847875293e-09
1926,5.04920076971338e-07,5.57306911730393e-09
1927,4.4819885358649003e-07,1.1149224876660924e-09
1928,4.490434277748534e-07,2.2852082448565625e-09
1929,5.926696364788597e-07,0.0
1930,4.516549390043423e-07,1.0503603542488804e-09
1931,4.7218176835173153e-07,0.0
1932,4.679722247491469e-07,0.0
1933,4.347380988534155e-07,0.0
1934,3.9898663040105475e-07,2.3963160344919743e-09
1935,3.8896924436926383e-07,2.393656828303392e-09
1936,3.297922255285357e-07,2.424942913137329e-09
1937,5.099403077579723e-07,3.777335333410292e-09
1938,5.108294457434326e-07,2.5930428915188486e-09
1939,4.7411555925691573e-07,0.0
1940,5.629437884735466e-07,0.0
1941,3.423743151209635e-07,0.0
1942,3.1859223770247524e-07,0.0
1943,3.367752867688978e-07,0.0
1944,3.630900380358071e-07,0.0
1945,4.095587566865788e-07,0.0
1946,3.3828283996228947e-07,0.0
1947,3.564340396167154e-07,0.0
1948,5.196762407067013e-07,0.0
