year,en_PRON aies_VERB,en_PRON sais_VERB
1861,4.715963619617014e-09,2.3721297104373207e-07
1862,3.162590411776023e-09,2.9773529067189664e-07
1863,1.048870412745373e-08,2.532272644906186e-07
1864,1.821996598039277e-08,2.7329949814358656e-07
1865,5.6482134525026595e-09,2.69231498206679e-07
1866,2.238181906477621e-08,2.189525862839048e-07
1867,1.067618526917613e-08,2.7321328133211864e-07
1868,7.409810987013543e-09,2.7564497262488885e-07
1869,1.2208797528501236e-08,3.2377732761545985e-07
1870,5.160643912205387e-09,2.2936194632450224e-07
1871,8.496941816815706e-09,2.241068335351315e-07
1872,1.2094678591978436e-09,2.908770246889958e-07
1873,2.3944017879529156e-09,2.8732822787702617e-07
1874,7.766991494406739e-09,3.082898363260256e-07
1875,2.8607636259891933e-09,3.369979566514303e-07
1876,8.464420275799966e-09,3.3615841488199294e-07
1877,8.658742167710898e-09,3.9520974937090614e-07
1878,5.435179861734696e-09,3.24299048504173e-07
1879,1.0996785704264767e-08,4.081029283398152e-07
1880,1.1552122813895949e-08,3.086984103894963e-07
1881,4.183504653809678e-09,3.9046042754620203e-07
1882,5.324308105514319e-09,3.2677941863568094e-07
1883,6.951272890631799e-09,4.151805788055185e-07
1884,1.5844072720483382e-08,2.924551631977579e-07
1885,6.445635580831777e-09,2.829634100365297e-07
1886,3.872078213618124e-09,2.452316161249968e-07
1887,3.9173548849191775e-09,3.0620656193969253e-07
1888,8.242799331981132e-09,3.163966808550356e-07
1889,1.2530273485467092e-09,2.7065389901492765e-07
1890,5.898947996740844e-09,2.956028311018599e-07
1891,5.099376032546843e-09,2.466823136870744e-07
1892,3.1342561879199593e-09,2.595164072527467e-07
1893,6.15841644346915e-09,2.6481191661709147e-07
1894,1.8904617871129403e-09,2.205538760513548e-07
1895,7.824199066419624e-09,2.3051294184561755e-07
1896,1.47425724961181e-08,2.2172828983979542e-07
1897,1.1653426668090106e-08,2.6045408407782134e-07
1898,9.05336783318944e-09,3.17999531151969e-07
1899,3.3165470370022376e-09,2.852230345240514e-07
1900,1.6092265298084385e-08,2.1387138726680632e-07
1901,5.58873880507349e-09,2.347270395830492e-07
1902,5.892340837476695e-09,1.640034832384174e-07
1903,1.83607493653426e-08,2.095285465131269e-07
1904,6.987012746151322e-09,2.477702185643693e-07
1905,7.741138396966107e-09,2.0539820644316364e-07
1906,3.0865106026567446e-09,2.191422638908591e-07
1907,5.142843484406967e-09,2.535421774751967e-07
1908,9.822778146428846e-09,2.2346820749419294e-07
1909,3.850688656825696e-09,1.6227901333820682e-07
1910,8.550641084070776e-09,2.3888354228063235e-07
1911,9.576673676292558e-09,1.9898199399293048e-07
1912,4.167536982180309e-09,2.3390301140402414e-07
1913,3.71209285532359e-09,1.871955368493161e-07
1914,4.018046340092951e-09,1.4665869230157114e-07
1915,2.3561523843085297e-09,1.9791679317648914e-07
1916,3.2962386153911893e-09,1.5052823698624707e-07
1917,2.1932848870420685e-09,1.7326950829676946e-07
1918,0.0,2.0560613300801833e-07
1919,9.207848705727883e-09,2.0073109840978987e-07
1920,3.786115865267448e-09,1.9536358086824634e-07
1921,1.438822039290244e-08,2.7640529398631486e-07
1922,9.591316185719734e-09,2.582277375817732e-07
1923,7.431163684401554e-09,3.344023791207462e-07
1924,7.734974438733389e-09,3.0939897732729094e-07
1925,5.499089184013428e-09,2.7935370772169676e-07
1926,8.916910765321973e-09,3.644787227585766e-07
1927,1.7838759802657478e-08,3.1440814574068554e-07
1928,5.713020723163709e-09,2.765101903001721e-07
1929,1.3368487650211591e-08,2.740539872814196e-07
1930,1.2604324695075775e-08,2.8884909397675074e-07
1931,9.124285327288817e-09,2.1099910529898125e-07
1932,4.383814644626227e-09,2.213826406638475e-07
1933,3.4411986593596566e-09,2.0647191845135637e-07
1934,3.5944740517379614e-09,2.2884817596491303e-07
1935,5.98414207075848e-09,2.2380691167001032e-07
1936,4.849885826274658e-09,1.6732106322692175e-07
1937,3.777335333410292e-09,1.7879388281016872e-07
1938,3.8895642262559704e-09,1.8410605073793107e-07
1939,1.5294050470515685e-09,1.7588157597003828e-07
1940,5.0715658339584024e-09,8.621662117569429e-08
1941,2.066051862925633e-08,1.800416602470989e-07
1942,3.034211770724937e-09,1.9115534644065235e-07
1943,8.709705845433291e-09,2.032264636575576e-07
1944,1.6065930807940276e-08,2.5062851705115463e-07
1945,8.714016175304096e-09,1.8081584007845208e-07
1946,4.1763312808029696e-09,2.2969822133234175e-07
1947,9.536696765621855e-09,3.099426355568369e-07
1948,1.195907639583993e-08,2.630996820407461e-07
1949,5.890204768377316e-09,2.0517546928111585e-07
1950,1.2762433776458693e-08,2.201519848643585e-07
1951,2.2388944032059044e-08,2.526752211906569e-07
1952,2.4253049346611988e-08,2.045691965824048e-07
1953,9.69644453618912e-09,2.4133374010304465e-07
1954,1.6613311615287785e-08,2.990396072988233e-07
1955,1.220129064449793e-08,2.3651731506646456e-07
1956,1.744228228517386e-08,2.2587756332015374e-07
1957,3.534015080575159e-09,2.252934635516013e-07
1958,1.5717262158432277e-08,2.82083500557917e-07
1959,8.525822714489095e-09,2.456987022725343e-07
1960,1.038124963770315e-08,2.5330250408295285e-07
1961,1.320150300188061e-08,2.737574869016157e-07
1962,1.2683912586908264e-08,2.3084721068045155e-07
1963,1.3578711488548834e-08,2.217856325259504e-07
1964,2.6161064425878067e-08,2.384915587239078e-07
1965,8.20806533852192e-09,2.0246560450409845e-07
1966,1.273987226824147e-08,1.7060350021580462e-07
1967,1.232583901611406e-08,2.3961430528629535e-07
1968,1.3474247495537384e-08,2.0705427145051303e-07
1969,1.2262746373892242e-08,1.6032405247834447e-07
1970,6.438214850135182e-09,2.0556300128760085e-07
1971,6.679916619845017e-09,2.276310133719761e-07
1972,1.2312352026810913e-08,1.8417226782529994e-07
1973,9.37244681864513e-09,1.345221660731255e-07
1974,1.1813700240281833e-08,1.6314157980090727e-07
1975,1.0851811893530794e-08,2.101824754241477e-07
1976,1.428381679602353e-08,1.5540792985824226e-07
1977,8.815172591880582e-09,1.6043615014282864e-07
1978,4.752473081737207e-09,1.3960389233513837e-07
1979,9.363157360553487e-09,1.5507729933528225e-07
1980,1.1370301145063877e-08,1.9500067172106839e-07
1981,1.3916208629893845e-08,1.8660371658985042e-07
1982,1.1794254461960918e-08,1.6946481884438924e-07
1983,6.315316269933646e-09,1.7114506700721677e-07
1984,1.1018116197192285e-08,1.7744965785659872e-07
1985,3.609334831011779e-09,1.7084184888993548e-07
1986,4.7955883708539204e-09,1.5945331832689646e-07
1987,7.332980445085013e-09,1.8515774957705844e-07
1988,8.395175221664886e-09,2.440597479669293e-07
1989,9.878619700032232e-09,1.9702359110862488e-07
1990,4.90378582185258e-09,1.6291465798623506e-07
1991,1.2895223555631219e-08,1.9108377058429937e-07
1992,5.509944056569793e-09,1.790731869455442e-07
1993,1.3848018731721368e-08,1.7448502731554072e-07
1994,7.912389854425328e-09,1.8567742143815735e-07
1995,8.133675954979935e-09,2.098488471879989e-07
1996,1.1743802375008272e-08,1.9430655084917703e-07
1997,6.7128524960935465e-09,1.8700087978107405e-07
1998,1.1920323395031573e-08,1.91201975585642e-07
1999,6.8553016596695215e-09,1.7732380475088405e-07
2000,1.0161472552283612e-08,2.0278764534253924e-07
2001,9.638665865452367e-09,2.0022137237063475e-07
2002,7.886198361006791e-09,1.9890745384110176e-07
2003,6.667076668520622e-09,2.3709791285853044e-07
2004,1.1452457648886138e-08,2.387396837999489e-07
2005,1.4862373554080932e-08,2.57164088024453e-07
2006,1.976587071794711e-08,2.5901527989091733e-07
2007,1.8774054311165855e-08,3.0597713163160734e-07
2008,2.426740586258802e-08,3.2824860918267973e-07
2009,2.0026408975581944e-08,3.542766968678279e-07
2010,4.2514137987836875e-08,4.860783251459111e-07
2011,4.1298896746866376e-08,5.001755463140967e-07
2012,4.663826302930829e-08,6.308080129358018e-07
2013,6.19185769323849e-08,6.537709271725589e-07
2014,6.041592115479943e-08,7.074509449367383e-07
2015,6.760554782658801e-08,6.853650953431156e-07
2016,5.7997521452080036e-08,7.148194582917711e-07
2017,7.446209338013432e-08,7.398412678050192e-07
2018,7.589512307504265e-08,8.44914078257375e-07
2019,6.913176520129127e-08,7.908062151784634e-07
