year,en_ADP août_NOUN,en_ADP soute_NOUN
1869,2.6898424252408404e-06,6.8369265804335555e-09
1870,3.3205875809017016e-06,1.3761717099214366e-08
1871,3.312745256778271e-06,2.1242354542039266e-09
1872,2.8144316388534207e-06,1.2094679036067646e-08
1873,3.301880042272387e-06,5.9860045809045914e-09
1874,3.1862589793263396e-06,5.974609251779839e-09
1875,3.066738543111569e-06,5.721527251978387e-09
1876,3.477063167167671e-06,9.069021977836655e-09
1877,3.0837492701607516e-06,1.2369632429454214e-08
1878,3.4579821388547316e-06,8.4547240319921e-09
1879,4.13906781204787e-06,3.665595160740054e-09
1880,3.513129129828485e-06,6.417846254436199e-09
1881,3.663355354177611e-06,6.9725074602899895e-09
1882,3.697731926877168e-06,1.4641846846075168e-08
1883,3.993190361484267e-06,8.847074184359371e-09
1884,3.805218184993464e-06,7.922036360241691e-09
1885,4.0381908519293574e-06,1.4824961758197475e-08
1886,4.026961384795413e-06,1.4842966855610484e-08
1887,4.155660612070733e-06,1.3057849523878673e-08
1888,5.000208865624245e-06,6.340614699951175e-09
1889,4.2201961640842e-06,8.771191772893872e-09
1890,4.396682410146013e-06,7.865263995654459e-09
1891,4.512947668899869e-06,7.0116421557742115e-09
1892,4.91263324420288e-06,2.4447197821686473e-08
1893,5.387382948640607e-06,4.926733243593162e-09
1894,5.328581551111711e-06,5.671385139294216e-09
1895,4.900957755182844e-06,9.027921521465032e-09
1896,5.321479022768472e-06,1.4152869098893461e-08
1897,5.709596692327068e-06,1.0488084178916779e-08
1898,5.354501375620657e-06,3.960848538042683e-09
1899,5.948226984742178e-06,4.4220627160029835e-09
1900,5.2190847554811626e-06,1.4015843596837385e-08
1901,5.777079501001481e-06,1.676621685930968e-08
1902,5.086562829603736e-06,1.0802624572647801e-08
1903,6.7281345863534625e-06,2.5381035939631147e-08
1904,6.275949942846637e-06,1.2361637935498493e-08
1905,6.249679103120798e-06,6.192911072844254e-09
1906,6.293395145462455e-06,8.745113966313056e-09
1907,5.95541267500721e-06,2.2114226894132116e-08
1908,6.469772976913646e-06,6.875944702500192e-09
1909,6.688645953545347e-06,1.4302557360679202e-08
1910,6.271360632581491e-06,1.0688301688155377e-08
1911,6.644615424988842e-06,2.2345570727111408e-08
1912,6.410192909811485e-06,1.4586379215586476e-08
1913,6.536464951523158e-06,2.333315496372279e-08
1914,7.119308023106896e-06,1.4732836561837104e-08
1915,1.0643918088248938e-05,2.3561524287174507e-08
1916,1.0828143985008865e-05,8.789969641043172e-09
1917,1.1000420158779889e-05,3.5092558192673096e-08
1918,1.0691518767202979e-05,9.189101035644853e-09
1919,1.0293453982512801e-05,6.4454939163738345e-09
1920,9.165429133872749e-06,1.3630017114962811e-08
1921,9.330382269467918e-06,2.120369263503008e-08
1922,9.12871962555073e-06,4.426761179843197e-09
1923,8.235852718030401e-06,1.4862327368803108e-08
1924,8.059843366936548e-06,5.156649773851996e-09
1925,8.39270944652526e-06,1.0998178145982251e-08
1926,8.03079284139585e-06,3.232380052509143e-08
1927,7.597081676635753e-06,8.919379901328739e-09
1928,8.303304383616705e-06,7.998228745975666e-09
1929,8.249471079579962e-06,1.1140405931087116e-08
1930,8.330408093115693e-06,1.470504518152893e-08
1931,7.898209503309772e-06,7.983749661377715e-09
1932,8.885992485829775e-06,4.383814644626227e-09
1933,1.0073535207766326e-05,2.867665571670841e-08
1934,9.049687577089571e-06,2.7557634396657704e-08
1935,8.975016228873756e-06,2.154291145473053e-08
1936,8.865591155426955e-06,3.273672888326473e-08
1937,9.33757320353834e-06,3.5255131258793426e-08
1938,8.756705852874802e-06,2.333738657878115e-08
1939,8.488197806855169e-06,7.647025235257843e-09
1940,9.047673358963948e-06,1.2678914806940611e-08
1941,7.85690005500328e-06,8.854508237732261e-09
1942,8.608058720938061e-06,6.068423541449874e-09
1943,7.934541912391069e-06,2.9032352077962287e-09
1944,8.190411676878284e-06,1.6065930807940276e-08
1945,1.0276003081344243e-05,2.178504043826024e-09
1946,8.857998636813136e-06,1.2528993842408909e-08
1947,8.93230880194551e-06,7.152522574216391e-09
1948,8.442021083965301e-06,5.435944139264848e-09
1949,1.031178555876977e-05,1.1780409536754632e-08
1950,9.343164890651678e-06,1.4889506516624351e-08
1951,9.548351400212596e-06,1.0661401539380222e-08
1952,8.855526345996623e-06,1.0544804140977249e-08
1953,9.27195583244611e-06,2.370241980464982e-08
1954,9.28293216873044e-06,6.840775057526116e-09
1955,8.676994298184582e-06,1.595553378308523e-08
1956,8.814457657990715e-06,1.657016923672927e-08
1957,9.047961967212359e-06,1.4136060322300636e-08
1958,8.857090904257348e-06,2.564395418236387e-08
1959,9.012569591959618e-06,5.425523585955716e-09
1960,8.702255854586838e-06,9.689166802218097e-09
1961,8.615022807134665e-06,7.64297514166401e-09
1962,9.422244644952116e-06,6.976152100435229e-09
1963,9.787018228735178e-06,1.1638895958121509e-08
1964,1.0115205739680277e-05,1.3384730546128765e-08
1965,9.060609244215811e-06,1.0396882466068291e-08
1966,8.8830142885854e-06,1.1078149952936656e-08
1967,9.13591190965235e-06,1.1339771788243524e-08
1968,9.010229234718281e-06,1.3025106326836067e-08
1969,9.076702724541974e-06,1.77128555989281e-08
1970,9.410370907403376e-06,1.9314645882673176e-08
1971,9.42690438421323e-06,1.7470551227916076e-08
1972,9.768825549372195e-06,1.8468529094928243e-08
1973,1.0224787530432877e-05,2.2052814296902312e-08
1974,9.70523602461526e-06,1.5751600912494723e-08
1975,1.0618783875315785e-05,2.227477224892027e-08
1976,1.0095230578599512e-05,2.6853577139718254e-08
1977,1.0583496603544518e-05,2.938390863960194e-08
1978,1.1098213008153834e-05,2.554454192615907e-08
1979,1.0123328834765744e-05,2.1652301285257636e-08
1980,1.0450444449361385e-05,2.6720208268216084e-08
1981,1.0721173808292406e-05,2.1506869174459098e-08
1982,1.1295791807697242e-05,2.545075905580063e-08
1983,1.1070117380995725e-05,3.031351525351056e-08
1984,1.100013918176046e-05,2.145633093419974e-08
1985,1.1335717147176183e-05,2.5866899400206478e-08
1986,1.141110271873913e-05,2.577628693822831e-08
1987,1.1556165986803535e-05,1.4665960890170027e-08
1988,1.198591138518168e-05,2.5185526553173077e-08
1989,1.2290100386280756e-05,3.12822973080884e-08
1990,1.2240939469165824e-05,2.7788120249283565e-08
1991,1.1778028309095134e-05,2.6962740706792943e-08
1992,1.2264584725585337e-05,1.8733809670212764e-08
1993,1.2058854835572674e-05,1.8279384506048046e-08
1994,1.2270007047732179e-05,1.5824779708850656e-08
1995,1.2234675381250781e-05,1.4640617607142303e-08
1996,1.232672232731602e-05,2.028474987980644e-08
1997,1.2071146684888845e-05,1.6782131240233866e-08
1998,1.178729259265765e-05,1.6688451509594415e-08
1999,1.2292013451542516e-05,2.0108885223635298e-08
2000,1.2173885821198382e-05,1.590491294223284e-08
2001,1.2181521242382587e-05,3.6802177832973015e-08
2002,1.225602902366063e-05,2.541108479192644e-08
2003,1.1739471972305182e-05,2.083461403401543e-08
2004,1.2840847105621833e-05,3.083353963817537e-08
2005,1.207140005732299e-05,2.7472871977352042e-08
2006,1.2379612769564119e-05,4.7355734611453926e-08
2007,1.208170271382869e-05,3.355362854229327e-08
2008,1.2919625895335685e-05,5.406948422326252e-08
2009,1.1748826217683472e-05,1.3160211675966593e-07
2010,1.0671521003757789e-05,1.9273075224646163e-07
2011,9.728949493137407e-06,3.074473349240492e-07
2012,9.269439626535814e-06,3.2340399938601827e-07
2013,8.279517736298203e-06,1.6846315592511374e-07
2014,8.897164562426951e-06,3.0749322328660345e-07
2015,7.331544814803692e-06,3.4999724807249777e-07
2016,6.5717406343424045e-06,2.551890793123235e-07
2017,7.253010611663058e-06,1.929473882888999e-07
2018,7.0283010131788615e-06,2.0161254821182695e-07
2019,7.519546358025764e-06,2.5484368226802445e-07
