year,ton_DET entier_ADJ,ton_DET sentier_NOUN
1976,1.142705374768127e-09,1.142705374768127e-09
1977,1.1753563677885381e-09,5.876781838942691e-10
1978,0.0,4.1584139465200565e-09
1979,5.851973350345929e-10,4.096381456264453e-09
1980,1.7055452605774235e-09,3.97960553399912e-09
1981,1.8976649140967083e-09,1.2651099057237047e-09
1982,3.7245013739806154e-09,2.483000915987077e-09
1983,0.0,3.78918940668882e-09
1984,1.1598016991243298e-09,3.479405208395292e-09
1985,1.8046674155058895e-09,4.210890747202711e-09
1986,2.3977941854269602e-09,8.392279760016663e-09
1987,3.0554083707556856e-09,2.4443267410134695e-09
1988,0.0,1.798966087207532e-09
1989,1.6464366536794728e-09,6.036934507847036e-09
1990,0.0,5.448650863826288e-09
1991,1.7584396161396398e-09,1.7584395606284886e-09
1992,5.509944167592096e-10,2.754972083796048e-09
1993,4.4313659408601325e-09,1.1078414852150331e-09
1994,0.0,5.274926606624319e-10
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,1.067618438099771e-09,4.270473752399084e-09
1997,4.79489448146353e-10,4.79489448146353e-10
1998,2.3840645013706308e-09,9.536258449571733e-10
1999,4.113180906983871e-09,2.285100553223174e-09
2000,5.743440834038438e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,1.7524847129024579e-09
2002,1.3143663935011318e-09,8.762442937904069e-09
2003,1.2500769308587678e-09,1.2500769308587678e-09
2004,8.809582507929292e-10,6.607186797680242e-09
2005,1.3511248786457486e-09,4.503749595485829e-09
2006,1.2353669198716943e-09,2.8825228870488218e-09
2007,7.988958938831558e-10,2.396687653893892e-09
2008,8.514879357157668e-10,6.3861596011349775e-09
2009,2.384096253749135e-09,4.291373256748443e-09
2010,0.0,4.723792912386671e-09
2011,7.64794394481072e-10,4.5887662558641296e-09
2012,2.0425516833455504e-09,4.425528499218956e-09
2013,5.578250084070646e-10,5.857162532763027e-09
2014,2.3819897165822113e-09,5.413613002325235e-09
2015,2.438232948875907e-09,5.098123437297097e-09
2016,6.214020409345267e-10,1.3049442554313728e-08
2017,3.018733707449428e-09,2.4149869659595424e-08
2018,2.323319980845895e-09,5.162933303104467e-09
2019,2.04079020349468e-09,4.081580295967058e-09
