year,en_ADP airs_NOUN,en_ADP cerf_NOUN
1869,1.5627261262807224e-08,2.7836058902330763e-08
1870,8.027668307875047e-09,5.73404883574824e-08
1871,6.37270636261178e-09,3.82362392858937e-08
1872,1.269941263259966e-08,5.3821318068969504e-08
1873,1.496501056408306e-08,4.549363552541763e-08
1874,3.5847653734322193e-09,4.5407028526067705e-08
1875,6.293679799540541e-09,9.7265964171811e-09
1876,2.0556450763820067e-08,1.9951848173604958e-08
1877,7.421779191219002e-09,3.0924081073635534e-08
1878,2.8383716710322915e-08,3.32149880932775e-08
1879,5.498392852132383e-09,2.6270098985037293e-08
1880,1.2193908105473383e-08,5.0059199452334724e-08
1881,2.022027217885025e-08,4.6018548971460405e-08
1882,9.983077475794744e-09,2.662154119370541e-08
1883,7.583206784733676e-09,2.9068958795619437e-08
1884,1.9805090900604227e-08,1.386356363042296e-08
1885,1.6114089618213256e-08,2.0626034213933053e-08
1886,1.5488312854472497e-08,2.3877816557327236e-08
1887,1.8933882017790893e-08,2.3504128032758587e-08
1888,6.974675947901687e-09,2.7264643875923866e-08
1889,8.771191772893872e-09,2.0674951528576457e-08
1890,1.1797895993481688e-08,1.7041405009354804e-08
1891,1.1473596073230397e-08,5.290602567153968e-08
1892,1.0656471260972467e-08,1.5671280939599797e-08
1893,2.3401982574000613e-08,4.12613916367377e-08
1894,9.452309157609307e-09,2.268554122331068e-08
1895,9.027921299420427e-09,2.9491211250842753e-08
1896,1.4152869098893461e-08,2.358811634906033e-08
1897,1.6897470089816125e-08,1.922815473509587e-08
1898,5.6583546736987955e-09,2.8857610079313645e-08
1899,1.1055156790007459e-08,4.311511148102909e-08
1900,6.748368974740515e-09,2.595526638060619e-08
1901,2.235495566438317e-09,4.0797793643410074e-08
1902,8.838511256215043e-09,6.481574388317313e-08
1903,1.1880484596105134e-08,2.5381035939631147e-08
1904,1.2361637935498493e-08,2.3110889202371254e-08
1905,4.644683138099737e-09,4.18021492976095e-08
1906,2.0576738091193647e-09,3.8581382866276215e-08
1907,8.742833790265081e-09,3.497133665986141e-08
1908,2.1118972570732808e-08,3.830883454902789e-08
1909,9.351672325408344e-09,3.685659039076583e-08
1910,1.2825961404061559e-08,4.168437661711266e-08
1911,1.702519769608557e-08,2.8730020140699253e-08
1912,6.772247651554153e-09,5.7824574239973003e-08
1913,5.833288518886093e-09,5.992378304675583e-08
1914,7.36641797560722e-09,4.486818383497848e-08
1915,2.3561523843085297e-09,2.5917676005349222e-08
1916,1.0987462051303964e-09,3.84561182897869e-08
1917,2.1932848870420685e-09,2.52227767560953e-08
1918,1.4932289182922887e-08,1.4932290071101306e-08
1919,1.289098744416961e-08,1.1970202606903513e-08
1920,1.2872794385998532e-08,3.9375606775138294e-08
1921,2.2718242898012164e-08,1.817459427400081e-08
1922,2.1396012073182646e-08,2.5822775029382683e-08
1923,1.9108707505210987e-08,1.8047112249064412e-08
1924,2.9650736976805092e-08,2.9650736976805092e-08
1925,2.3096173862313663e-08,2.5295808780967377e-08
1926,1.8948435376309192e-08,1.6719207018844884e-08
1927,2.0068604777989663e-08,3.0102906833917586e-08
1928,6.8556245125250825e-09,3.6563331917705e-08
1929,1.2254447234738564e-08,3.676334259239411e-08
1930,1.68057662230936e-08,2.6259009189288918e-08
1931,7.983749661377715e-09,2.8513390759599133e-08
1932,5.4797681947604815e-09,1.6439305028370654e-08
1933,1.605892663292252e-08,1.1470662419910127e-08
1934,2.3963160344919743e-09,3.1152108448395666e-08
1935,4.787313656606784e-09,1.555876849579363e-08
1936,1.2124714565686645e-08,1.9399543305098632e-08
1937,3.777335333410292e-09,1.1332006444320086e-08
1938,1.0372171566075394e-08,2.5930429359277696e-08
1939,0.0,2.141167065872196e-08
1940,2.5357829169792012e-09,2.02862628917444e-08
1941,0.0,4.427253941230447e-08
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,2.0322646676618206e-08,1.1612940831184915e-08
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,1.5249527862692958e-08,2.6142048525912287e-08
1946,1.3921104269343232e-08,1.5313215584455975e-08
1947,7.152522574216391e-09,2.7418003867296648e-08
1948,1.6307831529616124e-08,1.6307831529616124e-08
1949,8.835307596655184e-09,1.7670615193310368e-08
1950,7.444753036267571e-09,5.317680518146517e-09
1951,1.3859821956785368e-08,2.1322803078760444e-08
1952,1.0544803696888039e-08,1.581720565635436e-08
1953,5.386913581872932e-09,2.0470272588113403e-08
1954,7.818028890937967e-09,3.518113089739927e-08
1955,1.2201290200408721e-08,4.411235821066839e-08
1956,1.744228317335228e-09,2.441919733087161e-08
1957,8.835037590415595e-09,3.7990662393738717e-08
1958,1.1581141212690937e-08,2.0680609225109947e-08
1959,5.425523585955716e-09,2.6352543258667538e-08
1960,2.2838749558218296e-08,2.2838749558218296e-08
1961,4.863711378089164e-09,2.292892631317045e-08
1962,8.244543714397423e-09,1.52206956482992e-08
1963,1.6165133231993423e-08,2.7804029301137234e-08
1964,6.083968384640315e-09,2.981144575642247e-08
1965,1.2038495811328431e-08,3.228505696117878e-08
1966,6.092982229866095e-09,3.212663202134536e-08
1967,1.5284040255636455e-08,3.59914502090497e-08
1968,1.5719955531734442e-08,2.4253646202510026e-08
1969,8.629339798282842e-09,3.724241265379291e-08
1970,1.6095537708205043e-08,3.311082030776902e-08
1971,9.762954888969944e-09,2.158127021534284e-08
1972,2.3598676068825597e-08,3.180691121595913e-08
1973,9.372446541089374e-09,4.1900348302092993e-08
1974,9.563471792262135e-09,2.418995859176931e-08
1975,3.4268881066168433e-09,3.369773349248817e-08
1976,6.8562320265641574e-09,4.1708746456592394e-08
1977,7.639816335114347e-09,4.7601932395835433e-08
1978,1.1287123569125868e-08,4.396037511789075e-08
1979,1.1118749476679568e-08,3.569703754813247e-08
1980,6.253665585376211e-09,6.424220089229493e-08
1981,1.2018544381930951e-08,6.325549289920573e-08
1982,7.449002747961231e-09,3.3520510811513304e-08
1983,1.2630632317822688e-08,4.7996401519867504e-08
1984,1.0438215292118969e-08,3.421414973558967e-08
1985,7.82022557821449e-09,5.7749357296188464e-08
1986,8.392279760016663e-09,5.874595743193822e-08
1987,1.2221634038134255e-08,7.271872065617302e-08
1988,1.4991384134077634e-08,3.1781734521896254e-08
1989,4.939309850016116e-09,4.2258541221862345e-08
1990,8.717841171179685e-09,4.195461400513523e-08
1991,1.1722930182145319e-08,5.978694572750243e-08
1992,7.713921945651236e-09,5.509944034365333e-08
1993,8.862731548653358e-09,4.320581875605356e-08
1994,7.912389743403025e-09,6.751906034274668e-08
1995,1.3556126887692699e-08,6.34426727819104e-08
1996,4.270473752399084e-09,7.046281669254029e-08
1997,1.054876808126437e-08,5.657975521433656e-08
1998,7.629006981701991e-09,4.7681290915591035e-08
1999,1.2339543165040823e-08,6.124069784618769e-08
2000,1.192868470667463e-08,7.024669912425452e-08
2001,7.0099388516098315e-09,5.52032695111393e-08
2002,1.0076809608960957e-08,7.141391211717973e-08
2003,1.2500768864498468e-08,9.792269006769772e-08
2004,1.4535811221350059e-08,5.4178931230275396e-08
2005,1.1259373877692269e-08,6.215174153112457e-08
2006,1.070651389767363e-08,5.6003302606466576e-08
2007,1.358123019601365e-08,5.991719120856942e-08
2008,1.021785517307805e-08,6.556457066153598e-08
2009,3.337734755248789e-09,6.05560432909158e-08
2010,8.9752067999882e-09,7.274640978494062e-08
2011,2.2943831279320648e-09,5.621238763353631e-08
2012,4.425528637996834e-09,4.153188370992211e-08
2013,6.693900156395927e-09,3.2353852152944285e-08
2014,4.547434789836657e-09,4.93721493688426e-08
2015,6.871383573248124e-09,4.1228301883577956e-08
2016,4.349813981230355e-09,6.649001438319146e-08
2017,4.024978267347379e-09,3.949509752576574e-08
2018,1.8070267504555204e-09,4.672454867460374e-08
2019,7.652963041060445e-09,4.1326003508146414e-08
