year,en_ADP eau_NOUN,en_ADP saut_NOUN
1879,2.146816937553808e-06,3.787781821529279e-08
1880,2.432363761073475e-06,8.343200130767059e-09
1881,2.5191669088542312e-06,2.0917523491092993e-08
1882,2.059841768264903e-06,3.194585018739815e-08
1883,2.4588548654946862e-06,1.7062215029728378e-08
1884,2.280226148343445e-06,1.1883054540362536e-08
1885,2.480925262560163e-06,2.3848851837815488e-08
1886,2.509752055068759e-06,7.0988103173519335e-09
1887,2.944544934990745e-06,2.0239666942423185e-08
1888,2.8526426163466567e-06,1.268122939990235e-08
1889,2.7836001859071757e-06,2.318100644771448e-08
1890,2.89048454860108e-06,6.554386366985909e-09
1891,2.7166926770405553e-06,1.402328420052612e-08
1892,3.2270301826287096e-06,1.2537024751679837e-08
1893,3.2183885432246484e-06,1.4780199397712579e-08
1894,3.520670052381547e-06,1.3863386882917439e-08
1895,3.2428293863517865e-06,7.824199066419624e-09
1896,3.2221366303986088e-06,2.4767521755730826e-08
1897,3.4051314283800593e-06,8.157399200570126e-09
1898,3.4408455000800586e-06,1.3014216371232123e-08
1899,3.4834797926208694e-06,1.1055156790007459e-08
1900,3.6404855165983463e-06,8.824790231898305e-09
1901,4.084809301474479e-06,1.2854099118442264e-08
1902,4.2861866802468285e-06,8.347482705062248e-09
1903,4.779194757276173e-06,1.0260418292773466e-08
1904,4.806527314826781e-06,1.0211787859759625e-08
1905,4.8232454261665225e-06,1.186974607492175e-08
1906,5.007863460804174e-06,2.006231980544726e-08
1907,4.5509021333600685e-06,1.5428530175665145e-08
1908,4.656979236017378e-06,1.6698722182795223e-08
1909,4.872221001761545e-06,1.2652262071366494e-08
1910,5.38262861482508e-06,9.085056040802897e-09
1911,4.311099131015794e-06,1.276889793899727e-08
1912,4.8046492082676195e-06,1.3023552625224255e-08
1913,5.361322720887074e-06,1.1666577537372547e-08
1914,5.214084865201585e-06,2.812632315940533e-08
1915,4.38362137167303e-06,1.295883844676382e-08
1916,4.108212152686974e-06,1.4283700666695154e-08
1917,4.176014220647062e-06,2.19328495365545e-08
1918,4.414214593850829e-06,1.1486376294556067e-08
1919,5.395798947205321e-06,2.4861190439651182e-08
1920,4.749303581519371e-06,1.0601124422748853e-08
1921,5.319854864183071e-06,9.087297137000405e-09
1922,5.671419106789699e-06,1.475587119159627e-08
1923,5.074423363282676e-06,1.4862327368803108e-08
1924,5.249469680279617e-06,1.933743654092268e-08
1925,5.724551691344004e-06,9.898360131543882e-09
1926,6.046779901680566e-06,3.009457361091705e-08
1927,5.221181787362639e-06,7.804457524684949e-09
1928,5.745013311297953e-06,9.140832868403947e-09
1929,6.141706258233626e-06,1.4482528065684619e-08
1930,6.183471313647715e-06,1.1553964007759987e-08
1931,7.438573604190424e-06,7.983749661377715e-09
1932,7.076572863695674e-06,4.38381475564853e-09
1933,7.257488171319437e-06,1.4911860191091364e-08
1934,6.84747317336587e-06,1.1981580172459871e-08
1935,8.338303565835758e-06,1.196828414151696e-08
1936,8.8195175464989e-06,1.2124714565686645e-08
1937,8.696685426912154e-06,2.6441348666139675e-08
1938,7.62354610372995e-06,1.9447821131279852e-08
1939,8.986784109765722e-06,1.3764645423464117e-08
1940,8.90566941080806e-06,1.5214697057785997e-08
1941,8.515085184512827e-06,2.9515025978810172e-09
1942,9.093532824522299e-06,2.1239483061208375e-08
1943,9.513901794377944e-06,3.193558839598154e-08
1944,8.685242278261285e-06,1.2852744646352221e-08
1945,7.61169307139653e-06,2.178504132643866e-08
1946,6.964728676450704e-06,7.09976326618289e-08
1947,7.451736657060337e-06,2.861009051891017e-08
1948,8.904076075566536e-06,4.022598432129598e-08
1949,1.0255828883032336e-05,4.613993809243766e-08
1950,1.000255775096548e-05,3.403315673722318e-08
1951,9.75518294410449e-06,5.863770902170273e-08
1952,1.1146911987225394e-05,3.585233443459401e-08
1953,1.0788910842052246e-05,2.5857186614075545e-08
1954,1.1238416121273076e-05,2.8340354063516315e-08
1955,1.0398314707060763e-05,1.8771215248847284e-08
1956,1.0689503376681841e-05,1.9186511934776718e-08
1957,1.202006853873172e-05,4.59421976017893e-08
1958,1.2178396730178065e-05,3.9706769427994004e-08
1959,1.144552912535346e-05,3.4878365084978213e-08
1960,1.12657321125198e-05,3.668041514970355e-08
1961,1.199738642299053e-05,2.501337270643944e-08
1962,1.1731351079902197e-05,2.9172998960991237e-08
1963,1.2621735876905404e-05,1.0992290633282664e-08
1964,1.2107096566182918e-05,2.8594651868552035e-08
1965,1.113451425283074e-05,4.5965163508743245e-08
1966,1.1951107566687824e-05,5.317511764246774e-08
1967,1.2112848139622656e-05,4.9796389622880355e-08
1968,1.1193955401722633e-05,2.7846777550522006e-08
1969,1.2181448965975505e-05,2.0437909975523638e-08
1970,1.1858732534619776e-05,3.816941784862138e-08
1971,1.1779776514231344e-05,2.209510974182649e-08
1972,1.1121132260427657e-05,2.6676763187349906e-08
1973,1.302163599348205e-05,4.961883270926393e-08
1974,1.202128431998517e-05,3.375343138323217e-08
1975,1.197583124223911e-05,3.198428810691212e-08
1976,1.2197808473501937e-05,4.113739382471948e-08
1977,1.330797223886293e-05,3.408533544302372e-08
1978,1.1307915684710679e-05,3.7425726739925835e-08
1979,1.2330693010653704e-05,4.681578580356671e-08
1980,1.1343581405753866e-05,3.411090299110242e-08
1981,1.1329692057415741e-05,2.84649726012276e-08
1982,1.2385828924266207e-05,3.476201126950684e-08
1983,1.1197686518471528e-05,3.410270821291306e-08
1984,1.1788224739461839e-05,3.827345756990397e-08
1985,1.2007053783236188e-05,3.1280900758545727e-08
1986,1.1037047073614303e-05,2.997242726232585e-08
1987,1.193320315451274e-05,2.627651307651746e-08
1988,1.1320294731831382e-05,2.3986215624827167e-08
1989,1.021778618337521e-05,2.3050112929468014e-08
1990,1.128688012386192e-05,2.942271626338311e-08
1991,1.1207707771632158e-05,2.4618153959821143e-08
1992,1.0600581731523562e-05,3.085568828220531e-08
1993,1.0196573356324734e-05,3.489700661774009e-08
1994,1.0445936752034868e-05,4.0616935148563016e-08
1995,1.04306267019183e-05,3.0907969961191384e-08
1996,9.974224809639054e-06,3.042712393153124e-08
1997,1.0570824201749929e-05,2.3494982959171296e-08
1998,1.0249570138398667e-05,4.291316391125122e-08
1999,9.188846185281818e-06,2.376504681933511e-08
2000,9.242522168051437e-06,1.4579503826439577e-08
2001,9.386308008174638e-06,2.9354119662761136e-08
2002,8.724764299472554e-06,3.592601716118082e-08
2003,1.0066451999080073e-05,2.7084998965865026e-08
2004,8.588902609574234e-06,3.6559765881349904e-08
2005,9.093971073070861e-06,3.5579623025583373e-08
2006,9.61403758381607e-06,4.035532191748459e-08
2007,8.219840257339683e-06,3.6749212783959706e-08
2008,9.740596006224678e-06,4.129716435485875e-08
2009,9.427669930062166e-06,3.528462411139799e-08
2010,8.433387488793187e-06,3.2594172361122276e-08
2011,8.046019292606843e-06,5.6212389298870846e-08
2012,7.813440756621048e-06,4.936166586588797e-08
2013,6.205802995040699e-06,4.880968995646384e-08
2014,4.880263917428351e-06,4.742324943851628e-08
2015,4.7656369064341675e-06,4.765637273695944e-08
2016,4.501021731329047e-06,3.935546000199963e-08
2017,4.617656377270407e-06,3.521855984622846e-08
2018,5.414368375866729e-06,5.085489473977134e-08
2019,4.471881438483649e-06,4.489738303359303e-08
