year,en_PRON auront_VERB,en_PRON sauront_VERB
1876,1.1844142591144191e-06,9.431783354330037e-08
1877,1.0656438007572433e-06,7.29808320443226e-08
1878,1.1341408026055433e-06,8.998242151392333e-08
1879,1.157106225946336e-06,8.308682453161964e-08
1880,1.2816439038942917e-06,8.343199908722454e-08
1881,1.1769592447308241e-06,6.693607446095484e-08
1882,1.0428988161947927e-06,1.0182738918729228e-07
1883,1.1987785910605453e-06,7.962366765923434e-08
1884,1.062213073055318e-06,7.922036360241691e-08
1885,1.3013737998335273e-06,6.510092021017044e-08
1886,1.0790191709020291e-06,1.064821546492567e-07
1887,1.1693304031723528e-06,6.920659956222153e-08
1888,1.2231046184751904e-06,8.306205501185104e-08
1889,1.0556755114521366e-06,8.520586192162227e-08
1890,1.0421474598842906e-06,7.865263995654459e-08
1891,1.1632951100182254e-06,9.561330216456554e-08
1892,1.0750499086498166e-06,8.901287884555131e-08
1893,1.1368437071723747e-06,6.589505829879272e-08
1894,9.798893643164774e-07,7.372801036353849e-08
1895,1.1429349342506612e-06,6.680662067992671e-08
1896,1.1440235994086834e-06,7.960989023558795e-08
1897,1.0738633591245161e-06,5.360576338375722e-08
1898,9.913437679642811e-07,7.865113360594478e-08
1899,1.0507926617719932e-06,8.678298257791539e-08
1900,9.551537232255214e-07,7.68275896234627e-08
1901,1.183136077997915e-06,7.768347387582253e-08
1902,9.246064678336552e-07,6.432471622019875e-08
1903,1.0913845471804962e-06,5.994244389739833e-08
1904,9.08849131064926e-07,5.912087885917572e-08
1905,9.655780104367295e-07,4.902721073563043e-08
1906,1.0118610589415766e-06,9.56818340114296e-08
1907,9.32911802919989e-07,7.354265818548811e-08
1908,8.47214607802016e-07,6.679488961935931e-08
1909,8.6090392414917e-07,7.261298407001959e-08
1910,8.807160156720784e-07,8.123109296320763e-08
1911,9.810769370233174e-07,7.18250490194805e-08
1912,8.746618505028891e-07,6.042928646365908e-08
1913,8.776448225944478e-07,5.568139371803227e-08
1914,9.221416235050128e-07,6.361906201846068e-08
1915,1.016679789245245e-06,5.183535378705528e-08
1916,1.1339060392856481e-06,5.7134801778602196e-08
1917,1.1130920256618992e-06,6.470190072604964e-08
1918,7.638440138180158e-07,7.695872028534723e-08
1919,8.913197007132112e-07,6.44549373873815e-08
1920,8.988238846541208e-07,7.345065000663453e-08
1921,7.050227850413648e-07,4.922285867792198e-08
1922,7.577139626846474e-07,5.4596721810185045e-08
1923,7.080837463036005e-07,7.112685551646791e-08
1924,8.263531299235183e-07,6.059063650809549e-08
1925,7.247799089782347e-07,7.91868828287079e-08
1926,7.211551746877376e-07,6.018914433525424e-08
1927,6.700684025418013e-07,3.4562596340492746e-08
1928,7.552613396910601e-07,4.798937425221084e-08
1929,7.296966373360192e-07,5.570203143179242e-08
1930,6.31266573236644e-07,5.461873797685257e-08
1931,6.740565936524945e-07,3.877821086462063e-08
1932,6.323652428363857e-07,6.575722011348262e-08
1933,6.400629786185164e-07,6.194157720074145e-08
1934,7.24885580893897e-07,5.032263672433146e-08
1935,7.121129215192923e-07,5.6250936353308134e-08
1936,5.759239343205991e-07,6.547345776652946e-08
1937,5.628230042020732e-07,5.414180748175568e-08
1938,5.691729256795952e-07,5.8343463393839556e-08
1939,5.704681029783387e-07,3.6705721129237645e-08
1940,6.516962116620562e-07,2.7893612752905028e-08
1941,6.463790782618162e-07,1.4757512545315876e-08
1942,6.068423772376264e-07,4.247896612241675e-08
1943,6.532279144266795e-07,2.6129116648121453e-08
1944,5.623076049232623e-07,4.819779064746399e-08
1945,6.775147767257295e-07,2.6142048525912287e-08
1946,5.554520612349734e-07,5.4292307538617024e-08
1947,5.59088846330269e-07,5.245183132274178e-08
1948,5.164146728020569e-07,4.67491183542279e-08
1949,4.486372802148253e-07,2.7487622844546422e-08
1950,5.28577459135704e-07,5.530387880980925e-08
1951,4.765646508531063e-07,5.117473023119601e-08
1952,5.630925556943112e-07,4.74516177462192e-08
1953,4.815900638277526e-07,7.110725874781565e-08
1954,4.798314989784558e-07,4.9839933069506515e-08
1955,4.045197101731901e-07,5.255940394022218e-08
1956,4.866396920988336e-07,4.0117249966442614e-08
1957,4.5588794250761566e-07,4.50586910005768e-08
1958,4.4918280650563247e-07,4.384289198355873e-08
1959,5.828562166243501e-07,5.5805383425422406e-08
1960,4.540066811387078e-07,3.668041514970355e-08
1961,5.787816803604073e-07,4.516303420132317e-08
1962,5.098933115732507e-07,5.136984526643573e-08
1963,4.791345418198034e-07,5.8841084893401785e-08
1964,4.897594294561713e-07,3.224503331011874e-08
1965,5.389962893787015e-07,5.2531618166540284e-08
1966,4.7414479809049226e-07,3.6557892713062756e-08
1967,7.173638323365594e-07,4.881032111825334e-08
1968,5.578338573286601e-07,5.3896989982149535e-08
1969,1.0178079037359566e-06,3.9967467557744385e-08
1970,6.231272209333838e-07,4.460763136648893e-08
1971,5.354210088626132e-07,5.60085311462899e-08
1972,4.996763323106279e-07,5.4379555081141007e-08
1973,5.138305709806446e-07,3.9695066789136035e-08
1974,5.113644760967873e-07,4.219178606490459e-08
1975,4.460665934402641e-07,2.9699696924012642e-08
1976,4.416556294017937e-07,2.628222439682304e-08
1977,4.3253115222796623e-07,2.8208553715103335e-08
1978,4.5326711983761925e-07,3.326731246033887e-08
1979,5.020993398829887e-07,3.920822067016161e-08
1980,4.110363818199403e-07,3.467942022439274e-08
1981,3.871236344821227e-07,3.6055631369436014e-08
1982,4.4756092165698647e-07,3.662426451001011e-08
1983,3.871288640766579e-07,2.5892795463278162e-08
1984,4.2274771772099484e-07,3.537395087960249e-08
1985,3.9341750834864797e-07,3.0679345286444004e-08
1986,3.980338476594625e-07,3.8364706966831363e-08
1987,4.04536081077822e-07,3.727598141267663e-08
1988,3.9337393786809116e-07,2.5785181989590455e-08
1989,4.275247249552194e-07,3.018467253923518e-08
1990,3.8957853121246444e-07,2.8332985735346483e-08
1991,4.2847310055549315e-07,2.8721180100887977e-08
1992,3.8900205368008756e-07,2.975369817193041e-08
1993,4.1654840288174455e-07,2.9357799746776436e-08
1994,3.681898874674516e-07,3.164955941770131e-08
1995,3.9150094721662754e-07,3.036572593373421e-08
1996,3.992892914084223e-07,3.042712393153124e-08
1997,3.500273066947557e-07,2.8769367332870388e-08
1998,3.862184598801832e-07,2.0502955777601528e-08
1999,4.0172068338506506e-07,2.422206613061917e-08
2000,4.201548051696591e-07,2.3415566374751506e-08
2001,3.719648873357073e-07,2.541102794850758e-08
2002,3.903668357452261e-07,2.2782352004924178e-08
2003,3.6127221392234787e-07,2.8335076507346457e-08
2004,3.9466928569709125e-07,2.2023955992267474e-08
2005,3.6705560546579363e-07,2.2068373795036678e-08
2006,3.854345038689644e-07,2.182481573242967e-08
2007,3.435252438066527e-07,2.8760252845927425e-08
2008,3.4911005286630825e-07,2.937633425403874e-08
2009,3.375880339717696e-07,2.098004614481397e-08
2010,3.31137897546796e-07,3.023227534981743e-08
2011,3.697780925904226e-07,3.518054114692859e-08
2012,4.061273557454115e-07,3.608507981311959e-08
2013,3.7820535681021283e-07,3.458514896692577e-08
2014,4.142496550230135e-07,4.460817137896811e-08
2015,4.142779346238967e-07,4.322322055827499e-08
2016,4.606660297667986e-07,3.914832547025071e-08
2017,3.9394473105858197e-07,3.3960752432449226e-08
2018,4.0090176867124683e-07,4.0270879964054984e-08
2019,3.966785868669831e-07,4.209129755849972e-08
