year,ton_DET homme_NOUN,ton_DET somme_NOUN
1870,6.53681588858035e-08,5.734048791339319e-09
1871,6.585129597169725e-08,0.0
1872,6.47065292458393e-08,0.0
1873,4.609223291929254e-08,2.9930022904522957e-09
1874,5.7953707943703137e-08,2.3898436563030145e-09
1875,9.383304266918913e-08,6.293679799540541e-09
1876,5.441413430951059e-08,5.441413541973361e-09
1877,4.20567480841072e-08,6.184815992682502e-10
1878,4.1669712902425715e-08,2.4156354694326865e-09
1879,8.12540261740935e-08,1.1607718342077078e-08
1880,4.8775629757358274e-08,2.5671385017744797e-09
1881,4.880755422043137e-08,2.7890030285249168e-09
1882,8.053016142817171e-08,7.320923423037584e-09
1883,6.761692622481164e-08,4.423537092179686e-09
1884,4.2250859699777266e-08,4.621187876807653e-09
1885,3.480643329112354e-08,1.933690763067375e-09
1886,6.388929052469905e-08,5.162771099520569e-09
1887,5.4190072651394416e-08,6.528924623161458e-10
1888,4.6920547447371064e-08,2.53624587998047e-09
1889,3.007265669818793e-08,4.385595886446936e-09
1890,2.4906668727453507e-08,1.1797895993481688e-08
1891,4.2707275382802834e-08,6.374220040683554e-10
1892,5.2655503512966106e-08,3.761107425503951e-09
1893,3.8182182970913914e-08,1.847525021858587e-09
1894,4.032984990409716e-08,9.452309157609307e-09
1895,4.273216380745737e-08,6.018614495673091e-10
1896,3.18439561386441e-08,0.0
1897,2.563753909168298e-08,2.9133566670225264e-09
1898,2.8857609746246737e-08,5.6583546736987955e-09
1899,6.467266722154363e-08,5.527578395003729e-09
1900,4.568126632520375e-08,1.038210628578895e-09
1901,3.129693859627025e-08,0.0
1902,2.1605249145295602e-08,2.9461704187383475e-09
1903,3.996162933894709e-08,5.940242076007962e-09
1904,3.869730225147805e-08,5.374625189347171e-10
1905,3.096455358786443e-08,6.708986699521802e-09
1906,3.2922780945909835e-08,5.144184633820714e-09
1907,3.8057042628381055e-08,2.5714217422034835e-09
1908,2.8486055736465232e-08,3.929111258571538e-09
1909,3.52062942132747e-08,1.1001967115120692e-09
1910,4.542528175832672e-08,2.67207544979442e-09
1911,3.351835786702395e-08,2.6601871816467337e-09
1912,2.7609932118366487e-08,1.5628263128064646e-09
1913,4.13633196583163e-08,2.6514948014977335e-09
1914,6.897646009917935e-08,6.696743715117748e-10
1915,5.419150550523e-08,4.712304768617059e-09
1916,4.394984687294823e-08,1.0987462051303964e-09
1917,1.754627876326964e-08,3.289927441585405e-09
1918,3.6756403254400993e-08,8.040463406189247e-09
1919,3.406903803515604e-08,2.762354567309444e-09
1920,3.7861157320406846e-08,7.572231730534895e-10
1921,4.4679210553510984e-08,1.5145494858259667e-09
1922,5.238334360724295e-08,7.377935484775833e-10
1923,5.2018146678989297e-08,5.307974060286824e-09
1924,9.66871827046134e-08,5.156649773851996e-09
1925,6.928851914445033e-08,3.299453377181294e-09
1926,6.464760193836128e-08,4.458455382660986e-09
1927,1.0034302100336845e-07,4.4596899506643695e-09
1928,6.512843575556815e-08,3.4278122562625413e-09
1929,5.458799190449781e-08,1.1140406375176326e-09
1930,3.886333255209706e-08,1.0503603542488804e-09
1931,6.72916034005766e-08,0.0
1932,9.425201341617395e-08,7.6716757391182e-09
1933,5.161797900221643e-08,3.4411986593596566e-09
1934,6.350237669039416e-08,4.7926320689839486e-09
1935,5.146362358487977e-08,3.590485242455088e-09
1936,5.092380295224075e-08,7.274828739411987e-09
1937,7.554671177523176e-08,1.3850230295986421e-08
1938,4.9267813606590494e-08,0.0
1939,6.270560870547115e-08,1.5294050470515685e-09
1940,3.55009599495304e-08,0.0
1941,5.9030050625352715e-08,2.9515025978810172e-09
1942,5.158160010232393e-08,1.517105907566929e-08
1943,7.258088219330716e-08,2.0322646676618206e-08
1944,7.390327994016843e-08,6.4263723231761105e-09
1945,5.664110513947662e-08,2.178504043826024e-09
1946,8.770295778504078e-08,1.3921104269343232e-09
1947,7.390939815721254e-08,0.0
1948,6.631851690030999e-08,2.174377566888097e-09
1949,9.129817613029445e-08,1.9634016634739737e-09
1950,6.168509703030622e-08,3.190608444114673e-09
1951,9.382033816507374e-08,2.1322803522849654e-09
1952,6.326882395768507e-08,3.1634410646574906e-09
1953,7.97263197682696e-08,4.3095309543161875e-09
1954,6.058972434885845e-08,1.9545072227344917e-09
1955,8.353191205401345e-08,2.815682353940474e-09
1956,8.633930193013839e-08,3.488456634670456e-09
1957,4.947621246031986e-08,0.0
1958,5.7905704231586697e-08,4.1361216673863055e-09
1959,5.8130610214313094e-08,2.325224457422337e-09
1960,8.58183351604147e-08,5.536666680683311e-09
1961,5.141638004246829e-08,1.111705483225478e-08
1962,7.420088943277392e-08,0.0
1963,6.530713791974563e-08,6.466053248388448e-10
1964,6.692365189797655e-08,4.258777774879263e-09
1965,7.004215385464363e-08,5.472043373977442e-10
1966,9.41642710472479e-08,1.6617224263271169e-09
1967,5.965706018074002e-08,1.9721342336964653e-09
1968,7.455750233864578e-08,6.287982134978165e-09
1969,5.677197154052571e-08,2.7250546263957176e-09
1970,6.714138800489877e-08,4.5987250119061684e-10
1971,9.043579585199524e-08,2.0553589941130213e-09
1972,5.0788455663308696e-08,2.565073486948677e-09
1973,5.458071883346349e-08,1.102640756478479e-09
1974,6.919453077181004e-08,4.500457340128605e-09
1975,5.997054097761634e-08,1.1422960355389478e-09
1976,6.284879372486785e-08,1.142705374768127e-09
1977,4.348818549715361e-08,2.3507127355770763e-09
1978,6.356432824539127e-08,0.0
1979,6.963848320218347e-08,3.5111840102075575e-09
1980,6.651626183185044e-08,2.2740602734216964e-09
1981,7.527403900198237e-08,6.325549528618524e-10
1982,8.069753176798145e-08,2.483000915987077e-09
1983,5.873243891230118e-08,3.157658134966823e-09
1984,7.016800207537699e-08,1.739702604197646e-09
1985,7.218669573205716e-08,1.8046674155058895e-09
1986,5.574871542179949e-08,5.395036861699509e-09
1987,7.332979912177962e-08,4.277571630240118e-09
1988,5.516829632012943e-08,1.798966087207532e-09
1989,8.506589133094877e-08,1.0976244357863152e-09
1990,6.974273558668642e-08,2.179460389939436e-09
1991,7.268216917211134e-08,2.344586080837985e-09
1992,7.934319384839128e-08,2.2039776670368383e-09
1993,5.982343909138876e-08,7.754890063438324e-09
1994,7.384897221518472e-08,1.0549853213248639e-09
1995,6.77806347715304e-08,4.880205572987961e-09
1996,6.352329573466875e-08,2.135236876199542e-09
1997,7.38413723500031e-08,2.3974471297094624e-09
1998,7.295237747229066e-08,1.9072516899143466e-09
1999,6.124069598656412e-08,1.3710603763428253e-09
2000,7.068850571556595e-08,2.6508188977203417e-09
2001,7.097563003988228e-08,4.3812117822561447e-10
2002,9.594875205465314e-08,8.76244299341522e-10
2003,9.417245988574408e-08,2.5001538617175356e-09
2004,7.311953345578992e-08,8.809582507929292e-10
2005,9.457874328155924e-08,2.251874686720612e-09
2006,7.865169954213158e-08,1.2353669198716943e-09
2007,1.198343856367856e-07,2.7961355453243186e-09
2008,1.4304996928671265e-07,4.6831836186811415e-09
2009,1.2444982555592787e-07,3.337734755248789e-09
2010,1.7289082060445438e-07,1.8895172093635892e-09
2011,2.076416726892738e-07,1.529588788962144e-09
2012,2.835742518580986e-07,2.7234021704458655e-09
2013,3.2130721572265486e-07,3.6258624991347688e-09
2014,3.6076316312083634e-07,3.031623174720721e-09
2015,3.495539283582261e-07,2.659890530054554e-09
2016,3.575133045163881e-07,8.285359953674742e-09
2017,4.1910084047636076e-07,3.2702947017071438e-09
2018,4.7498988675620524e-07,3.872199894061623e-09
2019,4.0254587307941847e-07,4.08158040698936e-09
