year,mon_DET entier_ADJ,mon_DET sentier_NOUN
1863,9.389887090094362e-08,4.345320059329083e-08
1864,8.582562993630916e-08,2.685047595374357e-08
1865,5.083391996230091e-08,3.577201823645737e-08
1866,9.585257743083275e-08,2.9193677975047905e-08
1867,1.1840859670542159e-07,2.038180824115443e-08
1868,8.990571087608146e-08,2.8157281839469306e-08
1869,7.227608322946111e-08,2.539430010717325e-08
1870,1.0894692792362548e-07,1.6055336615750093e-08
1871,2.4322497127471365e-07,3.3987767711352035e-08
1872,1.082473735092293e-07,1.5118348239973045e-08
1873,1.1852288528402255e-07,1.795801263249075e-08
1874,5.974609251779839e-08,2.0911132381229436e-08
1875,1.270179079693179e-07,2.5174718754072956e-08
1876,1.1245587550057223e-07,1.9951848173604958e-08
1877,1.3173657409382145e-07,2.1028374708187414e-08
1878,1.1172313918450527e-07,3.5026715750063886e-08
1879,1.124115871498077e-07,3.848874996492668e-08
1880,1.2258086190541917e-07,2.2462462556660512e-08
1881,5.0899306103247e-08,7.669758161910067e-09
1882,1.4708401052665465e-07,2.5956001792337702e-08
1883,1.1122036447375194e-07,2.0853818227806187e-08
1884,9.96856224233511e-08,1.1222884843675729e-08
1885,9.152802826761786e-08,7.090199094506033e-09
1886,7.873225738030953e-08,1.742435251639307e-08
1887,9.466940614766273e-08,2.546280519766242e-08
1888,1.0842450848258522e-07,9.510921827882157e-09
1889,1.0462778621267432e-07,7.518164091280255e-09
1890,1.00937553426661e-07,9.831579994568074e-09
1891,6.565446852846435e-08,1.466070642663908e-08
1892,1.0593785937373923e-07,1.56712811616444e-08
1893,1.2378417602043612e-07,1.970693297437265e-08
1894,9.956431945568056e-08,1.5123694296903523e-08
1895,1.2879835131762718e-07,1.444467478961542e-08
1896,9.199365202938736e-08,7.666137724626765e-09
1897,1.0954221796311003e-07,2.9716239247079557e-08
1898,1.1939129174187713e-07,1.5843393486036916e-08
1899,1.2547603311929834e-07,1.3818945987509323e-08
1900,1.0589748677958255e-07,1.297763252416928e-08
1901,1.2239338087471907e-07,6.147612641171918e-09
1902,7.021705816789847e-08,1.1784681341886483e-08
1903,6.480264391761636e-08,7.560307935250421e-09
1904,1.144795147567379e-07,1.7736262236667244e-08
1905,1.1353669715497006e-07,2.2191263493454016e-08
1906,9.568183045871592e-08,1.491813489407079e-08
1907,1.2805679427962957e-07,1.7485667580530162e-08
1908,1.61093567818682e-07,1.8663278034125597e-08
1909,1.6998038832038986e-07,1.3202360760189435e-08
1910,1.0688301577133075e-07,1.4963622119168463e-08
1911,1.3939380494321085e-07,2.3409645777405785e-08
1912,1.578454635331461e-07,1.1981668546212632e-08
1913,1.2408996497015323e-07,1.378777320093505e-08
1914,7.567320636781005e-08,1.808120764223986e-08
1915,1.4254721836248763e-07,2.0027295377644805e-08
1916,1.0438089037556608e-07,1.2086208478478966e-08
1917,1.140508111285854e-07,7.676496771580332e-09
1918,1.1256648946300629e-07,1.6080926812378493e-08
1919,1.3627614908751084e-07,4.603924352863942e-09
1920,8.10228804049018e-08,1.665891025126598e-08
1921,6.133925722906497e-08,2.1960967766521122e-08
1922,6.861479712183538e-08,2.2133806787394406e-08
1923,7.749642483290131e-08,1.6985516992917837e-08
1924,4.383152329978657e-08,1.6759111876041288e-08
1925,5.829034321891413e-08,1.7597084678300234e-08
1926,5.684530501870455e-08,1.5604593173179637e-08
1927,6.243565797703354e-08,3.1217830098739796e-08
1928,1.2568644958133035e-07,1.0283437212876834e-08
1929,8.355304714768863e-08,1.2254447012693959e-08
1930,5.0417296337812445e-08,1.4705045403573536e-08
1931,9.808606549199794e-08,2.2810714206400462e-08
1932,4.7126007984843454e-08,2.6302888755935783e-08
1933,8.602996359741155e-08,9.176529536247813e-09
1934,8.506921744810825e-08,5.990790086229936e-09
1935,8.736847423307381e-08,1.795242710045386e-08
1936,7.153581682572963e-08,6.0623572828433225e-09
1937,9.065604933411464e-08,1.510934133364117e-08
1938,5.8343463393839556e-08,1.4261736125398272e-08
1939,7.799965828780842e-08,2.4470480752825097e-08
1940,7.100192078723921e-08,1.0143131667916805e-08
1941,7.969057236323351e-08,1.4757512989405086e-08
1942,9.406056733496371e-08,3.034211815133858e-08
1943,1.1612940653549231e-07,1.7419411246777372e-08
1944,8.675602458652065e-08,1.927911696952833e-08
1945,7.84261473540937e-08,2.6142048081823077e-08
1946,6.682130049284751e-08,1.809743643832462e-08
1947,1.0013531936969855e-07,2.2649655262441115e-08
1948,1.1198044802540608e-07,1.6307831529616124e-08
1949,6.970076149581672e-08,1.3743811422273211e-08
1950,6.7002780212988e-08,8.5082894063504e-09
1951,9.168805725767726e-08,1.0661401650402524e-08
1952,3.585233443459401e-08,3.796129277588989e-08
1953,6.141081598798337e-08,6.464296653518886e-09
1954,6.645324646115114e-08,1.6613311171198575e-08
1955,6.382213513234092e-08,9.385608290557457e-09
1956,5.058262297907845e-08,1.83143975540645e-08
1957,3.534015036166238e-08,9.718541527092839e-09
1958,5.6251255209360806e-08,7.445018934681968e-09
1959,6.510627947875491e-08,9.300897385600138e-09
1960,4.983000068126131e-08,1.3841666701708277e-08
1961,5.072156383789661e-08,1.945484617849047e-08
1962,1.9025868880362395e-07,1.7757478709690133e-08
1963,6.272071573221183e-08,9.05247421467692e-09
1964,1.0951143081250336e-07,1.1559539880856562e-08
1965,4.760677896342713e-08,1.2038495811328431e-08
1966,4.54204118760515e-08,1.273987226824147e-08
1967,7.44480666003966e-08,2.070740912074598e-08
1968,5.928668797561265e-08,2.7397636048753782e-08
1969,7.493900255894914e-08,1.6804503788492298e-08
1970,5.7943936593307654e-08,1.7935027685211935e-08
1971,7.861747908233241e-08,1.3873673321285196e-08
1972,5.3866541005476165e-08,1.0260293947794707e-08
1973,8.545465846054867e-08,6.6158443723374205e-09
1974,4.331690039993674e-08,1.912694452821384e-08
1975,3.8838064764235014e-08,1.028066431985053e-08
1976,3.028169359708954e-08,1.599787569084299e-08
1977,3.467301257220612e-08,1.1753563455840776e-08
1978,5.5841559931657514e-08,8.316828115084718e-09
1979,4.7400984470868934e-08,1.6385525825057812e-08
1980,4.77552646316326e-08,8.527726080842513e-09
1981,3.921840552312261e-08,1.2651098835192442e-08
1982,6.021277221268662e-08,2.110550711975634e-08
1983,5.810090664137846e-08,2.8418923214701408e-08
1984,4.001316011859046e-08,1.8556828074167697e-08
1985,4.391357255606465e-08,9.624892882698077e-09
1986,4.196139885559447e-08,2.5176838502893872e-08
1987,4.7053291041265766e-08,5.499735000746853e-09
1988,4.3774843250243833e-08,8.994830602571113e-09
1989,8.122420647183048e-08,1.1525056686778612e-08
1990,3.8140555214116745e-08,2.179460389939436e-09
1991,4.865016178801085e-08,1.2895223222564312e-08
1992,4.0773585396891576e-08,9.917899168598865e-09
1993,4.3205818145430896e-08,1.4401939196773128e-08
1994,6.066165525453471e-08,1.6352272369513088e-08
1995,6.073144626084215e-08,8.675921314704738e-09
1996,4.377235618413522e-08,1.9217132551929694e-08
1997,5.370281996874837e-08,7.671831170341648e-09
1998,3.480734178662459e-08,8.582632826659164e-09
1999,5.849857648287937e-08,9.597422412355172e-09
2000,5.5667197740305596e-08,1.8997535100595542e-08
2001,2.93541191354052e-08,5.695575205910686e-09
2002,3.461165015705703e-08,1.1829298429688606e-08
2003,4.291930721933568e-08,1.2084076406182476e-08
2004,3.259545469647129e-08,1.4095331846153414e-08
2005,4.2335246641656e-08,1.3511249008502091e-08
2006,3.459027508867507e-08,1.4824403926638752e-08
2007,3.2355284007579144e-08,1.6776813549501668e-08
2008,2.937633380994953e-08,1.5752526616452656e-08
2009,2.9562793102400065e-08,1.6211854747538723e-08
2010,2.8342758917609956e-08,1.322662024350052e-08
2011,1.30015047339338e-08,1.8355065689590333e-08
2012,2.110636604379934e-08,2.4851045221652157e-08
2013,2.9843637894266806e-08,2.5102125045251e-08
2014,3.5513299634359896e-08,1.9922096416991053e-08
2015,3.45785770017315e-08,2.1057467103346994e-08
2016,7.166836457628278e-08,3.169150364357165e-08
2017,1.735771762434446e-08,5.7859061541876144e-08
2018,3.2268333727270004e-08,2.0909879938635356e-08
2019,4.005050735500504e-08,2.7805767466304587e-08
