year,en_PRON avions_VERB,en_PRON savions_VERB
1800,1.2576657937302116e-08,9.432493897065797e-09
1801,3.095537337571841e-08,2.3811825844433088e-09
1802,1.3427040812530322e-08,3.1329761895904085e-08
1803,1.3652374342143503e-08,1.950339267864365e-08
1804,6.179627121127851e-08,6.179627121127851e-08
1805,5.685755422035754e-09,2.2743021688143017e-08
1806,2.881669125542885e-09,3.7461699520235925e-08
1807,3.701041606518629e-08,0.0
1808,6.798221985349073e-09,1.3596443970698147e-08
1809,1.8072244145628247e-08,0.0
1810,1.1700633351097167e-08,1.8721014072298203e-08
1811,7.521229861140455e-09,5.0141535368197765e-09
1812,0.0,5.3344164641089264e-09
1813,4.601186631703058e-08,2.0130190847567064e-08
1814,4.090680150170556e-08,0.0
1815,3.506390555685357e-08,2.697223555614414e-09
1816,1.1588019432906549e-08,9.270415546325239e-09
1817,1.5568733857662664e-08,1.0898113522728181e-08
1818,2.6226589788791443e-08,3.5763530803478716e-08
1819,1.3456364911235141e-08,2.3807414706311647e-08
1820,3.322614716694261e-08,1.898636980968149e-08
1821,1.0847637454958203e-08,1.972297702934611e-08
1822,6.015369535816717e-08,1.303330066093622e-08
1823,9.882686669016039e-09,2.9648060007048116e-08
1824,2.0210670470532932e-08,1.6842225392110777e-08
1825,3.874394849390228e-08,2.0252519661312363e-08
1826,1.3211976401805714e-08,1.76159691278599e-08
1827,2.5808365222701468e-08,1.6591091167583727e-08
1828,2.0179061976932644e-08,8.255071293206129e-09
1829,1.800366966620004e-08,2.2290258527846163e-08
1830,3.757260813586072e-08,1.5655253093882493e-08
1831,2.6505050598757407e-08,2.182768810143898e-08
1832,2.705993873419743e-09,5.411987746839486e-09
1833,3.4750886612755494e-08,3.243415847009601e-08
1834,4.1071936518477514e-08,1.5868701908061666e-08
1835,8.31939672707449e-09,1.5126175867408165e-08
1836,1.2769425516978572e-08,1.5457725766054864e-08
1837,2.365682938432201e-08,1.0436836284100082e-08
1838,1.7674054220151447e-08,1.5149188570262595e-08
1839,2.7965900706306e-09,1.6080392128969834e-08
1840,1.0828470564661075e-08,1.3376346252869098e-08
1841,8.988767952189392e-09,8.988767952189392e-09
1842,1.341653010911159e-09,2.0124795163667386e-09
1843,5.31621990873532e-09,1.7720733325177207e-08
1844,7.1351298203126134e-09,1.0428266250528395e-08
1845,2.2320911785556063e-09,2.0646844234306627e-08
1846,1.2879903366069811e-08,6.439951683034906e-09
1847,1.6179670936367074e-08,6.47186837454683e-09
1848,2.011305433313737e-08,8.04522137798358e-09
1849,1.005529792763582e-08,1.5920887719289567e-08
1850,1.2220192857625989e-08,1.3577992064028876e-08
1851,8.384270167027807e-09,2.5152811389261842e-08
1852,2.6042181744401205e-09,6.510545436100301e-09
1853,1.3735443005202796e-08,7.763511611358354e-09
1854,7.79349651480743e-09,1.506742641765868e-08
1855,1.4859423913549108e-08,9.021793090369101e-09
1856,3.572260709461261e-08,1.0872097000458325e-08
1857,3.4658715009072694e-08,8.78671624349181e-09
1858,1.0766087576996597e-08,7.34051397444091e-09
1859,6.110608019582742e-09,1.5785737161877478e-08
1860,1.0985241161165504e-08,1.2816115280145368e-08
1861,2.6880993431177558e-08,1.131831339762357e-08
1862,4.517986429419807e-09,2.0782737308877586e-08
1863,1.8480096231066057e-08,6.493007020935693e-09
1864,1.4384183844029508e-09,1.6302074357099627e-08
1865,7.0602665935837194e-09,1.5061901947888146e-08
1866,2.676087024200413e-08,2.0435575009969398e-08
1867,5.82337378318698e-09,2.523461972714358e-08
1868,1.679557115608077e-08,7.409810987013543e-09
1869,5.860222973552709e-09,1.2208797528501236e-08
1870,5.160643912205387e-09,1.0321287824410774e-08
1871,2.0180236148803488e-08,7.009977309735405e-08
1872,1.5118348128950743e-08,1.5118347462816928e-08
1873,5.9860045809045914e-09,1.4366410283628284e-08
1874,1.0156835372754358e-08,5.974609251779839e-09
1875,9.7265964171811e-09,7.437985338754061e-09
1876,4.232210137899983e-09,1.3905833817773328e-08
1877,1.608052180301911e-08,1.8554447978047506e-09
1878,8.4547240319921e-09,1.3889904337816006e-08
1879,1.3440515367335593e-08,1.710611030603104e-08
1880,1.9253538541263993e-08,1.7328185109022343e-08
1881,1.673401861523871e-08,2.3009274485730202e-08
1882,8.652000893505374e-09,1.1314154946262533e-08
1883,8.847074184359371e-09,8.21514056781325e-09
1884,1.8484751507230612e-08,1.9805090900604227e-08
1885,1.2246707647989297e-08,9.66845359329227e-09
1886,1.7424351739236954e-08,1.2906927970846027e-08
1887,9.140494583448344e-09,6.528924512139156e-09
1888,1.0779045211961602e-08,9.510921827882157e-09
1889,8.771191495338115e-09,1.1903759755682586e-08
1890,7.865263995654459e-09,1.2453334363726754e-08
1891,1.0198752065093686e-08,7.649063604731055e-09
1892,4.387958441043338e-09,6.8953633913793055e-09
1893,8.621783287310336e-09,1.7243566574620672e-08
1894,1.827446460822557e-08,8.192000855444803e-09
1895,1.9861428057765806e-08,3.611168697403855e-09
1896,1.533227589334274e-08,1.1204354777305525e-08
1897,1.3401440845939305e-08,6.992056267307589e-09
1898,1.0750873968845553e-08,1.0750873968845553e-08
1899,9.39688327150634e-09,1.7688250864011934e-08
1900,1.6092265298084385e-08,2.595526460424935e-09
1901,5.029864968975062e-09,2.179608138419553e-08
1902,1.1293653123800595e-08,5.892340837476695e-09
1903,8.640352433531007e-09,5.940242076007962e-09
1904,2.0961039126632386e-08,1.6123875568041512e-09
1905,1.1353670004154992e-08,1.4966200723165457e-08
1906,8.230695236477459e-09,5.658602919567102e-09
1907,4.6285588695127444e-09,1.2857108266928208e-08
1908,1.080505640516094e-08,1.6698722404839828e-08
1909,5.5009836685826485e-09,1.1552065082298668e-08
1910,1.068830179917768e-08,3.206490406526541e-09
1911,1.1172785363555704e-08,2.128149745317387e-08
1912,1.5628263128064646e-08,1.6670147928721235e-08
1913,9.545381374209683e-09,1.0075680734189518e-08
1914,8.036092680185902e-09,1.2054139020278853e-08
1915,2.0027295377644805e-08,1.0602685840410686e-08
1916,2.197492321442951e-08,1.2086208478478966e-08
1917,3.070598708632133e-08,8.773139548168274e-09
1918,8.040463406189247e-09,1.6080926812378493e-08
1919,1.1049418269237776e-08,1.6574126959767455e-08
1920,1.1358347151713133e-08,2.8017257847068322e-08
1921,6.058197943303867e-09,1.438822039290244e-08
1922,2.951174193910333e-09,5.164555005876537e-09
1923,4.246379248229459e-09,9.554353752605493e-09
1924,1.933743654092268e-08,9.02413699321869e-09
1925,3.299453377181294e-09,8.798542339150117e-09
1926,5.57306911730393e-09,6.687683296036084e-09
1927,1.3379069629948503e-08,6.689535148041159e-09
1928,9.14083297942625e-09,1.1426041446327417e-08
1929,1.1140405931087116e-08,2.0052731031228177e-08
1930,1.470504518152893e-08,1.2604324695075775e-08
1931,2.2810713318222042e-09,1.4826963656844327e-08
1932,1.2055489939655217e-08,7.6716757391182e-09
1933,1.0323596200123575e-08,1.1470662641954732e-08
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,8.377798899061872e-09,9.574627313213568e-09
1936,1.091224355320719e-08,2.424942913137329e-09
1937,5.036447148221157e-09,1.1332006444320086e-08
1938,1.2965214679638848e-08,1.5558256905023882e-08
1939,6.117620188206274e-09,1.2235240376412548e-08
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,1.7419411024732767e-08,3.4838823381733164e-08
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,1.3071024262956144e-08,2.178504132643866e-08
1946,1.8097434661967782e-08,2.3665876369705074e-08
1947,2.3841741914054637e-09,2.622591566137089e-08
1948,1.195907639583993e-08,1.195907639583993e-08
1949,9.817008539414473e-09,4.908504269707237e-09
1950,9.571825110299415e-09,2.1270722072586068e-08
1951,7.462981344019681e-09,9.595261474260042e-09
1952,1.0544804140977249e-08,1.4762725264461096e-08
1953,1.1851209791302608e-08,1.8315507332999914e-08
1954,1.2704297169818801e-08,1.3681550115052232e-08
1955,1.1262729415761896e-08,1.8771215692936494e-08
1956,8.72114114258693e-09,2.0930739808022736e-08
1957,4.417518795207798e-09,7.951533653738352e-09
1958,1.1581140491045971e-08,1.1581140491045971e-08
1959,9.30089749662244e-09,7.750747599288843e-09
1960,8.305000243069571e-09,6.2287499602575735e-09
1961,1.250668635321972e-08,1.111705483225478e-08
1962,8.244543714397423e-09,5.7077609305622445e-09
1963,4.526237162849611e-09,1.6165133231993423e-08
