year,en_PRON avions_VERB,en_PRON savions_VERB
1964,6.6923653285755336e-09,1.8860301764789256e-08
1965,3.830430472806512e-09,1.5321720781003023e-08
1966,9.970334780007306e-09,4.431259803538978e-09
1967,1.1832804958089582e-08,8.381570104631919e-09
1968,1.7067380814195232e-08,1.257596426995633e-08
1969,8.175163879187153e-09,7.2668124850849836e-09
1970,1.0577067222072856e-08,1.0117195081704722e-08
1971,8.22143619849669e-09,9.24911525146399e-09
1972,9.234264020108185e-09,1.3851396474251487e-08
1973,3.859242758696979e-09,1.1577728109557484e-08
1974,1.125114318378806e-08,1.1813700240281833e-08
1975,9.138368284311582e-09,7.4249242310031605e-09
1976,7.998937456843436e-09,7.427584769459372e-09
1977,9.990529292736028e-09,1.057820764316375e-08
1978,4.752473081737207e-09,1.4257419245211622e-08
1979,8.777959692451986e-09,4.681578680276743e-09
1980,9.096241093686785e-09,5.6851505725319385e-09
1981,5.69299452024552e-09,1.5813874654213578e-08
1982,9.311253656996143e-09,1.1794254461960918e-08
1983,6.946847541655643e-09,1.0104505676622466e-08
1984,7.538710988796993e-09,8.118611560803402e-09
1985,1.142956040922627e-08,1.3234227935754461e-08
1986,8.392279760016663e-09,8.392279760016663e-09
1987,4.888653482026939e-09,8.555143260480236e-09
1988,7.795519729736355e-09,1.9788627625416666e-08
1989,9.329808037250586e-09,1.0976243913773942e-08
1990,9.262707045820662e-09,5.448650863826288e-09
1991,6.4476117778156095e-09,2.1101275393675678e-08
1992,9.91789939064347e-09,6.61193322315512e-09
1993,7.200969598386564e-09,1.4955860550003308e-08
1994,7.912389798914177e-09,1.160483886764041e-08
1995,7.0491861237087505e-09,2.0063067651676647e-08
1996,9.074756945892659e-09,8.007138063703678e-09
1997,5.753873377756236e-09,1.3905194329311144e-08
1998,6.198567881199324e-09,1.6688451509594415e-08
1999,8.683382013430219e-09,7.769341614505265e-09
2000,6.185244316725402e-09,1.4137700787841823e-08
2001,7.886181485616817e-09,1.1829271784336015e-08
2002,5.6955880012310445e-09,1.1391176002462089e-08
2003,6.667076668520622e-09,1.12506919336397e-08
2004,9.690541175055856e-09,8.369103632333008e-09
2005,5.404499514582994e-09,1.170974872621855e-08
2006,1.1118302722934459e-08,1.1118302722934459e-08
2007,5.592271090648637e-09,1.5179022483380322e-08
2008,9.366367237362283e-09,1.2346575317678798e-08
2009,6.198650481792356e-09,9.53638501499654e-09
2010,1.1809482280966677e-08,1.322662068758973e-08
2011,8.41273803398046e-09,1.7207874236646603e-08
2012,9.19148224198807e-09,2.6893596682953103e-08
2013,1.2272150018421968e-08,2.8449075983871808e-08
2014,1.4725026864503832e-08,2.403644216997236e-08
2015,1.0639562120218216e-08,2.438232904466986e-08
2016,1.5120782237421082e-08,2.0713400772365276e-08
2017,1.0062445376934903e-08,2.1131135952145996e-08
2018,1.0842159725577005e-08,2.116802733098666e-08
2019,1.4285530980373551e-08,2.015280387013263e-08
