year,en_ADP angles_NOUN,en_ADP sangle_NOUN
1877,3.339800680457472e-08,5.566334504436554e-09
1878,4.831271110949942e-08,2.4156354694326865e-09
1879,4.337620862493452e-08,4.887460214320072e-09
1880,4.4924922892874974e-08,1.2835692508872398e-09
1881,3.834879147568415e-08,6.972507571312292e-10
1882,4.991538915533056e-08,2.6621540527571597e-09
1883,2.464542170343975e-08,0.0
1884,4.885255844300218e-08,3.9610181801208455e-09
1885,5.1565084757676516e-08,6.445635691854079e-10
1886,2.7104548716572197e-08,1.936039106809062e-09
1887,3.3297517243457975e-08,3.264462256069578e-09
1888,4.375024031944008e-08,5.07249175996094e-09
1889,4.072338855021229e-08,3.132568426877924e-09
1890,6.423298781754738e-08,9.176140736144589e-09
1891,3.059625619528106e-08,8.286486163910922e-09
1892,5.0774950466347946e-08,9.402768341715273e-09
1893,2.7712873829077722e-08,1.2316833108982905e-09
1894,4.6631390970830466e-08,1.8904617871129403e-09
1895,3.4306101071024386e-08,2.4074457982692365e-09
1896,4.186890695256906e-08,5.89702897624278e-10
1897,5.710179429296858e-08,5.826713334045053e-09
1898,4.526683761163497e-08,1.0750873968845553e-08
1899,3.758753308602536e-08,5.527578395003729e-09
1900,3.841379170310688e-08,4.671947717582725e-09
1901,5.309301842615355e-08,3.353243460679778e-09
1902,6.481574899019904e-08,1.816805017540446e-08
1903,4.8061958635159385e-08,8.100330184390714e-09
1904,5.105893929879812e-08,5.374625189347171e-09
1905,3.251278291038773e-08,8.257214467732865e-09
1906,5.144184611616254e-08,4.115347618238729e-09
1907,5.142843306771283e-08,7.71426478252124e-09
1908,4.027338929013524e-08,2.0627833663411366e-08
1909,3.025541034373802e-08,4.400786846048277e-09
1910,3.634022294196626e-08,8.550641084070776e-09
1911,3.8838732119295116e-08,3.1922244847493175e-09
1912,4.584290524967116e-08,6.772247651554153e-09
1913,5.6211692689434045e-08,1.590896969716482e-09
1914,4.28591582779525e-08,7.366418142140674e-09
1915,1.0484878376626483e-07,1.4136913861761968e-08
1916,3.0764893077517286e-08,3.2962386153911893e-09
1917,6.360526416671064e-08,1.5352993543160665e-08
1918,4.135095554858026e-08,1.2635013924011673e-08
1919,6.077179648400488e-08,8.287063479883727e-09
1920,2.4231140649533245e-08,9.086678076641874e-09
1921,5.14946840723951e-08,2.2718242842501013e-09
1922,5.902348421127357e-08,5.902348387820666e-09
1923,2.9724654737606215e-08,2.1231896241147297e-09
1924,6.316896139502148e-08,1.1473545669105079e-07
1925,5.499088961968823e-08,0.0
1926,7.022067127770981e-08,1.1146138456652466e-09
1927,4.459689784130916e-08,0.0
1928,5.5987602110008083e-08,5.713020723163709e-09
1929,4.4561624168437675e-08,5.570202965543558e-09
1930,4.621585603103995e-08,2.100720708497761e-09
1931,6.501053295693282e-08,0.0
1932,5.2605777511871565e-08,1.0959536611565568e-09
1933,5.850037609889114e-08,1.1470662197865522e-09
1934,4.4331846638101524e-08,1.1981580172459871e-09
1935,7.420336256558357e-08,7.180970484910176e-09
1936,6.304851885019502e-08,2.424942913137329e-09
1937,7.428759829508635e-08,8.813782592653752e-09
1938,5.8343463393839556e-08,3.8895642262559704e-09
1939,4.435274547631707e-08,1.5294050470515685e-09
1940,7.60734906180005e-08,0.0
1941,5.017554371988808e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,3.034211770724937e-09
1943,8.419382169222445e-08,2.9032352077962287e-09
1944,4.819779064746399e-08,0.0
1945,3.921307367704685e-08,0.0
1946,4.5939644088832665e-08,4.1763312808029696e-09
1947,4.768348449424309e-08,0.0
1948,4.131317310474003e-08,2.174377566888097e-09
1949,3.730463127293859e-08,1.9634016634739737e-09
1950,4.2541447031752e-08,1.0635361480382244e-09
1951,6.929911222641749e-08,3.1984206394497505e-09
1952,4.2179216563908994e-08,0.0
1953,2.8011951869189033e-08,1.0773827385790469e-09
1954,2.5408594339637602e-08,0.0
1955,4.6928040120519654e-08,1.8771215692936494e-09
1956,3.575668117150599e-08,4.360570571293465e-09
1957,4.1524678806581505e-08,1.7670075402875796e-09
1958,5.542403158642628e-08,0.0
1959,4.1078963008978064e-08,4.650448914844674e-09
1960,4.982999968206059e-08,1.3841666701708277e-09
1961,5.072156239460668e-08,2.08444772553662e-09
1962,5.010145542883038e-08,0.0
1963,4.978861056770256e-08,1.2932106496776896e-09
1964,4.502136619066732e-08,0.0
1965,4.924838964415201e-08,2.188817349590977e-09
1966,3.988133656651627e-08,3.3234448526542337e-09
1967,4.733121983235833e-08,4.930335584241163e-10
1968,4.266845052280921e-08,8.084548142051062e-09
1969,3.8150766101807676e-08,3.1792304344691047e-09
1970,3.7249672152350755e-08,2.2993624781975086e-09
1971,4.3162540208641076e-08,4.624557625731995e-09
1972,4.9762423515176124e-08,5.130146973897354e-09
1973,4.079770832277063e-08,2.205281512956958e-09
1974,3.3753430273009144e-08,1.6876715580593782e-09
1975,2.798625331479343e-08,1.1422960355389478e-09
1976,3.370981005446083e-08,0.0
1977,4.113747253953193e-08,1.1753563677885381e-09
1978,4.217819693508318e-08,3.5643548113029055e-09
1979,4.506019379846293e-08,5.851973350345929e-10
1980,4.2638630515234865e-08,4.548120546843393e-09
1981,3.795329700517769e-08,6.325549528618524e-10
1982,3.3520510811513304e-08,0.0
1983,3.915495838668903e-08,2.5261264191556165e-09
1984,3.2474446243213606e-08,1.739702604197646e-09
1985,3.609334697785016e-08,0.0
1986,3.8364706966831363e-08,1.7983456945813714e-09
1987,5.3164104951708424e-08,0.0
1988,3.7778288941581195e-08,1.798966087207532e-09
1989,4.061210390204906e-08,1.0976244357863152e-09
1990,4.249947838097512e-08,1.6345953479657283e-09
1991,3.341035181847474e-08,4.68917216167597e-09
1992,3.581463658974826e-08,1.1019888335184191e-09
1993,3.988229418938616e-08,1.1078414852150331e-09
1994,5.749669895749321e-08,5.274926606624319e-10
1995,3.416144167545099e-08,2.7112254663563817e-09
1996,4.056949975961288e-08,5.338092190498855e-10
1997,4.5551498573104254e-08,4.79489448146353e-10
1998,3.051602670556264e-08,1.43043876743576e-09
1999,3.107736645802106e-08,4.570201161957499e-10
2000,3.225162903408574e-08,4.4180314962005696e-10
2001,4.293587405057586e-08,8.762423564512289e-10
2002,3.7678504760663145e-08,2.6287327870022636e-09
2003,3.958576755280774e-08,2.5001538617175356e-09
2004,3.3035934349223695e-08,2.642874807889939e-09
2005,3.422849559342467e-08,9.007499190971657e-10
2006,3.74727981977685e-08,8.235779835885637e-10
2007,3.5550868915379397e-08,3.595031605740928e-09
2008,3.9594187484226495e-08,3.8316958494988285e-09
2009,5.3880576444953476e-08,4.76819250749827e-10
2010,5.0544585405987164e-08,0.0
2011,6.538991925708615e-08,3.82397197240536e-10
2012,9.021269845033153e-08,5.446804340891731e-09
2013,8.255810257651319e-08,8.367375126105969e-10
2014,9.701194159106308e-08,1.0827225782605865e-09
2015,7.824510817044938e-08,8.866301581811342e-10
2016,7.788238320927121e-08,1.2428040818690533e-09
2017,6.716682499074977e-08,7.54683426862357e-10
2018,7.253921552319298e-08,1.0325866828253538e-09
2019,6.122370876937566e-08,7.65296326310505e-10
