year,ton_DET âge_NOUN,ton_DET age_NOUN,ton_DET sage_ADJ
1909,2.3819258299084822e-07,2.750491723269022e-09,1.1001967115120692e-09
1910,2.436932838856265e-07,4.809735609789811e-09,5.344150677544235e-10
1911,2.7346722664134404e-07,2.128149656499545e-09,5.320374141248863e-10
1912,2.6359671900788584e-07,2.0837684910901544e-09,1.0418842455450772e-09
1913,2.5348291954330193e-07,3.71209285532359e-09,3.181793939432964e-09
1914,2.8059355994258794e-07,6.027069343605973e-09,2.0090231700464756e-09
1915,2.509302382547318e-07,3.5342285764627945e-09,2.3561523843085297e-09
1916,1.8568810222774346e-07,3.2962386153911893e-09,6.592477230782379e-09
1917,2.0287885726943955e-07,2.1932848870420685e-09,3.289927441585405e-09
1918,2.9979442661698386e-07,2.2972752589112133e-09,1.378365155346728e-08
1919,2.550573956483504e-07,1.8415696745321952e-09,1.8415696745321952e-09
1920,2.5064087916248923e-07,1.514446346106979e-09,7.572231730534895e-09
1921,3.112399191707027e-07,1.5145494858259667e-09,3.0290989716519334e-09
1922,4.2570688485454866e-07,5.902348387820666e-09,7.377935484775833e-10
1923,3.7155817800282875e-07,3.1847844361720945e-09,2.1231896241147297e-09
1924,3.8417041992033774e-07,5.156649662829693e-09,1.289162443462999e-09
1925,3.431431534473006e-07,1.0998177923937646e-09,2.1996355847875293e-09
1926,4.1575097231572045e-07,3.3438415369957397e-09,7.802296586589819e-09
1927,4.6157791011580684e-07,3.344767462998277e-09,5.574612327308159e-09
1928,4.0448185911756696e-07,1.1426041224282812e-09,5.713020723163709e-09
1929,3.6206320608300757e-07,1.1140406375176326e-09,1.1140406375176326e-09
1930,2.58388638485485e-07,5.251801771244402e-09,5.2518016602221e-09
1931,2.8855552791640093e-07,2.2810713318222042e-09,9.124285327288817e-09
1932,3.079629711244536e-07,1.0959536611565568e-09,2.1919073223131136e-09
1933,2.397368348283635e-07,0.0,1.1470662197865522e-09
1934,3.8341057795321376e-07,1.1981580172459871e-09,2.3963160344919743e-09
1935,3.3630879148205395e-07,0.0,2.393656828303392e-09
1936,2.946305652784531e-07,2.424942913137329e-09,3.6374143697059935e-09
1937,2.984095066604908e-07,3.777335333410292e-09,0.0
1938,3.7210164549605906e-07,7.779128785578848e-09,3.8895642262559704e-09
1939,3.395279337681245e-07,3.058810094103137e-09,1.2235240376412548e-08
1940,2.0032684799886624e-07,0.0,0.0
1941,3.0400477157854766e-07,8.854507793643052e-09,0.0
1942,3.5500277340005937e-07,0.0,0.0
1943,4.587111566145552e-07,8.709705623388686e-09,0.0
1944,3.6951641213534003e-07,0.0,0.0
1945,5.511615368547496e-07,0.0,2.178504043826024e-09
1946,5.331782970685595e-07,2.7842208538686464e-09,6.960552134671616e-09
1947,5.650493104525367e-07,0.0,5.960435700558264e-09
1948,4.914093265639963e-07,2.174377566888097e-09,5.435944139264848e-09
1949,4.329300540284464e-07,9.817008317369869e-10,3.9268033269479474e-09
1950,5.424034625889362e-07,5.317680518146517e-09,5.317680518146517e-09
1951,4.360513364831675e-07,4.264560704569931e-09,0.0
1952,4.10192867006387e-07,1.0544803918932644e-09,4.2179215675730575e-09
1953,4.880543836849327e-07,1.0773827385790469e-09,0.0
1954,4.6321821711714506e-07,2.9317608341017376e-09,0.0
1955,3.8480991904066286e-07,9.385607846468247e-10,7.508486277174597e-09
1956,4.831512550040884e-07,8.72114158667614e-10,5.232684952005684e-09
1957,4.753250424371913e-07,3.5340151360863103e-09,8.835037701437898e-10
1958,5.194968966115709e-07,1.6544486891589827e-09,0.0
1959,4.301664966455121e-07,7.750747821333448e-10,7.750747821333448e-10
1960,5.259833548709736e-07,0.0,2.076250060767393e-09
1961,4.849815304908134e-07,4.16889545107324e-09,1.3896318540318475e-09
1962,5.270165823745288e-07,4.43936931660005e-09,8.244543714397423e-09
1963,4.914200650851797e-07,6.466053248388448e-10,6.466053248388448e-10
1964,3.81464805965237e-07,1.2167936658258327e-09,1.2167936658258327e-09
1965,3.8304304905700803e-07,2.73602163147757e-09,2.73602163147757e-09
1966,4.231853196756674e-07,7.200797069728537e-09,3.3234448526542337e-09
1967,5.132479170555371e-07,9.860671168482327e-09,2.9582012395223956e-09
1968,4.531838646570918e-07,3.593132569257307e-09,2.245707841908029e-09
1969,3.9467875678766973e-07,1.8167031212712459e-09,2.2708788183223305e-09
1970,3.5318207736168006e-07,1.8394900047624674e-09,4.59872506741732e-09
1971,3.7356148485656604e-07,6.166076982339064e-09,1.0276794970565106e-09
1972,3.4628492340260664e-07,3.0780880067027283e-09,3.0780880067027283e-09
1973,3.048801651139854e-07,2.7566018356850464e-09,5.513203782392395e-10
1974,3.0940644890620206e-07,1.1251143350321513e-09,1.1251143350321513e-09
1975,2.730087476088272e-07,1.1422960355389478e-09,5.140332159925265e-09
1976,3.2224292478844063e-07,5.713526873840635e-10,5.713526873840635e-10
1977,3.2674906824681216e-07,1.7630346071939584e-09,1.1753563677885381e-09
1978,2.964355125811835e-07,5.940591352171509e-09,3.5643548113029055e-09
1979,3.8623023801420686e-07,2.3407893401383717e-09,5.851973350345929e-10
1980,3.689662810835159e-07,5.685150683554241e-10,1.1370301367108482e-09
1981,4.098955954656702e-07,1.897664858585557e-09,1.2651099057237047e-09
1982,3.9479713187517973e-07,4.345251713999687e-09,6.207502289967692e-10
1983,3.5176309154394403e-07,1.8945948143667124e-09,3.78918940668882e-09
1984,3.9085316405618187e-07,5.799008606643952e-09,2.3196033982486597e-09
1985,3.9101127213836406e-07,1.2031116103372597e-09,0.0
1986,3.4228512202361117e-07,1.1988970927134801e-09,5.395036861699509e-09
1987,3.6114926604824404e-07,1.0388388649307245e-08,3.0554083707556856e-09
1988,3.519977118671136e-07,5.996553809062277e-10,2.398621523624911e-09
1989,3.7099705574306086e-07,1.6464366536794728e-09,1.6464366536794728e-09
1990,3.944823245838336e-07,3.814055737905164e-09,1.089730194969718e-09
1991,3.7982294909255643e-07,3.516879065745826e-09,2.930732601047481e-09
1992,3.4767748813280264e-07,3.30596661157756e-09,0.0
1993,3.88298451170499e-07,2.7696036575264316e-09,5.539207426075166e-10
1994,4.0722433336526365e-07,1.0549853213248639e-09,5.274926606624319e-10
1995,3.8607849450755793e-07,1.626735190995987e-09,2.1689803286761844e-09
1996,3.0960935393231637e-07,2.6690460952494277e-09,2.6690460952494277e-09
1997,3.898249096856432e-07,3.835915585170824e-09,3.3564262480467733e-09
1998,4.2865482896559115e-07,3.337690568372409e-09,3.337690568372409e-09
1999,3.4916336510981694e-07,4.570201161957499e-10,1.3710603763428253e-09
2000,3.6802202396657435e-07,1.3254094488601709e-09,4.859834423776022e-09
2001,3.894897171452527e-07,3.5049694258049158e-09,8.762423564512289e-10
2002,4.27169103645042e-07,4.81934359086722e-09,8.76244299341522e-10
2003,4.31693202074257e-07,5.416999848684156e-09,1.6667691671301554e-09
2004,4.3122906001613615e-07,8.809582507929292e-10,3.083353905530828e-09
2005,4.846034493688478e-07,0.0,4.053374746959548e-09
2006,4.525561108081888e-07,4.11788997345397e-09,4.1178899179428186e-10
2007,6.035658310921121e-07,1.5977917877663117e-09,2.7961355453243186e-09
2008,6.858735339676514e-07,8.089135583588813e-09,4.257439734089985e-09
2009,7.14275261159969e-07,2.384096253749135e-09,0.0
2010,1.0675772763590885e-06,4.2514138876015295e-09,5.668551850135373e-09
2011,1.150633218482966e-06,2.294383183443216e-09,2.2943831279320648e-09
2012,1.4011903841648632e-06,2.382976926895708e-09,3.063827413996023e-09
2013,1.5002703905864223e-06,1.6734750252211938e-09,3.904775169871755e-09
2014,1.681468176251144e-06,1.7323561474213989e-09,4.763979349897696e-09
2015,1.5542627149756072e-06,1.994917786518613e-09,2.881548111233201e-09
2016,1.5427340214202445e-06,2.485607997204653e-09,3.314144070287739e-09
2017,1.5938913353608086e-06,1.0062445321423752e-09,3.018733707449428e-09
2018,1.7783723746944702e-06,1.8070267504555204e-09,1.8070267504555204e-09
2019,1.5770206438503465e-06,2.295888978931515e-09,3.5713829116268414e-09
