year,ton_DET âge_NOUN,ton_DET age_NOUN,ton_DET sage_ADJ
1800,3.8044391459379767e-07,3.144164484325529e-09,2.5153315874604232e-08
1801,4.071822177209583e-07,0.0,0.0
1802,3.938598638342228e-07,0.0,4.475680270843441e-09
1803,3.7446512735073156e-07,7.801356893821776e-09,3.900678446910888e-09
1804,5.042576205482874e-07,4.943701892301533e-09,9.887403784603066e-09
1805,4.008457628046358e-07,2.842877711017877e-09,5.685755422035754e-09
1806,3.0257525907018135e-07,0.0,2.881669125542885e-09
1807,1.5942948472513763e-07,0.0,0.0
1808,1.9941451068206106e-07,0.0,4.5321479902327155e-09
1809,2.5301140937905586e-07,2.259030518203531e-09,0.0
1810,5.40569280005343e-07,4.680253518074551e-09,0.0
1811,3.9862521594713485e-07,4.011322962682584e-08,1.7549536934780008e-08
1812,3.3873545035589814e-07,0.0,0.0
1813,2.7607120967054755e-07,2.8757416448144113e-09,5.751483289628823e-09
1814,2.6746755166229264e-07,3.4613449884091096e-08,3.1466771410748606e-09
1815,1.618334071196159e-07,5.394447111228828e-09,2.697223555614414e-09
1816,9.965696534663948e-08,0.0,2.3176038865813098e-09
1817,2.5999784725172503e-07,0.0,3.113746815941454e-09
1818,2.813397816936458e-07,2.384235475716423e-09,8.344824387052086e-09
1819,3.0639109205310433e-07,1.035105001712111e-09,1.6561680027393777e-08
1820,3.9752710989660045e-07,2.3732962262101864e-09,3.441279616822612e-08
1821,4.3291933815581274e-07,0.0,1.0847637343935901e-08
1822,3.18814585398286e-07,2.0051231786055723e-09,9.023054303725075e-09
1823,3.3205826621696133e-07,0.0,2.569498569471307e-08
1824,2.568439310124404e-07,1.6842225392110777e-09,3.3684450784221553e-09
1825,3.4781499280711614e-07,8.805443041381977e-10,2.641632912414593e-09
1826,2.686435135457188e-07,8.807984341885344e-10,2.2019960965735663e-08
1827,1.6222400578413954e-07,0.0,2.7651818612639545e-09
1828,2.4765212458532915e-07,5.503380862137419e-09,3.668920500743411e-09
1829,2.914879981830154e-07,1.714635211591542e-09,3.429270423183084e-09
1830,3.548524247776186e-07,3.1310507520032616e-09,6.262101504006523e-09
1831,3.10265008351962e-07,1.5591206103948707e-09,1.5591206103948707e-09
1832,3.4907320101140726e-07,0.0,1.6235963684607668e-08
1833,3.3360849283070593e-07,4.6334514003376626e-09,1.1583628500844156e-09
1834,3.7058087620778224e-07,2.8003592777992026e-09,0.0
1835,3.8269223523457185e-07,2.2689263801112247e-09,2.2689263801112247e-09
1836,3.3267711607720685e-07,5.376600220596828e-09,1.6129800384234727e-08
1837,2.90144061221298e-07,5.566312522020667e-09,1.18284144701164e-08
1838,2.348124168438659e-07,2.5248647617104325e-09,4.418513555037862e-09
1839,2.1323999721545306e-07,2.09744255297295e-09,5.5931801412612e-09
1840,2.3313060015794917e-07,2.5478754661634184e-09,1.4650283819417353e-08
1841,2.7736768615227447e-07,6.420548537278137e-10,1.926164561183441e-09
1842,3.5486721650102027e-07,5.366612043644636e-09,1.341653010911159e-09
1843,2.8884794112116197e-07,4.7255288571079745e-09,7.678984337289307e-09
1844,2.0252791621544475e-07,4.939705311457487e-09,9.879410178825765e-09
1845,2.628287281147834e-07,2.2320912340667576e-09,0.0
1846,2.4530361208974227e-07,1.1709002656346001e-09,5.854501328173001e-10
1847,2.2435810009824309e-07,1.6179670936367074e-09,1.0786447290911383e-09
1848,1.954988917418632e-07,2.4135665133151463e-09,4.02261068899179e-09
1849,1.5585712276333652e-07,1.6758829879393033e-09,0.0
1850,2.55266238369245e-07,2.0366988096043315e-09,0.0
1851,2.1605620315057195e-07,4.514607132577453e-09,2.579775504329973e-09
1852,3.3399098597897137e-07,1.9531636308300904e-09,1.9531636308300904e-09
1853,2.1797551430502438e-07,1.1943863675867306e-09,2.9859659189668264e-09
1854,2.1873746725020737e-07,1.0391328908454511e-09,4.1565315633818045e-09
1855,2.8445183630765314e-07,3.1841622671890946e-09,4.2455496895854594e-09
1856,1.982863524485623e-07,2.070875637638636e-09,3.6240323519898254e-09
1857,3.187625443601405e-07,1.2203773158692144e-08,6.8341128311999455e-09
1858,2.7502459420958303e-07,9.787352039936081e-09,4.404308473482388e-09
1859,3.289543974993592e-07,3.055304009791371e-09,8.147477359443656e-09
1860,3.954686977891697e-07,6.865775670217289e-09,9.612086238064421e-09
1861,3.136115926949401e-07,2.8295783494058924e-09,4.244367357575385e-09
1862,2.706273677377524e-07,2.2589932147099034e-09,4.066187719864445e-09
1863,3.0167510312040235e-07,5.9935452156878455e-09,6.493007020935693e-09
1864,3.3227464357743486e-07,1.9178911792039344e-09,1.0548401596643942e-08
1865,3.2100678293289775e-07,3.294791106611683e-09,1.0355057256106193e-08
1866,3.347541674969534e-07,6.3252967308358166e-09,1.1190909532388105e-08
1867,2.800072369524287e-07,4.85281148598915e-09,2.426405742994575e-09
1868,2.40077879798406e-07,2.9639245502366407e-09,2.4699371437009177e-09
1869,3.5600854553230477e-07,5.371870948067681e-09,6.8369265804335555e-09
1870,2.620460168856198e-07,1.0321287380321564e-08,7.454262984651905e-09
1871,3.027035404556955e-07,2.2304472935275044e-08,4.248470908407853e-09
1872,2.6608292769125796e-07,6.047339295989218e-10,3.0236697590169115e-09
1873,2.3824297218366652e-07,1.7958013409646867e-09,0.0
1874,2.825990019772462e-07,8.364453130127458e-09,1.1949218281515073e-09
1875,3.2669920813077624e-07,2.2886108563824337e-09,5.721527140956084e-10
1876,3.0592835420506503e-07,2.418405919968336e-09,3.02300739996042e-09
1877,3.284137353176675e-07,4.9478527941460015e-09,8.658742167710898e-09
1878,2.6330427171927795e-07,1.0266450745088918e-08,4.22736201599605e-09
1879,3.518971377625135e-07,6.720258016734704e-09,2.443730107160036e-09
1880,3.2666836968786583e-07,3.2089231272180996e-09,1.9253538763308597e-09
1881,3.172490883329715e-07,7.669758217421219e-09,6.972507571312292e-10
1882,2.9017480240867144e-07,3.3276925659464496e-09,6.655385131892899e-10
1883,2.698357657315853e-07,5.687405213450347e-09,1.2638677882037541e-09
1884,2.884941485703507e-07,2.6406787867472303e-09,1.3203393933736152e-09
1885,2.442895984389182e-07,3.8673814151124475e-09,1.2891271383708158e-09
1886,2.768535876107592e-07,3.2267318816892043e-09,0.0
1887,2.330826084362414e-07,1.3057849246322917e-09,6.528924623161458e-10
1888,2.7328048513020065e-07,3.1703073499755874e-09,1.268122939990235e-09
1889,2.5937665881770045e-07,2.5060546970934183e-09,1.8795409673089125e-09
1890,3.060898379203536e-07,3.277193239004106e-09,1.3108772956016423e-09
1891,2.415829267743419e-07,1.912266012205066e-09,1.2748440081367107e-09
1892,2.3945717475548634e-07,5.641661138255927e-09,0.0
1893,2.1061784150067098e-07,4.310891699166319e-09,0.0
1894,2.3378711122568063e-07,3.150769645188234e-09,0.0
1895,2.2991107773151498e-07,1.8055843487019274e-09,5.416753268150387e-09
1896,2.765706672569479e-07,7.666137724626765e-09,3.5382172747233653e-09
1897,1.8878552410228622e-07,2.9133566670225264e-09,0.0
1898,2.563234715591278e-07,2.8291774478717002e-09,1.6975064687230201e-09
1899,2.675348067526784e-07,2.2110313580014918e-09,5.527578395003729e-10
1900,2.486514565358533e-07,7.267474289029963e-09,0.0
1901,1.7939851926218608e-07,2.235495566438317e-09,2.235495566438317e-09
1902,2.3667568394003524e-07,8.347482483017643e-09,3.928227076954727e-09
1903,2.5165026862339346e-07,4.320176216765503e-09,1.6200660812870638e-09
1904,2.848551314826864e-07,3.7622376325430196e-09,0.0
1905,1.8939985135801862e-07,1.5482277126999122e-09,6.708986699521802e-09
1906,2.314882978637911e-07,3.6009292214700395e-09,0.0
1907,2.818278153071674e-07,1.028568674676933e-09,5.142843484406967e-09
1908,2.4704288303922795e-07,0.0,0.0
