year,rien_PRON aider_VERB,rien_PRON céder_VERB
1867,4.85281148598915e-09,1.9362717296189658e-07
1868,6.421836395986702e-09,1.8771521581584238e-07
1869,3.4184632902167778e-09,2.456410186368885e-07
1870,4.013834153937523e-09,2.2076088157518825e-07
1871,3.18635318130589e-09,2.8464754109336354e-07
1872,2.4189357183956872e-09,2.2798468535256688e-07
1873,3.591602570907071e-09,2.2148216771711304e-07
1874,5.974609140757536e-10,2.1269607941576396e-07
1875,1.1443054281912168e-09,2.1455726084695925e-07
1876,6.04601479992084e-10,1.989138809221913e-07
1877,1.8554447978047506e-09,2.313121143515673e-07
1878,1.2078177347163432e-09,1.684905726051511e-07
1879,5.498392852132383e-09,1.979421426767658e-07
1880,2.5671385017744797e-09,1.7328184753750975e-07
1881,6.972507571312292e-10,1.4014740656875802e-07
1882,6.655385131892899e-10,1.364353892086001e-07
1883,0.0,1.4913639745373075e-07
1884,4.621187876807653e-09,2.191763428527338e-07
1885,7.7347630522695e-09,1.6565283544878184e-07
1886,5.808117542471791e-09,1.581098700853545e-07
1887,1.9586774424595887e-09,1.462479133351735e-07
1888,2.53624587998047e-09,1.3885946259506454e-07
1889,1.2530273485467092e-09,1.986048374646998e-07
1890,3.2771931834929546e-09,1.5927159324746754e-07
1891,6.374220040683554e-10,1.6700457194929186e-07
1892,4.387958441043338e-09,1.7990630851727474e-07
1893,1.2316833108982905e-09,1.878317021919429e-07
1894,6.301539290376468e-09,1.669907874202181e-07
1895,6.018614495673091e-09,1.612988711485741e-07
1896,2.948514543632541e-09,1.6924472845403216e-07
1897,5.2440420894583895e-09,1.246916667696496e-07
1898,0.0,2.1162247776373988e-07
1899,0.0,1.4150600691209547e-07
1900,8.30568502863116e-09,1.6196085539377236e-07
1901,5.588738916095792e-10,1.631911743515957e-07
1902,4.910283846193408e-10,1.0802624217376433e-07
1903,5.400220270956879e-10,1.7604718038910505e-07
1904,5.374625189347171e-10,1.7037561406141322e-07
1905,5.160759042333041e-10,1.5327454150337871e-07
1906,5.144184522798412e-10,1.414650796505157e-07
1907,4.6285588695127444e-09,1.527424444702774e-07
1908,6.384805573134145e-09,1.5814673304248572e-07
1909,0.0,1.5897842331469292e-07
1910,1.068830135508847e-09,1.3948233856808656e-07
1911,5.320374141248863e-10,1.3832972456384596e-07
1912,1.0418842455450772e-09,1.6253393653187231e-07
1913,3.181793939432964e-09,1.468928161330041e-07
1914,1.0045115850232378e-08,1.6005218128611887e-07
1915,4.712304768617059e-09,1.3901299666940758e-07
1916,4.394984820521586e-09,1.3294828704601969e-07
1917,5.483212106582869e-09,2.3468147958283225e-07
1918,1.1486376294556067e-09,2.2513297892601258e-07
1919,1.8415696745321952e-09,1.5653341733923298e-07
1920,1.514446346106979e-09,1.8173355442741013e-07
1921,3.7863738810983705e-09,1.1737758853769265e-07
1922,2.2133805899215986e-09,1.2837607243909588e-07
1923,1.0615948120573648e-09,1.645472025302297e-07
1924,3.867487219366694e-09,1.19892106908992e-07
1925,4.399271169575059e-09,1.1218141793278846e-07
1926,5.57306911730393e-09,1.1034676816734645e-07
1927,1.1149224654616319e-08,1.4271007842125982e-07
1928,4.570416489713125e-09,1.5196634706171608e-07
1929,0.0,1.7156226306269673e-07
1930,0.0,1.523022490346193e-07
1931,2.2810713318222042e-09,1.448480304588884e-07
1932,4.383814644626227e-09,1.6877686448424356e-07
1933,2.2941324395731044e-09,1.571480652273749e-07
1934,0.0,1.5935501096464577e-07
1935,1.196828414151696e-09,1.2686381012372294e-07
1936,3.6374143697059935e-09,1.0427254437672673e-07
1937,3.777335333410292e-09,1.3472497073507839e-07
1938,7.779128452511941e-09,1.4261735259424313e-07
1939,4.588215141154706e-09,1.345876512459654e-07
1940,0.0,1.0650288118085882e-07
1941,2.9515025978810172e-09,1.3872062254449702e-07
1942,9.102635090130207e-09,1.274368912618229e-07
1943,5.806470415592457e-09,2.0032322822771675e-07
1944,9.639558484764166e-09,1.124615138792251e-07
1945,0.0,1.7863733603462606e-07
1946,2.7842208538686464e-09,1.6705325833754614e-07
1947,0.0,1.3589793468327116e-07
1948,5.435944139264848e-09,1.652527004125659e-07
1949,1.9634016634739737e-09,1.2565770646233432e-07
1950,3.190608444114673e-09,1.4676798798518575e-07
1951,0.0,1.5245804263486207e-07
1952,1.0544803918932644e-09,7.4868104604775e-08
1953,0.0,1.3144070010184805e-07
1954,4.886268278880834e-09,1.2117945402678743e-07
1955,4.6928039232341234e-09,1.1919721742970069e-07
1956,8.72114158667614e-10,9.767678932348645e-08
1957,8.835037701437898e-10,1.095544703844098e-07
1958,4.1361216673863055e-09,1.0919361415062667e-07
1959,7.750747821333448e-10,1.2246181313457782e-07
1960,1.3841666701708277e-09,9.550750235121086e-08
1961,7.64297514166401e-09,1.1047573167388691e-07
1962,1.2683912808952869e-09,1.0654486715111489e-07
1963,2.5864212993553792e-09,1.0022382213037417e-07
1964,4.867174663303331e-09,9.369311015916537e-08
1965,4.924839203113152e-09,8.80998953789458e-08
1966,2.215629901769489e-09,9.914943888134076e-08
1967,7.395503320850594e-09,1.1191861659654023e-07
1968,3.5931326802796093e-09,1.2261564563686989e-07
1969,4.087581828571274e-09,1.0491460500361427e-07
1970,3.6789800095249348e-09,1.0209169687414033e-07
1971,5.138397485282553e-10,9.865723171742502e-08
1972,5.130146973897354e-09,1.0106388970143598e-07
1973,3.859242703185828e-09,9.427578362419808e-08
1974,3.3753431161187564e-09,1.080109797158002e-07
1975,2.8557400888473694e-09,8.738564361010503e-08
1976,2.285410749536254e-09,1.045575430680401e-07
1977,3.526069214387917e-09,1.0225600277635749e-07
1978,3.5643548113029055e-09,7.782174549220144e-08
1979,2.3407893401383717e-09,1.0943190176249118e-07
1980,5.116635559687666e-09,8.755132085980222e-08
1981,2.5302198114474095e-09,1.0437156561238226e-07
1982,3.1037510339615437e-09,8.442203380809588e-08
1983,1.2630632095778083e-09,1.124126285390048e-07
1984,5.799008495621649e-10,1.0496205504750833e-07
1985,6.015558051686298e-10,1.0467071120956462e-07
1986,2.3977941854269602e-09,1.2408584382228582e-07
1987,0.0,1.3627121120407537e-07
1988,5.396898483667201e-09,1.121355595046225e-07
1989,3.2928733073589456e-09,1.3061730896879453e-07
1990,2.179460389939436e-09,1.394854649561239e-07
1991,5.2753188484189195e-09,1.389167323395668e-07
1992,2.7549720282848966e-09,1.2783070246769057e-07
1993,2.2156829704300662e-09,1.2684785133387777e-07
1994,3.164955852952289e-09,1.1921333964437508e-07
1995,3.795715741716776e-09,1.4369494749644218e-07
1996,2.6690460952494277e-09,1.2170849572612497e-07
1997,4.794894259418925e-09,1.5583407275698846e-07
1998,7.152193948201102e-09,1.3493806250153284e-07
1999,3.656160929565999e-09,1.389341122148835e-07
2000,4.4180314962005696e-10,1.3033192658440385e-07
2001,3.066848330846028e-09,1.3187447223117488e-07
2002,1.3143663935011318e-09,1.3888471528389346e-07
2003,4.166922806803086e-09,1.4375883949924173e-07
2004,3.0833537945085254e-09,1.6429871152467967e-07
2005,3.1526248278623825e-09,1.5582973844630033e-07
2006,1.6471559671771274e-09,1.931290398715646e-07
2007,3.994479469415779e-10,1.5179021772837586e-07
2008,1.7029758714315335e-09,1.6263419411188806e-07
2009,3.337734755248789e-09,1.5591989210861357e-07
2010,3.3066551718974324e-09,1.4549281956988125e-07
2011,3.059177577924288e-09,1.4531093484038138e-07
2012,2.382976926895708e-09,1.375318134932968e-07
2013,5.29933741333366e-09,1.2913649527490634e-07
2014,2.3819897165822113e-09,1.4335246589780581e-07
2015,2.21657536769726e-09,1.272314307243505e-07
2016,2.278474076078396e-09,1.280088213206909e-07
2017,3.5218559180094644e-09,1.2251027214915666e-07
2018,2.0651733656507076e-09,1.2107078362078028e-07
2019,4.591778068885333e-09,1.1709033742590691e-07
