year,en_ADP antennes_NOUN,en_ADP centaines_NOUN
1800,0.0,3.458580977167003e-08
1801,2.3811825844433088e-09,1.6668277424969347e-08
1802,0.0,2.9091921760482364e-08
1803,0.0,2.145373123596528e-08
1804,2.2246657849223084e-08,1.9774807569206132e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,2.881669125542885e-09
1807,0.0,1.7081731584767113e-08
1808,4.5321479902327155e-09,2.2660739951163578e-09
1809,0.0,4.518061036407062e-09
1810,0.0,1.8721014072298203e-08
1811,0.0,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,1.1502966579257645e-08
1814,0.0,2.2026739543434815e-08
1815,0.0,2.697223555614414e-09
1816,0.0,1.3905623319487859e-08
1817,1.556873407970727e-09,9.341240669868967e-09
1818,0.0,3.2187177367859476e-08
1819,1.035105001712111e-09,6.210630232317271e-09
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,0.0,1.0847637454958203e-08
1822,0.0,1.4035862250239006e-08
1823,4.743689885344793e-08,8.894418535021487e-09
1824,0.0,9.263223965660927e-09
1825,1.1447076175841175e-08,8.805443485471187e-09
1826,0.0,4.1397527184017235e-08
1827,0.0,1.1982455028203276e-08
1828,6.420610709767516e-09,1.1923991571904935e-08
1829,0.0,1.8860987438529264e-08
1830,1.0436835840010872e-09,2.400472176589119e-08
1831,3.1182412207897414e-09,1.5591206103948707e-09
1832,0.0,3.111892965534935e-08
1833,9.266902800675325e-09,4.40177885252524e-08
1834,1.8669061851994684e-09,2.7070139907436896e-08
1835,0.0,2.7227116561334697e-08
1836,0.0,1.4785650037651976e-08
1837,6.9578907080369845e-09,1.6003149028165353e-08
1838,1.199310784016916e-08,1.7042836475411605e-08
1839,2.09744255297295e-09,3.076248944466897e-08
1840,0.0,2.8663599493938818e-08
1841,2.5682194149112547e-09,1.0914932957462042e-08
1842,1.2745703159566801e-08,8.720745015011744e-09
1843,0.0,3.2488010504039266e-08
1844,1.1525978393933656e-08,1.866110821424627e-08
1845,1.1160455892778032e-09,1.9530798311961917e-08
1846,4.0981511517657054e-09,1.8734404250153602e-08
1847,0.0,1.294373674909366e-08
1848,8.045221711050488e-10,1.448139919091318e-08
1849,2.513824481908955e-09,9.217356655710773e-09
1850,7.467895635215882e-09,8.82569484161877e-09
1851,7.739326735034524e-09,1.805842941848823e-08
1852,6.510545436100301e-10,1.5625309046640723e-08
1853,0.0,8.957897534855874e-09
1854,0.0,1.1430461910322265e-08
1855,0.0,1.4859423913549108e-08
1856,0.0,2.3815070804289462e-08
1857,1.9526036343364694e-09,1.3180074809326925e-08
1858,4.893676019968041e-10,1.6149130033227266e-08
1859,0.0,1.2730433596175317e-08
1860,0.0,2.3801355553132453e-08
1861,0.0,5.423358118150645e-08
1862,4.9697850279528666e-09,1.581295272501393e-08
1863,4.994620828036034e-10,3.9457503930862003e-08
1864,2.3973640850272204e-09,1.2466292886870178e-08
1865,5.6482134525026595e-09,2.4946274379544775e-08
1866,1.9462452205409875e-09,1.3623716377253459e-08
1867,0.0,1.2132028714972876e-08
1868,9.87974813071446e-10,1.9265508299781686e-08
1869,4.883519033604955e-09,1.0743741896135361e-08
1870,2.8670243956696595e-09,1.3188312664169644e-08
1871,0.0,2.549082545044712e-08
1872,3.023669647994609e-09,2.4794090336399677e-08
1873,2.9930022904522957e-09,4.7888036813770185e-08
1874,2.987304570378768e-09,2.3300975371398636e-08
1875,0.0,9.154443425529735e-09
1876,1.209202959984168e-09,2.2370254981751714e-08
1877,0.0,2.288381928394756e-08
1878,5.435179861734696e-09,2.717589886458427e-08
1879,6.10932526790009e-10,2.1993571408529533e-08
1880,3.2089231272180996e-09,3.3372799634889816e-08
1881,0.0,2.5798277292210514e-08
1882,5.989846840748214e-09,2.2628309892525067e-08
1883,6.319338829996468e-09,2.5277355875097385e-08
1884,7.922036360241691e-09,2.9047466654219534e-08
1885,6.445635580831777e-09,4.1252068871955316e-08
1886,1.0325542199041138e-08,2.452316216761119e-08
1887,6.528924567650307e-09,3.656197833379338e-08
1888,3.1703073499755874e-09,4.057993407968752e-08
1889,6.265136742733546e-10,1.3156786771162388e-08
1890,1.3108772956016423e-09,2.2940351840361473e-08
1891,3.824531802365527e-09,4.398211927991724e-08
1892,1.8805537127519756e-09,3.3223116258085383e-08
1893,9.853466598208627e-09,4.926733199184241e-08
1894,4.411077725308132e-09,3.654892921645114e-08
1895,6.6204761672850054e-09,2.467631876612586e-08
1896,4.717623069971921e-09,2.7716036576919123e-08
1897,2.330685422435863e-09,2.330685333618021e-08
1898,2.82917743676947e-08,1.0750873968845553e-08
1899,5.527578395003729e-09,1.492446166651007e-08
1900,4.15284251431558e-09,2.2321527737290126e-08
1901,2.235495566438317e-09,4.079779403198813e-08
1902,7.365425880312415e-09,2.995273007400101e-08
1903,7.020286130199338e-09,4.104167317109386e-08
1904,6.449550227216605e-09,5.320878759818015e-08
1905,3.096455536422127e-09,2.477164412484356e-08
1906,6.1730215383803966e-09,3.549487459508782e-08
1907,3.0857060240307987e-09,5.6056993713582415e-08
1908,3.929111258571538e-09,2.0136695866312948e-08
1909,1.760314710663735e-08,3.300590023513905e-08
1910,6.947395880807505e-09,4.008112952647025e-08
1911,9.044636151145369e-09,3.0326132494096214e-08
1912,2.6047105583515417e-09,2.7609932118366487e-08
1913,5.302989658506618e-09,4.295421618394357e-08
1914,5.357394972094198e-09,2.4777952134513725e-08
1915,3.534228465440492e-09,8.246533045319637e-08
1916,1.538244731591476e-08,9.998590799753515e-08
1917,6.57985488317081e-09,6.579854527899442e-08
1918,1.1486376294556067e-09,6.317507228459363e-08
1919,3.6831393490643904e-09,4.6960025201769895e-08
1920,1.2872794385998532e-08,3.331781828208591e-08
1921,8.330022505109724e-09,1.5145495524393482e-08
1922,6.6401419362982494e-09,4.131644004701229e-08
1923,3.1847844361720945e-09,4.989495483442852e-08
1924,0.0,4.2542360745301266e-08
1925,5.499089184013428e-09,4.3992713472107425e-08
1926,3.343841648018042e-09,3.9011485264417445e-08
1927,2.2298449753321847e-09,3.790736535780326e-08
1928,1.1426041446327417e-08,2.399468712610542e-08
1929,1.2254447234738564e-08,3.0079096546842266e-08
1930,3.1510811737689437e-09,4.621585425468311e-08
1931,1.0264820993199919e-08,2.167017854048936e-08
1932,6.575722188983946e-09,3.287861005674131e-08
1933,1.3764794637438627e-08,3.785318369864399e-08
1934,1.0783422155213884e-08,5.511526879331541e-08
1935,7.180970484910176e-09,2.6330224223158893e-08
1936,8.487299751891442e-09,4.243650053581405e-08
1937,1.2591118148108649e-09,5.288269644410093e-08
1938,1.5558256905023882e-08,4.2785206488815675e-08
1939,0.0,3.8235125288110794e-08
1940,1.01431314458722e-08,4.564409294971483e-08
1941,2.9515025978810172e-09,5.312704587367989e-08
1942,6.068423541449874e-09,3.034211815133858e-08
1943,8.709705845433291e-09,2.9032351633873077e-08
1944,3.2131861615880553e-09,3.534504600111177e-08
1945,4.357008087652048e-09,3.485606470121638e-08
1946,1.1136883415474585e-08,5.0115975369635635e-08
1947,1.7881307101674793e-08,5.722018192599876e-08
1948,7.610321262063735e-09,6.849289646559953e-08
1949,7.853606653895895e-09,8.540797025169411e-08
1950,6.381216888229346e-09,6.806631636102622e-08
1951,4.264560704569931e-09,5.117472801074996e-08
1952,6.326882462381889e-09,4.5342655297098133e-08
1953,6.464296653518886e-09,4.740483916521043e-08
1954,7.818028890937967e-09,5.1794440736330216e-08
1955,6.569925492527773e-09,4.598947977996204e-08
1956,6.976913269340912e-09,6.279221764771137e-08
1957,1.3252556385623393e-08,7.333081131211117e-08
1958,1.5717262880077243e-08,9.016745361467571e-08
1959,2.4802393916445453e-08,2.332975057584008e-07
1960,1.1073332972788563e-08,3.9448749333814703e-07
1961,1.250668635321972e-08,7.45537519719619e-07
1962,1.8391673961559718e-08,6.58295057576197e-07
1963,7.759263453976928e-09,4.54563533480723e-07
1964,7.300761772910391e-09,3.8207319619232294e-07
1965,0.0,6.949495423569374e-08
1966,1.6063316343739587e-08,6.868452695485416e-08
1967,4.930335695263466e-09,7.642020211084954e-08
1968,4.940557296606585e-09,7.545578822876209e-08
1969,6.8126366770115965e-09,6.540131403109939e-08
1970,1.1496812751810026e-08,7.403947394069021e-08
1971,7.193756701440179e-09,7.604828078378034e-08
1972,6.669190977248718e-09,1.1850639508592664e-07
1973,4.961883459664307e-09,9.813502388489326e-08
1974,1.0688586071783135e-08,9.901006015056169e-08
1975,5.711480177694739e-09,8.909908855159188e-08
1976,6.2848797277581525e-09,1.5369386646701955e-07
1977,8.227494963097826e-09,9.814225415682998e-08
1978,8.316828115084718e-09,9.089104502368883e-08
1979,7.022368020415115e-09,9.597236216851712e-08
1980,5.116635559687666e-09,9.0393896812202e-08
1981,6.958104314946922e-09,9.741346218561375e-08
1982,3.1037510339615437e-09,7.262777512728746e-08
1983,8.209910418166544e-09,1.1367569052733728e-07
1984,1.565732282715615e-08,1.409159011700467e-07
1985,1.4437339324047116e-08,9.384270394097172e-08
1986,1.0790073723399018e-08,8.692003916621616e-08
1987,9.166225112267057e-09,8.43292724539424e-08
1988,1.079379691182325e-08,7.375761157391025e-08
1989,1.0976243913773942e-08,1.1305531444349981e-07
1990,1.198703181159999e-08,1.0897301905288259e-07
1991,1.4653663171770859e-08,1.0374793157907902e-07
1992,1.7080827197091253e-08,1.0468893762993758e-07
1993,2.1602909683338112e-08,1.0081357260105506e-07
1994,1.793475057354499e-08,1.0391605087534117e-07
1995,1.2471636778865758e-08,8.404798723660178e-08
1996,1.1743802375008272e-08,9.71532749804993e-08
1997,1.6302642014132118e-08,1.1315950843027167e-07
1998,5.72175506974304e-09,1.082365305160593e-07
1999,1.7366763860326984e-08,1.1562608970283605e-07
2000,7.510653432518666e-09,1.1310160297206551e-07
2001,1.095302959441824e-08,8.762423675534592e-08
2002,3.504977197366088e-09,1.1215927209207166e-07
2003,1.1667384391955693e-08,1.062565360143708e-07
2004,1.4976290652057855e-08,1.1496505170072169e-07
2005,9.007498746882447e-09,1.2160123674664902e-07
2006,8.64756888319107e-09,1.2394848381003243e-07
2007,4.7933754743212376e-09,1.0745149481294902e-07
2008,4.257439734089985e-09,1.3070340321164053e-07
2009,5.245011536203492e-09,1.2492664325236547e-07
2010,6.140930874920514e-09,1.483271034885547e-07
2011,6.118355155848576e-09,1.4110456514337955e-07
2012,1.2595735121578855e-08,1.5455307078582337e-07
2013,8.925200134513034e-09,1.1797998983320568e-07
2014,5.846701789380404e-09,1.3512378221891552e-07
2015,6.871383906315032e-09,1.2656644798880734e-07
2016,7.2496901815100045e-09,1.259374687312409e-07
2017,5.282783988036499e-09,1.360945702799654e-07
2018,5.6792268665617485e-09,1.2623372680486966e-07
2019,4.846876844322168e-09,1.3239626506234004e-07
