year,en_ADP aile_NOUN,en_ADP sel_NOUN
1844,8.94635450721104e-08,5.28548468992085e-07
1845,9.318980787043074e-08,2.991002077123994e-07
1846,6.557041487553761e-08,5.74912007778039e-07
1847,7.928039025273392e-08,5.23142716701841e-07
1848,1.1102405750307298e-07,4.642092790163588e-07
1849,8.211826862947191e-08,2.7149303605256137e-07
1850,7.535785417900343e-08,3.7611039260809775e-07
1851,1.2060450416129243e-07,3.7729216728621395e-07
1852,1.2370036017728125e-07,3.405015149837709e-07
1853,1.0510599857127545e-07,3.7384293705144955e-07
1854,8.884586311097564e-08,4.0474225215803017e-07
1855,8.756445879498642e-08,3.8369154253814486e-07
1856,4.918329715719594e-08,3.152908334413951e-07
1857,9.177237469959465e-08,2.811749197917379e-07
1858,6.459652546197958e-08,3.1123778398978175e-07
1859,7.485494712966556e-08,4.0635543996359047e-07
1860,1.0527523386372195e-07,3.4100020229743677e-07
1861,1.0752397328062102e-07,4.3716983100239304e-07
1862,1.9156261488184612e-07,2.742417564149946e-07
1863,1.2286767453462133e-07,2.8918853445247805e-07
1864,1.0164823471825457e-07,3.9460610423702747e-07
1865,1.0919878867809985e-07,4.287935269076115e-07
1866,1.0266443128958969e-07,2.895039585837367e-07
1867,1.4073152954097168e-07,4.4014998934471805e-07
1868,1.4276235482668653e-07,5.162168577044213e-07
1869,1.0108884396231588e-07,5.156996394362068e-07
1870,1.4048419272327806e-07,4.5413665361593303e-07
1871,1.5188283208900089e-07,5.225619474913401e-07
1872,1.5662608721100924e-07,4.6987827317934716e-07
1873,2.1370035430123835e-07,5.608886226582399e-07
1874,1.1949218076123813e-07,5.490665557772445e-07
1875,1.8766609422016245e-07,4.359803540410212e-07
1876,1.4873196030329439e-07,4.794489996129414e-07
1877,9.339071826985901e-08,4.886004489890183e-07
1878,1.425224924744839e-07,4.577629226787394e-07
1879,9.408360746032685e-08,3.757235162993311e-07
1880,1.2964049678210188e-07,6.238146283976675e-07
1881,9.691785241017215e-08,3.6466215647124045e-07
1882,7.8533544112247e-08,4.432486377936584e-07
1883,9.9845554324407e-08,4.6257559915829916e-07
1884,1.313737740815668e-07,4.548569165763183e-07
1885,1.289127151693492e-07,5.298312544255168e-07
1886,1.2261581527894805e-07,5.253119752524071e-07
1887,9.662808686528024e-08,6.430990993067098e-07
1888,1.3885945993052928e-07,6.207461638041423e-07
1889,1.0963989405254893e-07,6.01453109538852e-07
1890,7.73417605515192e-08,6.790344286855543e-07
1891,1.1409854216992699e-07,6.782170203223359e-07
1892,9.277397960971712e-08,7.716539016655588e-07
1893,1.0530892247118118e-07,4.945208615936281e-07
1894,1.600590944228486e-07,7.190056408035161e-07
1895,1.5648397222456367e-07,5.218138880991319e-07
1896,1.0378771264640818e-07,5.908822799938207e-07
1897,1.0196748501112296e-07,5.075067406323797e-07
1898,1.324055053375517e-07,5.856397251591261e-07
1899,9.839089365470954e-08,5.450192475109361e-07
1900,9.863000993703963e-08,8.134380209412484e-07
1901,9.389081379040931e-08,5.829054430250835e-07
1902,9.967876374306073e-08,4.797347514795547e-07
1903,8.046328003885606e-08,5.945642556071107e-07
1904,1.5425174382244222e-07,6.105574357206933e-07
1905,1.0682771423020654e-07,5.300099701344152e-07
1906,1.7593111012459417e-07,7.36132790279953e-07
1907,2.0211374973655438e-07,6.330840278678806e-07
1908,2.3967578255401634e-07,5.152047037881857e-07
1909,1.5402754571791633e-07,5.258940518615418e-07
1910,9.298822134518048e-08,5.654111419062247e-07
1911,1.3088120431881123e-07,5.102238560539263e-07
1912,1.2085857115096132e-07,4.787457896782144e-07
1913,1.34695939346674e-07,6.649949000347988e-07
1914,1.6005217062797783e-07,6.214578434082796e-07
1915,1.366568368466048e-07,5.089289061288582e-07
1916,2.1755174572923863e-07,4.757571048230602e-07
1917,1.052776754661977e-07,4.1672413431115274e-07
1918,1.3898515494048524e-07,5.96142911035713e-07
1919,8.010828267401848e-08,4.392143750919786e-07
1920,1.3099961071461053e-07,4.990100705981604e-07
1921,9.011569268579933e-08,5.467523465085833e-07
1922,1.8813735075395854e-07,6.153198341962707e-07
1923,1.1465223792583856e-07,5.000111400477181e-07
1924,7.219309772210636e-08,5.646531349157158e-07
1925,6.488924952918751e-08,4.091322125532315e-07
1926,7.133528756586571e-08,5.651092465086549e-07
1927,5.3516278963883224e-08,4.4262424125918187e-07
1928,8.226749592665783e-08,5.918689112149877e-07
1929,8.578112797863469e-08,6.706524686705961e-07
1930,8.82302675364599e-08,5.903025339648593e-07
1931,9.238338805062085e-08,7.15115845650871e-07
1932,9.644391951724174e-08,5.403051659413904e-07
1933,7.45593045081705e-08,6.790631914554979e-07
1934,8.746553348260022e-08,5.78710341869737e-07
1935,9.454944205344873e-08,6.594524393221946e-07
1936,8.608547119592913e-08,6.280602065089624e-07
1937,6.673292496373051e-08,7.227301921375329e-07
1938,5.8343465170196396e-08,6.988250333961332e-07
1939,1.9729324751693866e-07,7.616437187607517e-07
1940,1.3693227352007398e-07,9.154176154879679e-07
1941,7.378756272657938e-08,1.0123653737537097e-06
1942,1.3957373834472264e-07,7.342792400777398e-07
1943,1.0451646836884265e-07,9.232288107341446e-07
1944,6.105053707017305e-08,1.111762458094745e-06
1945,1.590307974197458e-07,5.99088593844499e-07
1946,7.9350293447078e-08,5.721573757000442e-07
1947,9.298279657343755e-08,5.304787578097603e-07
1948,1.1198044624904924e-07,6.142616371107579e-07
1949,7.657266642979721e-08,6.75410149142408e-07
1950,6.487570480828708e-08,5.732459840146475e-07
1951,5.970384897580061e-08,7.217768711598183e-07
1952,1.2759212530966124e-07,6.400695724551042e-07
1953,7.110726230052933e-08,8.18810860891972e-07
1954,5.0817189567453624e-08,6.694187391076412e-07
1955,9.761032160326977e-08,7.470943614862335e-07
1956,7.761816078755146e-08,5.668741778208641e-07
1957,1.1043797076837336e-07,7.165215833992988e-07
1958,7.114129463303698e-08,7.660097480766126e-07
1959,7.053180439697826e-08,6.161844794405624e-07
1960,7.543708591128961e-08,5.751212484028656e-07
1961,6.53126956962069e-08,5.495994059856457e-07
1962,6.659054357927019e-08,5.986806854707538e-07
1963,6.983337463850603e-08,5.599601990979863e-07
1964,5.1713729298796807e-08,5.475571356328146e-07
1965,7.770301435616744e-08,4.7223733190548955e-07
1966,8.530175277243757e-08,5.472605835166178e-07
1967,1.1684895140362528e-07,4.683818701778364e-07
1968,9.701458125732643e-08,4.3746391042986943e-07
1969,6.131372826123638e-08,4.3918797132391774e-07
1970,6.71413845632074e-08,4.400979776164604e-07
1971,7.810363944482646e-08,3.802414028086787e-07
1972,9.593374838967605e-08,4.2734123439913674e-07
1973,6.781240702302682e-08,3.5449900792627886e-07
1974,5.1755259189434355e-08,2.9703019777116424e-07
1975,7.996072115545871e-08,3.4840027751670277e-07
1976,8.341749418994127e-08,3.9880418967186415e-07
1977,4.995264557550172e-08,3.31450507928821e-07
1978,4.633661299102698e-08,4.093067502708436e-07
1979,5.0326971035019596e-08,4.2953485035468475e-07
1980,8.641429039002446e-08,3.3883497962960973e-07
1981,6.894849136074299e-08,3.713097669333365e-07
1982,5.338451991576676e-08,3.4637864132491814e-07
1983,3.9786492656013195e-08,3.505000449877116e-07
1984,7.074790064898195e-08,3.6823703908339667e-07
1985,6.857735967980005e-08,3.5251170515948616e-07
1986,7.553051878383954e-08,2.6915239459412987e-07
1987,5.621951615353282e-08,3.403725088446663e-07
1988,6.836071220206463e-08,2.7943940494878916e-07
1989,7.463846340982627e-08,2.497095579201414e-07
1990,7.900544174432866e-08,2.9858608741051285e-07
1991,7.150987269000098e-08,2.877979454751767e-07
1992,8.044518184924243e-08,2.683342756881757e-07
1993,6.702441002204296e-08,3.0299463560368167e-07
1994,7.27939867273264e-08,2.8906598004141415e-07
1995,5.4224509327127635e-08,2.5539742409819155e-07
1996,8.167281206894472e-08,2.455522292166279e-07
1997,5.226434973693017e-08,2.090574042767912e-07
1998,6.1508868220983e-08,3.2661685622770165e-07
1999,4.4787972358628636e-08,2.303381450019515e-07
2000,3.5786055674336126e-08,2.27086815129951e-07
2001,5.301266403634486e-08,2.4753845195846225e-07
2002,5.0384047600715576e-08,2.874081417303387e-07
2003,6.125376650345515e-08,3.225198383915995e-07
2004,8.633390669032792e-08,2.2552531220298988e-07
2005,5.5396121467765624e-08,3.48139849393192e-07
2006,6.547444897364585e-08,3.4960885386681184e-07
2007,5.592271179466479e-08,2.915969901096105e-07
2008,4.810906906183021e-08,3.0866436873111525e-07
2009,4.0529637646002925e-08,3.3329666848658235e-07
2010,2.6925620677520357e-08,3.330274012114387e-07
2011,5.0858826372568444e-08,4.990283173356147e-07
2012,4.5276559695883734e-08,5.058719807493617e-07
2013,4.2952524315076346e-08,3.617495281105221e-07
2014,3.486366653704387e-08,3.629286027262424e-07
2015,2.925879433179901e-08,3.7881272874074057e-07
2016,3.5419916305512444e-08,4.4160969991935417e-07
2017,2.238894164507954e-08,3.9696345766060404e-07
2018,2.555652095503902e-08,3.9935289919412753e-07
2019,1.9387507654844427e-08,6.61981346183893e-07
