year,rien_PRON ôté_VERB,rien_PRON oté_VERB,rien_PRON sauté_VERB
1840,1.0127804728199408e-07,6.369688665408546e-10,6.369688665408546e-10
1841,9.7592334213914e-08,6.420548537278137e-10,0.0
1842,1.1404050326291326e-07,0.0,0.0
1843,9.982679927134086e-08,5.906911071384968e-10,0.0
1844,1.1800406696238497e-07,1.097712254427563e-09,2.195424508855126e-09
1845,9.151573721055684e-08,1.1160455892778032e-09,0.0
1846,8.196301592988675e-08,1.7563503984519002e-09,0.0
1847,8.25163226636505e-08,5.393223645455691e-10,5.393223645455691e-10
1848,9.815170187721378e-08,8.045221711050488e-10,0.0
1849,1.5334329361849086e-07,3.3517659758786067e-09,8.379414495607307e-09
1850,1.2288083439671027e-07,6.788996032014438e-10,0.0
1851,1.1222023488244304e-07,3.2247193804124663e-09,0.0
1852,1.0221556578926538e-07,6.510545436100301e-10,0.0
1853,9.555090940693844e-08,1.1943863675867306e-09,0.0
1854,8.416976271519161e-08,1.558699391779328e-09,0.0
1855,1.0985360177073744e-07,5.306937111981824e-10,0.0
1856,1.0043746812016252e-07,1.5531567143511893e-09,1.5531567143511893e-09
1857,1.0007093464992067e-07,4.881509085841174e-10,1.9526036343364694e-09
1858,8.270312434888183e-08,9.787352039936081e-10,0.0
1859,1.1100937769015218e-07,5.092173349652285e-10,0.0
1860,9.245911769539816e-08,4.577183909670879e-10,0.0
1861,1.046943935989475e-07,1.4147891747029462e-09,0.0
1862,1.1520864973135758e-07,4.517986262886353e-10,0.0
1863,9.689564706150122e-08,0.0,0.0
1864,7.527722800659831e-08,4.794727948009836e-10,0.0
1865,9.272483225686301e-08,1.4120533631256649e-09,0.0
1866,8.417510599656453e-08,4.865612912574591e-10,0.0
1867,7.667442503134225e-08,0.0,0.0
1868,8.150792041305976e-08,1.4819622196071691e-09,0.0
1869,8.057806866190731e-08,9.767038289254515e-10,0.0
1870,5.8487298559839473e-08,5.734048791339319e-10,0.0
1871,8.709365317827178e-08,2.1242354542039266e-09,0.0
1872,1.0220003332506167e-07,1.2094678591978436e-09,0.0
1873,4.2500630570430076e-08,5.986004469882289e-10,0.0
1874,4.719941060216115e-08,0.0,0.0
1875,6.522540729747561e-08,0.0,0.0
1876,1.2454790976335062e-07,0.0,0.0
1877,7.669171964153065e-08,1.8554447978047506e-09,0.0
1878,5.6163525385954927e-08,6.039088673581716e-10,0.0
1879,5.681672377022551e-08,6.10932526790009e-10,0.0
1880,5.647704881539539e-08,0.0,0.0
1881,4.6018548971460405e-08,6.972507571312292e-10,0.0
1882,5.257754409626614e-08,0.0,0.0
1883,6.824885900869049e-08,6.319338941018771e-10,0.0
1884,5.3473744543452995e-08,0.0,0.0
1885,4.1252068427866107e-08,0.0,0.0
1886,4.969167122226281e-08,0.0,0.0
1887,4.961982824625011e-08,6.528924623161458e-10,0.0
1888,4.438430423192585e-08,1.268122939990235e-09,0.0
1889,5.5133202891965993e-08,6.265136742733546e-10,0.0
1890,5.3745967676377404e-08,3.9326319978272295e-09,0.0
1891,3.378336543846672e-08,1.9122659011827636e-09,1.2748440081367107e-09
1892,3.2596265242545996e-08,6.268512375839919e-10,6.268512375839919e-10
1893,3.510297474917934e-08,1.2316833108982905e-09,0.0
1894,3.465846631911518e-08,0.0,0.0
1895,3.189865793729041e-08,3.0093072478365457e-09,0.0
1896,2.1229304536518612e-08,0.0,0.0
1897,2.2141511735185304e-08,0.0,0.0
1898,1.6975064909274806e-08,0.0,0.0
1899,4.145683618617113e-08,0.0,0.0
1900,4.464305547458025e-08,5.191053142894475e-10,0.0
1901,3.24146860464225e-08,0.0,0.0
1902,1.5221880644844532e-08,9.820567692386817e-10,0.0
1903,1.9440793863623185e-08,0.0,0.0
1904,2.1498500757388683e-08,1.6123875568041512e-09,0.0
1905,1.8062657147766004e-08,0.0,0.0
1906,3.961022088105892e-08,5.144184522798412e-10,0.0
1907,1.2342823652033985e-08,0.0,0.0
1908,2.9959473124563374e-08,0.0,1.964555629285769e-09
1909,2.0353638774395222e-08,5.500983557560346e-10,2.2003934230241384e-09
1910,2.5651923252212327e-08,0.0,0.0
1911,2.3409645777405785e-08,0.0,2.128149656499545e-09
1912,3.021464323182954e-08,5.209421227725386e-10,0.0
1913,2.4393752795504042e-08,1.060597942803554e-09,0.0
1914,2.1429579888376793e-08,0.0,1.3393487430235496e-09
1915,1.8849219074468238e-08,0.0,0.0
1916,2.5271162940043723e-08,0.0,0.0
1917,2.52227767560953e-08,0.0,0.0
1918,3.101321510712296e-08,2.2972752589112133e-09,0.0
1919,4.4197673076951105e-08,9.207848372660976e-10,0.0
1920,1.590168707821249e-08,7.572231730534895e-10,0.0
1921,1.741731914250977e-08,0.0,0.0
1922,1.8444838545406128e-08,0.0,0.0
1923,5.201814445854325e-08,0.0,1.0615948120573648e-09
1924,2.707241186783449e-08,0.0,0.0
1925,3.299453510408057e-08,1.0998177923937646e-09,0.0
1926,3.1209186346359274e-08,5.57306911730393e-09,3.343841648018042e-09
1927,3.1217830098739796e-08,1.1149224876660924e-09,3.3447675740205796e-09
1928,2.170947865920425e-08,0.0,0.0
1929,3.0079096546842266e-08,2.2280812750352652e-09,0.0
1930,1.2604324695075775e-08,0.0,0.0
1931,1.596749932275543e-08,0.0,0.0
1932,1.8631212128639163e-08,1.0959536611565568e-09,0.0
1933,2.064719240024715e-08,0.0,0.0
1934,2.2765002327673756e-08,0.0,0.0
1935,2.393656828303392e-08,0.0,1.196828414151696e-09
1936,1.091224355320719e-08,0.0,2.424942913137329e-09
1937,6.295559185076627e-09,0.0,0.0
1938,2.463390735840676e-08,1.2965214457594243e-09,0.0
1939,2.2941076593951948e-08,0.0,0.0
1940,0.0,0.0,0.0
1941,5.60785480274717e-08,0.0,0.0
1942,3.034211770724937e-09,0.0,0.0
1943,2.9032351633873077e-08,0.0,0.0
1944,2.2492303131116387e-08,0.0,0.0
1945,2.6142048525912287e-08,0.0,2.178504043826024e-09
1946,2.7842208538686464e-08,0.0,0.0
1947,2.9802176726434482e-08,0.0,0.0
1948,2.6092530802657166e-08,0.0,0.0
1949,1.8652315247891238e-08,0.0,0.0
1950,1.914365022059883e-08,0.0,0.0
1951,2.1322803078760444e-08,0.0,0.0
1952,3.057992969957013e-08,1.0544803918932644e-09,0.0
1953,2.8011951869189033e-08,0.0,0.0
1954,3.9090146231046674e-08,0.0,0.0
1955,1.407841132561316e-08,0.0,0.0
1956,1.3081712602058815e-08,0.0,0.0
1957,2.8272120644601273e-08,0.0,0.0
1958,2.3989505493204888e-08,0.0,0.0
1959,2.1702094343822864e-08,0.0,0.0
1960,3.3220000972278285e-08,0.0,0.0
1961,1.737039845295385e-08,6.948159270159238e-10,0.0
1962,2.8538803320543593e-08,0.0,0.0
1963,2.7157422977097667e-08,0.0,0.0
1964,2.494427064902993e-08,0.0,0.0
1965,1.586892572902343e-08,4.377634699181954e-09,0.0
1966,2.437192847537517e-08,5.539074754423723e-10,0.0
1967,2.8102911997507363e-08,0.0,9.860671168482327e-10
1968,4.311759127517689e-08,8.982831700699023e-10,4.4914158503495116e-10
1969,3.133812853661766e-08,0.0,0.0
1970,2.0694262303777577e-08,9.197450023812337e-10,0.0
1971,2.8775026805760717e-08,0.0,0.0
1972,2.3085661382538092e-08,0.0,0.0
1973,1.8193572870472963e-08,5.513203782392395e-10,0.0
1974,2.306484425673716e-08,0.0,0.0
1975,1.7134439644905797e-08,0.0,5.711480177694739e-10
1976,1.9997344224975677e-08,0.0,0.0
1977,1.23412418062685e-08,5.876781838942691e-10,0.0
1978,1.841583241457556e-08,0.0,0.0
1979,1.462993370893173e-08,2.925986564150662e-09,1.1703946700691858e-09
1980,1.2507331170752423e-08,5.685150683554241e-10,0.0
1981,1.0753434587229549e-08,0.0,0.0
1982,1.4898005495922462e-08,0.0,1.2415004579935385e-09
1983,1.326216381158929e-08,6.315316047889041e-10,0.0
1984,1.1018116197192285e-08,0.0,0.0
1985,1.0828004270990732e-08,6.015558051686298e-10,0.0
1986,1.3787316177626963e-08,2.3977941854269602e-09,0.0
1987,1.4054879038383206e-08,0.0,0.0
1988,1.139345240375178e-08,0.0,0.0
1989,9.878619700032232e-09,1.0976244357863152e-09,0.0
1990,7.628111475810329e-09,0.0,1.089730194969718e-09
1991,1.52398094144246e-08,0.0,0.0
1992,1.597883780846132e-08,0.0,0.0
1993,1.2186256448387667e-08,0.0,5.539207426075166e-10
1994,1.8989736005892155e-08,1.0549853213248639e-09,5.274926606624319e-10
1995,1.0302656505700725e-08,0.0,0.0
1996,9.60856638698715e-09,0.0,0.0
1997,1.3425704992187093e-08,0.0,9.58978896292706e-10
1998,1.144351013948608e-08,4.768129224785866e-10,1.43043876743576e-09
1999,1.690974471557638e-08,4.570201161957499e-10,0.0
2000,1.1486881668076876e-08,0.0,0.0
2001,1.7524847351069184e-08,0.0,0.0
2002,1.6648641576466616e-08,4.38122149670761e-10,0.0
2003,1.2500768420409258e-08,0.0,0.0
2004,1.4095332012686868e-08,4.404791253964646e-10,0.0
2005,1.5763124139311913e-08,0.0,0.0
2006,1.0294725072412803e-08,8.235779835885637e-10,0.0
2007,1.4779574009082808e-08,0.0,0.0
2008,1.4049550856043425e-08,0.0,4.257439678578834e-10
2009,1.7165493915172192e-08,0.0,9.53638501499654e-10
2010,2.3618964561933353e-08,0.0,0.0
2011,1.1471915861704929e-08,0.0,0.0
2012,1.7702113552786614e-08,0.0,3.404252713057332e-10
2013,1.6734750474256543e-08,0.0,5.578250084070646e-10
2014,2.295371892557796e-08,0.0,0.0
2015,2.7042219130635203e-08,0.0,2.2165753954528356e-10
2016,3.04486995617026e-08,0.0,1.0356699942093428e-09
2017,3.069045817483129e-08,0.0,2.515611330355938e-10
2018,1.884470712809616e-08,0.0,2.5814667070633845e-10
2019,2.5509876877549686e-08,0.0,2.55098775436835e-10
