year,en_PRON ôte_VERB,en_PRON ote_VERB,en_PRON saute_VERB
1859,7.587338046732839e-08,5.092173349652285e-10,7.129042689513199e-09
1860,1.3640007523463282e-07,1.8308735638683515e-09,1.2816115280145368e-08
1861,1.2402985305470793e-07,9.431927461278633e-10,4.715963619617014e-09
1862,1.5135253761400236e-07,2.2589932147099034e-09,1.400575744270327e-08
1863,9.339940731933893e-08,4.994620828036034e-10,4.994620717013731e-09
1864,9.445614068681607e-08,2.3973640850272204e-09,8.151037178549814e-09
1865,1.1343495032178907e-07,4.706844358715045e-10,1.7415324293779122e-08
1866,1.0217787149713331e-07,2.432806400776144e-09,5.352174259343201e-09
1867,1.1209994710270621e-07,9.7056229719783e-10,2.038180824115443e-08
1868,1.1411108857828367e-07,2.4699371437009177e-09,8.89177353968762e-09
1869,8.83916939642404e-08,3.4184632902167778e-09,8.30198221279943e-09
1870,9.919904186972417e-08,1.7202146374017957e-09,5.160643912205387e-09
1871,6.691341525311145e-08,2.1242354542039266e-09,2.7615060460561835e-08
1872,7.740594298866199e-08,1.8142017887967654e-09,6.047339518033823e-09
1873,8.38040605799506e-08,5.986004469882289e-10,1.0176207432266438e-08
1874,8.48394492436455e-08,5.974609140757536e-10,1.3741600746186577e-08
1875,6.40811066432434e-08,2.2886108563824337e-09,1.7736734747586524e-08
1876,1.3784914187908726e-07,1.209202959984168e-09,1.1487427897804992e-08
1877,9.091679231687522e-08,1.2369631985365004e-09,2.040989244278535e-08
1878,6.944951991272319e-08,6.039088673581716e-10,1.1474268646338714e-08
1879,8.61414832797891e-08,2.443730107160036e-09,5.498392852132383e-09
1880,6.802917340564818e-08,6.417846254436199e-10,1.0910338410496934e-08
1881,7.251407652120179e-08,6.972507571312292e-10,2.5798277292210514e-08
1882,6.588831524823036e-08,6.655385131892899e-10,5.989846840748214e-09
1883,7.520013411976834e-08,6.319338941018771e-10,1.516641390253426e-08
1884,5.149323811792783e-08,0.0,2.0465261485469455e-08
1885,4.834226885463977e-08,1.2891271383708158e-09,7.7347630522695e-09
1886,7.615087582735214e-08,0.0,1.0325542199041138e-08
1887,4.0479331886444925e-08,1.3057849246322917e-09,6.528924512139156e-09
1888,5.326116436776829e-08,1.268122939990235e-09,1.775372027168487e-08
1889,5.200063668553412e-08,0.0,1.0650732740202784e-08
1890,4.3258950199742685e-08,6.554386478008212e-10,1.0487018364813139e-08
1891,4.3344694944380535e-08,1.9122659011827636e-09,7.0116419337296065e-09
1892,5.8924015888806025e-08,1.2537024751679837e-09,1.191017329205124e-08
1893,3.0176241949675386e-08,0.0,9.853466487186324e-09
1894,5.5453547531669756e-08,1.2603078580752936e-09,1.3233232287745977e-08
1895,3.5509824414248214e-08,6.018614495673091e-10,9.027921521465032e-09
1896,3.715128116255073e-08,0.0,7.076434549446731e-09
1897,5.710179351581246e-08,1.7480140668268973e-09,5.2440420894583895e-09
1898,4.809601605870739e-08,1.6975064687230201e-09,2.8291773368493978e-09
1899,4.698441813388854e-08,2.2110313580014918e-09,2.7637891975018647e-09
1900,3.7894686499839736e-08,5.191053142894475e-10,3.114631885736685e-09
1901,4.918090112937534e-08,1.1177477832191585e-09,5.58873880507349e-09
1902,2.4060391012881155e-08,0.0,6.874397495693074e-09
1903,4.104167317109386e-08,0.0,2.1600881083827517e-09
1904,3.2247751136083025e-08,5.374625189347171e-10,8.061937784020756e-09
1905,4.231822359201942e-08,1.5482277682110634e-09,1.0321518084666081e-09
1906,3.137952475640304e-08,0.0,6.6874399351490865e-09
1907,3.394276504309346e-08,5.142843373384665e-10,6.685696440911215e-09
1908,4.665819730576004e-08,9.822778146428846e-10,1.080505640516094e-08
1909,3.025541062129378e-08,1.1001967115120692e-09,1.0451868703853506e-08
1910,4.382203400155049e-08,1.068830135508847e-09,9.085056262847502e-09
1911,5.2671705219609066e-08,0.0,1.1704822888702893e-08
1912,4.948950049765699e-08,0.0,1.2502610502451716e-08
1913,3.6590627416899224e-08,5.30298971401777e-10,6.893886794756554e-09
1914,4.218948390644073e-08,0.0,1.0045115850232378e-08
1915,1.767114277129167e-08,0.0,2.3561523843085297e-09
1916,5.273981784625903e-08,0.0,4.394984820521586e-09
1917,2.631941953268324e-08,0.0,5.483212106582869e-09
1918,3.2161853624756986e-08,0.0,1.033773866510046e-08
1919,4.6960025201769895e-08,0.0,1.4732557396257562e-08
1920,3.028892692213958e-08,1.514446346106979e-09,1.817335615328375e-08
1921,3.180553775905537e-08,7.572747429129834e-10,3.0290989716519334e-09
1922,2.87739485571592e-08,0.0,9.591316185719734e-09
1923,2.7601466001669905e-08,0.0,2.1231896241147297e-09
1924,4.383152329978657e-08,0.0,2.707241186783449e-08
1925,4.2892892793133797e-08,0.0,9.898360353588487e-09
1926,3.343841470382358e-08,1.1146138456652466e-09,1.3375366592072169e-08
1927,5.2401357919507063e-08,0.0,1.2264147031260109e-08
1928,2.9707706517001498e-08,0.0,1.2568645679778001e-08
1929,3.230717737778832e-08,0.0,6.684243825105796e-09
1930,5.04172987803031e-08,0.0,1.6805765667982087e-08
1931,2.8513390759599133e-08,0.0,4.5621426636444085e-09
1932,3.287861005674131e-08,1.0959536611565568e-09,1.3151444377967891e-08
1933,2.982372038218273e-08,0.0,5.735331320977366e-09
1934,1.677421224144382e-08,0.0,1.0783422155213884e-08
1935,2.992070946561398e-08,0.0,1.0771455727365264e-08
1936,2.5461901032031165e-08,0.0,1.2124714565686645e-08
1937,2.895957251780601e-08,0.0,3.777335333410292e-09
1938,3.3709557811789637e-08,0.0,2.5930428915188486e-09
1939,3.211750509990452e-08,0.0,1.070583532936098e-08
1940,2.028626333583361e-08,0.0,1.0143131667916805e-08
1941,6.198155233505531e-08,0.0,8.854508237732261e-09
1942,3.6410540360520827e-08,0.0,6.068423541449874e-09
1943,3.774205836748479e-08,0.0,8.709705845433291e-09
1944,2.2492303131116387e-08,0.0,9.639558484764166e-09
1945,2.3963544037997053e-08,0.0,1.9606536838523425e-08
1946,2.7842208538686464e-08,0.0,1.2528993842408909e-08
1947,3.9338875268413176e-08,0.0,1.549713246618012e-08
1948,4.4574740343250596e-08,1.0871887834440486e-09,9.784699273041042e-09
1949,5.2030145525350235e-08,0.0,1.1780409536754632e-08
1950,4.0414374069541736e-08,0.0,7.444753258312176e-09
1951,5.117473023119601e-08,0.0,1.1727541604500402e-08
1952,2.2144087452602434e-08,0.0,1.2653764258629963e-08
1953,4.417269394707546e-08,2.1547654771580937e-09,1.1851209791302608e-08
1954,4.788542540268281e-08,9.772536113672459e-10,3.9090144454689835e-09
1955,3.0972504561077585e-08,0.0,9.385607846468247e-09
1956,3.1396108823855684e-08,0.0,8.72114114258693e-09
1957,3.003912851795576e-08,0.0,8.835037590415595e-09
1958,2.1507833736222892e-08,0.0,8.272243334772611e-09
1959,3.5653439312000046e-08,7.750747821333448e-10,6.975672928177801e-09
1960,3.5988332314218496e-08,0.0,6.920833239831836e-09
1961,2.91822690456911e-08,0.0,1.042223907177231e-08
1962,6.532214769094935e-08,0.0,3.805173953708163e-09
1963,4.332255798544793e-08,6.466053248388448e-10,7.759263453976928e-09
1964,5.2322128851756133e-08,0.0,7.909158661334459e-09
1965,5.7456453816939757e-08,2.188817349590977e-09,8.20806533852192e-09
1966,3.711179985543822e-08,0.0,8.308612464702492e-09
1967,5.324762497593838e-08,9.860671168482327e-10,6.902469706915326e-09
1968,4.177016776907294e-08,0.0,1.122853987567396e-08
1969,3.951329219376021e-08,4.5417578031781147e-10,2.7250546263957176e-09
1970,4.8746485958872654e-08,0.0,1.1496812390987543e-08
1971,4.3162540208641076e-08,2.0553589941130213e-09,6.679916619845017e-09
1972,3.33459553303328e-08,1.0260293725750103e-09,9.747279428040656e-09
1973,2.3706776985932265e-08,5.513203782392395e-10,6.064523994098181e-09
1974,1.6314157136321228e-08,5.625571675160757e-10,8.438357568252286e-09
1975,2.5701661243715535e-08,0.0,2.2845920710778955e-09
1976,2.3425460682346966e-08,1.142705374768127e-09,7.427584769459372e-09
1977,2.3507126911681553e-08,5.876781838942691e-10,3.526069214387917e-09
1978,2.613860239364385e-08,0.0,8.316828115084718e-09
1979,3.5111838769807946e-08,1.1703946700691858e-09,5.851973128301324e-09
1980,1.591842213599648e-08,0.0,7.95921106799824e-09
1981,2.0241758491579276e-08,1.2651099057237047e-09,6.325549417596221e-09
1982,2.7313010519947056e-08,6.207502289967692e-10,8.690503427999374e-09
1983,2.462973291983417e-08,0.0,1.0736036948344463e-08
1984,3.943325666000419e-08,0.0,6.958810416790584e-09
1985,1.804667348892508e-08,0.0,4.812446441349039e-09
1986,2.2779044428489215e-08,0.0,5.395036861699509e-09
1987,2.810975807676641e-08,1.8332451112712533e-09,1.2221633483022742e-08
1988,2.818380373525997e-08,0.0,8.395175221664886e-09
1989,1.5366742545097622e-08,5.488122178931576e-10,9.329808037250586e-09
1990,2.7788120249283565e-08,0.0,7.083246433836621e-09
1991,2.1687421636329418e-08,0.0,7.033758464558559e-09
1992,2.1488782309120324e-08,0.0,6.060938417817852e-09
1993,3.988229480000882e-08,5.539207426075166e-10,9.970573700002205e-09
1994,2.0572214154412904e-08,0.0,7.384897138251745e-09
1995,2.548551947256783e-08,0.0,8.133675954979935e-09
1996,2.5089033073300016e-08,0.0,6.4057106285986265e-09
1997,3.116681313031222e-08,0.0,4.315404922294874e-09
1998,2.6701524546979272e-08,9.536258449571733e-10,5.72175506974304e-09
1999,3.062034892309384e-08,0.0,9.140402212892695e-09
2000,2.5182780305499364e-08,0.0,9.277866475088103e-09
2001,3.329720854594598e-08,0.0,4.381211837767296e-09
2002,3.1106672793157486e-08,0.0,8.324320788233308e-09
2003,2.1251306492331423e-08,4.1669229178253886e-10,8.333845613606172e-09
2004,2.422635247967264e-08,0.0,3.523833003171717e-09
2005,2.8373621674404603e-08,1.3511248786457486e-09,2.702249757291497e-09
2006,2.3471972809829822e-08,4.1178899179428186e-10,4.941467679486777e-09
2007,2.9559148018165615e-08,7.988958938831558e-10,3.1955835755326234e-09
2008,2.7247613942904536e-08,1.2772318758180745e-09,3.8316958494988285e-09
2009,2.4317781566196572e-08,0.0,1.0966842545201416e-08
2010,2.3146585093059002e-08,0.0,1.369900015646408e-08
2011,2.6767803973370974e-08,0.0,6.118355155848576e-09
2012,2.791487219155897e-08,0.0,6.808505315092361e-09
2013,2.5938863501551168e-08,0.0,8.08846234434668e-09
2014,2.7068065122648477e-08,0.0,1.0394137106572998e-08
2015,4.521813679048137e-08,2.2165753954528356e-10,6.428068743957738e-09
2016,4.1219667679115446e-08,0.0,1.2220906064897008e-08
2017,2.264050280587071e-08,0.0,7.54683426862357e-09
2018,3.3559068413069326e-08,0.0,7.486253394972664e-09
2019,4.5662680747682316e-08,0.0,9.94885240857002e-09
