year,en_PRON aurais_VERB,en_PRON saurai_VERB
1884,1.062873202783976e-07,2.3105940272216685e-08
1885,1.0055191890234738e-07,3.3517306263775026e-08
1886,1.0841819375606576e-07,7.098810428374236e-09
1887,1.2600824650377263e-07,2.0892558794116667e-08
1888,1.3885945771008323e-07,1.5851536971922542e-08
1889,1.4284512284135076e-07,1.1277245803853475e-08
1890,1.0159299385081866e-07,2.1629475099871343e-08
1891,9.497587916129646e-08,1.4023283867459213e-08
1892,7.835640292164214e-08,4.387958441043338e-09
1893,1.0407723771699295e-07,1.2932674486876294e-08
1894,9.70437046277084e-08,1.2603078580752936e-08
1895,9.870527439836962e-08,1.5648398132839247e-08
1896,9.140395129669798e-08,2.7126333179694484e-08
1897,9.147940360776374e-08,1.6897470089816125e-08
1898,8.883617064192606e-08,1.584339415217073e-08
1899,1.0226019853121215e-07,9.39688327150634e-09
1900,1.0797390270766982e-07,1.764958135197503e-08
1901,7.377135347041985e-08,6.706486921359556e-09
1902,8.396585426950764e-08,9.329538919189417e-09
1903,9.234376374678277e-08,1.5120615870500842e-08
1904,9.083116303543193e-08,1.0211787859759625e-08
1905,1.2489036615992433e-07,7.741138396966107e-09
1906,9.053764615796212e-08,1.6975809202790515e-08
1907,9.411403389947282e-08,1.2857108266928208e-08
1908,9.0860697188333e-08,2.3083527977973972e-08
1909,9.846760562481904e-08,6.60118004702781e-09
1910,1.0260769300884931e-07,1.4963621453034648e-08
1911,1.0374729453310749e-07,1.276889793899727e-08
1912,1.2502610746700782e-07,2.2921453179947093e-08
1913,1.092415855552531e-07,2.3863453435524207e-08
1914,1.0446920128970305e-07,2.0759905794420774e-08
1915,8.835571119192309e-08,4.712304768617059e-09
1916,8.460345513050527e-08,1.3184954461564757e-08
1917,7.566832993521899e-08,4.386569774084137e-09
1918,8.38505478384377e-08,1.8378202071289707e-08
1919,7.642514421313251e-08,1.8415696745321952e-09
1920,1.0601124778020221e-07,1.4387239843927091e-08
1921,1.4918311963540987e-07,1.2116395886607734e-08
1922,1.2321152587091433e-07,1.549366501762961e-08
1923,1.2102181434769932e-07,1.1677542488541803e-08
1924,1.482536822194902e-07,9.02413699321869e-09
1925,1.2427940809800475e-07,2.0896537833436923e-08
1926,1.237221338712402e-07,2.452150482668003e-08
1927,1.482846965217277e-07,2.5643217327342427e-08
1928,1.0169176956065229e-07,1.4853853258500749e-08
1929,1.3925508657308683e-07,1.6710609784809094e-08
1930,1.239425220234125e-07,1.2604324695075775e-08
1931,7.983749572559873e-08,4.5621426636444085e-09
1932,8.329247525029615e-08,7.6716757391182e-09
1933,8.373583071374924e-08,1.261772819560747e-08
1934,1.2460842846451214e-07,1.677421224144382e-08
1935,9.574627490849252e-08,1.9149254626427137e-08
1936,7.274828917047671e-08,0.0
1937,5.5400918963499635e-08,1.0072894518486919e-08
1938,8.427389541765251e-08,1.5558256905023882e-08
1939,8.258786898807102e-08,1.6823456405745674e-08
1940,4.564409294971483e-08,5.0715658339584024e-09
1941,1.2986611785947844e-07,2.066051862925633e-08
1942,7.282108316353231e-08,1.8205270180260413e-08
1943,9.00002921078169e-08,1.7419411690866582e-08
1944,1.1567470181716999e-07,1.2852744646352221e-08
1945,1.1763922014296213e-07,1.3071024262956144e-08
1946,1.0719250109758605e-07,5.568441707737293e-09
1947,1.4424253480527227e-07,2.0265479960812627e-08
1948,1.0654450388614123e-07,1.3046265401328583e-08
1949,9.227987929349979e-08,1.570721330779179e-08
1950,6.48757056964655e-08,8.508289184305795e-09
1951,1.2367226376319707e-07,1.5992101864981123e-08
1952,9.068531703348981e-08,2.003512733494972e-08
1953,9.157753000366142e-08,8.619061908632375e-09
1954,1.2313395725271903e-07,1.07497895029951e-08
1955,8.728615208397628e-08,1.1262729415761896e-08
1956,8.721141808720745e-08,1.4825940475304833e-08
1957,9.806891565489195e-08,2.1204090927540165e-08
1958,1.2904699708826683e-07,2.2335056470978998e-08
1959,7.750748132195895e-08,9.300897829689347e-09
1960,1.0658083171577459e-07,9.689166802218097e-09
1961,1.2923576342416254e-07,1.528595028332802e-08
1962,1.1288682122412297e-07,2.72704117065814e-08
1963,8.017906383273044e-08,1.0992290633282664e-08
1964,1.2472134924834677e-07,1.6426714211092985e-08
1965,9.521355792685426e-08,1.8057743744748223e-08
1966,9.637990228128501e-08,1.273987226824147e-08
1967,1.0205794875872698e-07,1.3311906243984595e-08
1968,1.001585721027709e-07,9.431973424511852e-09
1969,6.858054124592172e-08,9.083515273289322e-09
1970,7.541909008423886e-08,1.1496812390987543e-08
1971,8.170051790656885e-08,1.5929032315398217e-08
1972,7.233507348658463e-08,1.2312352026810913e-08
1973,7.332560869599547e-08,1.8193572870472963e-08
1974,5.5693159861647246e-08,6.750686232237513e-09
1975,8.738564449828345e-08,7.996072248772634e-09
1976,6.74196174443864e-08,6.8562320265641574e-09
1977,5.641710476567141e-08,7.639816779203557e-09
1978,6.950492181800882e-08,6.534650598410963e-09
1979,5.500854882711792e-08,9.948355028654987e-09
1980,6.310517552954309e-08,6.253665585376211e-09
1981,5.6929944425299084e-08,6.958104314946922e-09
1982,6.08335231078172e-08,6.828252629986764e-09
1983,6.378469308288004e-08,6.315316269933646e-09
1984,6.320919365698785e-08,5.219107812592938e-09
1985,5.5343134963692364e-08,5.414002135495366e-09
1986,7.313271987996472e-08,7.1933827783254856e-09
1987,5.6219513488997563e-08,1.2221633483022742e-08
1988,5.936588420851763e-08,3.597932174415064e-09
1989,7.408964863842016e-08,8.232182935330457e-09
1990,5.6665970582514547e-08,9.262707045820662e-09
1991,7.561289905311241e-08,7.033758464558559e-09
1992,7.052728356882199e-08,8.264915862810085e-09
1993,6.536264685053084e-08,1.1632335983335906e-08
1994,5.960666937809833e-08,8.439882570598911e-09
1995,7.699880288924987e-08,4.880205572987961e-09
1996,6.085425230395458e-08,4.270473752399084e-09
1997,5.274383951814343e-08,2.3974471297094624e-09
1998,6.246249206753873e-08,6.198567881199324e-09
1999,6.718195422195095e-08,7.312321859131998e-09
2000,5.345817966073696e-08,5.3016377954406835e-09
2001,7.75474511272023e-08,1.270551397425379e-08
2002,6.615644787544284e-08,1.0076809608960957e-08
2003,6.0837075821496e-08,7.91715315529018e-09
2004,8.325055578239926e-08,6.166707589017051e-09
2005,5.989986906485001e-08,8.557123898356167e-09
2006,7.247485900307993e-08,7.412201963319376e-09
2007,8.348462321450256e-08,1.078509459517818e-08
2008,9.025771863235832e-08,5.5346713878634546e-09
2009,9.441021120437654e-08,1.2397300963584712e-08
2010,1.143157888350288e-07,1.322662068758973e-08
2011,1.3077984029052914e-07,1.0707121411712706e-08
2012,1.8757432762583903e-07,1.0212757750593937e-08
2013,1.9189180910927917e-07,2.2870825233667347e-08
2014,2.2802137777944154e-07,1.797319448826329e-08
2015,2.2476075045574362e-07,2.2830725754374726e-08
2016,2.3261148562880862e-07,2.050626690675017e-08
2017,1.9571456100209161e-07,1.6099912514278003e-08
2018,2.1916652492848243e-07,1.4198066722315161e-08
2019,2.168339605645997e-07,1.0714148679369373e-08
