year,en_ADP ailes_NOUN,en_ADP selles_NOUN
1850,8.418355434969271e-08,1.1541293254424545e-08
1851,6.384944128967618e-08,0.0
1852,1.7513367822630244e-07,1.4974254725075298e-08
1853,1.1107793085329831e-07,2.20961471342207e-08
1854,5.975014261139222e-08,4.1565314745639625e-08
1855,9.021793090369101e-08,9.552486801567284e-09
1856,7.403380664072756e-08,6.212626857404757e-09
1857,8.64027143165913e-08,1.4644527368545823e-08
1858,5.627727261980908e-08,2.936205500958522e-09
1859,6.670747154657874e-08,1.476730293603623e-08
1860,8.467790024724309e-08,2.1512764902809067e-08
1861,6.272231445336729e-08,6.6023493339173456e-09
1862,6.46072066956549e-08,4.517986429419807e-09
1863,7.841554605647616e-08,1.6482248454963155e-08
1864,8.822299690791624e-08,3.835782358407869e-09
1865,7.530950796308389e-08,6.118897832863013e-09
1866,5.93604774223877e-08,1.6543083347642096e-08
1867,9.851207494193659e-08,2.620518202434141e-08
1868,7.16281718382561e-08,3.309715523869272e-08
1869,6.788091866383184e-08,8.790334682373668e-09
1870,9.346499751927695e-08,1.1468097582678638e-09
1871,9.240424247991541e-08,5.3105884134652115e-09
1872,5.624025689598966e-08,1.269941218851045e-08
1873,1.2091729217900138e-07,6.584604861359367e-09
1874,9.081406204813902e-08,1.3144139998644278e-08
1875,1.0813685946686746e-07,1.3159512590732447e-08
1876,1.0580525611203484e-07,8.464420275799966e-09
1877,6.741449709579683e-08,0.0
1878,5.072834596830944e-08,6.039088784604019e-09
1879,7.331190232662266e-08,9.774920428640144e-09
1880,1.0396910710142038e-07,1.9253538763308597e-09
1881,7.181682804002776e-08,1.2550513517339823e-08
1882,8.984770261122321e-08,6.655385131892899e-10
1883,8.467914369703067e-08,8.847074184359371e-09
1884,1.0694748908690599e-07,3.9610181801208455e-09
1885,1.0313016929330843e-07,3.480643329112354e-08
1886,1.206797719532915e-07,3.872078213618124e-09
1887,1.0185122079064968e-07,1.4363633837888301e-08
1888,1.0525420179874345e-07,3.804368819970705e-09
1889,9.397705014180247e-08,1.0024218788373673e-08
1890,8.651790039948537e-08,9.176140736144589e-09
1891,7.01164211136529e-08,5.736798147637501e-09
1892,1.0280360385195308e-07,1.8805537127519756e-09
1893,1.1947328459882556e-07,5.542574843531156e-09
1894,1.5690832810832944e-07,2.520615716150587e-08
1895,1.3842813473274873e-07,1.1435367319734269e-08
1896,1.0909503345146732e-07,3.007484750128242e-08
1897,1.4974654050092795e-07,4.661370844871726e-09
1898,8.261198303216588e-08,2.8291773368493978e-09
1899,5.417026827103655e-08,1.6582735185011188e-09
1900,8.66905907059845e-08,3.633737311048435e-09
1901,7.824234415920728e-08,1.676621730339889e-09
1902,1.0508007619591808e-07,3.437198747846537e-09
1903,8.262337303222012e-08,8.100330184390714e-09
1904,7.255744094436523e-08,2.6873125946735854e-09
1905,1.0063480004873782e-07,3.096455536422127e-09
1906,8.076369795162464e-08,7.201858220895474e-09
1907,1.1262827115388063e-07,4.6285588695127444e-09
1908,8.152905905944863e-08,5.893666887857307e-09
1909,1.0176819387197611e-07,2.2003934230241384e-09
1910,1.0902067515417002e-07,3.206490406526541e-09
1911,6.118430206925041e-08,6.916486494645824e-09
1912,8.335074141996301e-08,4.688478938419394e-09
1913,7.901454779357664e-08,1.2727175757731857e-08
1914,8.571831955350717e-08,3.3483718020477227e-09
1915,1.1309531089409575e-07,1.1780761921542648e-09
1916,1.1097336738430386e-07,8.789969641043172e-09
1917,9.211796481167767e-08,4.386569774084137e-09
1918,9.418828739171659e-08,3.44591288836682e-09
1919,7.550436009751138e-08,7.366278698128781e-09
1920,7.799398815677705e-08,1.0601124422748853e-08
1921,5.9067428281878165e-08,1.060184651180407e-08
1922,9.22241909506738e-08,8.853522359686394e-09
1923,8.811237250938575e-08,1.0615948120573648e-09
1924,7.86389122708897e-08,7.734974438733389e-09
1925,7.808706214973427e-08,7.698724324711748e-09
1926,1.1480522488227507e-07,2.229227691330493e-09
1927,8.473411128306907e-08,4.4596899506643695e-09
1928,8.798051709391075e-08,1.1426041224282812e-09
1929,8.912324744869693e-08,4.4561625500705304e-09
1930,9.033099246380516e-08,8.402882833991043e-09
1931,1.2203732069338002e-07,3.4216069977333063e-09
1932,8.87722464426588e-08,5.4797681947604815e-09
1933,9.061822936473618e-08,5.735331320977366e-09
1934,9.824896096688462e-08,1.0783422155213884e-08
1935,1.0891138657598276e-07,1.6755597798123745e-08
1936,7.1535815493462e-08,7.274828739411987e-09
1937,8.310137644684801e-08,5.0364472592434595e-09
1938,7.649476430060531e-08,2.5930428915188486e-09
1939,1.1470537941704606e-07,0.0
1940,1.6736167651743017e-07,1.0143131667916805e-08
1941,1.0625409174735978e-07,0.0
1942,1.061974117533282e-07,3.3376331032286544e-08
1943,8.709705667797607e-08,5.806470415592457e-09
1944,1.124615138792251e-07,1.2852744646352221e-08
1945,8.496165548876888e-08,0.0
1946,8.07424029858339e-08,1.3921104269343232e-09
1947,9.417487945029279e-08,2.3841741914054637e-09
1948,1.2611390332040173e-07,5.435944139264848e-09
1949,7.362756093698408e-08,3.9268033269479474e-09
1950,7.232046073113452e-08,0.0
1951,9.595261474260042e-08,1.0661401761424827e-09
1952,1.0439355691005403e-07,4.2179215675730575e-09
1953,8.942276963352924e-08,7.54167928107563e-09
1954,8.502106396690579e-08,8.795282724349818e-09
1955,8.91632723210023e-08,3.754243138587299e-09
1956,8.023449993288523e-08,0.0
1957,1.0513694803648832e-07,1.1485549400447326e-08
1958,8.851300492551673e-08,8.272243445794913e-10
1959,7.673240531858028e-08,6.200598257066758e-09
1960,9.412333668024075e-08,2.7683333403416555e-09
1961,8.893643865803824e-08,2.779263708063695e-09
1962,8.688480335194981e-08,2.5367825617905737e-09
1963,7.241979460559378e-08,5.819448034571906e-09
1964,6.38816644027429e-08,0.0
1965,1.1710172742596114e-07,1.0944086747954884e-09
1966,7.090015685662365e-08,1.6617224263271169e-09
1967,1.0255097748768094e-07,4.930335695263466e-09
1968,8.354033553814588e-08,2.245707841908029e-09
1969,7.175977145834622e-08,4.087581828571274e-09
1970,7.265985857429769e-08,1.8394900047624674e-09
1971,7.656212375195537e-08,2.0553589941130213e-09
1972,7.951727809540898e-08,3.5911027485013847e-09
1973,6.340184199871146e-08,1.6539611902288698e-09
1974,4.387946006545462e-08,0.0
1975,8.681449514824635e-08,3.998036124386317e-09
1976,5.656391621755574e-08,2.285410749536254e-09
1977,6.581995393162288e-08,2.3507127355770763e-09
1978,5.8811853165252614e-08,1.7821774056514528e-09
1979,6.437170441131457e-08,1.7555920051037788e-09
1980,7.504399235358505e-08,4.548120546843393e-09
1981,6.958104137311238e-08,0.0
1982,6.393727147724348e-08,6.2075020679230875e-09
1983,8.525676520321213e-08,1.2630632095778083e-09
1984,7.364740639559386e-08,5.799008495621649e-10
1985,8.181159216746892e-08,1.2031116103372597e-09
1986,6.773768745915731e-08,5.994485463567401e-10
1987,6.171924837872211e-08,2.4443267410134695e-09
1988,6.056519197272792e-08,2.398621523624911e-09
1989,7.408964819433095e-08,9.329808037250586e-09
1990,6.865300150593612e-08,2.179460389939436e-09
1991,7.67851915384199e-08,2.344586080837985e-09
1992,6.06093877308922e-08,2.2039776670368383e-09
1993,5.760775678709251e-08,5.539207315052863e-09
1994,5.960666982218754e-08,1.4242301560329906e-08
1995,5.476675468685244e-08,2.7112254663563817e-09
1996,4.750901894112758e-08,3.736664311304594e-09
1997,6.041567246484192e-08,2.876936688878118e-09
1998,7.438281812710557e-08,1.43043876743576e-09
1999,6.078367675854679e-08,3.1991407301035224e-09
2000,6.892128823210442e-08,1.3254094488601709e-09
2001,6.966126875340706e-08,5.257454027685071e-09
2002,5.301277994362863e-08,2.1906108038649563e-09
2003,5.75035379313249e-08,3.7502307925763034e-09
2004,8.104815663045883e-08,1.3214374039449694e-09
2005,6.845699118684934e-08,2.702249757291497e-09
2006,6.218013481884554e-08,2.4707338397433887e-09
2007,5.0330442036283785e-08,3.595031605740928e-09
2008,5.704969296971285e-08,4.6831836186811415e-09
2009,6.103286409597786e-08,1.907277002999308e-09
2010,7.227403386877995e-08,2.3618964561933353e-09
2011,7.533224533062821e-08,3.823971805871906e-09
2012,9.123397148869117e-08,1.7021263287730903e-09
2013,7.80955033974351e-08,1.9523875849358774e-09
2014,7.600712592648051e-08,3.031623174720721e-09
2015,7.226035592111657e-08,6.64972610309178e-09
2016,8.078226443331005e-08,5.59261792432153e-09
2017,5.509188838459522e-08,2.264050280587071e-09
2018,5.627597587931632e-08,4.130346731301415e-09
2019,5.255034807305492e-08,3.06118530524202e-09
