year,en_ADP eaux_NOUN,en_ADP sots_NOUN
1856,1.7602443536102186e-07,8.28350277259915e-09
1857,1.7768692828212806e-07,8.298565390418844e-09
1858,1.1842696068242731e-07,1.7127865348243176e-08
1859,2.1896344959415615e-07,9.165912473463322e-09
1860,2.2657060874675672e-07,4.57718396518203e-09
1861,2.0090005414807877e-07,1.1789909493131745e-08
1862,2.177669320979625e-07,4.5179864571753825e-09
1863,2.062778469147375e-07,7.991393324857654e-09
1864,2.1624223289773425e-07,9.589455896019672e-09
1865,1.8968582082834473e-07,1.4120533187167439e-08
1866,1.965707678852624e-07,9.244664367358268e-09
1867,2.406994568104892e-07,4.85281148598915e-09
1868,2.7317504580626206e-07,4.939874287401835e-09
1869,1.982708842662717e-07,1.0255390314739543e-08
1870,2.339491849134845e-07,1.3188312664169644e-08
1871,1.561313054398994e-07,0.0
1872,2.2677521704927983e-07,5.442605477412599e-09
1873,3.63949070603109e-07,5.9860045809045914e-09
1874,2.0014940327328645e-07,5.377148060148329e-09
1875,1.8080025182554138e-07,7.437985338754061e-09
1876,2.0919211096703805e-07,6.04601479992084e-09
1877,2.739873469215226e-07,1.2369632429454214e-08
1878,3.7261177632252895e-07,6.039088673581716e-10
1879,2.736977664508089e-07,3.0546627449723474e-09
1880,2.182067788680797e-07,1.9253538763308597e-09
1881,3.221298540134754e-07,6.9725074602899895e-09
1882,2.555667919512672e-07,0.0
1883,2.622525638873441e-07,4.423537092179686e-09
1884,3.9082045955041167e-07,9.242375753615306e-09
1885,3.5322082769795315e-07,6.445635691854079e-10
1886,3.0331280659323667e-07,4.5174246565693466e-09
1887,3.597437401858805e-07,5.223139698529167e-09
1888,3.322482216017164e-07,1.2047167707862627e-08
1889,4.0096875753015127e-07,2.5060546970934183e-09
1890,3.742554722241387e-07,5.243509182406569e-09
1891,3.2189812004812524e-07,3.824531802365527e-09
1892,4.0557275227115497e-07,6.268512375839919e-10
1893,3.9044360389262067e-07,6.158416554491453e-10
1894,3.8124313794796194e-07,1.8904617871129403e-09
1895,3.334312401737094e-07,3.611168697403855e-09
1896,3.6915402534809516e-07,1.7691086373616827e-09
1897,4.07287282677693e-07,3.4960281336537946e-09
1898,3.825047872885179e-07,7.355861253444118e-09
1899,4.151211463465643e-07,1.1055156790007459e-09
1900,4.324147226952846e-07,2.07642125715779e-09
1901,4.7057182750442905e-07,5.58873880507349e-09
1902,4.4094348128354e-07,2.455141867585553e-09
1903,5.346217943902332e-07,0.0
1904,5.213386184976798e-07,3.2247751136083025e-09
1905,4.391805981107666e-07,1.5482277682110634e-09
1906,5.267645146744826e-07,7.716276673175315e-09
1907,4.386845383619331e-07,4.6285588695127444e-09
1908,3.934022714258134e-07,2.4556945366072114e-09
1909,3.850688519158041e-07,2.2003934230241384e-09
1910,3.7141846476185236e-07,3.740905363258662e-09
1911,3.963678709695273e-07,2.6601871816467337e-09
1912,3.1725375282398716e-07,1.5628263128064646e-09
1913,3.855273434938411e-07,1.590896969716482e-09
1914,6.375300076744139e-07,4.018046340092951e-09
1915,3.4399825743491874e-07,4.712304768617059e-09
1916,3.8016619030578624e-07,5.493730803607377e-09
1917,5.658675235054034e-07,0.0
1918,5.099950879383641e-07,2.2972752589112133e-09
1919,5.672034761872169e-07,1.8415696745321952e-09
1920,5.550446107172036e-07,1.514446346106979e-09
1921,5.141895541571628e-07,1.5145494858259667e-09
1922,3.5782986773646996e-07,8.853522359686394e-09
1923,3.184784369558713e-07,5.307974060286824e-09
1924,3.5709799539596077e-07,9.02413699321869e-09
1925,4.685223924383308e-07,0.0
1926,5.04920076971338e-07,0.0
1927,4.4819885358649003e-07,0.0
1928,4.490434277748534e-07,1.2568645679778001e-08
1929,5.926696364788597e-07,6.684243825105796e-09
1930,4.516549390043423e-07,0.0
1931,4.7218176835173153e-07,2.2810713318222042e-09
1932,4.679722247491469e-07,0.0
1933,4.347380988534155e-07,1.1470662197865522e-09
1934,3.9898663040105475e-07,8.38710612072191e-09
1935,3.8896924436926383e-07,3.590485242455088e-09
1936,3.297922255285357e-07,4.849885826274658e-09
1937,5.099403077579723e-07,0.0
1938,5.108294457434326e-07,0.0
1939,4.7411555925691573e-07,7.647025235257843e-09
1940,5.629437884735466e-07,0.0
1941,3.423743151209635e-07,5.9030051957620344e-09
1942,3.1859223770247524e-07,9.102635090130207e-09
1943,3.367752867688978e-07,2.9032352077962287e-09
1944,3.630900380358071e-07,0.0
1945,4.095587566865788e-07,8.714016175304096e-09
1946,3.3828283996228947e-07,2.7842208538686464e-09
1947,3.564340396167154e-07,0.0
1948,5.196762407067013e-07,3.2615663503321457e-09
1949,5.438622689979411e-07,1.9634016634739737e-09
1950,4.7008297099360163e-07,4.2541445921528975e-09
1951,5.458637639677022e-07,0.0
1952,6.516689001756504e-07,2.1089607837865287e-09
1953,7.175369067802251e-07,3.232148326759443e-09
1954,7.163268911369869e-07,0.0
1955,4.814816754183937e-07,3.754243138587299e-09
1956,8.729862583933823e-07,4.360570571293465e-09
1957,6.458412817877957e-07,8.835037701437898e-10
1958,6.047010234766503e-07,2.4816730892496253e-09
1959,5.844063851734305e-07,4.650448914844674e-09
1960,6.637078948656949e-07,3.460416619915918e-09
1961,7.205240937224744e-07,7.64297514166401e-09
1962,6.836629276030237e-07,5.0735651235811474e-09
1963,5.72892338901454e-07,1.939815863494232e-09
1964,5.883197442546617e-07,6.083968329129164e-10
1965,5.198441286324851e-07,4.924839203113152e-09
1966,5.971122352121938e-07,9.416426749453422e-09
1967,7.913188326824638e-07,4.930335639752315e-09
1968,6.777546541769652e-07,1.3474247273492779e-09
1969,5.250271744028367e-07,1.8167031212712459e-09
1970,5.509272362758111e-07,6.438214850135182e-09
1971,6.433273935790851e-07,5.652237344833111e-09
1972,7.284808272167709e-07,2.0520587451500205e-09
1973,6.505580549820422e-07,4.9618833486420044e-09
1974,5.63682276411015e-07,0.0
1975,5.87711319610662e-07,4.569184142155791e-09
1976,5.667818649968126e-07,1.142705374768127e-09
1977,5.782753529359752e-07,3.526069214387917e-09
1978,5.500987743101149e-07,1.7821774056514528e-09
1979,6.636137994675551e-07,1.1703946700691858e-09
1980,6.861976715732965e-07,1.7055452605774235e-09
1981,6.490014068383232e-07,3.795329828193417e-09
1982,6.275784931730755e-07,2.483000915987077e-09
1983,6.384784345669914e-07,1.89459470334441e-09
1984,7.463324180889686e-07,2.8995041922996734e-09
1985,6.719378427000322e-07,4.210890747202711e-09
1986,5.940534943960074e-07,2.3977941854269602e-09
1987,6.99077462140707e-07,8.555143260480236e-09
1988,6.02053999987362e-07,6.596209356501959e-09
1989,7.617513873015014e-07,2.1952488715726304e-09
1990,6.631008142576889e-07,2.179460389939436e-09
1991,7.725411350634204e-07,4.10302547493302e-09
1992,6.650502832883376e-07,4.958949695321735e-09
1993,6.586117771156808e-07,1.661762283333701e-09
1994,4.821282986178232e-07,4.747434001473039e-09
1995,5.341113797907582e-07,4.880205572987961e-09
1996,7.377243234074626e-07,5.338092190498855e-10
1997,7.37934247041494e-07,2.876936688878118e-09
1998,5.55010232661246e-07,9.536258449571733e-10
1999,5.242020931217617e-07,2.7421207526856506e-09
2000,6.794932208009641e-07,1.7672125984802278e-09
2001,7.084419569869382e-07,1.3143635069212678e-09
2002,5.450239475290886e-07,8.76244299341522e-10
2003,6.746248262246013e-07,4.583615265119079e-09
2004,5.347416616174883e-07,2.2023955992267474e-09
2005,6.38631713734128e-07,1.3511248786457486e-09
2006,5.793871101777981e-07,2.4707338397433887e-09
2007,7.118162305141951e-07,7.988958938831558e-10
2008,7.625074589512337e-07,0.0
2009,5.407130330148391e-07,2.384096253749135e-09
2010,5.777198657241911e-07,4.723793023408973e-10
2011,6.412800903077276e-07,7.64794394481072e-10
2012,6.423824953083468e-07,1.0212758416727752e-09
2013,5.645189153913321e-07,1.1156500168141292e-09
2014,4.993516751206073e-07,8.661780737106994e-10
2015,5.153537759872151e-07,4.2114931125825095e-09
2016,5.056141048065399e-07,3.1070099826280284e-09
2017,6.065138782318513e-07,5.031222660711876e-10
2018,6.172287043693103e-07,1.2907333535316923e-09
2019,6.140227624129579e-07,2.04079020349468e-09
