year,bon_ADJ âge_NOUN,bon_ADJ age_NOUN,bon_ADJ sage_NOUN
1800,3.772997558826319e-08,0.0,0.0
1801,2.8574191901498125e-08,0.0,0.0
1802,8.951360541686881e-08,0.0,0.0
1803,1.5602713565598947e-08,0.0,3.900678446910888e-09
1804,2.9662211797898408e-08,0.0,0.0
1805,5.117179902036639e-08,0.0,0.0
1806,4.610670600868616e-08,0.0,0.0
1807,1.4234775136401367e-08,0.0,0.0
1808,3.852325747288887e-08,0.0,0.0
1809,1.8072244145628247e-08,0.0,0.0
1810,5.8503168531842675e-08,0.0,0.0
1811,4.262030373070047e-08,0.0,0.0
1812,5.3344164641089264e-09,0.0,0.0
1813,5.463909147351842e-08,0.0,0.0
1814,3.1466771854837816e-08,0.0,0.0
1815,1.6183340889597275e-08,0.0,0.0
1816,9.270415546325239e-09,0.0,0.0
1817,2.8023721676539992e-08,0.0,0.0
1818,1.4305412854298538e-08,0.0,0.0
1819,8.280840124719191e-09,0.0,2.794783426907088e-08
1820,1.5426425470366212e-08,0.0,0.0
1821,9.86148829262845e-10,0.0,0.0
1822,3.0076847679083585e-08,6.015369535816717e-09,0.0
1823,3.063633013944411e-08,9.882686891060644e-10,5.929612356680991e-09
1824,2.3579116437133507e-08,0.0,1.7684335773537896e-08
1825,5.107157075023849e-08,0.0,0.0
1826,3.435113882233054e-08,2.1139161532346407e-08,0.0
1827,2.119972880576526e-08,0.0,0.0
1828,2.6599672964255916e-08,0.0,0.0
1829,1.8003669499666586e-08,0.0,0.0
1830,2.5048406016026092e-08,0.0,0.0
1831,1.7150327158432788e-08,0.0,0.0
1832,2.976593194148336e-08,1.3529969367098715e-09,0.0
1833,1.8649642186119308e-07,0.0,0.0
1834,1.4001796166951408e-08,9.334530925997342e-10,0.0
1835,2.193295500774184e-08,2.2689263801112247e-09,0.0
1836,1.6801875779570707e-08,4.032449929525228e-09,1.5457725766054864e-08
1837,3.826840000442644e-08,0.0,0.0
1838,2.398621568033832e-08,1.009945904684173e-08,3.787297142565649e-09
1839,4.1249702320556025e-08,0.0,2.7965900706306e-09
1840,4.395085112518515e-08,6.369688665408546e-10,0.0
1841,5.5216718308770396e-08,1.0914932513372833e-08,0.0
1842,1.8783142152756227e-08,6.708265054555795e-10,6.708265054555795e-10
1843,3.1306630177141415e-08,0.0,0.0
1844,2.8540519281250454e-08,5.488561272137815e-10,0.0
1845,9.48638767539478e-09,5.580227946389016e-10,0.0
1846,1.4050803187615202e-08,0.0,5.854501328173001e-10
1847,1.0247124926365814e-08,1.0786447290911383e-09,0.0
1848,1.3676876908785829e-08,3.218088684420195e-09,0.0
1849,1.256912263158938e-08,8.379414939696517e-10,0.0
1850,1.2899092460827433e-08,6.788996032014438e-10,1.3577992064028876e-09
1851,3.5471913406581734e-08,6.449438760824933e-10,1.2898877521649865e-09
1852,2.6042181744401205e-08,1.9531636308300904e-09,0.0
1853,1.791579506971175e-08,1.1943863675867306e-09,1.1943863675867306e-09
1854,2.4419623212423858e-08,0.0,2.5978321716024766e-09
1855,3.92713346286655e-08,0.0,0.0
1856,2.019103861883309e-08,7.248064815001953e-09,0.0
1857,6.8341128311999455e-09,4.393358177257056e-09,2.4407544874094356e-09
1858,2.4957747646325856e-08,8.31924928945682e-09,0.0
1859,1.4767303158080836e-08,0.0,5.092173349652285e-10
1860,2.38013565245776e-08,4.577183909670879e-10,0.0
1861,1.5091083938045813e-08,4.715963730639317e-10,1.4147891747029462e-09
1862,2.0782737364388737e-08,4.517986262886353e-10,0.0
1863,2.896880096914245e-08,4.9946209945694875e-09,0.0
1864,2.1096802860220976e-08,1.4384183844029508e-09,4.794727948009836e-10
1865,1.1767110841276462e-08,4.706844358715045e-10,0.0
1866,2.919367680931373e-08,9.731225825149181e-10,1.9462451650298362e-09
1867,2.0867089389753346e-08,0.0,0.0
1868,2.3711395513714706e-08,9.87974813071446e-10,4.93987406535723e-10
1869,1.0743741896135361e-08,1.4650557433881772e-09,4.883519144627257e-10
1870,1.4335121534259088e-08,0.0,5.734048791339319e-10
1871,1.0621177271019633e-09,2.1242354542039266e-09,0.0
1872,7.256807155187062e-09,4.8378714367913744e-09,0.0
1873,7.78180558880237e-09,5.986004469882289e-10,0.0
1874,1.493652240780463e-08,7.169531079931346e-09,5.974609140757536e-10
1875,1.0298748520654044e-08,2.8607636259891933e-09,5.721527251978387e-09
1876,9.673623235784135e-09,1.209202959984168e-09,0.0
1877,3.958282412952485e-08,1.2369631985365004e-09,6.184815992682502e-10
1878,2.1740718503249212e-08,5.435179861734696e-09,0.0
1879,5.498392852132383e-09,6.10932526790009e-10,0.0
1880,7.701415727368044e-09,0.0,0.0
1881,1.4642266066289267e-08,6.972507571312292e-10,0.0
1882,2.8618156511228676e-08,6.655385131892899e-10,0.0
1883,1.1374810426900694e-08,6.319338941018771e-10,0.0
1884,2.3105938495859846e-08,3.300848483434038e-09,0.0
1885,9.668453648803421e-09,1.933690763067375e-09,1.2891271383708158e-09
1886,1.3552274358286098e-08,1.2906927748801422e-09,6.453463874400711e-10
1887,9.140494583448344e-09,6.528924623161458e-10,0.0
1888,1.394935211784798e-08,0.0,0.0
1889,1.2530273707511697e-08,0.0,0.0
1890,7.209825181320184e-09,6.554386478008212e-10,0.0
1891,7.649063604731055e-09,1.2748440081367107e-09,0.0
