year,son_DET avoir_NOUN,son_DET savoir_NOUN
1881,3.123683320893633e-07,1.476777047315636e-06
1882,3.1080647500125735e-07,1.8295653596567263e-06
1883,2.900576694386814e-07,1.5539254896168586e-06
1884,3.0565856246056455e-07,1.5797860584143564e-06
1885,3.0294487496362876e-07,1.4876526854834538e-06
1886,3.0395815286965444e-07,1.4972036304072844e-06
1887,3.388512004320887e-07,1.3913138019461257e-06
1888,3.157626116134793e-07,1.387960582022174e-06
1889,3.7402866404079305e-07,1.2749553697233296e-06
1890,4.168589775588316e-07,1.4517965567506508e-06
1891,3.3974593005581255e-07,1.2729317724335942e-06
1892,3.591857655749209e-07,1.3301782892938263e-06
1893,3.0976835407869885e-07,1.2212140081402367e-06
1894,3.339815783931499e-07,1.269760144140264e-06
1895,3.508852142175556e-07,1.3818738366921934e-06
1896,3.5323204006232345e-07,1.247221646849539e-06
1897,3.0531979788861463e-07,1.3051837903788055e-06
1898,3.50817993322039e-07,1.2301263474512325e-06
1899,3.3884055206101493e-07,1.3105888143627453e-06
1900,3.223644098326872e-07,1.400027020537209e-06
1901,3.8003424585042467e-07,1.2149918511283886e-06
1902,2.828323388825993e-07,1.1008856546368406e-06
1903,4.2607736983057976e-07,1.1475468433275182e-06
1904,3.8858540918340623e-07,1.248525389740962e-06
1905,3.581566683230619e-07,1.1828459243190537e-06
1906,3.4877569765612293e-07,1.0926247888676244e-06
1907,2.766849842572583e-07,1.1993110895502923e-06
1908,3.6786305379621353e-07,1.1635080277017096e-06
1909,3.4161108475316837e-07,1.3108844356679583e-06
1910,3.5592043090559855e-07,1.2719078377187998e-06
1911,3.2401079153032697e-07,1.3141324259891007e-06
1912,3.0370924752887163e-07,1.1575334504243528e-06
1913,3.531791126221151e-07,1.271656877577243e-06
1914,2.712181270680958e-07,1.2375582656432016e-06
1915,2.862725165808655e-07,1.0567343515788252e-06
1916,2.3183544572979997e-07,1.1350048225722276e-06
1917,2.2371505403739889e-07,1.064839775466453e-06
1918,2.6303800382265763e-07,1.2520149894612587e-06
1919,3.3700725654561836e-07,1.1758421898377946e-06
1920,2.8092978565652515e-07,1.3024238256775789e-06
1921,2.764052804971051e-07,1.1503003598534178e-06
1922,3.13562265485956e-07,1.123659576052205e-06
1923,2.7707624372652617e-07,1.3248702934731682e-06
1924,3.042423255550375e-07,1.2298609597394261e-06
1925,3.167475197685121e-07,1.233995543969968e-06
1926,3.120918838916964e-07,1.1770321890480773e-06
1927,2.73156021357579e-07,1.1773581114482568e-06
1928,2.9364924847286034e-07,1.21344562842296e-06
1929,2.7182590667251816e-07,1.0605666513896495e-06
1930,2.6784188733586234e-07,1.2215690468053708e-06
1931,2.771501623755057e-07,1.264854029514595e-06
1932,2.717965004173095e-07,1.1540392428344148e-06
1933,2.6841349320960717e-07,1.0564480206198823e-06
1934,2.875579330208211e-07,1.1897708844799126e-06
1935,2.0585448545773488e-07,1.2255523138549052e-06
1936,2.7765597643281126e-07,1.0900118354584265e-06
1937,2.6063613223215043e-07,1.1105365835817338e-06
1938,2.1911212311209738e-07,1.212247603632477e-06
1939,2.401165906107394e-07,9.910545237801216e-07
1940,2.10469977446337e-07,1.0244562602679252e-06
1941,3.482773185403687e-07,1.4905087653005467e-06
1942,2.0025797198286455e-07,1.1560346955263867e-06
1943,3.4548497795938715e-07,1.3500043980485543e-06
1944,2.795472013872313e-07,1.2017315818013685e-06
1945,2.7231300769869904e-07,1.211248228827344e-06
1946,2.2969821777962807e-07,1.2180966351138522e-06
1947,2.312649023394897e-07,1.1205618690723895e-06
1948,1.7286301412511307e-07,1.124153151010887e-06
1949,2.0615717488681184e-07,1.003298237378658e-06
1950,1.8824589487209664e-07,1.1369201686761699e-06
1951,1.7164856402906992e-07,1.0288253164958405e-06
1952,1.7609823110831258e-07,9.722309428639164e-07
1953,1.6914909040099957e-07,1.0913886949737162e-06
1954,1.6515585965493074e-07,1.0505476133459979e-06
1955,1.4829260486237672e-07,1.0117684841048913e-06
1956,1.6919014678151711e-07,1.0351994745860793e-06
1957,1.8906980869815015e-07,1.0443014470951084e-06
1958,1.4724593722093005e-07,9.397268492250532e-07
1959,1.8369272458684804e-07,1.0455758996386066e-06
1960,1.6540791580865744e-07,1.1218670650237073e-06
1961,1.6328174473612123e-07,1.2242656950434139e-06
1962,1.6045150275090236e-07,1.1973613425197982e-06
1963,1.72643627394109e-07,1.1716488010904413e-06
1964,2.0624652008471855e-07,1.0500929619183808e-06
1965,1.8550227487423854e-07,1.187980629424601e-06
1966,1.9719105726068165e-07,1.3149763731234998e-06
1967,1.7305478317020118e-07,1.3287254958527228e-06
1968,1.6303839345255255e-07,1.3779663383672869e-06
1969,1.9029965869776788e-07,1.2276371208486125e-06
1970,2.2257829490612835e-07,1.3129359857089185e-06
1971,1.5929031627059942e-07,1.3370110742982888e-06
1972,1.6929485013861267e-07,1.454396642230904e-06
1973,1.9847533705430465e-07,1.332541327059289e-06
1974,1.3838905621454956e-07,1.3478869576033503e-06
1975,1.7762702908541428e-07,1.3279191897197506e-06
1976,1.588360531989963e-07,1.355819954085291e-06
1977,1.504456108580854e-07,1.585555757799284e-06
1978,1.5148507914730658e-07,1.5968309234892786e-06
1979,1.7321841605522081e-07,1.597003532083363e-06
1980,1.2791588455129954e-07,1.6407345242441806e-06
1981,1.5434340783215816e-07,1.74079118409054e-06
1982,1.6449881412583522e-07,1.8454904378018e-06
1983,1.1114956421920397e-07,1.9539587441386175e-06
1984,1.6411194647680816e-07,1.8846777294356798e-06
1985,1.0767849012438546e-07,2.014610302580877e-06
1986,1.2048915598583676e-07,1.9853736432651203e-06
1987,1.167166012727705e-07,2.1534518666044278e-06
1988,1.2053072806494924e-07,2.0784056395939388e-06
1989,1.3830067302489368e-07,2.2660456622247693e-06
1990,1.5038277312307002e-07,2.2922474869346843e-06
1991,1.0140334999464429e-07,2.288902180680452e-06
1992,1.1515783271409674e-07,2.3836018669953773e-06
1993,1.2407825106253156e-07,2.348623979742115e-06
1994,9.547617446648005e-08,2.43279607303748e-06
1995,1.0139983019907817e-07,2.3891318718938237e-06
1996,1.0249136828122118e-07,2.607658011299918e-06
1997,1.1124154852826251e-07,2.663563876126318e-06
1998,1.0585247101069228e-07,2.787925119207557e-06
1999,1.7275361008373125e-07,2.7512611069369086e-06
2000,9.808029988178646e-08,2.7621533789101704e-06
2001,9.288169322552164e-08,2.6247840807513967e-06
2002,1.0690180418659878e-07,2.760169557802783e-06
2003,9.167230397011394e-08,2.808922843655637e-06
2004,8.14886357558553e-08,2.7014584134121833e-06
2005,9.908249287704507e-08,2.865285594566558e-06
2006,9.42996793984463e-08,2.910936274247433e-06
2007,7.150118080945234e-08,2.8648406598108522e-06
2008,7.407944968562674e-08,2.7860685420932896e-06
2009,1.02992956829695e-07,3.010636724809501e-06
2010,7.038451910190702e-08,2.9462296353699458e-06
2011,5.927156609963902e-08,3.1995173586096826e-06
2012,7.625526299293028e-08,3.132252885507114e-06
2013,9.232004005710337e-08,2.854948498054455e-06
2014,1.2191456444377025e-07,2.8152952467053183e-06
2015,8.733307091390863e-08,2.6955773790859894e-06
2016,1.0957388774102128e-07,2.5543765858060397e-06
2017,6.163247867618793e-08,2.5852937852732794e-06
2018,6.350408016109199e-08,2.5422283442821936e-06
2019,1.1811073197254274e-07,2.384408169575636e-06
