year,un_DET âge_NOUN,un_DET age_NOUN,un_DET sage_NOUN
1853,7.119139809219632e-06,1.1645267039561702e-07,6.999104265048572e-07
1854,7.736864063190296e-06,1.6418299930709424e-07,6.640059000417864e-07
1855,6.939881586731644e-06,1.4010313620360648e-07,6.378938408602153e-07
1856,6.544485131598776e-06,1.2942972887897142e-07,6.523258155866074e-07
1857,6.5910135162994266e-06,1.2887184130949692e-07,6.507051644177864e-07
1858,6.428332653740654e-06,1.174482252563891e-07,6.635824529865886e-07
1859,6.1294490478758235e-06,9.267755496367158e-08,6.986462022240403e-07
1860,6.742649475199869e-06,1.0024032803812588e-07,6.554527489655015e-07
1861,6.425972060242202e-06,1.5562680655278882e-07,7.036217786193788e-07
1862,6.27232020633528e-06,1.1611225050889296e-07,6.090245721068754e-07
1863,6.360649422276765e-06,1.3835099577086396e-07,7.496926022199091e-07
1864,6.162663794384571e-06,1.2514239999816823e-07,7.24003893282088e-07
1865,6.529334314109292e-06,1.1955384326967078e-07,6.768442464277769e-07
1866,6.521867362607736e-06,1.2504625185316698e-07,6.446937135251574e-07
1867,5.779698312835535e-06,1.1792331910953635e-07,5.197360959385833e-07
1868,6.2810499912302475e-06,1.2991868625356062e-07,5.364703010712901e-07
1869,6.03944818067248e-06,9.815873269758413e-08,6.294856191857434e-07
1870,6.708837190672057e-06,9.747882501187632e-08,6.095293736407825e-07
1871,5.0238168114447035e-06,8.815577268173058e-08,4.5671063442220827e-07
1872,5.451071501738625e-06,9.978109716257677e-08,4.856013369192169e-07
1873,5.9985750340274535e-06,7.3627854924041e-08,4.7588734730652504e-07
1874,5.583272468356881e-06,7.229277299014569e-08,4.678119065459896e-07
1875,5.598514235316543e-06,6.808617314391086e-08,6.688465088444673e-07
1876,5.750364834966604e-06,8.343500601526443e-08,5.864634431418381e-07
1877,5.697452706954209e-06,9.586464733146727e-08,4.879819908154559e-07
1878,5.484096618602052e-06,1.6124366664094225e-07,5.888111527241335e-07
1879,5.54421285414719e-06,1.0019293361640536e-07,6.090997155538957e-07
1880,5.896075435884995e-06,9.690947888607582e-08,5.089352201892439e-07
1881,4.797085239260923e-06,7.600033413712737e-08,4.309009744574155e-07
1882,5.395520929596387e-06,9.384093102582369e-08,4.605526378043123e-07
1883,4.7148587327683344e-06,8.341527496513734e-08,4.682630079244632e-07
1884,5.1156548579456285e-06,9.110341814277945e-08,4.4825523382030497e-07
1885,4.596382950694533e-06,9.861823002665915e-08,4.499053707363032e-07
1886,4.632296167983441e-06,1.0583680676301555e-07,4.640040396353129e-07
1887,4.481453743210295e-06,7.899998766269789e-08,3.656197842261122e-07
1888,4.437796178535791e-06,1.0398608352168992e-07,3.6268317238352665e-07
1889,4.781552433996694e-06,1.1778457364997053e-07,3.4332948217752346e-07
1890,4.35604533777223e-06,1.0093755220541567e-07,3.5000423626030397e-07
1891,4.149617325310828e-06,7.840290672245231e-08,3.454827268711824e-07
1892,4.27261784352595e-06,8.901287440465921e-08,3.9052832256913916e-07
1893,4.347842150309589e-06,1.287109051562041e-07,3.5287726785071527e-07
1894,4.252278813510202e-06,1.07756321643393e-07,3.503655934267158e-07
1895,4.330995125201298e-06,9.689969293624756e-08,2.943102446195667e-07
1896,4.140304099564673e-06,1.0673622286017093e-07,3.520526203892871e-07
1897,4.0891877688409295e-06,1.211956388580404e-07,3.414454221584151e-07
1898,3.968770215578843e-06,1.414588713943843e-07,3.593055395434419e-07
1899,4.113623617740814e-06,1.0944605222107384e-07,3.449208900718759e-07
1900,4.175682988716289e-06,1.0589748211664585e-07,3.54548923553466e-07
1901,3.970239959016908e-06,1.1904013430541482e-07,3.3420658152039096e-07
1902,3.418048663661466e-06,1.3748794619461435e-07,2.7988618311880487e-07
1903,3.79149469154072e-06,1.296052862809205e-07,3.666749472941433e-07
1904,3.6950548292224994e-06,1.0104295444790523e-07,3.5472527137869747e-07
1905,4.0769996303424705e-06,1.243742954182281e-07,3.4783516422720595e-07
1906,3.986228421126725e-06,1.409506568128549e-07,3.8632825294371287e-07
1907,3.920903964171885e-06,1.234282406836762e-07,3.563990320643029e-07
1908,3.857404863083502e-06,1.129619477957533e-07,3.6246050694188625e-07
1909,3.995914539700607e-06,1.0121810206653592e-07,3.5866411440821366e-07
1910,3.952533916162793e-06,8.176550447824837e-08,3.8210677111294444e-07
1911,3.997728981630644e-06,1.250287932075267e-07,3.984960308400787e-07
1912,4.011775217804825e-06,9.94999467818225e-08,3.7299456145944987e-07
1913,3.803304252869566e-06,7.689334996507924e-08,4.019666155485879e-07
1914,3.580079237508471e-06,1.0179050563552394e-07,2.852812786002801e-07
1915,3.0877376957505476e-06,6.361611304406267e-08,2.721355887302934e-07
1916,2.8743199891323457e-06,6.152978926365904e-08,3.4171006380034896e-07
1917,3.198905915269279e-06,7.347504304977548e-08,2.4345462890096314e-07
1918,3.219631253159605e-06,8.499918369153647e-08,3.7330721447403903e-07
1919,3.304696747363778e-06,5.7088660909698774e-08,3.996206263678914e-07
1920,3.5332034258317435e-06,6.81500829102788e-08,3.3166374624471473e-07
1921,3.536473059284617e-06,6.588290368814143e-08,4.0362743680688595e-07
1922,3.334089115014649e-06,8.18950839365229e-08,3.9176836974519347e-07
1923,3.5574041703512194e-06,8.811236718031523e-08,3.811125299790774e-07
1924,3.917764843208715e-06,8.379555893611723e-08,4.4476103111534826e-07
1925,3.4182337458332768e-06,1.0558250651548917e-07,5.125150792650857e-07
1926,3.8052917261666153e-06,9.028371916741662e-08,4.926593248910649e-07
1927,3.6547160107147647e-06,1.0926240456843317e-07,4.660376085041662e-07
1928,3.49179822478618e-06,9.597874472966339e-08,3.153587355697596e-07
1929,3.54821941073169e-06,1.1474618477613774e-07,4.244494764549245e-07
1930,3.6100884699408198e-06,1.3549648436583794e-07,3.812807944925112e-07
1931,3.512849843900767e-06,9.694552982608684e-08,3.490039208742246e-07
1932,3.5508899145497708e-06,1.2055489984064138e-07,3.342658709826196e-07
1933,3.852995632769307e-06,8.717703181559955e-08,2.9823721092725464e-07
1934,3.6807414289796725e-06,8.866369327620305e-08,4.2774241393317425e-07
1935,3.6000599266117206e-06,1.0292724361704586e-07,3.662294902895269e-07
1936,3.7974605220369995e-06,1.0427254570899436e-07,2.897806856694274e-07
1937,3.725711849256186e-06,1.0702450103927674e-07,2.89595720737168e-07
1938,3.6808244203712093e-06,1.5558257038250645e-07,3.578399194736903e-07
1939,3.858689069602406e-06,1.4070526166420905e-07,3.7317483325693956e-07
1940,3.7377440094132908e-06,1.8004058843779092e-07,2.7640032929099334e-07
1941,3.872371507895878e-06,1.5347813375754527e-07,3.77792323646986e-07
1942,3.956612090405542e-06,1.3350531946620947e-07,4.2175544479050586e-07
1943,4.041303327539936e-06,1.248391163777285e-07,3.977432125878977e-07
1944,4.20927381128422e-06,8.354284020128944e-08,4.594856264361624e-07
1945,4.017161245428724e-06,1.1328220983486403e-07,3.943092430347406e-07
1946,3.9967490010894835e-06,7.935029255889958e-08,4.426911175414716e-07
1947,4.044751676701708e-06,9.65590558621443e-08,4.637218893321915e-07
1948,4.441166311153211e-06,1.2285233608189117e-07,3.5768512240963446e-07
1949,3.760895879167947e-06,1.0700538921604164e-07,3.4555869277141937e-07
1950,4.467915459827054e-06,1.0741715028572685e-07,4.360498113697986e-07
1951,4.0875816011975985e-06,1.4819348104211372e-07,3.6675223036297666e-07
1952,4.5511374082707334e-06,1.254831684116553e-07,3.817218976465142e-07
1953,3.998167358076898e-06,1.3467284631918375e-07,3.005897895036469e-07
1954,4.3898230615013745e-06,1.2215669809023666e-07,3.762426503683969e-07
1955,4.473180524655618e-06,1.3327562875531385e-07,3.4163612916415786e-07
1956,4.418130174599355e-06,1.9360934055967505e-07,4.41289769170794e-07
1957,4.5041024350211956e-06,1.4401111703143954e-07,3.31313918522369e-07
1958,4.407451342558488e-06,1.3566479495352723e-07,3.5653369323540574e-07
1959,4.557439751806669e-06,1.3563808831662527e-07,3.689355949632045e-07
1960,4.993381480744574e-06,1.5571874817377207e-07,3.529625116627244e-07
1961,4.95890117235831e-06,1.4035281603597127e-07,4.175843706377691e-07
1962,4.691779395216145e-06,1.4079143134670957e-07,3.970064668123996e-07
1963,4.86893804918509e-06,1.4354638167013434e-07,3.620989819097531e-07
1964,4.48145101472619e-06,1.265465431887769e-07,3.413106179905867e-07
1965,4.467923190532019e-06,1.608780791917397e-07,3.6717409823694425e-07
1966,5.025602604291635e-06,1.6118707568679724e-07,3.467460771844344e-07
1967,4.912586518912576e-06,1.7058961132576655e-07,4.6246547391604054e-07
1968,4.936515324516222e-06,1.289036299922941e-07,4.464467497911073e-07
1969,4.745228579849936e-06,1.0854801041348949e-07,3.5107787432764326e-07
1970,4.419374818098731e-06,1.356623904325005e-07,3.7985468637202757e-07
1971,5.009937467548298e-06,1.3102913376528136e-07,3.540355777431614e-07
1972,5.317910108715296e-06,1.241495524162417e-07,3.6475343634378987e-07
1973,4.950857146468479e-06,1.3452217384468668e-07,3.048801682226099e-07
1974,4.6647242015751544e-06,1.3501371987079125e-07,3.3753429029559356e-07
1975,4.7930743676261045e-06,1.3136404186653294e-07,2.8842975119403036e-07
1976,4.931344847136643e-06,1.1827000578890079e-07,2.8796175488565723e-07
1977,4.85598502564244e-06,1.392797326360551e-07,2.903130260634157e-07
1978,4.859997716266662e-06,1.6099002630998172e-07,3.2970282859423605e-07
1979,4.796277153218398e-06,1.258174230356346e-07,3.119101794624157e-07
1980,5.481053904077271e-06,1.4383430901876437e-07,3.3258131182378747e-07
1981,4.957333203492453e-06,1.2461332599134067e-07,2.935055016806132e-07
1982,5.075874469184782e-06,1.092520407475206e-07,3.7182937262514315e-07
1983,5.148877335159341e-06,1.073603725920691e-07,3.1008200984672385e-07
1984,4.9013219722837675e-06,1.0438215253261163e-07,3.572189282152749e-07
1985,4.666870154323988e-06,1.3414694521873827e-07,3.723630364049768e-07
1986,4.661311777454102e-06,1.3008033128425467e-07,3.848459613209343e-07
1987,4.708995675173355e-06,1.7354720216467e-07,3.4831656314793236e-07
1988,4.9651466724753845e-06,1.2113038616590188e-07,3.262125236602742e-07
1989,4.7208827709255274e-06,1.3994711456355446e-07,3.3916593977778575e-07
1990,4.7784669732209295e-06,1.253189710337388e-07,3.661493472861821e-07
1991,4.442990757524967e-06,1.3012452793059737e-07,4.5309125695780494e-07
1992,4.544601779343793e-06,1.1405584393608947e-07,3.3059665938139915e-07
1993,4.665674623538507e-06,1.622987838012513e-07,3.672494592876774e-07
1994,4.637187885236926e-06,1.0338856115676975e-07,4.2041164327599745e-07
1995,4.378086941869697e-06,9.435064496354784e-08,3.372764467712841e-07
1996,4.48026094090892e-06,1.2971564267161284e-07,3.923497775559781e-07
1997,4.160050593782216e-06,7.288239733949098e-08,3.759197255703839e-07
1998,4.403844286571257e-06,1.0299159147741932e-07,4.243635132183954e-07
1999,4.377338882477488e-06,8.957594027636517e-08,4.273138216603911e-07
2000,4.282398094801465e-06,7.06885033840976e-08,4.0690071045901277e-07
2001,4.39435552834766e-06,7.710932756199718e-08,3.632024707656001e-07
2002,4.5490223783417605e-06,6.133710239719647e-08,4.074536050779898e-07
2003,4.578615062200697e-06,7.333784457497217e-08,4.375269053724651e-07
2004,4.586709110299125e-06,6.651234912835591e-08,4.074431956269109e-07
2005,4.7978446673369035e-06,8.422011676945118e-08,4.278562251158746e-07
2006,4.80598919239128e-06,7.329844015080411e-08,4.3031949914507095e-07
2007,4.622012056643143e-06,5.1928234268139306e-08,4.4778115082522163e-07
2008,4.381331109470921e-06,6.471308239275331e-08,3.921102056381187e-07
2009,4.5545775719801895e-06,4.339055048596663e-08,4.1674001849401066e-07
2010,4.401630121719791e-06,3.401130915792194e-08,4.610422053019647e-07
2011,4.485136742005125e-06,2.753259795151841e-08,4.4740470528381593e-07
2012,4.268592419975903e-06,1.804253912940368e-08,4.313188313176397e-07
2013,4.264293238520622e-06,1.5061275393524198e-08,4.356613381162333e-07
2014,4.220019491185667e-06,1.7756650289024734e-08,5.324829714936641e-07
2015,4.099556008441141e-06,1.1526192000843594e-08,4.625992851003957e-07
2016,4.231126240483718e-06,1.387797801677415e-08,5.26741757767013e-07
2017,3.774674723899807e-06,8.301517251396717e-09,4.107993269997223e-07
2018,3.931315859517781e-06,6.969959998048836e-09,4.623406901771432e-07
2019,3.844083494186634e-06,4.846876677788714e-09,4.788204073236102e-07
