year,beaucoup_ADV avant_ADP,beaucoup_ADV savant_ADJ
1860,8.010071894659632e-08,0.0
1861,7.309743921268819e-08,0.0
1862,7.048058847658467e-08,0.0
1863,6.443060840410908e-08,0.0
1864,7.527722800659831e-08,0.0
1865,6.730787305286867e-08,0.0
1866,6.27664036301212e-08,0.0
1867,5.435148864307848e-08,0.0
1868,6.520633633044781e-08,0.0
1869,8.741499613051928e-08,0.0
1870,6.250112960515253e-08,0.0
1871,3.3987767267262825e-08,0.0
1872,7.740594298866199e-08,0.0
1873,5.5071240012694034e-08,0.0
1874,5.018671700440791e-08,0.0
1875,4.920513418937844e-08,0.0
1876,5.985554452081487e-08,0.0
1877,6.308512467967375e-08,0.0
1878,7.971596716060958e-08,0.0
1879,7.453376582589044e-08,0.0
1880,6.032775701214632e-08,6.417846254436199e-10
1881,8.785359284502192e-08,0.0
1882,4.858431168486277e-08,0.0
1883,6.19295192905156e-08,0.0
1884,7.393900602892245e-08,0.0
1885,5.9299846810745294e-08,0.0
1886,5.0337018109303244e-08,0.0
1887,6.790081386043312e-08,0.0
1888,4.438430423192585e-08,0.0
1889,7.831420845150205e-08,0.0
1890,7.472000618236052e-08,0.0
1891,7.139126267929896e-08,0.0
1892,5.7043461509920235e-08,0.0
1893,6.589505829879272e-08,1.2316833108982905e-09
1894,8.318031774479095e-08,6.301539290376468e-10
1895,8.245501703640912e-08,1.8055843487019274e-09
1896,6.250850503874972e-08,0.0
1897,6.409384667449558e-08,0.0
1898,7.299277626771072e-08,0.0
1899,7.849160965633928e-08,0.0
1900,7.423206227485935e-08,0.0
1901,6.538824237622975e-08,0.0
1902,7.414528369054096e-08,0.0
1903,6.156250975664079e-08,0.0
1904,5.697102523072317e-08,0.0
1905,7.225062859106401e-08,0.0
1906,5.96725371337925e-08,0.0
1907,6.737124635947112e-08,1.028568674676933e-09
1908,9.380752885590482e-08,0.0
1909,7.536347368386487e-08,0.0
1910,4.80973554317643e-08,5.344150677544235e-10
1911,8.619006308663302e-08,0.0
1912,7.970414372948653e-08,0.0
1913,5.88631863251976e-08,0.0
1914,6.161004506566314e-08,0.0
1915,8.717763932963862e-08,0.0
1916,9.778841558727436e-08,0.0
1917,8.444146715191891e-08,0.0
1918,5.858051821405752e-08,0.0
1919,4.788081042761405e-08,0.0
1920,5.906340660999376e-08,0.0
1921,5.9067428281878165e-08,0.0
1922,8.337067214370109e-08,0.0
1923,7.218844899625765e-08,1.0615948120573648e-09
1924,5.285566118118368e-08,0.0
1925,5.27912540349007e-08,0.0
1926,6.13037585139864e-08,0.0
1927,7.246995892273844e-08,0.0
1928,5.3702393643106916e-08,0.0
1929,8.800920880958074e-08,0.0
1930,5.146765857944047e-08,0.0
1931,7.52753521737759e-08,0.0
1932,6.24693612394367e-08,0.0
1933,3.785318369864399e-08,0.0
1934,3.9539216345474415e-08,0.0
1935,6.702239119249498e-08,0.0
1936,5.698615979099486e-08,0.0
1937,9.191516170403702e-08,0.0
1938,6.741911562357927e-08,0.0
1939,3.6705721129237645e-08,0.0
1940,7.353770570261986e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,8.49579322448335e-08,0.0
1943,5.8064703267746154e-08,0.0
1944,8.354284375400312e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,6.40370814153357e-08,0.0
1947,5.006765846360395e-08,1.1920870957027319e-09
1948,3.8051606310318675e-08,0.0
1949,3.5341230386620737e-08,0.0
1950,4.3604980959344175e-08,0.0
1951,5.010858927789741e-08,0.0
1952,5.061505703451985e-08,0.0
1953,5.171437322815109e-08,0.0
1954,6.058972701339371e-08,0.0
1955,5.631364530245264e-08,0.0
1956,4.883839466174322e-08,0.0
1957,5.03597163969971e-08,0.0
1958,5.376958256420039e-08,0.0
1959,6.588135903484726e-08,0.0
1960,5.052208251754564e-08,0.0
1961,5.628008992175637e-08,0.0
1962,6.151697817813329e-08,0.0
1963,4.978861056770256e-08,0.0
1964,5.536411151751963e-08,0.0
1965,5.5267637577571804e-08,0.0
1966,4.542041409649755e-08,0.0
1967,5.8177960227112635e-08,0.0
1968,6.782038042274507e-08,0.0
1969,5.677197378872734e-08,4.5417578031781147e-10
1970,4.966623023960892e-08,0.0
1971,5.60085311462899e-08,5.138397485282553e-10
1972,3.796308689629768e-08,0.0
1973,6.229920046507686e-08,0.0
1974,5.2880373857533414e-08,1.1251143350321513e-09
1975,5.6543655091445544e-08,0.0
1976,5.4278505245974884e-08,0.0
1977,4.9364967225074e-08,0.0
1978,4.574255285660911e-08,0.0
1979,4.388979846225993e-08,0.0
1980,5.9125568441231735e-08,5.685150683554241e-10
1981,4.491140259688109e-08,0.0
1982,5.897127053344775e-08,0.0
1983,5.5574780333245144e-08,0.0
1984,3.36342509399401e-08,0.0
1985,5.233535560478231e-08,0.0
1986,5.155257554179116e-08,0.0
1987,4.3386798154188e-08,0.0
1988,4.197587699650285e-08,0.0
1989,4.390497565509577e-08,0.0
1990,5.6665971470692966e-08,0.0
1991,5.3339334726842935e-08,0.0
1992,4.4079552452558346e-08,0.0
1993,3.76666093870881e-08,0.0
1994,5.011180448377672e-08,0.0
1995,4.12106260228029e-08,0.0
1996,5.3914732234261464e-08,0.0
1997,5.7059242664081467e-08,0.0
1998,4.958854304959459e-08,0.0
1999,5.118625168165636e-08,4.570201161957499e-10
2000,5.036556061099873e-08,0.0
2001,6.790878614992835e-08,0.0
2002,5.2136535089175595e-08,0.0
2003,5.0003073681637034e-08,4.1669229178253886e-10
2004,4.713126600108808e-08,8.809582507929292e-10
2005,5.7197620861870746e-08,0.0
2006,6.094477100759832e-08,0.0
2007,6.43111164322363e-08,0.0
2008,6.258436258121947e-08,4.257439678578834e-10
2009,4.9112383493365996e-08,0.0
2010,7.416355174427736e-08,0.0
2011,5.812437464669529e-08,0.0
2012,6.60425030218903e-08,3.404252713057332e-10
2013,6.944921437934681e-08,0.0
2014,6.951079001282778e-08,2.1654451842767486e-10
2015,6.339405445032753e-08,2.2165753954528356e-10
2016,7.829665094050142e-08,0.0
2017,7.19464807730219e-08,7.54683426862357e-10
2018,8.157434905342598e-08,2.5814667070633845e-10
2019,8.698868469991794e-08,2.55098775436835e-10
