year,trop_ADV avant_ADP,trop_ADV savants_ADJ
1800,2.263798393187244e-07,0.0
1801,3.357467335263209e-07,2.3811825844433088e-09
1802,3.513409012612101e-07,6.713520406265161e-09
1803,3.1400460898112215e-07,9.751696339321825e-09
1804,3.238124861582037e-07,0.0
1805,3.0703080255989335e-07,1.421438877713399e-08
1806,3.7749865100522584e-07,5.76333825108577e-09
1807,2.8469551693888207e-07,0.0
1808,3.7390219631561195e-07,6.798221985349073e-09
1809,3.230413767596474e-07,0.0
1810,3.3463811632827856e-07,4.680253518074551e-09
1811,2.807925909564801e-07,3.259199843341776e-08
1812,2.533847691665869e-07,2.6672082320544632e-09
1813,3.968523571984406e-07,2.8757416448144113e-09
1814,2.7061423679697327e-07,1.8880061958270744e-08
1815,2.6163067445850174e-07,8.091670444798638e-09
1816,3.267821568897489e-07,0.0
1817,3.6897898780807736e-07,0.0
1818,3.171033142734814e-07,0.0
1819,4.1300688735645963e-07,2.070210003424222e-09
1820,3.38194723781271e-07,1.4239777357261119e-08
1821,4.053071620546689e-07,1.676452932031225e-08
1822,3.8899389664948103e-07,1.303330066093622e-08
1823,4.970991653863166e-07,1.9765373782121287e-09
1824,5.027404199609009e-07,7.57900142644985e-09
1825,5.212822316025267e-07,2.201360693732113e-08
1826,4.183792441381229e-07,7.927186018719112e-09
1827,3.603953757647105e-07,6.452091305675367e-09
1828,2.549899704717973e-07,1.1006761724274838e-08
1829,2.863440897726832e-07,2.4862210068476998e-08
1830,3.3084768347180216e-07,1.3567886369969528e-08
1831,2.401045833266835e-07,3.1182412207897414e-09
1832,3.1524828614237776e-07,1.8941957335982806e-08
1833,2.4325620984200214e-07,5.791814139399776e-09
1834,1.8482371899608552e-07,5.600718555598405e-09
1835,4.4092803364037536e-07,1.663879345414898e-08
1836,4.0526123257222935e-07,2.352262562510532e-08
1837,3.7850927014915214e-07,2.0177884252348122e-08
1838,3.9072281765584194e-07,2.209256599883247e-08
1839,3.6775159628632537e-07,1.1885507689157748e-08
1840,3.3568258572813647e-07,2.5478755105723394e-08
1841,3.216694892671512e-07,2.1829865914924085e-08
1842,2.6229315608361503e-07,1.9453969102301016e-08
1843,3.242894308641553e-07,2.539971788451112e-08
1844,3.331556683860981e-07,2.085653250105679e-08
1845,3.5936668041358644e-07,3.682950477923441e-08
1846,3.2726663334869954e-07,1.7563504428608212e-08
1847,3.397730949927791e-07,1.5640349459999925e-08
1848,2.622742272251344e-07,2.091757700384278e-08
1849,2.2959596890359535e-07,2.5976186535103807e-08
1850,2.668075467227027e-07,1.5614691761811628e-08
1851,2.792606892398908e-07,2.5152811389261842e-08
1852,3.0143826279527275e-07,2.7344290387532055e-08
1853,3.386085438705777e-07,3.2248433257109355e-08
1854,3.4707039731074474e-07,4.7800114089113777e-08
1855,2.4730326231292565e-07,3.555647865027822e-08
1856,3.4117675795641844e-07,2.847454005916461e-08
1857,3.8856811102050415e-07,3.8075771868761876e-08
1858,2.887268806262e-07,2.6915218498402282e-08
1859,2.994197814132349e-07,2.49516496353408e-08
1860,2.97974679597246e-07,3.9363783344015246e-08
1861,2.3674138560636493e-07,5.0932406736592384e-08
1862,2.8011515951220645e-07,3.5240294238292336e-08
1863,3.0766864256293047e-07,6.193329937786984e-08
1864,2.4884639060474e-07,4.1234660130839984e-08
1865,2.6734875291367644e-07,2.7770381549885315e-08
1866,3.016679954725987e-07,3.113992264047738e-08
1867,2.2419989420541242e-07,2.4749338578544666e-08
1868,2.4402979192927887e-07,2.865126980111654e-08
1869,2.710353044221847e-07,4.199826619810665e-08
1870,2.1560023810707207e-07,5.2179842668920173e-08
1871,2.187962451216663e-07,3.504988654867702e-08
1872,3.326036619455408e-07,3.930770375859538e-08
1873,2.5141218884527916e-07,2.573981916498269e-08
1874,1.6908144573335449e-07,3.7042575229406793e-08
1875,2.3744337340758648e-07,2.1741803024610817e-08
1876,2.6058324920086307e-07,3.143927784776679e-08
1877,2.0162499936304812e-07,2.783167118991514e-08
1878,2.0714074366878776e-07,2.8383716710322915e-08
1879,2.0282959667383693e-07,3.9710613464194466e-08
1880,2.1756498824743176e-07,3.4656370218044685e-08
1881,1.8965221215694328e-07,4.322954794133693e-08
1882,2.1696556018468982e-07,3.0614771162618126e-08
1883,1.377615888031869e-07,6.066565561013704e-08
1884,1.6372209188375564e-07,4.951272813968899e-08
1885,1.611408890767052e-07,5.414333870135124e-08
1886,1.4520293234454584e-07,3.9366128135043255e-08
1887,1.4494212052795774e-07,4.961982824625011e-08
1888,2.0099749065138894e-07,5.326116436776829e-08
1889,1.8419501657263027e-07,6.766347837583453e-08
1890,1.1863439652870511e-07,4.391439034634459e-08
1891,1.4851933372028725e-07,5.2268603667471325e-08
1892,1.8366741016961896e-07,3.6984221907232495e-08
1893,1.4903368139584927e-07,4.3724757148311255e-08
1894,2.1362218660669896e-07,3.150769600779313e-08
1895,1.7694726750505652e-07,4.273216447359118e-08
1896,1.2678611938099493e-07,6.014969500256484e-08
1897,1.2003029326024262e-07,3.8456310136325556e-08
1898,1.4145886950700515e-07,6.111023509447477e-08
1899,1.3929496844866662e-07,5.251199297617859e-08
1900,1.4742590792593546e-07,3.529916270395006e-08
1901,9.389081156996326e-08,4.526878427668635e-08
1902,1.3355972328099597e-07,4.615666782115113e-08
1903,1.047642754770095e-07,4.3741785304973746e-08
1904,9.56683265940228e-08,3.3860139581065596e-08
1905,1.3727618863867974e-07,3.4577084306874895e-08
1906,1.1677298772383438e-07,2.82930141537463e-08
1907,1.1519968978745965e-07,3.4971336049238744e-08
1908,1.3113408670051285e-07,3.781769564170645e-08
1909,1.2817291406008735e-07,4.510806661528477e-08
1910,1.8437319226904947e-07,4.5959694716657395e-08
1911,1.55354925368556e-07,6.224837534318794e-08
1912,1.093978454491662e-07,3.438217888174222e-08
1913,8.962052788774599e-08,4.560571298384275e-08
1914,1.3393487563462259e-07,5.2234600644851525e-08
1915,9.306801729280778e-08,8.246533234057551e-09
1916,7.251725264723063e-08,5.7134801778602196e-08
1917,1.1185753123754694e-07,5.263883906536648e-08
1918,1.1026921242773824e-07,6.087779524932557e-08
1919,1.2062281484759296e-07,5.524708868165362e-08
1920,1.0676846784463123e-07,6.209229752585088e-08
1921,1.1434848801172848e-07,6.815472630705699e-08
1922,1.1730917748309366e-07,3.6151885041135756e-08
1923,1.1677543199084539e-07,6.369568694708505e-08
1924,8.766304659957314e-08,3.9964035636330664e-08
1925,1.1438105218530836e-07,4.2892892793133797e-08
1926,1.3040981627909787e-07,5.684530535177146e-08
1927,1.226414667598874e-07,5.2401357919507063e-08
1928,1.4625332767082e-07,5.5987602110008083e-08
1929,1.3368487827847275e-07,6.350031611646045e-08
1930,1.2079144084964355e-07,3.571225093423891e-08
1931,1.0492928481653507e-07,4.676196141417677e-08
1932,1.1726704229886309e-07,3.616647248350091e-08
1933,1.1700075219778228e-07,3.4411986149507356e-08
1934,1.0903237779302799e-07,2.6359476379411717e-08
1935,1.4960355088078359e-07,3.111753699158726e-08
1936,9.942265677409523e-08,2.7886843056990074e-08
1937,1.23392950968082e-07,4.910535977842301e-08
1938,7.90878047496335e-08,6.871563584809337e-08
1939,8.105846660555471e-08,4.8940961505650193e-08
1940,3.550096039361961e-08,2.028626333583361e-08
1941,8.264207451702532e-08,2.9515025090631752e-08
1942,8.799214157306778e-08,6.675266206457309e-08
1943,1.3935529352693266e-07,3.4838823381733164e-08
1944,1.317406344014671e-07,2.8918675454292497e-08
1945,1.0021118868053236e-07,2.832055301382752e-08
1946,9.46635054788203e-08,5.290019799986112e-08
1947,1.251691514880804e-07,3.337843779149807e-08
1948,1.0437012321062866e-07,4.022598432129598e-08
1949,1.0013348372694963e-07,5.006674186347482e-08
1950,1.265608062794854e-07,3.509669355139522e-08
1951,1.0021717855579482e-07,1.9190522948520083e-08
1952,7.4868104604775e-08,3.057992969957013e-08
1953,9.696444891460487e-08,3.44762476345295e-08
1954,7.231676590890856e-08,2.9317607896928166e-08
1955,9.854888105564896e-08,4.5050917663047585e-08
1956,8.197873313520176e-08,3.488456457034772e-08
1957,9.54184073975739e-08,3.710716001137371e-08
1958,7.52774127477096e-08,3.6397871383542224e-08
1959,1.1393598953191031e-07,3.1778064624177205e-08
1960,1.0312041354154644e-07,3.8756667208872386e-08
1961,1.208979654165887e-07,3.057190056665604e-08
1962,1.0654486715111489e-07,4.058852098864918e-08
1963,1.0281024742653244e-07,3.7503109950876024e-08
1964,1.125534154766683e-07,3.102823953327061e-08
1965,1.3297065493134141e-07,2.407699106754535e-08
1966,1.0191897814593176e-07,3.1572724878969893e-08
1967,1.4051455821117997e-07,3.7963584276212714e-08
1968,1.0464999178338985e-07,4.895643357372137e-08
1969,9.810197099113793e-08,3.133812853661766e-08
1970,1.1174901715094165e-07,3.862929176534635e-08
1971,1.0328179200769227e-07,3.237190426830239e-08
1972,8.618646774039007e-08,4.2580218462262565e-08
1973,8.049277511190667e-08,2.4258095976392724e-08
1974,8.38210212350532e-08,3.31908722728258e-08
1975,8.167416609694556e-08,3.0270843609514486e-08
1976,6.57055565511655e-08,2.971033907783749e-08
1977,7.757351738746365e-08,3.702372453062708e-08
1978,8.673263351965943e-08,2.970295653881294e-08
1979,1.053355234148512e-07,3.803782533395861e-08
1980,8.243468840873902e-08,3.183684427199296e-08
1981,6.199038438126081e-08,1.707898356073656e-08
1982,8.504277815291061e-08,1.738100685599875e-08
1983,8.715136345927021e-08,2.5892795463278162e-08
1984,8.930473427426477e-08,1.797692661398287e-08
1985,7.820225533805569e-08,2.2257564680217e-08
1986,8.152500186042744e-08,2.8174081734277934e-08
1987,8.49403534175508e-08,3.116516467116526e-08
1988,7.015967895540598e-08,2.998276826815527e-08
1989,9.055401761770554e-08,2.4147738031388144e-08
1990,8.009516960783003e-08,2.5063794595325817e-08
1991,9.788647048480925e-08,2.4618154625954958e-08
1992,6.446634870371781e-08,2.8100714644097025e-08
1993,7.090185505376212e-08,2.8249957040316076e-08
1994,6.857404599713846e-08,2.2154692302933654e-08
1995,8.079451419007455e-08,1.843633334885908e-08
1996,6.56585328329129e-08,2.1886178203089912e-08
1997,7.623881970175717e-08,2.5412941084823615e-08
1998,6.818424935772782e-08,2.193339376788117e-08
1999,6.855301393215996e-08,1.690974471557638e-08
2000,7.466473306294574e-08,2.385736941334926e-08
2001,7.623308562187958e-08,2.365854356867203e-08
2002,7.31663973851937e-08,1.1829298429688606e-08
2003,7.500461407516923e-08,1.6667691227212345e-08
2004,7.047665917525592e-08,1.6738207264666016e-08
2005,7.341111540881684e-08,2.2518747755384538e-08
2006,7.988706585138061e-08,2.3060183096390574e-08
2007,5.991719120856942e-08,1.5977917655618512e-08
2008,6.386159867588503e-08,2.0435710013089192e-08
2009,6.246332162618273e-08,1.8119131084404216e-08
2010,6.660548024228774e-08,9.447585824773341e-09
2011,5.391800428355964e-08,1.4531093661673822e-08
2012,7.285100878107187e-08,9.531907707582832e-09
2013,6.387096362914235e-08,1.617692468869336e-08
2014,1.0610681755451878e-07,1.797319448826329e-08
2015,8.844136090147003e-08,1.3964425171764105e-08
2016,1.0170279551857675e-07,2.050626690675017e-08
2017,5.056378782342108e-08,1.3584300795344006e-08
2018,6.531110585683564e-08,1.161660012627408e-08
2019,1.1632504026692914e-07,1.224474122096808e-08
