year,trop_ADV aider_VERB,trop_ADV céder_VERB
1911,0.0,1.4365010514438836e-08
1912,2.6047106693738442e-09,2.8651816919023076e-08
1913,0.0,1.9090762748419365e-08
1914,2.0090231700464756e-09,9.37544086809794e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,1.0987461607214755e-08
1917,2.1932848870420685e-09,1.4256351654751143e-08
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,0.0,9.207848705727883e-09
1920,6.057785384427916e-09,1.0601124422748853e-08
1921,7.572747429129834e-10,1.817459427400081e-08
1922,1.4755870969551665e-09,1.3280283539529592e-08
1923,3.1847844361720945e-09,7.431163684401554e-09
1924,0.0,3.867487219366694e-09
1925,2.1996355847875293e-09,9.898360353588487e-09
1926,1.1146138456652466e-09,1.5604593173179637e-08
1927,3.3447675740205796e-09,1.8953683067479687e-08
1928,1.1426041224282812e-09,2.5137291359556002e-08
1929,2.2280812750352652e-09,1.2254447234738564e-08
1930,5.2518016602221e-09,2.2057568216382606e-08
1931,4.5621426636444085e-09,2.5091784650044247e-08
1932,0.0,7.6716757391182e-09
1933,3.4411986593596566e-09,2.982372038218273e-08
1934,2.3963160344919743e-09,1.3179738189705859e-08
1935,3.590485242455088e-09,5.98414207075848e-09
1936,0.0,1.6974599503782883e-08
1937,1.2591118148108649e-09,1.888667711114067e-08
1938,2.5930428915188486e-09,1.1668692678767911e-08
1939,4.588215141154706e-09,1.070583532936098e-08
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,3.774205836748479e-08
1944,0.0,1.927911696952833e-08
1945,0.0,1.9606536838523425e-08
1946,0.0,1.8097434661967782e-08
1947,0.0,2.3841742802233057e-08
1948,0.0,2.0656587551570738e-08
1949,0.0,1.7670615193310368e-08
1950,3.190608444114673e-09,7.444753258312176e-09
1951,8.529121409139861e-09,1.8124383771578323e-08
1952,0.0,1.370824520563474e-08
1953,0.0,1.0773827163745864e-08
1954,0.0,1.172704333640695e-08
1955,9.385607846468247e-10,1.220129064449793e-08
1956,4.360570571293465e-09,1.657016923672927e-08
1957,2.6505113659425206e-09,3.268964121616591e-08
1958,8.272243445794913e-10,1.1581140491045971e-08
1959,0.0,1.0851047171911432e-08
1960,0.0,4.152500121534786e-09
1961,6.948159270159238e-10,1.737039845295385e-08
1962,2.5367825617905737e-09,1.9660065575521912e-08
1963,1.939815863494232e-09,1.4871922360271128e-08
1964,1.2167936658258327e-09,2.007709554163739e-08
1965,1.0944086747954884e-09,1.860494691641179e-08
1966,2.215629901769489e-09,1.495550172592175e-08
1967,4.930335584241163e-10,1.824224149515885e-08
1968,2.245707841908029e-09,1.8863946849023705e-08
1969,9.083515606356229e-10,1.9529558414888015e-08
1970,1.3796175313274261e-09,1.6555409487750694e-08
1971,1.541519245584766e-09,8.735275613958038e-09
1972,2.0520587451500205e-09,9.234264020108185e-09
1973,2.205281512956958e-09,1.543697081274331e-08
1974,5.625571675160757e-10,1.1813700240281833e-08
1975,5.711480177694739e-10,1.0851811893530794e-08
1976,2.285410749536254e-09,2.171140245366132e-08
1977,1.1753563677885381e-09,9.990529292736028e-09
1978,1.1881182704343018e-09,1.1881182260253809e-08
1979,3.5111840102075575e-09,1.462993370893173e-08
1980,5.685150683554241e-10,1.4212877097463661e-08
1981,4.427884725544118e-09,1.9609203150139365e-08
1982,1.2415004579935385e-09,1.3035754697909852e-08
1983,6.315316047889041e-10,2.084054351314535e-08
1984,5.799008495621649e-10,1.5657322549600394e-08
1985,1.8046674155058895e-09,2.3460676956688076e-08
1986,1.7983456945813714e-09,2.1580147446798037e-08
1987,3.6664902225425067e-09,1.4665960890170027e-08
1988,1.1993107618124554e-09,1.798966131616453e-08
1989,2.7440609784434855e-09,1.7561990972581043e-08
1990,2.179460389939436e-09,2.179460345530515e-08
1991,5.861465202094962e-10,1.1136783939491579e-08
1992,1.1019888335184191e-09,1.928480486412809e-08
1993,7.200969598386564e-09,2.1048988330107932e-08
1994,4.2199412852994556e-09,1.476979427650349e-08
1995,1.0844901643380922e-09,2.0063067651676647e-08
1996,3.736664311304594e-09,2.081855932090093e-08
1997,1.917957792585412e-09,1.4864173003559245e-08
1998,9.536258449571733e-10,1.7642078020685403e-08
1999,2.285100553223174e-09,2.2393985332769262e-08
2000,1.7672125984802278e-09,1.4137700787841823e-08
2001,3.5049694258049158e-09,1.5334240544007116e-08
2002,5.257465574004527e-09,1.6648641576466616e-08
2003,7.083769126836614e-09,1.4584229823810801e-08
2004,4.845270407116686e-09,1.3214373595360485e-08
2005,2.251874686720612e-09,1.306087415997581e-08
2006,6.58862386870851e-09,1.8118715416903797e-08
2007,3.994479413904628e-09,2.5165221018141892e-08
2008,2.9802078582719105e-09,1.1495087548496485e-08
2009,2.384096253749135e-09,9.53638501499654e-09
2010,1.8895172093635892e-09,1.8895171649546683e-08
2011,1.529588788962144e-09,7.647943611743813e-09
2012,2.0425516833455504e-09,8.170206733382201e-09
2013,3.904775169871755e-09,7.80955033974351e-09
2014,1.2992671383216248e-09,1.1693403578760808e-08
2015,7.536356427806368e-09,1.3964425171764105e-08
2016,6.421154274960372e-09,1.2220906064897008e-08
2017,3.2702947017071438e-09,1.1571811953103861e-08
2018,7.744399788123246e-09,1.0067719991013746e-08
2019,4.591778068885333e-09,1.2499840273960672e-08
