year,beaucoup_ADV en_ADP,beaucoup_ADV sans_ADP
1841,2.1213493255345384e-06,3.768861884800856e-07
1842,1.9541175788617693e-06,3.367549172850204e-07
1843,1.914429958560504e-06,2.953455524590254e-07
1844,2.0181439595035044e-06,3.468770803927157e-07
1845,1.9581020751502365e-06,3.738752719084637e-07
1846,2.15855470742099e-06,3.945933997329121e-07
1847,1.7479437701695133e-06,3.0579578691458664e-07
1848,1.852010086622613e-06,3.0169581011207924e-07
1849,1.6959935464910814e-06,3.0501071068833596e-07
1850,1.727120547911909e-06,2.199634758781599e-07
1851,1.8774316004055436e-06,2.5733259989557666e-07
1852,2.0566812963807024e-06,2.630260336200507e-07
1853,1.8512988617658266e-06,3.063600946262568e-07
1854,1.998252628254704e-06,3.2732686161551783e-07
1855,1.9184576558473054e-06,3.8103807042944027e-07
1856,1.8430794170853915e-06,3.515311408630595e-07
1857,2.1898449631407857e-06,3.6660134439259195e-07
1858,2.0152158413111465e-06,3.76813042102242e-07
1859,1.8046662262349855e-06,3.86495965898348e-07
1860,2.0414240680111106e-06,3.863143103188804e-07
1861,2.0179609236947726e-06,2.9852050609235903e-07
1862,1.8537297137299902e-06,4.120403502838599e-07
1863,1.8490086404199246e-06,3.576148537298707e-07
1864,1.9926890217902837e-06,3.3131569665556526e-07
1865,1.9721678654605057e-06,3.247722677457432e-07
1866,1.988576059375191e-06,3.362138496498801e-07
1867,1.92316929314984e-06,3.0912409521022255e-07
1868,1.9631058876257157e-06,3.097301153331955e-07
1869,1.909455932036508e-06,3.7407757336183067e-07
1870,1.7465912378611392e-06,2.574587907311354e-07
1871,1.8002895103563787e-06,2.803990799549183e-07
1872,1.7984787064051488e-06,3.096237697342019e-07
1873,1.8400977523924666e-06,2.969058296997673e-07
1874,2.0200152448524022e-06,3.435400115492371e-07
1875,1.8308886637896649e-06,2.7463330365407046e-07
1876,1.8972394855154562e-06,2.3700378370961062e-07
1877,1.9333733689563815e-06,2.90686351434033e-07
1878,1.8612471421874943e-06,2.995388115323294e-07
1879,2.04845673579257e-06,3.3234730612008434e-07
1880,1.8951900528918486e-06,2.3746031097005016e-07
1881,1.6462090570712462e-06,2.4752402438821264e-07
1882,1.895453692668525e-06,3.1479972761871977e-07
1883,1.80480321887444e-06,2.2812813504913265e-07
1884,1.8563971480034525e-06,2.7925177104037857e-07
1885,1.838939851950272e-06,2.5524716917857404e-07
1886,1.699197014204401e-06,2.497490569908223e-07
1887,1.8287518059878494e-06,2.3177682084707385e-07
1888,1.7620568542042747e-06,2.1811713946107147e-07
1889,1.7767928284229129e-06,2.8819629704912586e-07
1890,1.6680913859090651e-06,2.8380492711477245e-07
1891,1.7656589079706464e-06,1.9951308294352543e-07
1892,1.671185373197659e-06,2.5512845702735376e-07
1893,1.6523031263204757e-06,2.444891311625952e-07
1894,1.6982647821350838e-06,2.476504938897506e-07
1895,1.5889141877778457e-06,2.431520256251929e-07
1896,1.634656427995651e-06,2.3588115638517593e-07
1897,1.6402199207732338e-06,2.5113134682897e-07
1898,1.6301720506817219e-06,2.2972920810104824e-07
1899,1.7063634913938586e-06,2.1778658343407642e-07
1900,1.5926151490930351e-06,2.2217707495997274e-07
1901,1.5665235650885734e-06,2.106954513081405e-07
1902,1.4293835874923388e-06,1.6596760055165305e-07
1903,1.3981169786347891e-06,2.003481718304556e-07
1904,1.4135264336800901e-06,2.0316083926275041e-07
1905,1.5275846863005427e-06,2.0694643154683945e-07
1906,1.6631148582746391e-06,2.052529675111714e-07
1907,1.5361673604274984e-06,1.8977091897909304e-07
1908,1.4945356952011934e-06,1.9105302939692592e-07
1909,1.5600788856318104e-06,2.1563855945316845e-07
1910,1.6379822227463592e-06,1.5765245020560315e-07
1911,1.5902597851891187e-06,1.697199385475301e-07
1912,1.499271434113325e-06,1.9847895238456204e-07
1913,1.4965037280489923e-06,1.909076248196584e-07
1914,1.5161427882048883e-06,1.640702222971413e-07
1915,1.4148695299809333e-06,1.8731411266514897e-07
1916,1.4580361948901555e-06,1.9557682051640768e-07
1917,1.537492721581657e-06,1.7326950452201118e-07
1918,1.6115385506054736e-06,1.5851198575944636e-07
1919,1.4170879012453952e-06,1.510087130895954e-07
1920,1.4879435639159055e-06,1.9384912963715806e-07
1921,1.3668809515365865e-06,1.3555218147942583e-07
1922,1.5006720559540554e-06,1.7485706482744945e-07
1923,1.4182907079884899e-06,1.8684068914254226e-07
1924,1.3703796639674692e-06,2.0368767117417974e-07
1925,1.2911860949316178e-06,1.9466774858756253e-07
1926,1.375433498651546e-06,2.162350929424406e-07
1927,1.480617015658936e-06,1.7504282512348368e-07
1928,1.3448450317810057e-06,1.8281665692398974e-07
1929,1.432656290489831e-06,1.782464966737507e-07
1930,1.4463462321145926e-06,1.4915116697267194e-07
1931,1.3572374655268504e-06,1.6765874022439675e-07
1932,1.3217201058068895e-06,1.5014565812876413e-07
1933,1.3799207181364181e-06,1.5714807943822962e-07
1934,1.2484806575230323e-06,1.42580809381343e-07
1935,1.2435046983227949e-06,2.0226399843892295e-07
1936,1.2318710105319042e-06,1.2124714432459882e-07
1937,1.2628890999621945e-06,1.3346585481244233e-07
1938,1.207061472996429e-06,1.3613474614260213e-07
1939,1.3198765600463958e-06,1.1470537941704606e-07
1940,1.0624930837366264e-06,8.875240187222744e-08
1941,1.295709694204561e-06,1.2691460860025927e-07
1942,1.2652662917389534e-06,1.0923162352405313e-07
1943,1.1583908872125903e-06,1.2193587739517397e-07
1944,1.0410723234599573e-06,1.1567470359352683e-07
1945,1.1654996114884852e-06,1.372457543169503e-07
1946,1.1206489034520928e-06,1.433873739742353e-07
1947,1.2552677617350128e-06,1.3470583848373963e-07
1948,1.163292040473607e-06,1.6525269241896012e-07
1949,1.133864429903042e-06,1.590355314107228e-07
1950,1.0677903219402651e-06,1.2762433820867614e-07
1951,1.1535636303960928e-06,1.396643614093307e-07
1952,1.1335664567013737e-06,1.2442868779771743e-07
1953,1.049370780492609e-06,1.228216301996099e-07
1954,9.967986898118397e-07,1.4365628286938659e-07
1955,1.0615121937007643e-06,1.3796842868174508e-07
1956,1.1136897910546395e-06,1.1511906983230347e-07
1957,1.0540200037212344e-06,1.236905249335507e-07
1958,1.0356849315940053e-06,1.273925556155575e-07
1959,1.1300589903839864e-06,1.286624118357338e-07
1960,1.0581953802102362e-06,1.411850032440043e-07
1961,1.189524823530519e-06,1.639765585537134e-07
1962,1.2043375363646192e-06,1.4903597200799368e-07
1963,1.097935864891042e-06,1.1703556257458558e-07
1964,1.0738203854998574e-06,1.630503563276875e-07
1965,1.1212216577405343e-06,1.1655452292202995e-07
1966,1.0535320598137332e-06,1.2407527716362665e-07
1967,1.0974927135976031e-06,1.3657029462876835e-07
1968,1.1727087212420884e-06,1.450727253882178e-07
1969,1.122722551372135e-06,1.2353580958190946e-07
1970,1.039771746036422e-06,1.1036939895348041e-07
1971,1.0985893368342659e-06,1.0430946684181208e-07
1972,1.0727137578214752e-06,1.1081116890743203e-07
1973,1.0238019285679911e-06,8.931389938737766e-08
1974,8.905279855753179e-07,1.1701188817880848e-07
1975,9.349693073090748e-07,9.880860751820819e-08
1976,9.764416972757317e-07,9.541590229034114e-08
1977,9.12664233965188e-07,1.0636975478206523e-07
1978,1.0241579957437352e-06,1.0455441046275382e-07
1979,1.0030282737716334e-06,1.106022979868726e-07
1980,1.0256011364617734e-06,1.0176419573681983e-07
1981,9.513626650914375e-07,1.1196222349241225e-07
1982,9.516101044937386e-07,1.098727926418519e-07
1983,9.62454123509815e-07,7.3889198204391e-08
1984,1.0165662160943612e-06,9.278413903857086e-08
1985,9.757235375218443e-07,1.0527226823597857e-07
1986,1.0376454611105146e-06,9.591176741707841e-08
1987,1.0101180123456288e-06,8.188494859950879e-08
1988,1.0236117304884829e-06,1.1333486993336805e-07
1989,1.0926851246040314e-06,1.1744581307482349e-07
1990,1.0041864015875035e-06,9.916544430055296e-08
1991,1.0269286576658487e-06,9.788647137298767e-08
1992,9.537712912788265e-07,7.934319423696934e-08
1993,1.0003808483816101e-06,9.859789118493723e-08
1994,1.0280831475029117e-06,1.0655351401211988e-07
1995,1.0665960417099996e-06,8.513247595764994e-08
1996,9.971556664822856e-07,9.555185354059859e-08
1997,1.009325274026196e-06,8.247218730161876e-08
1998,1.0246709507555352e-06,1.0680609818791709e-07
1999,1.0100144436364644e-06,1.023725026971789e-07
2000,9.85662836683332e-07,9.012783941386715e-08
2001,1.0155648624277092e-06,9.02529659896345e-08
2002,1.039225708154845e-06,7.754761721656678e-08
2003,1.0283965821145102e-06,1.033396912486495e-07
2004,1.001209056994412e-06,9.029821801398441e-08
2005,1.0250533932776307e-06,1.0538773764778853e-07
2006,1.0640627579050488e-06,1.0624155777350097e-07
2007,1.083302777260542e-06,8.867744227814e-08
2008,1.0788352255985956e-06,1.0004983219680241e-07
2009,1.124339746638725e-06,9.297975411826087e-08
2010,1.1015885093001998e-06,8.408351237498835e-08
2011,1.2466148291423451e-06,9.292252167725223e-08
2012,1.2262117934369599e-06,1.102977900124813e-07
2013,1.224425886903191e-06,1.0403436734307547e-07
2014,1.2691674555753707e-06,1.1671749744479598e-07
2015,1.249040224138298e-06,1.163702094686414e-07
2016,1.349477997791837e-06,1.51829222083677e-07
2017,1.2059840628353413e-06,8.402141737917646e-08
2018,1.3294553582454682e-06,9.706314463286958e-08
2019,1.3823802191836876e-06,1.0254971005707603e-07
