year,trop_ADV en_ADP,trop_ADV sans_ADP
1844,1.1427184745116392e-06,7.519329159322297e-08
1845,1.2689438335655723e-06,7.868121221221713e-08
1846,1.3037974895269144e-06,7.435216531348487e-08
1847,1.0818806686074822e-06,9.276344670183789e-08
1848,1.1931064136661007e-06,6.597081636527946e-08
1849,1.1278692682026303e-06,6.954914510970411e-08
1850,1.0658724249879015e-06,3.733947906425783e-08
1851,1.040294478116266e-06,7.739326690625603e-08
1852,1.1699449942170759e-06,6.575650957074686e-08
1853,1.1985666787950322e-06,6.330247548369528e-08
1854,1.4189359944793978e-06,8.780673255159854e-08
1855,1.2195341696497053e-06,8.968723363977915e-08
1856,1.2725531632895581e-06,6.005539177067476e-08
1857,1.2916473224322544e-06,9.421312374691126e-08
1858,1.637424020373146e-06,1.2870367527284543e-07
1859,1.4894607147653005e-06,1.0184346854735793e-07
1860,1.376359250571113e-06,7.46080957014783e-08
1861,1.3445212516671745e-06,5.75347591791342e-08
1862,1.3517815204977524e-06,1.0029929597976661e-07
1863,1.3475487321557011e-06,6.542953201460477e-08
1864,1.2557392210510443e-06,8.055143041474366e-08
1865,1.3325076224646182e-06,7.20147212973643e-08
1866,1.1872095910803182e-06,8.90407179099384e-08
1867,1.3330673027667217e-06,8.73506067478047e-08
1868,1.1835937812065822e-06,8.842374654705054e-08
1869,1.4064535207580775e-06,7.618289998845285e-08
1870,1.4306451703305356e-06,5.6193678155125326e-08
1871,1.51670406012272e-06,1.0621177026770567e-07
1872,1.376979184897209e-06,8.284855113060985e-08
1873,1.305547584706801e-06,8.021245889722195e-08
1874,1.4362960882863263e-06,1.1650487968806189e-07
1875,1.3811766166327288e-06,8.52507540116676e-08
1876,1.4716000578118837e-06,7.859819173283711e-08
1877,1.2685057981798309e-06,8.16395697711414e-08
1878,1.2114411447328166e-06,7.246906091884497e-08
1879,1.3330547972145723e-06,7.697750070700948e-08
1880,1.254688982044172e-06,1.0076018419624688e-07
1881,1.2320421092226752e-06,6.693606963148468e-08
1882,1.297134531341726e-06,9.849970172837175e-08
1883,1.174765088762797e-06,7.520013411976834e-08
1884,1.2780885754182236e-06,4.291102939646407e-08
1885,1.0809330888150726e-06,6.96128631405557e-08
1886,1.1216120583412703e-06,4.1947515683204983e-08
1887,1.1497436389618088e-06,5.6148753202478474e-08
1888,1.1102416692665429e-06,5.452928775184773e-08
1889,1.2336054169281852e-06,7.894072240333116e-08
1890,1.226981112267822e-06,7.209825120257918e-08
1891,1.1569209164008498e-06,6.501704186145929e-08
1892,1.1308396778986207e-06,5.2655504845233736e-08
1893,1.0321506351829157e-06,6.589505829879272e-08
1894,1.0536173249420244e-06,8.318031774479095e-08
1895,1.1627963658611407e-06,6.439917399347905e-08
1896,1.1027443633793155e-06,7.312315686291981e-08
1897,1.035989726005937e-06,4.661370667236042e-08
1898,1.1599627214309294e-06,4.9793523970720344e-08
1899,1.2243585842952598e-06,5.417026827103655e-08
1900,1.0122553248947952e-06,4.7238581935005186e-08
1901,1.0378288379797596e-06,5.97995076234703e-08
1902,9.791106094780844e-07,5.008489412094974e-08
1903,1.0584432175164693e-06,6.912282213278331e-08
1904,1.0566512855803012e-06,5.374625189347171e-08
1905,1.0739539675341803e-06,4.6446832158153484e-08
1906,9.7276529231749e-07,5.452835694086389e-08
1907,1.0316543921362609e-06,4.1142747875255736e-08
1908,1.194449851027457e-06,4.911388984396581e-08
1909,1.0913951200564043e-06,5.8310426431784634e-08
1910,9.913399026117986e-07,5.1303846504424655e-08
1911,1.0656709719114588e-06,4.309503154331651e-08
1912,1.0908528338404722e-06,6.251305251225858e-08
1913,1.149157924373867e-06,4.984810353381164e-08
1914,1.068130586645566e-06,2.4777952134513725e-08
1915,1.1015011978088296e-06,2.8273827723523937e-08
1916,1.1954358569710166e-06,5.823354864986641e-08
1917,1.0867726132346434e-06,5.263883906536648e-08
1918,9.855310736384126e-07,3.5607767401302226e-08
1919,1.1021794534826768e-06,3.591060920848932e-08
1920,9.260839419766853e-07,5.982062845077962e-08
1921,9.730980536915013e-07,6.739745117556595e-08
1922,8.809254836705804e-07,5.75478971143184e-08
1923,8.683845749146712e-07,7.112684974330818e-08
1924,1.0223058097835747e-06,4.640984840875717e-08
1925,8.95251673682651e-07,5.719052609265418e-08
1926,1.0410493587187375e-06,5.907453304310195e-08
1927,1.0903942211371032e-06,4.2367055641534535e-08
1928,1.0180602885156986e-06,4.570416578530967e-08
1929,9.112852694670437e-07,8.689517017046455e-08
1930,9.495257700109505e-07,9.033098713473464e-08
1931,9.30677117594314e-07,3.5356607419601005e-08
1932,8.504600259584549e-07,6.137340424761106e-08
1933,8.327700697918772e-07,6.079450853846424e-08
1934,8.950240157901135e-07,4.912448048344231e-08
1935,9.215578984367312e-07,4.6676309040094566e-08
1936,6.571595463356061e-07,2.9099314957647948e-08
1937,8.209408974835242e-07,4.4068913740424875e-08
1938,7.960641710269556e-07,4.797129449229942e-08
1939,8.855255373418913e-07,4.5882153187903896e-08
1940,7.886284834057733e-07,5.0715659227762444e-08
1941,7.998572186806996e-07,3.246652724442356e-08
1942,9.072293210010685e-07,4.8547388331598995e-08
1943,8.47744672682893e-07,6.967764676346633e-08
1944,7.743778382973687e-07,3.213186161588055e-08
1945,7.711904572715866e-07,5.2284098384092204e-08
1946,8.352662348443118e-07,4.5939644977011085e-08
1947,9.63206389315019e-07,3.814678839475505e-08
1948,8.969307714323804e-07,8.697510267552389e-08
1949,7.971410695972736e-07,4.9085039810492503e-08
1950,7.785084790157271e-07,4.3604980959344175e-08
1951,8.497137287122314e-07,3.518262581270193e-08
1952,7.539534863099107e-07,4.0070253559676416e-08
1953,7.584774266433669e-07,4.4172692392763224e-08
1954,8.296883038383385e-07,3.909014378855602e-08
1955,7.330159519369772e-07,2.627970285828951e-08
1956,7.683325975449407e-07,6.017587805828839e-08
1957,7.394926342385588e-07,5.389373147757226e-08
1958,7.395385637209984e-07,6.617794889862694e-08
1959,7.355459956670529e-07,5.115493673102378e-08
1960,7.599074933750671e-07,6.021125176225439e-08
1961,7.962590302668104e-07,4.724748192685979e-08
1962,7.14104317012243e-07,5.898019583838732e-08
1963,6.873414690744539e-07,4.7202187936079554e-08
1964,8.201189416467969e-07,4.8063348634386216e-08
1965,7.496699367948167e-07,6.402290697593571e-08
1966,7.461133577635337e-07,4.597431990660539e-08
1967,8.662599384479108e-07,6.01500944608091e-08
1968,8.834614959596365e-07,5.883754594648849e-08
1969,7.33039712486061e-07,6.403878494154469e-08
1970,7.601692573189212e-07,5.242546596839759e-08
1971,7.779534030305513e-07,6.422996923216573e-08
1972,7.171945526351919e-07,4.924941165995733e-08
1973,6.196841013661469e-07,6.064524082916023e-08
1974,6.491909516626038e-07,4.6692243405033196e-08
1975,5.859978386979492e-07,5.3687915446687384e-08
1976,6.359155690915941e-07,5.884932674504739e-08
1977,6.047208671589033e-07,4.642657724929222e-08
1978,7.110887736416771e-07,6.891085835292188e-08
1979,6.261611247282417e-07,5.559374693930863e-08
1980,5.878445676898991e-07,6.537923358251874e-08
1981,6.015597477926349e-07,6.262294061087914e-08
1982,5.940579512753175e-07,6.952402697990578e-08
1983,6.334262252494227e-07,7.325766571142367e-08
1984,6.41950236968114e-07,5.972978778245874e-08
1985,6.460709300881717e-07,5.835091143602256e-08
1986,6.833713541709585e-07,5.6947611071223037e-08
1987,7.064104465825949e-07,6.783006778476874e-08
1988,5.588788098975783e-07,7.255829981289708e-08
1989,6.113768336035719e-07,5.707647021679918e-08
1990,5.851850914950774e-07,8.281949792632304e-08
1991,6.101785174905672e-07,7.209601982083313e-08
1992,5.879110176465474e-07,8.37511535678459e-08
1993,6.536265004797315e-07,7.256361733709582e-08
1994,6.14001464782632e-07,7.543145041921662e-08
1995,6.750951229150814e-07,7.320308803571152e-08
1996,6.170834581098461e-07,5.818520509848213e-08
1997,6.549826139234938e-07,6.473107738713679e-08
1998,6.675380745946313e-07,5.864799046406688e-08
1999,6.174341820042173e-07,5.118625434619162e-08
2000,6.238260539248586e-07,6.052703316328234e-08
2001,6.817165285610827e-07,6.747066194634499e-08
2002,6.221334274414403e-07,6.528020168872217e-08
2003,6.800418077546055e-07,8.083830493887945e-08
2004,6.294446848187363e-07,6.078611924920096e-08
2005,6.561963346030097e-07,7.251036571176428e-08
2006,7.173364338086685e-07,6.79451854779245e-08
2007,7.701356139477866e-07,8.108793192462826e-08
2008,7.765569876028167e-07,7.663391610179815e-08
2009,7.71016743783548e-07,7.915199695673891e-08
2010,8.587855973019032e-07,8.219399916242764e-08
2011,9.65552885645593e-07,9.02457388818334e-08
2012,1.085616190721339e-06,9.599992445430416e-08
2013,1.0671192285371944e-06,9.232004050119258e-08
2014,1.1708561942214146e-06,1.2624545675521404e-07
2015,1.1364381862222217e-06,1.0706058795051376e-07
2016,1.2320330142756575e-06,1.1413083633726728e-07
2017,1.1956700518567231e-06,1.0842284758894039e-07
2018,1.3209364624344744e-06,1.120356554196178e-07
2019,1.2902895605293452e-06,1.3724314129603954e-07
