year,trop_ADV à_ADP,trop_ADV a_ADP,trop_ADV las_ADJ
1862,3.944202035199851e-06,6.776979449840681e-09,2.2138133104476765e-08
1863,4.212962721794611e-06,1.4983862484108101e-09,5.244351797273339e-08
1864,4.076477580383653e-06,1.9178911792039344e-09,2.3973639073915365e-08
1865,4.087423803866841e-06,1.882737743486018e-09,2.871175119878444e-08
1866,3.828264198091347e-06,4.865612912574591e-10,4.330395420026889e-08
1867,4.0773320506559685e-06,9.220341823379385e-09,2.8631587767335986e-08
1868,4.024021563964197e-06,8.397786022129594e-09,1.6301584082611953e-08
1869,4.035740403196542e-06,2.9301114867763545e-09,1.70923168951731e-08
1870,3.878510597132845e-06,2.2936195165357276e-09,3.612450916179455e-08
1871,3.839555574813858e-06,9.559059321873065e-09,3.823623728749226e-08
1872,3.7245563362375833e-06,1.8142017887967654e-09,2.116568786902917e-08
1873,3.7999157029844355e-06,8.380406368857507e-09,2.8134220286801792e-08
1874,3.80044889425335e-06,3.5847654289433706e-09,1.1351757756017378e-08
1875,3.946137439925224e-06,3.4329162845736505e-09,1.7164581478379404e-08
1876,3.888796527462546e-06,2.418405919968336e-09,3.143927562732074e-08
1877,3.76222351405886e-06,7.4217790801967e-09,1.36065949618569e-08
1878,3.5866148664354114e-06,1.0870359501424787e-08,1.9325083755461492e-08
1879,3.92524134440464e-06,6.10932526790009e-09,2.1993571408529533e-08
1880,3.9521096368844155e-06,7.059631101924424e-09,2.1178893305773272e-08
1881,3.8237230910453945e-06,5.578006112560985e-09,1.9523021421719022e-08
1882,3.816863227257272e-06,2.6621540527571597e-09,7.454031303311126e-08
1883,3.666480552055873e-06,1.895801682305631e-09,3.2860562271253e-08
1884,3.68506721315498e-06,5.281357573494461e-09,3.564916273290919e-08
1885,3.407162921575946e-06,1.1602144356359645e-08,3.287274108476623e-08
1886,3.527463377395179e-06,5.80811748696064e-09,1.8069698626277386e-08
1887,3.277520136180101e-06,4.570247291724172e-09,2.7421483750345033e-08
1888,3.557718855518033e-06,8.876860579931645e-09,3.5507441653592764e-08
1889,3.529151626935345e-06,5.012109283164534e-09,5.5133202891965993e-08
1890,3.274571554356953e-06,7.2098250147867304e-09,2.6217545467943637e-08
1891,3.4274180507054552e-06,7.0116421557742115e-09,3.697047767925454e-08
1892,3.2840737276274012e-06,5.014809900671935e-09,4.952124710300154e-08
1893,3.2399429983342998e-06,3.695050043717174e-09,3.202376674948937e-08
1894,3.5250811833975604e-06,3.780923574225881e-09,3.654892766213891e-08
1895,3.1946806302585173e-06,3.0093072478365457e-09,3.611168608586013e-08
1896,3.294080443083658e-06,2.3588115349859606e-09,6.604672186938387e-08
1897,2.9325849482120248e-06,9.32274157872115e-09,7.632994969419826e-08
1898,3.398407898203004e-06,2.8291773368493978e-09,3.847681284696591e-08
1899,3.350818133185385e-06,5.527578395003729e-09,6.411990760568642e-08
1900,3.3222740967175923e-06,6.229263660451068e-09,4.7238582823183606e-08
1901,3.281148565292824e-06,1.2854099562531474e-08,5.141639669581366e-08
1902,2.8067181574442657e-06,5.401312175301598e-09,3.977329826598819e-08
1903,3.0862258881825255e-06,6.48026454719286e-09,4.8061958635159385e-08
1904,3.1242695968103362e-06,6.987012746151322e-09,4.622177574020725e-08
1905,3.1929616852721665e-06,7.2250627702885595e-09,5.26397414546409e-08
1906,3.0962846722104587e-06,8.745113744268451e-09,3.600929304736766e-08
1907,3.105248879364808e-06,4.628558980535047e-09,5.7599844893729824e-08
1908,3.30536477122223e-06,5.402527980535865e-09,4.6167055955947944e-08
1909,3.3968574371101568e-06,6.60118004702781e-09,5.996072127700813e-08
1910,3.2647417356201913e-06,4.275320542035388e-09,5.183825990684454e-08
1911,3.141680963381077e-06,9.576673454247953e-09,4.8947441655400326e-08
1912,3.1188803859549807e-06,9.897900055122477e-09,5.209421222174271e-08
1913,3.109142880930449e-06,8.484783764473036e-09,5.7272288245258096e-08
1914,3.1360850698547438e-06,1.5402510378237366e-08,3.549274207870212e-08
1915,2.7814378427137854e-06,8.246533345079854e-09,5.301342964614264e-08
1916,3.166586566294427e-06,5.493731025651982e-09,1.1207211514374649e-07
1917,2.9631278266606387e-06,4.386569774084137e-09,6.360526327853222e-08
1918,3.175983010805794e-06,1.378365155346728e-08,5.398596947259193e-08
1919,3.0818669074506033e-06,6.4454939163738345e-09,8.102906279283673e-08
1920,3.0440371574513847e-06,7.572231730534895e-09,4.770506123463747e-08
1921,3.117700089205755e-06,3.0290990271630847e-09,4.998013380941302e-08
1922,3.0345447612489806e-06,4.4267612908655e-09,5.6072309906340934e-08
1923,3.0085595881246263e-06,4.246379248229459e-09,9.554353219698442e-08
1924,2.9083505523885833e-06,9.02413699321869e-09,7.219309905437399e-08
1925,2.9904044822615106e-06,7.698724324711748e-09,5.49908882874206e-08
1926,2.9191737667133566e-06,1.0031524944054127e-08,8.582526267453261e-08
1927,3.632417474364047e-06,4.459690061686672e-09,7.358488263164986e-08
1928,2.995908062075614e-06,1.2568645346711094e-08,6.741364610984846e-08
1929,3.1527349619864253e-06,2.2280812750352652e-09,5.904415445456834e-08
1930,2.912649279096513e-06,8.402883056035648e-09,6.512234529409966e-08
1931,2.7064911591878626e-06,9.124285327288817e-09,4.904303452235581e-08
1932,2.7223488814343e-06,2.1919073223131136e-09,5.1509820520045935e-08
1933,2.696752744668629e-06,3.4411986593596566e-09,5.0470915446965137e-08
1934,2.7605560717347544e-06,3.5944740517379614e-09,3.71428985346256e-08
1935,2.7610831239144318e-06,3.590485242455088e-09,7.180970751363702e-08
1936,2.5340652882732684e-06,7.274828739411987e-09,5.8198631247563526e-08
1937,2.51192795985844e-06,7.554670666820584e-09,4.4068911853045734e-08
1938,2.4698733795958105e-06,5.186085783037697e-09,4.9267813606590494e-08
1939,2.581635726528475e-06,1.2235240376412548e-08,7.494084552917002e-08
1940,2.124986167473253e-06,1.5214697723919812e-08,5.5787225061720846e-08
1941,2.502874167475966e-06,8.854508237732261e-09,1.0035108832795459e-07
1942,2.791474798868876e-06,9.102635312174812e-09,8.192372069615317e-08
1943,3.086139031438506e-06,1.7419411246777372e-08,9.00002918857723e-08
1944,2.7794060315500246e-06,9.639558484764166e-09,1.1246151743193877e-07
1945,2.9366235594352474e-06,6.535512131478072e-09,1.0456819543591678e-07
1946,2.9610189358209027e-06,5.568441707737293e-09,8.909506998833194e-08
1947,2.799020421662135e-06,3.5762612871081956e-09,8.583027266695353e-08
1948,2.642955905685085e-06,1.5220642746172075e-08,9.45854230494092e-08
1949,2.393386694166111e-06,2.9451024952109606e-09,7.951776992420889e-08
1950,2.6046000130008906e-06,9.571825110299415e-09,7.657460399101979e-08
1951,2.9062980502203573e-06,4.264560704569931e-09,1.2793682291345476e-07
1952,2.3978884655662114e-06,6.326882129314981e-09,7.275914803983596e-08
1953,2.5469328193139518e-06,6.464296320451979e-09,1.1204780658857771e-07
1954,2.507632871129317e-06,8.795282502305213e-09,8.111205018757062e-08
1955,2.362357463425724e-06,2.815682353940474e-09,6.100645189022202e-08
1956,2.593667431938229e-06,4.360570571293465e-09,6.715279332603075e-08
1957,2.3059449176798807e-06,8.835037701437898e-10,5.742774433770137e-08
1958,2.4204584860854084e-06,2.481673033738474e-09,5.707848044211872e-08
1959,2.4438108994218055e-06,5.425523585955716e-09,7.208195462737876e-08
1960,2.5579399789421586e-06,5.536666680683311e-09,7.958958536669059e-08
1961,2.4721550744288834e-06,4.168895617606694e-09,9.866386019297124e-08
1962,2.536148258514004e-06,4.439369483133504e-09,3.995432679149147e-08
1963,2.449987505315221e-06,1.0345685197421517e-08,7.56528213408103e-08
1964,2.5522247142362176e-06,4.867174552281028e-09,8.274196949820123e-08
1965,2.497440618753899e-06,8.755269675919664e-09,6.238129524049896e-08
1966,2.4698733795958105e-06,7.200797402795445e-09,7.477751040596559e-08
1967,2.6618881747708656e-06,3.4512349644799656e-09,8.430873821296814e-08
1968,2.901005473177065e-06,5.389698992663838e-09,7.410836472265814e-08
1969,2.436652948745177e-06,4.5417577476669635e-09,5.223021345979184e-08
1970,2.438703859297675e-06,9.65732255275853e-09,4.322801672174137e-08
1971,2.563032694524736e-06,9.249115584530898e-09,6.577148459196991e-08
1972,2.3726929612166714e-06,9.747278761906841e-09,4.360624705768146e-08
1973,2.129199401679216e-06,8.269805784610895e-09,4.024638644573031e-08
1974,1.9250705918238964e-06,3.3753429495853027e-09,5.344293141362755e-08
1975,1.8865018773794873e-06,4.569184142155791e-09,4.0551511037989485e-08
1976,2.0111615413043182e-06,6.856232193097611e-09,4.513686091556224e-08
1977,1.897612833090534e-06,9.99052895966912e-09,3.584836827386084e-08
1978,2.0869297259196173e-06,8.910886695190356e-09,5.405938052760462e-08
1979,2.15528189073666e-06,4.681578791299046e-09,3.160065564777881e-08
1980,2.0097006654395955e-06,7.959210956975937e-09,4.4912691399279225e-08
1981,2.052640866168076e-06,5.060439622894819e-09,4.1748625501103476e-08
1982,1.9441897620708914e-06,6.828252518964462e-09,5.090151811160126e-08
1983,2.0000607037218288e-06,1.0104505676622466e-08,4.799640274111283e-08
1984,1.918891939567402e-06,5.799008662155103e-09,4.2332761851504586e-08
1985,2.0212276012898656e-06,4.812446330326736e-09,3.609334953136312e-08
1986,2.1939815724181244e-06,2.9972427317837003e-09,3.896415412540932e-08
1987,2.0232914721418638e-06,1.0388388482773792e-08,3.299841200288256e-08
1988,1.951278591150185e-06,8.994830602571113e-09,4.3175187647293e-08
1989,2.0163361114100553e-06,5.488122289953878e-09,3.1282296975021495e-08
1990,1.977315378098865e-06,5.9935161278446e-09,4.304434297885962e-08
1991,1.9102515125268837e-06,2.930732601047481e-09,4.161640188016236e-08
1992,1.8623611595103284e-06,3.856960972825618e-09,5.1793476840700237e-08
1993,2.1204086806392297e-06,4.985286516934195e-09,4.3205818478497804e-08
1994,1.9675476323754992e-06,6.329912038971486e-09,3.4287022887546925e-08
1995,2.0312500055297278e-06,5.422450655157007e-09,3.904164547208211e-08
1996,1.9825674826279283e-06,5.871901409548741e-09,3.68328361144421e-08
1997,1.8311701523998636e-06,5.274383929609883e-09,3.2605282473952e-08
1998,1.926324102896615e-06,3.814503379828693e-09,3.814503457544305e-08
1999,2.0003769805043703e-06,5.484241422104574e-09,3.930372960425643e-08
2000,1.8515969486543327e-06,5.743441056083043e-09,3.313523699866039e-08
2001,1.954020490302355e-06,2.6287270138425356e-09,4.1183390031562794e-08
2002,1.9838171283481643e-06,4.3812213301741565e-09,3.9430994025480004e-08
2003,1.8526138774177525e-06,3.333538334260311e-09,4.000246089930215e-08
2004,1.88304829862318e-06,3.964312184079333e-09,4.801222425188101e-08
2005,1.867705009317433e-06,5.404499625605297e-09,3.2426997531587176e-08
2006,2.0927116111124633e-06,6.176834932425379e-09,4.200247638586063e-08
2007,2.198961055910331e-06,3.195583603288199e-09,4.5537067450140967e-08
2008,2.260274641230353e-06,1.7029758714315335e-09,4.512885976026837e-08
2009,2.4670628135936568e-06,7.1522885392028e-09,4.1483273705011925e-08
2010,2.7794799279945437e-06,9.447586046817946e-10,5.999217300711734e-08
2011,2.884421974158613e-06,5.735957819830162e-09,7.91562162483217e-08
2012,3.3477422221039888e-06,2.3829768991401323e-09,1.1506374075764825e-07
2013,3.484732815195457e-06,3.904775058849452e-09,9.761937924679387e-08
2014,3.936562734452309e-06,1.5158116567492996e-09,1.2646199643029377e-07
2015,3.943952378904214e-06,1.3299452233939135e-09,9.686434454536652e-08
2016,4.086546596226981e-06,1.6570720073882939e-09,1.0978102071845797e-07
2017,3.681848738779081e-06,1.0062445598979508e-09,8.27636132960663e-08
2018,4.033025561511749e-06,2.323320036357046e-09,9.448168425407744e-08
2019,4.1035186768567655e-06,1.02039510174734e-09,8.80090764709962e-08
