year,trop_ADV égal_ADJ,trop_ADV légal_ADJ
1800,5.0306631749208464e-08,0.0
1801,1.6668277424969347e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,1.950339267864365e-08,0.0
1804,4.2021465418429216e-08,0.0
1805,4.264316544322355e-08,2.842877711017877e-09
1806,1.0662175498055149e-07,0.0
1807,6.547996633798903e-08,0.0
1808,7.704651494577774e-08,0.0
1809,5.1957702140725814e-08,0.0
1810,6.31834211617388e-08,0.0
1811,4.763445815569867e-08,0.0
1812,4.000812481308458e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,4.5852800667489646e-08,0.0
1816,4.6352077731626196e-09,0.0
1817,1.71256075987003e-08,0.0
1818,1.5497530370112145e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,1.542642635854463e-08,0.0
1821,2.7612166775270452e-08,0.0
1822,3.8097340393505874e-08,0.0
1823,6.917880934764753e-09,0.0
1824,1.6842225392110777e-08,0.0
1825,1.584979791857677e-08,0.0
1826,7.927186018719112e-09,0.0
1827,1.8434546111834038e-09,0.0
1828,7.337841001486822e-09,0.0
1829,3.257806824308318e-08,0.0
1830,2.922314124020886e-08,0.0
1831,1.870944643656003e-08,0.0
1832,9.470978667991403e-09,0.0
1833,4.6334514003376626e-09,0.0
1834,1.8669062740173104e-08,0.0
1835,6.050470346963266e-09,7.563087933704082e-10
1836,7.392825018825988e-09,0.0
1837,2.0177884252348122e-08,0.0
1838,3.66105403770689e-08,0.0
1839,9.788065469251706e-09,2.0974426639952526e-09
1840,2.5478755105723394e-08,6.369688665408546e-10
1841,1.4767261191650505e-08,0.0
1842,4.695785538189057e-09,0.0
1843,2.1855571574747046e-08,5.906911071384968e-10
1844,2.25031016043431e-08,3.841992946007622e-09
1845,1.3950569588416784e-08,6.696273757711424e-09
1846,1.2294452567118697e-08,3.5127007969038004e-09
1847,1.1865092020002521e-08,0.0
1848,8.84974404868899e-09,0.0
1849,3.267971848686102e-08,0.0
1850,2.7834882843080777e-08,6.788996032014438e-10
1851,1.6768540334055615e-08,0.0
1852,7.812654523320361e-09,0.0
1853,1.4929829816878737e-08,1.1943863675867306e-09
1854,1.1950028522278444e-08,2.0782657816909023e-09
1855,2.4411910715116392e-08,0.0
1856,1.1389816201301528e-08,0.0
1857,1.4156376515472857e-08,0.0
1858,1.8595969208945462e-08,0.0
1859,2.64793023063703e-08,1.018434669930457e-09
1860,1.785101666484934e-08,4.57718396518203e-09
1861,1.5562680033553988e-08,3.3011746669586728e-09
1862,1.2198563048571032e-08,0.0
1863,8.990317823531768e-09,0.0
1864,1.2466292886870178e-08,0.0
1865,9.413688495385486e-09,0.0
1866,2.432806489593986e-08,9.731225825149181e-10
1867,3.88224918879132e-09,2.91168689159349e-09
1868,1.877152122631287e-08,0.0
1869,7.813630631403612e-09,0.0
1870,1.3188312664169644e-08,5.734048791339319e-10
1871,6.37270636261178e-09,4.248470908407853e-09
1872,9.675742873582749e-09,0.0
1873,1.3767810003173508e-08,5.986004469882289e-10
1874,4.182226565063729e-09,0.0
1875,1.2587359599081083e-08,5.149374260327022e-09
1876,5.985554452081487e-08,6.04601479992084e-10
1877,4.329371083855449e-09,0.0
1878,1.8117265465633636e-09,0.0
1879,1.4051448005147904e-08,0.0
1880,3.144744553651435e-08,4.492492600149944e-09
1881,9.761510710859511e-09,0.0
1882,5.324308105514319e-09,0.0
1883,1.64302811356265e-08,0.0
1884,1.5183903911974994e-08,0.0
1885,8.379326565943757e-09,0.0
1886,5.808117542471791e-09,0.0
1887,1.8933882017790893e-08,0.0
1888,2.7264643875923866e-08,6.340614699951175e-10
1889,1.1903759755682586e-08,1.8795409673089125e-09
1890,1.1797895993481688e-08,0.0
1891,1.1473596295275001e-08,1.2748440081367107e-09
1892,1.191017329205124e-08,0.0
1893,5.542574843531156e-09,0.0
1894,2.520615716150587e-09,0.0
1895,3.0093072478365457e-09,3.611168697403855e-09
1896,1.0614652268259306e-08,0.0
1897,8.740070001067579e-09,0.0
1898,6.7900258748920805e-09,0.0
1899,1.1607914629507832e-08,0.0
1900,7.786579381274805e-09,5.191053142894475e-10
1901,1.620734302321125e-08,0.0
1902,8.347482705062248e-09,0.0
1903,1.4040573148577096e-08,0.0
1904,1.0749250378694342e-09,0.0
1905,1.5482276793932215e-08,0.0
1906,1.0288369267641428e-08,5.144184522798412e-10
1907,1.5942815068115124e-08,1.5428529565042481e-09
1908,1.0313916831705683e-08,0.0
1909,5.5009836685826485e-09,2.7504918342913243e-09
1910,3.740905363258662e-09,3.206490406526541e-09
1911,2.128149656499545e-09,5.320374141248863e-10
1912,4.688478938419394e-09,2.6047106693738442e-09
1913,1.113627856597077e-08,5.30298971401777e-10
1914,3.3483718020477227e-09,0.0
1915,4.712304768617059e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,7.676496771580332e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,3.44591288836682e-09
1919,3.6831393490643904e-09,0.0
1920,8.329454459499175e-09,0.0
1921,1.060184651180407e-08,0.0
1922,1.4018077365562931e-08,7.377935484775833e-10
1923,1.4862327368803108e-08,0.0
1924,7.734974438733389e-09,1.289162443462999e-09
1925,3.299453510408057e-08,2.1996355847875293e-09
1926,3.343841648018042e-09,0.0
1927,0.0,0.0
1928,9.14083297942625e-09,0.0
1929,1.2254447234738564e-08,0.0
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,1.2545892325022123e-08,0.0
1932,3.287861094491973e-09,0.0
1933,8.02946331646126e-09,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,9.574627313213568e-09,0.0
1936,8.487299751891442e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,2.5930428915188486e-09,0.0
1939,0.0,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,2.1239483061208375e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,0.0
1946,2.0881657292193267e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,4.908504269707237e-09,0.0
1950,1.0635361036293034e-08,0.0
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,0.0
1953,0.0,0.0
1954,7.818028890937967e-09,0.0
1955,8.447047505910632e-09,0.0
1956,1.1337483840634377e-08,0.0
1957,1.5903067307476704e-08,3.534015080575159e-09
1958,5.790570245522986e-09,0.0
1959,1.0851047171911432e-08,0.0
1960,7.612916519406099e-09,0.0
1961,4.16889545107324e-09,0.0
1962,2.0928455413127267e-08,0.0
1963,5.1728425987107585e-09,0.0
1964,7.909158661334459e-09,0.0
1965,7.1136563306595235e-09,2.188817349590977e-09
1966,7.200797291773142e-09,0.0
1967,7.395503320850594e-09,9.860671168482327e-10
1968,1.0779397818794223e-08,4.4914158503495116e-10
1969,8.629339909305145e-09,4.5417578031781147e-10
1970,1.3336302728816918e-08,9.197450023812337e-10
1971,1.0790635052160269e-08,5.138397485282553e-10
1972,7.182205497002769e-09,0.0
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,6.750686232237513e-09,5.625571675160757e-10
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,4.570821499072508e-09,0.0
1977,8.22749424145286e-09,1.1753563677885381e-09
1978,7.72276909088987e-09,5.940591352171509e-10
1979,1.7555920051037788e-09,0.0
1980,3.97960553399912e-09,5.685150683554241e-10
1981,9.488323904349727e-09,0.0
1982,6.2075020679230875e-09,0.0
1983,1.2630632095778083e-09,0.0
1984,6.958810416790584e-09,5.799008495621649e-10
1985,8.421781494405423e-09,0.0
1986,7.1933827783254856e-09,0.0
1987,7.944062296871834e-09,1.2221633705067347e-09
1988,8.994830658082265e-09,5.996553809062277e-10
1989,8.232182935330457e-09,5.488122178931576e-10
1990,7.628111475810329e-09,0.0
1991,5.2753188484189195e-09,0.0
1992,6.61193322315512e-09,1.1019888335184191e-09
1993,1.1078414852150331e-09,1.1078414852150331e-09
1994,5.802419433820205e-09,5.274926606624319e-10
