year,trop_ADV égal_ADJ,trop_ADV légal_ADJ
1995,4.337960657352369e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,0.0
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,5.2449422582867555e-09,0.0
1999,9.140402323914998e-10,9.140402323914998e-10
2000,3.092622158362701e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,0.0
2002,3.9430991805033955e-09,0.0
2003,5.416999737661854e-09,2.9168460979889232e-09
2004,5.285749615779878e-09,0.0
2005,2.251874686720612e-09,4.5037495954858286e-10
2006,8.64756888319107e-09,1.2353669198716943e-09
2007,7.589511241690161e-09,0.0
2008,2.9802078582719105e-09,8.514879357157668e-10
2009,1.430457752249481e-09,0.0
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,3.823971805871906e-09,0.0
2012,2.7234021704458655e-09,6.808505426114664e-10
2013,2.2313000336282585e-09,1.1156500168141292e-09
2014,2.5985342766432495e-09,2.1654451842767486e-10
2015,3.546520632724537e-09,1.5516027351836215e-09
2016,7.2496901815100045e-09,1.86420612280358e-09
2017,3.773417134311785e-09,1.7609279590047322e-09
2018,4.64663996169179e-09,3.0977600484760615e-09
2019,3.5713827450933877e-09,3.06118530524202e-09
