year,beaucoup_ADV à_ADP,beaucoup_ADV a_ADP,beaucoup_ADV las_ADJ
1844,1.3367391147767194e-05,6.5862735820765295e-09,0.0
1845,1.2915437764604576e-05,1.4508592549589139e-08,1.1160455892778032e-09
1846,1.4174918760545552e-05,1.0538102612756006e-08,0.0
1847,1.2511200111475773e-05,1.0247124926365814e-08,5.393223645455691e-10
1848,1.3269788723846432e-05,1.0458788168854483e-08,0.0
1849,1.301323118241271e-05,1.5920888385423382e-08,0.0
1850,1.3197129192121793e-05,1.5614690873633208e-08,0.0
1851,1.3356787349039223e-05,1.4188764829725642e-08,1.9348316282474798e-09
1852,1.26441300380975e-05,1.6927418133860783e-08,0.0
1853,1.306240665144287e-05,7.166318205520383e-09,5.971931837933653e-10
1854,1.3085800674161874e-05,1.6106559475037585e-08,0.0
1855,1.343875646853121e-05,1.539011762474729e-08,0.0
1856,1.2536045687738806e-05,2.0191038341277334e-08,0.0
1857,1.3676523849426303e-05,1.4156376126894799e-08,0.0
1858,1.3256479178380687e-05,1.663849857891364e-08,0.0
1859,1.396681273035938e-05,1.6294954940931916e-08,0.0
1860,1.3959495845483616e-05,7.781212785218372e-09,0.0
1861,1.3370700798986945e-05,2.0750240636857598e-08,4.715963730639317e-10
1862,1.3195231076679192e-05,2.4397126152653215e-08,4.517986262886353e-10
1863,1.3807629329676274e-05,9.989241656072068e-09,0.0
1864,1.392820558976382e-05,1.6302074801188837e-08,0.0
1865,1.379905552312266e-05,1.6473955588569567e-08,0.0
1866,1.2540143870864995e-05,2.2868381244212088e-08,0.0
1867,1.3658237548952457e-05,1.6014277903764196e-08,0.0
1868,1.3968481653137133e-05,7.903798504571569e-09,0.0
1869,1.284170230064774e-05,1.3673853493934018e-08,0.0
1870,1.3733047126152087e-05,1.1468097582678638e-08,5.734048791339319e-10
1871,1.2575474102050066e-05,1.274541272522356e-08,0.0
1872,1.3523665074899327e-05,1.8746751706544273e-08,0.0
1873,1.2896846783405636e-05,1.4366410283628284e-08,5.986004469882289e-10
1874,1.2892609447590075e-05,8.961913766647456e-09,0.0
1875,1.3058813237876166e-05,6.8658324581249985e-09,1.1443054281912168e-09
1876,1.337680805590935e-05,2.5997864305793428e-08,6.04601479992084e-10
1877,1.2958426850673277e-05,1.0514187298582556e-08,0.0
1878,1.2544998753583059e-05,1.3889903838215645e-08,0.0
1879,1.2860740753239952e-05,1.588424547449563e-08,0.0
1880,1.2852378858951852e-05,1.5402831454736088e-08,6.417846254436199e-10
1881,1.2043612514389679e-05,1.8128519574389657e-08,1.3945015142624584e-09
1882,1.270313350687502e-05,8.652000893505374e-09,0.0
1883,1.2084471563866828e-05,1.4534479675365475e-08,0.0
1884,1.2197295291116461e-05,1.4523733327109767e-08,0.0
1885,1.1948274732276332e-05,1.3535834897382415e-08,0.0
1886,1.125935887102969e-05,1.5488313243050555e-08,0.0
1887,1.152681670646416e-05,2.0239666054244765e-08,1.3057849246322917e-09
1888,1.1191184967174195e-05,1.6485598663962264e-08,0.0
1889,1.169763709185645e-05,1.1903759644660283e-08,0.0
1890,1.1247982911299914e-05,1.5075089176974643e-08,0.0
1891,1.0971944902848918e-05,1.0836173958139739e-08,0.0
1892,1.117613101087045e-05,1.1283321832422644e-08,0.0
1893,1.054259337252006e-05,1.1700991287000306e-08,0.0
1894,1.1133559382869862e-05,1.0082462864602348e-08,0.0
1895,1.1024898412870243e-05,1.9259566386153892e-08,0.0
1896,1.071254246198805e-05,1.1204355110372433e-08,0.0
1897,1.0425155778648332e-05,1.5732126712464378e-08,0.0
1898,1.1073400855821092e-05,1.5277558329529484e-08,0.0
1899,1.0853952517209109e-05,9.949641111006713e-09,5.527578395003729e-10
1900,1.0640620530466549e-05,1.0901211489056095e-08,0.0
1901,1.0270425264025107e-05,1.229522550438844e-08,0.0
1902,9.284364750783425e-06,1.3748794824852695e-08,0.0
1903,1.0161594218516257e-05,1.3500550011258383e-08,5.400220270956879e-10
1904,9.80009190243436e-06,1.1824175416563776e-08,0.0
1905,1.0235849913442507e-05,1.1353670004154992e-08,0.0
1906,1.0467901120136958e-05,1.4918134727537335e-08,5.144184522798412e-10
1907,9.969401617127005e-06,7.199980611716228e-09,0.0
1908,1.0339455911889672e-05,1.1296194646348567e-08,0.0
1909,1.004589648800902e-05,1.5402754183213574e-08,5.500983557560346e-10
1910,1.032008913171012e-05,1.1222716533865196e-08,0.0
1911,1.026619429467246e-05,1.4365010070349626e-08,0.0
1912,9.89946329355007e-06,1.1460726589973547e-08,0.0
1913,9.77659146883525e-06,1.5908969308586762e-08,5.30298971401777e-10
1914,9.569646863383241e-06,1.9420557162419527e-08,0.0
1915,8.995789357868489e-06,1.1780762143587253e-08,0.0
1916,9.478883839619812e-06,1.2086208034389756e-08,0.0
1917,9.46183081396157e-06,1.0966424657254947e-08,0.0
1918,9.570449037710205e-06,1.2635013924011673e-08,0.0
1919,9.295323252445087e-06,1.841569702287771e-08,9.207848372660976e-10
1920,9.292642971558962e-06,1.3630017114962811e-08,0.0
1921,9.253897587768734e-06,3.0290990271630847e-09,7.572747429129834e-10
1922,9.277753633796237e-06,1.1804696942174786e-08,7.377935484775833e-10
1923,9.114853128266986e-06,1.1677542932631013e-08,1.0615948120573648e-09
1924,9.811815289140213e-06,7.734974771800296e-09,0.0
1925,9.567314918967895e-06,1.5397449537601915e-08,0.0
1926,9.776277693163138e-06,1.4489980326715113e-08,1.1146138456652466e-09
1927,1.0093393029819708e-05,1.2264147475349318e-08,0.0
1928,9.572737326379865e-06,7.998228634953364e-09,1.1426041224282812e-09
1929,1.011437507258961e-05,5.570203187588163e-09,0.0
1930,9.81771790975472e-06,1.1553964007759987e-08,0.0
1931,9.315895113104489e-06,4.5621426636444085e-09,0.0
1932,9.178612344840076e-06,5.4797684168050864e-09,0.0
1933,9.222412700182758e-06,8.02946376055047e-09,1.1470662197865522e-09
1934,9.434295861865394e-06,1.677421224144382e-08,0.0
1935,8.728469765628688e-06,5.98414207075848e-09,0.0
1936,9.253581993107218e-06,6.0623572828433225e-09,0.0
1937,8.651357347844169e-06,7.554670777842887e-09,1.2591118148108649e-09
1938,8.722996426513419e-06,6.4826072287971215e-09,0.0
1939,8.62125580169959e-06,3.058810094103137e-09,0.0
1940,8.439085831923876e-06,0.0,0.0
1941,8.388170499529224e-06,1.4757512989405086e-08,0.0
1942,8.665709174238145e-06,9.102635090130207e-09,0.0
1943,8.956480996857863e-06,2.6129116648121453e-08,0.0
1944,9.106169272854459e-06,1.927911696952833e-08,3.2131861615880553e-09
1945,9.241213774657808e-06,8.714016175304096e-09,0.0
1946,8.896977305994369e-06,1.1136883415474585e-08,0.0
1947,9.106352990784217e-06,2.3841741469965427e-08,0.0
1948,8.764915946812835e-06,5.435944139264848e-09,0.0
1949,8.614424586994573e-06,2.5524221514139356e-08,0.0
1950,8.51892491482431e-06,1.4889506072535141e-08,1.0635361480382244e-09
1951,9.296742064179853e-06,9.595261807326949e-09,0.0
1952,8.776440154179e-06,5.272401959466322e-09,0.0
1953,8.684782187629025e-06,1.185120990232491e-08,0.0
1954,9.049368600244634e-06,1.0749789725039705e-08,0.0
1955,8.55028883961495e-06,1.2201290200408721e-08,0.0
1956,8.583347153034993e-06,1.2209597999301991e-08,0.0
1957,8.232487743953243e-06,5.301022620862739e-09,0.0
1958,8.156432159012184e-06,3.3088973783179654e-09,0.0
1959,8.663010703457985e-06,7.75074793235575e-09,2.325224457422337e-09
1960,8.343756235262845e-06,1.0381249970770057e-08,0.0
1961,8.698400961293373e-06,1.7370398619487304e-08,0.0
1962,9.013187991513405e-06,1.966006540898846e-08,6.341956404476434e-10
1963,8.687142326380126e-06,1.4225317257476888e-08,0.0
1964,8.734145012567751e-06,7.300761939443845e-09,0.0
1965,8.670999704918358e-06,9.302473458205895e-09,0.0
1966,8.576703294238541e-06,9.970334557962701e-09,1.1078149508847446e-09
1967,8.744936167204287e-06,9.860671390526932e-09,0.0
1968,9.27567180042388e-06,1.3474247440026232e-08,0.0
1969,8.168351087078918e-06,9.083515467578351e-09,0.0
1970,8.434061783191282e-06,1.37961748136739e-08,9.197450023812337e-10
1971,8.641242857265752e-06,1.5415192677892264e-08,0.0
1972,8.35495757200988e-06,1.692948470299882e-08,0.0
1973,8.07959986559581e-06,8.821126051827832e-09,5.513203782392395e-10
1974,7.583270416944288e-06,1.406392913239074e-08,0.0
1975,7.609976364619797e-06,1.028066431985053e-08,0.0
1976,7.889238077041227e-06,1.542652272590317e-08,0.0
1977,7.901333447080106e-06,1.7042667999067618e-08,0.0
1978,8.076827725744806e-06,2.7326720442033547e-08,0.0
1979,8.254208296420984e-06,1.9896709169131555e-08,0.0
1980,8.23607751954114e-06,2.4446147328660572e-08,0.0
1981,7.798769729561172e-06,2.024175871362388e-08,0.0
1982,7.837592420401052e-06,1.3656504815884318e-08,0.0
1983,8.258538400696125e-06,1.452522668810019e-08,0.0
1984,7.978275789355393e-06,8.69851257689902e-09,0.0
1985,7.84849817137001e-06,1.3835783407856184e-08,0.0
1986,8.352116310561541e-06,1.9182353483415682e-08,0.0
1987,8.069944669841789e-06,1.344379696455178e-08,0.0
1988,7.791922143951524e-06,1.3192418268914707e-08,5.996553809062277e-10
1989,8.407254426856525e-06,2.5245362245129854e-08,0.0
1990,7.943043783598114e-06,2.397406495546761e-08,0.0
1991,8.173226888175122e-06,7.033758187002803e-09,0.0
1992,7.951400220918003e-06,1.542784333619096e-08,0.0
1993,8.133772098517511e-06,1.994114651182599e-08,0.0
1994,8.395045369979925e-06,1.0022360774630812e-08,0.0
1995,8.139099008985795e-06,8.133676288046843e-09,0.0
1996,8.225466444855556e-06,1.1743802819097482e-08,0.0
1997,7.93075560068246e-06,1.486417233742543e-08,0.0
1998,8.113925105135422e-06,1.4781200818880791e-08,0.0
1999,7.996481144800782e-06,1.5538684033922223e-08,0.0
2000,7.900323907961138e-06,5.743440834038438e-09,0.0
2001,8.341827197000384e-06,6.133696661692056e-09,0.0
2002,8.071086085692514e-06,9.638687070712137e-09,0.0
2003,8.260508366220165e-06,6.2503845432715366e-09,0.0
2004,8.045792128541507e-06,5.285749615779878e-09,0.0
2005,8.185565093299374e-06,6.305249211635555e-09,0.0
2006,8.32349087431794e-06,7.412201963319376e-09,0.0
2007,8.310514203913044e-06,7.58951099188998e-09,0.0
2008,8.31733450468164e-06,5.534671720930362e-09,0.0
2009,8.218933544412721e-06,8.105927262747059e-09,0.0
2010,8.226013051171321e-06,7.085689646135762e-09,0.0
2011,7.92977061792044e-06,9.559929625702068e-09,0.0
2012,8.487822924507782e-06,7.148930641909246e-09,0.0
2013,8.761757271713577e-06,8.367375015083667e-09,5.578250084070646e-10
2014,9.276550372305792e-06,3.897801220675845e-09,2.1654451842767486e-10
2015,9.190142918669153e-06,2.438232948875907e-09,0.0
2016,9.765332833922002e-06,5.178350193091319e-09,0.0
2017,8.353087650903035e-06,2.289206391115073e-08,0.0
2018,9.368401151732542e-06,2.323320036357046e-09,0.0
2019,9.340186807094142e-06,1.785691428057845e-09,0.0
