year,trop_ADV en_ADP,trop_ADV lent_ADJ
1866,1.1872095910803182e-06,1.5521305352095283e-07
1867,1.3330673027667217e-06,2.101267373433302e-07
1868,1.1835937812065822e-06,2.5390951918780047e-07
1869,1.4064535207580775e-06,2.417342089833241e-07
1870,1.4306451703305356e-06,2.5344495391266264e-07
1871,1.51670406012272e-06,2.0180236504074855e-07
1872,1.376979184897209e-06,2.074237386295863e-07
1873,1.305547584706801e-06,2.484191947149661e-07
1874,1.4362960882863263e-06,2.2165799257178875e-07
1875,1.3811766166327288e-06,2.277167872044572e-07
1876,1.4716000578118837e-06,2.031461008300539e-07
1877,1.2685057981798309e-06,2.1337615407901467e-07
1878,1.2114411447328166e-06,1.8056874750982388e-07
1879,1.3330547972145723e-06,2.3520902281415346e-07
1880,1.254688982044172e-06,2.2077390693375776e-07
1881,1.2320421092226752e-06,1.9313846588708827e-07
1882,1.297134531341726e-06,1.8701632242823507e-07
1883,1.174765088762797e-06,2.2117686732103792e-07
1884,1.2780885754182236e-06,2.046526077492672e-07
1885,1.0809330888150726e-06,2.0497121511198202e-07
1886,1.1216120583412703e-06,1.981213415547245e-07
1887,1.1497436389618088e-06,1.7236361316008697e-07
1888,1.1102416692665429e-06,1.8070751806043006e-07
1889,1.2336054169281852e-06,2.3431611823054865e-07
1890,1.226981112267822e-06,1.881108856460756e-07
1891,1.1569209164008498e-06,2.3839583151996635e-07
1892,1.1308396778986207e-06,2.394571652075683e-07
1893,1.0321506351829157e-06,1.890633862799973e-07
1894,1.0536173249420244e-06,2.1740310018891762e-07
1895,1.1627963658611407e-06,1.7754912895462382e-07
1896,1.1027443633793155e-06,1.4211839527433767e-07
1897,1.035989726005937e-06,2.3306854757265683e-07
1898,1.1599627214309294e-06,2.0143743961753557e-07
1899,1.2243585842952598e-06,2.2386691966858052e-07
1900,1.0122553248947952e-06,2.0193196503814903e-07
1901,1.0378288379797596e-06,1.7325091072883936e-07
1902,9.791106094780844e-07,2.135973460326568e-07
1903,1.0584432175164693e-06,2.2680925382267958e-07
1904,1.0566512855803012e-06,1.8004993762588128e-07
1905,1.0739539675341803e-06,1.6049960427366727e-07
1906,9.7276529231749e-07,2.0576737796984546e-07
1907,1.0316543921362609e-06,2.3965649686985557e-07
1908,1.194449851027457e-06,2.445871700729185e-07
1909,1.0913951200564043e-06,2.3214150901562647e-07
1910,9.913399026117986e-07,2.4529651909688255e-07
1911,1.0656709719114588e-06,2.2292367141130143e-07
1912,1.0908528338404722e-06,2.3911243829388695e-07
1913,1.149157924373867e-06,2.1848317249828497e-07
1914,1.068130586645566e-06,2.2568026736280444e-07
1915,1.1015011978088296e-06,2.0969755698541093e-07
1916,1.1954358569710166e-06,1.747006450614208e-07
1917,1.0867726132346434e-06,1.6888293008499033e-07
1918,9.855310736384126e-07,2.756730275166319e-07
1919,1.1021794534826768e-06,2.2651306386123338e-07
1920,9.260839419766853e-07,2.7865812368688125e-07
1921,9.730980536915013e-07,2.1885239892549535e-07
1922,8.809254836705804e-07,2.4125849351630535e-07
1923,8.683845749146712e-07,2.4310522084292074e-07
1924,1.0223058097835747e-06,2.1400095906454197e-07
1925,8.95251673682651e-07,2.4195990122599653e-07
1926,1.0410493587187375e-06,2.2403737887088937e-07
1927,1.0903942211371032e-06,2.408232503414709e-07
1928,1.0180602885156986e-06,2.2623561335421982e-07
1929,9.112852694670437e-07,2.1946600670119665e-07
1930,9.495257700109505e-07,2.573382955617376e-07
1931,9.30677117594314e-07,2.224044548526649e-07
1932,8.504600259584549e-07,2.2686240663816193e-07
1933,8.327700697918772e-07,2.454721597100473e-07
1934,8.950240157901135e-07,2.2525370901860242e-07
1935,9.215578984367312e-07,2.656959070534981e-07
1936,6.571595463356061e-07,2.133949692506576e-07
1937,8.209408974835242e-07,2.442676833025459e-07
1938,7.960641710269556e-07,2.4115298558058385e-07
1939,8.855255373418913e-07,2.1717551135225222e-07
1940,7.886284834057733e-07,2.130057603633162e-07
1941,7.998572186806996e-07,2.302171964174704e-07
1942,9.072293210010685e-07,2.548737778607091e-07
1943,8.47744672682893e-07,2.409685182502841e-07
1944,7.743778382973687e-07,2.956131197606737e-07
1945,7.711904572715866e-07,2.2656442411062017e-07
1946,8.352662348443118e-07,2.853826304161089e-07
1947,9.63206389315019e-07,2.8490880787934714e-07
1948,8.969307714323804e-07,3.000641031203344e-07
1949,7.971410695972736e-07,3.2101617442048536e-07
1950,7.785084790157271e-07,2.977901121248294e-07
1951,8.497137287122314e-07,2.878578420073552e-07
1952,7.539534863099107e-07,2.9103658394369347e-07
1953,7.584774266433669e-07,2.855064167306409e-07
1954,8.296883038383385e-07,2.98062362125151e-07
1955,7.330159519369772e-07,2.9376953669668637e-07
1956,7.683325975449407e-07,2.6861115820508985e-07
1957,7.394926342385588e-07,2.915562524741233e-07
1958,7.395385637209984e-07,2.6967514021869476e-07
1959,7.355459956670529e-07,2.929782715321849e-07
1960,7.599074933750671e-07,2.913670931192769e-07
1961,7.962590302668104e-07,3.244790311995871e-07
1962,7.14104317012243e-07,3.2026879148716603e-07
1963,6.873414690744539e-07,2.9679184265773983e-07
1964,8.201189416467969e-07,2.71953385921897e-07
1965,7.496699367948167e-07,2.86187861409104e-07
1966,7.461133577635337e-07,2.708607662604834e-07
1967,8.662599384479108e-07,2.785639658942074e-07
1968,8.834614959596365e-07,2.9823000335937877e-07
1969,7.33039712486061e-07,2.647844800085508e-07
1970,7.601692573189212e-07,2.4511205021227056e-07
1971,7.779534030305513e-07,2.528091552767009e-07
1972,7.171945526351919e-07,2.436819723783401e-07
1973,6.196841013661469e-07,2.1832287366851943e-07
1974,6.491909516626038e-07,2.1827218188441577e-07
1975,5.859978386979492e-07,2.4787824459693297e-07
1976,6.359155690915941e-07,2.3425459771964086e-07
1977,6.047208671589033e-07,2.1744093248177165e-07
1978,7.110887736416771e-07,2.1148505835455467e-07
1979,6.261611247282417e-07,1.9604111123339152e-07
1980,5.878445676898991e-07,2.3195414766696842e-07
1981,6.015597477926349e-07,2.277197892475158e-07
1982,5.940579512753175e-07,2.1415883555420123e-07
1983,6.334262252494227e-07,2.0398470379490163e-07
1984,6.41950236968114e-07,2.2616133765751556e-07
1985,6.460709300881717e-07,2.2077097638906196e-07
1986,6.833713541709585e-07,2.0980698711703383e-07
1987,7.064104465825949e-07,2.3709968832719142e-07
1988,5.588788098975783e-07,2.1407697614606036e-07
1989,6.113768336035719e-07,2.3379400460044053e-07
1990,5.851850914950774e-07,2.3265739690359055e-07
1991,6.101785174905672e-07,2.3270016447085595e-07
1992,5.879110176465474e-07,2.038679411953126e-07
1993,6.536265004797315e-07,2.1215163847898566e-07
1994,6.14001464782632e-07,2.1574449204919688e-07
1995,6.750951229150814e-07,2.3967231976840253e-07
1996,6.170834581098461e-07,2.2313225889192267e-07
1997,6.549826139234938e-07,2.0809841916324956e-07
1998,6.675380745946313e-07,2.016918685399105e-07
1999,6.174341820042173e-07,2.4450575653034434e-07
2000,6.238260539248586e-07,2.2576140645824694e-07
2001,6.817165285610827e-07,2.225655517662517e-07
2002,6.221334274414403e-07,2.3614784350201035e-07
2003,6.800418077546055e-07,2.329309873871921e-07
2004,6.294446848187363e-07,2.519540664991382e-07
2005,6.561963346030097e-07,2.1843185660230802e-07
2006,7.173364338086685e-07,2.466616155771817e-07
2007,7.701356139477866e-07,2.6523342278039763e-07
2008,7.765569876028167e-07,2.528919180733169e-07
2009,7.71016743783548e-07,2.913365566570292e-07
2010,8.587855973019032e-07,3.5570161571740755e-07
2011,9.65552885645593e-07,3.873683631638869e-07
2012,1.085616190721339e-06,4.153188175592959e-07
2013,1.0671192285371944e-06,4.225524339318554e-07
2014,1.1708561942214146e-06,4.003908244953891e-07
2015,1.1364381862222217e-06,3.8435417692994633e-07
2016,1.2320330142756575e-06,4.0266851719650276e-07
2017,1.1956700518567231e-06,4.4098665341607557e-07
2018,1.3209364624344744e-06,4.749898749878412e-07
2019,1.2902895605293452e-06,4.334128185234931e-07
