year,trop_ADV égale_ADJ,trop_ADV légale_ADJ
1883,1.8958017378167824e-09,0.0
1884,2.706695667598069e-08,0.0
1885,1.4180398189012067e-08,1.2891271383708158e-09
1886,1.4842966855610484e-08,0.0
1887,1.1099172247952538e-08,0.0
1888,4.4384300679212174e-09,3.1703073499755874e-09
1889,1.50363277384713e-08,1.8795409673089125e-09
1890,5.243509182406569e-09,0.0
1891,1.2748440525456317e-08,6.374220040683554e-10
1892,1.6924984080901595e-08,0.0
1893,1.4780200174868696e-08,0.0
1894,9.452309157609307e-09,6.301539290376468e-10
1895,1.0833506536300774e-08,1.8055843487019274e-09
1896,1.1794058174530164e-08,5.89702897624278e-10
1897,7.574727511894253e-09,0.0
1898,2.1501747937691107e-08,0.0
1899,5.527578395003729e-09,1.1055156790007459e-09
1900,8.30568502863116e-09,1.038210628578895e-09
1901,1.7883964531506535e-08,2.235495566438317e-09
1902,1.3748794991386148e-08,0.0
1903,8.640352433531007e-09,0.0
1904,5.912087708281888e-09,5.374625189347171e-10
1905,8.257214467732865e-09,0.0
1906,1.18316245689698e-08,0.0
1907,8.742834012309686e-09,0.0
1908,2.357466755142923e-08,1.964555629285769e-09
1909,1.1552065082298668e-08,5.500983557560346e-10
1910,1.870452770447173e-08,1.068830135508847e-09
1911,1.276889793899727e-08,3.7242617878519013e-09
1912,6.251305251225858e-09,0.0
1913,1.0075680734189518e-08,0.0
1914,5.357394972094198e-09,0.0
1915,0.0,1.1780761921542648e-09
1916,0.0,0.0
1917,0.0,0.0
1918,5.743188147278033e-09,0.0
1919,1.3811772170413406e-08,0.0
1920,1.0601124422748853e-08,0.0
1921,1.817459427400081e-08,0.0
1922,1.0329110011753073e-08,0.0
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,6.445812328337297e-09,0.0
1925,1.0998178368026856e-08,2.1996355847875293e-09
1926,1.0031524944054127e-08,1.1146138456652466e-09
1927,1.8953683067479687e-08,1.1149224876660924e-09
1928,7.998228745975666e-09,0.0
1929,1.7824650200282122e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,2.2810713318222042e-09,0.0
1932,2.4110979879310435e-08,0.0
1933,3.4411986593596566e-09,0.0
1934,8.38710612072191e-09,0.0
1935,9.574627313213568e-09,0.0
1936,2.424942913137329e-09,0.0
1937,7.554670666820584e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,4.588215141154706e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,0.0
1942,3.3376331032286544e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,9.744772988540262e-09,0.0
1947,8.344609447874518e-09,0.0
1948,1.195907639583993e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,1.1698897850465073e-08,0.0
1951,3.1984206394497505e-09,0.0
1952,9.490323193972472e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,7.818028890937967e-09,9.772536113672459e-10
1955,1.5016972554349195e-08,0.0
1956,7.849027205963921e-09,0.0
1957,1.0602045463770082e-08,0.0
1958,4.9633461784992505e-09,0.0
1959,8.525822714489095e-09,0.0
1960,6.2287499602575735e-09,0.0
1961,6.94815938118154e-09,6.948159270159238e-10
1962,1.0781326054143392e-08,0.0
1963,9.69907976156037e-09,6.466053248388448e-10
1964,7.909158661334459e-09,0.0
1965,1.4227312661319047e-08,5.472043373977442e-10
1966,1.38476865529924e-08,0.0
1967,8.381570104631919e-09,0.0
1968,1.2126823101255013e-08,0.0
1969,7.2668124850849836e-09,4.5417578031781147e-10
1970,7.3579600190498695e-09,4.5987250119061684e-10
1971,9.24911525146399e-09,0.0
1972,9.234264020108185e-09,0.0
1973,1.1026407342740185e-08,0.0
1974,4.500457340128605e-09,0.0
1975,8.567219822452898e-09,0.0
1976,1.142705374768127e-09,0.0
1977,7.052138428775834e-09,2.938390863960194e-09
1978,5.940591352171509e-10,1.7821774056514528e-09
1979,5.266775904289034e-09,2.925986564150662e-09
1980,3.97960553399912e-09,0.0
1981,8.855769451088236e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,5.68378455412244e-09,6.315316047889041e-10
1984,5.799008384599347e-09,0.0
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,2.997242676272549e-09,1.1988970927134801e-09
1987,2.4443267410134695e-09,0.0
1988,2.99827696004229e-09,5.996553809062277e-10
1989,6.036934507847036e-09,5.488122178931576e-10
1990,3.814055737905164e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,8.439882570598911e-09,5.274926606624319e-10
1995,4.880205572987961e-09,0.0
1996,3.736664311304594e-09,5.338092190498855e-10
1997,1.917957792585412e-09,0.0
1998,1.43043876743576e-09,0.0
1999,1.3710603763428253e-09,0.0
2000,2.2090156370779823e-09,0.0
2001,3.943090742808408e-09,4.3812117822561447e-10
2002,8.324320788233308e-09,8.76244299341522e-10
2003,2.9168460979889232e-09,0.0
2004,5.285749615779878e-09,0.0
2005,3.602999676388663e-09,1.3511248786457486e-09
2006,5.7650457740976435e-09,4.1178899179428186e-10
2007,3.595031605740928e-09,3.994479469415779e-10
2008,4.6831836186811415e-09,0.0
2009,3.337734755248789e-09,0.0
2010,5.196172381261022e-09,0.0
2011,3.823971805871906e-09,7.64794394481072e-10
2012,4.085103366691101e-09,3.404252713057332e-10
2013,4.462600067256517e-09,2.789125042035323e-10
2014,5.846701789380404e-09,8.661780737106994e-10
2015,3.768178213903184e-09,2.2165753954528356e-10
2016,5.59261792432153e-09,6.214020409345267e-10
2017,2.5156112748447867e-09,0.0
2018,1.8070267504555204e-09,1.0325866828253538e-09
2019,3.06118530524202e-09,0.0
