year,trop_ADV imiter_VERB,trop_ADV limiter_VERB
1800,1.5720821977538435e-08,6.288328968651058e-09
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,1.1189200677108602e-08,0.0
1803,1.1702034896643454e-08,0.0
1804,1.730295728918918e-08,4.943701892301533e-09
1805,1.7057265822018053e-08,0.0
1806,2.0171682990621775e-08,5.76333825108577e-09
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,3.162642769893864e-08,0.0
1810,7.020380277111826e-09,1.4040760554223652e-08
1811,1.2535384286138651e-08,2.5070767684098882e-09
1812,8.00162425207418e-09,0.0
1813,3.4508900625951355e-08,8.627225156487839e-09
1814,1.2586708564299443e-08,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,3.244645441213834e-08
1817,1.556873407970727e-09,0.0
1818,4.053200441944682e-08,2.384235475716423e-09
1819,4.140419918030602e-08,2.070210003424222e-09
1820,1.3053129244156025e-08,1.1866481131050932e-09
1821,2.2681422962023134e-08,0.0
1822,1.2030739071633434e-08,2.0051231786055723e-09
1823,9.882686669016039e-09,6.917880934764753e-09
1824,2.3579115548955087e-08,5.052667617633233e-09
1825,1.584979791857677e-08,3.522177216552791e-09
1826,6.1655889282974385e-09,4.403992281964975e-09
1827,2.7651818612639545e-09,1.1060727445055818e-08
1828,1.1006761724274838e-08,3.668920500743411e-09
1829,4.286587973467704e-09,7.715858174606183e-09
1830,6.262101504006523e-09,6.262101504006523e-09
1831,3.1182413096075834e-08,6.236482441579483e-09
1832,1.6235963684607668e-08,1.3529969367098715e-09
1833,1.50587169400751e-08,6.950177322551099e-09
1834,1.213489042584115e-08,9.334530925997342e-10
1835,1.3613558280667348e-08,5.294161553592858e-09
1836,4.368487438455304e-08,1.1425274948351216e-08
1837,1.461157062010443e-08,1.3915781860163179e-09
1838,3.092959488526503e-08,5.680945491803868e-09
1839,1.2584655095793096e-08,4.194885327990505e-09
1840,1.7198159341091923e-08,9.554533164646273e-09
1841,8.988767952189392e-09,6.420548537278137e-09
1842,9.391571076378114e-09,2.683306021822318e-09
1843,1.7720733325177207e-08,1.4176587015413133e-08
1844,1.3721403568922597e-08,1.0428266250528395e-08
1845,8.37034175305007e-09,8.37034175305007e-09
1846,1.6978054517835517e-08,1.8734404250153602e-08
1847,1.77976389181822e-08,2.1572894581822766e-09
1848,4.82713291560799e-09,2.172209789819135e-08
1849,2.0948537127196687e-08,1.5920887719289567e-08
1850,1.5614691761811628e-08,3.1229383523623255e-08
1851,4.772584816237213e-08,5.159551008659946e-09
1852,1.7578472011337e-08,9.765818376195057e-09
1853,1.4929829816878737e-08,5.3747388761848924e-09
1854,1.9223959313308114e-08,2.0782657816909023e-09
1855,9.552486801567284e-09,1.5920811335945473e-09
1856,4.141751386299575e-09,5.177189343896771e-09
1857,1.757343248698362e-08,7.810414537345878e-09
1858,1.0276719919488642e-08,7.829881631948865e-09
1859,7.638259802433822e-09,5.092173349652285e-09
1860,1.5562426014525954e-08,1.1442959468865865e-08
1861,9.903524222920623e-09,3.3011746669586728e-09
1862,9.035972858839614e-09,0.0
1863,9.489779628779615e-09,9.989241434027463e-09
1864,1.102787461348953e-08,9.109982990196386e-09
1865,2.0710114512212385e-08,4.706844247692743e-09
1866,1.4110277390955162e-08,2.919367858567057e-09
1867,1.164674756637396e-08,3.396968040192405e-09
1868,1.531360993567432e-08,2.9639244392143382e-09
1869,1.5627261262807224e-08,4.395167341186834e-09
1870,1.0894693147633916e-08,2.8670243956696595e-09
1871,3.18635318130589e-09,1.5931766128574054e-08
1872,6.047339518033823e-09,5.442605477412599e-09
1873,5.387403856360606e-09,7.781805422268917e-09
1874,1.8521287614703397e-08,1.4339061493728877e-08
1875,1.4875970677508121e-08,6.293679799540541e-09
1876,7.255217759905008e-09,1.209202959984168e-08
1877,4.9478527941460015e-09,5.566334504436554e-09
1878,9.058632954861423e-09,5.435179861734696e-09
1879,1.710611030603104e-08,9.163987790827832e-09
1880,8.984985200299889e-09,5.134277003548959e-09
1881,1.3945014920579979e-08,4.8807553554297556e-09
1882,9.317538740560849e-09,6.655385131892899e-10
1883,1.7062214752172622e-08,6.319338829996468e-09
1884,1.0562715146988921e-08,4.621187876807653e-09
1885,1.353583467533781e-08,1.933690763067375e-09
1886,2.968593371122097e-08,6.4534639854230136e-09
1887,2.4809914123125054e-08,6.528924623161458e-10
1888,2.4094335415725254e-08,5.706553452000662e-09
1889,8.771191772893872e-09,1.8795409673089125e-09
1890,1.7696843102044113e-08,4.5880703680722945e-09
1891,6.3742202627281586e-09,2.1672347472190268e-08
1892,6.268512375839919e-09,1.2537024751679837e-09
1893,6.15841644346915e-09,6.774258043407144e-09
1894,1.0082462864602348e-08,4.411077725308132e-09
1895,3.0093072478365457e-09,1.5648398132839247e-08
1896,7.66613794667137e-09,1.7101383420481397e-08
1897,1.2236098356765979e-08,1.4566784223291052e-08
1898,9.619203211741478e-09,1.0750873968845553e-08
1899,9.39688327150634e-09,9.39688327150634e-09
1900,1.038210584169974e-08,1.0901211489056095e-08
1901,7.265360757457984e-09,3.912117296778206e-09
1902,8.347482705062248e-09,5.4013122863239005e-09
1903,5.940242076007962e-09,5.940242076007962e-09
1904,1.9348650681649815e-08,1.9886112312406112e-08
1905,8.257214467732865e-09,1.2385822145688508e-08
1906,3.600929110447737e-09,8.745113966313056e-09
1907,7.199980611716228e-09,1.542852956504248e-08
1908,6.875944702500192e-09,5.40252820258047e-09
1909,7.151278680339601e-09,1.1552065082298668e-08
1910,1.2291546447329438e-08,8.01622590529405e-09
1911,4.25629931299909e-09,9.044636151145369e-09
1912,5.2094213387476884e-09,1.0418842677495377e-08
1913,1.4318072061314524e-08,9.545381374209683e-09
1914,4.68772043404897e-09,6.027069510139427e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,0.0,3.2962386153911893e-09
1917,8.773139548168274e-09,1.864292187292449e-08
1918,5.743188147278033e-09,3.331049214239101e-08
1919,5.524709134618888e-09,2.2098836538475553e-08
1920,0.0,8.329454459499175e-09
1921,8.330022005509363e-09,1.2873671018098776e-08
1922,4.426761179843197e-09,1.549366501762961e-08
1923,4.246379248229459e-09,1.5923921736771263e-08
1924,1.2891624656674594e-08,1.0313299547703991e-08
1925,3.299453377181294e-09,4.399271169575059e-09
1926,2.229227691330493e-09,2.5636119005412183e-08
1927,4.4596899506643695e-09,1.4493992672726108e-08
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,6.684243825105796e-09,1.6710609784809094e-08
1930,2.100720708497761e-09,1.05036033204442e-08
1931,9.124285327288817e-09,1.1405356659111021e-08
1932,8.767629289252454e-09,4.383814644626227e-09
1933,1.261772819560747e-08,1.0323596200123575e-08
1934,9.585264137967897e-09,7.188948103475923e-09
1935,2.393656828303392e-09,3.590485242455088e-09
1936,3.6374143697059935e-09,1.8187071404440758e-08
1937,0.0,1.888667711114067e-08
1938,7.779128452511941e-09,1.2965214679638848e-08
1939,0.0,9.176430282309411e-09
1940,5.0715658339584024e-09,1.2678914806940611e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,2.2492303131116387e-08
1945,4.357008087652048e-09,3.267756198965799e-08
1946,4.1763312808029696e-09,1.5313215584455975e-08
1947,2.3841741914054637e-09,1.7881307101674793e-08
1948,4.348755133776194e-09,1.195907639583993e-08
1949,1.9634016634739737e-09,1.570721330779179e-08
1950,0.0,2.0207187034770868e-08
1951,1.0661401761424827e-09,1.1727541604500402e-08
1952,4.2179215675730575e-09,4.2179215675730575e-09
1953,2.1547654771580937e-09,7.54167928107563e-09
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,0.0,1.1262729415761896e-08
1956,0.0,8.72114114258693e-09
1957,6.184526224473075e-09,1.5903067307476704e-08
1958,6.617794756635931e-09,9.926692356998501e-09
1959,5.425523585955716e-09,1.5501495198577686e-08
1960,5.536666680683311e-09,8.305000243069571e-09
1961,7.64297514166401e-09,1.042223907177231e-08
1962,1.2683912808952869e-09,1.6489087428794846e-08
1963,6.466053248388448e-10,7.1126584622049904e-09
1964,4.867174663303331e-09,6.083968440151466e-09
1965,1.6416130677043839e-09,1.094408652591028e-08
1966,6.6468897053084675e-09,1.1078149952936656e-08
1967,4.437302081328198e-09,1.1832804958089582e-08
1968,4.042274071025531e-09,1.122853987567396e-08
1969,1.3625273131978588e-09,9.537691525451919e-09
1970,1.8394900047624674e-09,1.4715920038099739e-08
1971,7.193756701440179e-09,9.762954888969944e-09
1972,1.0260293725750103e-09,1.0260293947794707e-08
1973,1.6539611902288698e-09,1.0475087464101307e-08
1974,2.2502286700643026e-09,8.438357568252286e-09
1975,5.140332159925265e-09,1.028066431985053e-08
1976,1.7140580066410394e-09,6.8562320265641574e-09
1977,1.7630346071939584e-09,8.815172591880582e-09
1978,8.316828115084718e-09,1.3069301196821925e-08
1979,6.437170796402825e-09,4.096381456264453e-09
1980,2.2740602734216964e-09,5.116635559687666e-09
1981,3.1627747087981106e-09,3.795329828193417e-09
1982,3.1037510339615437e-09,5.586751949948621e-09
1983,1.0736036948344463e-08,1.2630632539867293e-08
1984,2.3196033982486597e-09,8.118611560803402e-09
1985,1.8046674155058895e-09,9.624892882698077e-09
1986,1.1988970927134801e-09,5.994485352545098e-09
1987,4.277571630240118e-09,6.110816741511371e-09
1988,5.996553809062277e-10,8.395175221664886e-09
1989,4.390497743145261e-09,4.390497743145261e-09
1990,2.724325431913144e-09,8.717841559757744e-09
1991,4.10302547493302e-09,7.6199047072123e-09
1992,3.856960972825618e-09,4.958949695321735e-09
1993,7.200969598386564e-09,4.985286850001103e-09
1994,6.329911705904578e-09,4.747434001473039e-09
1995,1.626735190995987e-09,5.964695848348356e-09
1996,4.804283193493575e-09,5.3380921904988554e-09
1997,5.753873377756236e-09,6.7128524960935465e-09
1998,1.43043876743576e-09,9.536258005482523e-09
1999,5.0272213059088244e-09,7.312321859131998e-09
2000,4.418031274155965e-09,7.068850393920911e-09
2001,4.381211837767296e-09,3.5049694258049158e-09
2002,4.81934359086722e-09,5.6955880012310445e-09
2003,4.583615265119079e-09,5.000307723435071e-09
2004,2.642874807889939e-09,5.285749615779878e-09
2005,4.954124666056714e-09,6.7556245042510454e-09
2006,6.58862386870851e-09,7.412201963319376e-09
2007,2.7961355453243186e-09,2.3966877371606188e-09
2008,3.405951742863067e-09,4.6831836186811415e-09
2009,3.337734755248789e-09,5.245011536203492e-09
2010,1.4171379625338432e-09,6.613310343794865e-09
2011,7.64794394481072e-10,6.500752380844688e-09
2012,1.7021263287730903e-09,5.446804340891731e-09
2013,2.5102124823206395e-09,1.059867482666732e-08
2014,1.5158115873603606e-09,3.2481677347817595e-09
2015,1.994917786518613e-09,3.546520632724537e-09
2016,3.5212781579474495e-09,6.006886099640951e-09
2017,2.7671724911471074e-09,4.2765391228272165e-09
2018,2.323319980845895e-09,3.3559066636712487e-09
2019,2.2958890344426663e-09,4.846876677788714e-09
