year,beaucoup_ADV en_ADP,beaucoup_ADV lent_ADJ
1800,3.4805900668288814e-06,0.0
1801,3.1907845823297976e-06,0.0
1802,3.3410954074497567e-06,0.0
1803,3.7056445307825925e-06,0.0
1804,2.840156639649649e-06,2.4718509461507665e-09
1805,3.1214797218126478e-06,0.0
1806,2.2131218884169357e-06,0.0
1807,2.209237209171988e-06,0.0
1808,2.6717011678556446e-06,0.0
1809,3.5805633160634898e-06,0.0
1810,2.237161197626847e-06,0.0
1811,2.4393857529503293e-06,0.0
1812,2.307135218870826e-06,0.0
1813,2.3379780031973496e-06,0.0
1814,2.101980271618231e-06,0.0
1815,1.777470288288896e-06,0.0
1816,2.5516819732729346e-06,0.0
1817,3.2040454698289977e-06,0.0
1818,2.5487477159913396e-06,0.0
1819,2.0225952539476566e-06,0.0
1820,2.341256731597241e-06,0.0
1821,2.393383283560979e-06,9.86148829262845e-10
1822,2.447252882120665e-06,0.0
1823,2.816565711327712e-06,0.0
1824,2.629071332194144e-06,0.0
1825,2.5747115159902023e-06,0.0
1826,2.244274355689413e-06,0.0
1827,2.0637473880924517e-06,0.0
1828,2.271978928547469e-06,0.0
1829,2.277035491715651e-06,8.57317605795771e-10
1830,2.414040181974997e-06,0.0
1831,1.9379870082048e-06,0.0
1832,2.278446800119127e-06,0.0
1833,2.310933950866456e-06,0.0
1834,2.0395950741658453e-06,0.0
1835,2.5820381779340096e-06,0.0
1836,2.291775672347285e-06,0.0
1837,2.4415239749941975e-06,0.0
1838,2.4005150862649316e-06,0.0
1839,2.4589019176346483e-06,0.0
1840,2.1548655695369234e-06,6.369688665408546e-10
1841,2.1213493255345384e-06,0.0
1842,1.9541175788617693e-06,0.0
1843,1.914429958560504e-06,0.0
1844,2.0181439595035044e-06,0.0
1845,1.9581020751502365e-06,0.0
1846,2.15855470742099e-06,5.854501328173001e-10
1847,1.7479437701695133e-06,0.0
1848,1.852010086622613e-06,0.0
1849,1.6959935464910814e-06,0.0
1850,1.727120547911909e-06,0.0
1851,1.8774316004055436e-06,0.0
1852,2.0566812963807024e-06,0.0
1853,1.8512988617658266e-06,0.0
1854,1.998252628254704e-06,0.0
1855,1.9184576558473054e-06,0.0
1856,1.8430794170853915e-06,0.0
1857,2.1898449631407857e-06,0.0
1858,2.0152158413111465e-06,0.0
1859,1.8046662262349855e-06,0.0
1860,2.0414240680111106e-06,0.0
1861,2.0179609236947726e-06,0.0
1862,1.8537297137299902e-06,0.0
1863,1.8490086404199246e-06,0.0
1864,1.9926890217902837e-06,0.0
1865,1.9721678654605057e-06,0.0
1866,1.988576059375191e-06,0.0
1867,1.92316929314984e-06,0.0
1868,1.9631058876257157e-06,0.0
1869,1.909455932036508e-06,0.0
1870,1.7465912378611392e-06,0.0
1871,1.8002895103563787e-06,0.0
1872,1.7984787064051488e-06,0.0
1873,1.8400977523924666e-06,0.0
1874,2.0200152448524022e-06,0.0
1875,1.8308886637896649e-06,0.0
1876,1.8972394855154562e-06,0.0
1877,1.9333733689563815e-06,0.0
1878,1.8612471421874943e-06,0.0
1879,2.04845673579257e-06,0.0
1880,1.8951900528918486e-06,0.0
1881,1.6462090570712462e-06,0.0
1882,1.895453692668525e-06,0.0
1883,1.80480321887444e-06,0.0
1884,1.8563971480034525e-06,0.0
1885,1.838939851950272e-06,0.0
1886,1.699197014204401e-06,0.0
1887,1.8287518059878494e-06,0.0
1888,1.7620568542042747e-06,0.0
1889,1.7767928284229129e-06,0.0
1890,1.6680913859090651e-06,0.0
1891,1.7656589079706464e-06,6.374220040683554e-10
1892,1.671185373197659e-06,0.0
1893,1.6523031263204757e-06,0.0
1894,1.6982647821350838e-06,0.0
1895,1.5889141877778457e-06,0.0
1896,1.634656427995651e-06,0.0
1897,1.6402199207732338e-06,5.826713556089658e-10
1898,1.6301720506817219e-06,0.0
1899,1.7063634913938586e-06,0.0
1900,1.5926151490930351e-06,0.0
1901,1.5665235650885734e-06,0.0
1902,1.4293835874923388e-06,0.0
1903,1.3981169786347891e-06,0.0
1904,1.4135264336800901e-06,0.0
1905,1.5275846863005427e-06,0.0
1906,1.6631148582746391e-06,0.0
1907,1.5361673604274984e-06,0.0
1908,1.4945356952011934e-06,0.0
1909,1.5600788856318104e-06,0.0
1910,1.6379822227463592e-06,0.0
1911,1.5902597851891187e-06,0.0
1912,1.499271434113325e-06,5.209421227725386e-10
1913,1.4965037280489923e-06,0.0
1914,1.5161427882048883e-06,0.0
1915,1.4148695299809333e-06,0.0
1916,1.4580361948901555e-06,0.0
1917,1.537492721581657e-06,0.0
1918,1.6115385506054736e-06,0.0
1919,1.4170879012453952e-06,0.0
1920,1.4879435639159055e-06,0.0
1921,1.3668809515365865e-06,7.572747429129834e-10
1922,1.5006720559540554e-06,0.0
1923,1.4182907079884899e-06,0.0
1924,1.3703796639674692e-06,0.0
1925,1.2911860949316178e-06,1.0998177923937646e-09
1926,1.375433498651546e-06,1.1146138456652466e-09
1927,1.480617015658936e-06,0.0
1928,1.3448450317810057e-06,0.0
1929,1.432656290489831e-06,0.0
1930,1.4463462321145926e-06,0.0
1931,1.3572374655268504e-06,0.0
1932,1.3217201058068895e-06,0.0
1933,1.3799207181364181e-06,0.0
1934,1.2484806575230323e-06,0.0
1935,1.2435046983227949e-06,0.0
1936,1.2318710105319042e-06,0.0
1937,1.2628890999621945e-06,0.0
1938,1.207061472996429e-06,0.0
1939,1.3198765600463958e-06,0.0
1940,1.0624930837366264e-06,0.0
1941,1.295709694204561e-06,0.0
1942,1.2652662917389534e-06,0.0
1943,1.1583908872125903e-06,0.0
1944,1.0410723234599573e-06,0.0
1945,1.1654996114884852e-06,0.0
1946,1.1206489034520928e-06,0.0
1947,1.2552677617350128e-06,0.0
1948,1.163292040473607e-06,0.0
1949,1.133864429903042e-06,0.0
1950,1.0677903219402651e-06,0.0
1951,1.1535636303960928e-06,0.0
1952,1.1335664567013737e-06,0.0
1953,1.049370780492609e-06,0.0
1954,9.967986898118397e-07,0.0
1955,1.0615121937007643e-06,0.0
1956,1.1136897910546395e-06,0.0
1957,1.0540200037212344e-06,0.0
1958,1.0356849315940053e-06,0.0
1959,1.1300589903839864e-06,0.0
1960,1.0581953802102362e-06,0.0
1961,1.189524823530519e-06,0.0
1962,1.2043375363646192e-06,0.0
1963,1.097935864891042e-06,0.0
1964,1.0738203854998574e-06,0.0
1965,1.1212216577405343e-06,0.0
1966,1.0535320598137332e-06,0.0
1967,1.0974927135976031e-06,1.9721342336964653e-09
1968,1.1727087212420884e-06,0.0
1969,1.122722551372135e-06,0.0
1970,1.039771746036422e-06,0.0
1971,1.0985893368342659e-06,0.0
1972,1.0727137578214752e-06,0.0
1973,1.0238019285679911e-06,0.0
1974,8.905279855753179e-07,5.625571675160757e-10
1975,9.349693073090748e-07,0.0
1976,9.764416972757317e-07,0.0
1977,9.12664233965188e-07,0.0
1978,1.0241579957437352e-06,0.0
1979,1.0030282737716334e-06,0.0
1980,1.0256011364617734e-06,5.685150683554241e-10
1981,9.513626650914375e-07,0.0
