year,trop_ADV égales_ADJ,trop_ADV légales_ADJ
1800,9.432493897065797e-09,0.0
1801,3.5717739876872656e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,4.034336598124355e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,0.0
1808,1.3596443970698147e-08,0.0
1809,2.25903047379461e-08,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,1.600324850414836e-08,0.0
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,5.175524897538253e-09,0.0
1820,5.933240565525466e-09,0.0
1821,8.875339574387908e-09,0.0
1822,5.012807946513931e-09,0.0
1823,0.0,0.0
1824,2.4421225930382207e-08,0.0
1825,8.805443041381977e-10,0.0
1826,9.688783109140786e-09,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,2.1432940755516938e-08,0.0
1830,1.0436835395921662e-08,0.0
1831,0.0,0.0
1832,9.470978667991403e-09,0.0
1833,1.50587169400751e-08,3.4750886612755494e-09
1834,5.600718555598405e-09,0.0
1835,3.025235173481633e-09,0.0
1836,2.016224964762614e-09,0.0
1837,1.3915781860163179e-09,0.0
1838,6.943378316748294e-09,0.0
1839,4.894032734625853e-09,0.0
1840,1.0828470564661075e-08,0.0
1841,6.420548537278137e-09,0.0
1842,6.708265054555795e-10,0.0
1843,1.7720733769266417e-09,0.0
1844,1.6465684371524958e-09,5.488561272137815e-10
1845,2.2320911785556063e-09,0.0
1846,4.6836010625384006e-09,0.0
1847,2.6966118227278457e-09,0.0
1848,5.63165514222419e-09,0.0
1849,1.6758829879393033e-09,3.3517659758786067e-09
1850,4.073397619208663e-09,0.0
1851,1.2898877521649865e-09,6.449438760824933e-10
1852,8.463708844885787e-09,0.0
1853,2.388772735173461e-09,0.0
1854,6.754363734984281e-09,0.0
1855,9.552486801567284e-09,0.0
1856,2.0708756931497874e-09,0.0
1857,0.0,0.0
1858,7.34051397444091e-09,4.893676019968041e-10
1859,2.036869339860914e-09,0.0
1860,1.2358396972445007e-08,0.0
1861,7.073945429425521e-09,0.0
1862,1.3553959066214816e-09,1.8071945051545413e-09
1863,7.491931519609807e-09,4.994620828036034e-10
1864,1.102787461348953e-08,0.0
1865,5.6482134525026595e-09,0.0
1866,4.865612912574591e-10,2.919367858567057e-09
1867,5.338092634588065e-09,0.0
1868,4.939874287401835e-09,0.0
1869,3.4184632902167778e-09,0.0
1870,1.7202146374017957e-09,0.0
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,1.8142017887967654e-09,0.0
1873,1.496501056408306e-08,0.0
1874,2.3898436563030145e-09,5.377148060148329e-09
1875,1.0298748520654044e-08,0.0
1876,2.418405919968336e-09,0.0
1877,6.80329748092845e-09,0.0
1878,1.8117265465633636e-09,0.0
1879,3.665595160740054e-09,0.0
1880,7.701415505323439e-09,6.417846254436199e-10
1881,1.3945015142624584e-09,2.091752326904839e-09
1882,0.0,1.3310770263785798e-09
1883,4.423537092179686e-09,0.0
1884,0.0,6.601696966868076e-10
1885,0.0,1.2891271383708158e-09
1886,3.2267319927115068e-09,1.2906927748801422e-09
1887,1.9586774424595887e-09,6.528924623161458e-10
1888,2.53624587998047e-09,0.0
1889,4.385595886446936e-09,1.8795409673089125e-09
1890,6.554386366985909e-09,0.0
1891,3.1871101313640793e-09,6.374220040683554e-10
1892,3.761107425503951e-09,0.0
1893,6.774258043407144e-09,0.0
1894,0.0,0.0
1895,6.018614495673091e-10,0.0
1896,1.3563166589847242e-08,0.0
1897,1.1653427112179315e-09,0.0
1898,6.224190496340043e-09,0.0
1899,1.6582735185011188e-09,0.0
1900,5.19105292084987e-09,0.0
1901,6.147612641171918e-09,5.588738916095792e-10
1902,3.928227076954727e-09,0.0
1903,2.1600881083827517e-09,0.0
1904,5.374625189347171e-10,0.0
1905,5.160759042333041e-10,0.0
1906,1.4918134283448126e-08,0.0
1907,6.685696440911215e-09,0.0
1908,4.4202499438483756e-09,0.0
1909,5.500983557560346e-10,0.0
1910,3.740905363258662e-09,0.0
1911,1.2236860413850081e-08,0.0
1912,5.2094213387476884e-09,0.0
1913,7.954484182448596e-09,0.0
1914,3.3483718020477227e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,1.3184954461564757e-08,0.0
1917,5.483212106582869e-09,0.0
1918,6.89182577673364e-09,0.0
1919,5.524709134618888e-09,0.0
