year,trop_ADV en_ADP,trop_ADV lents_ADJ
1939,8.855255373418913e-07,9.02348959996857e-08
1940,7.886284834057733e-07,8.621662117569429e-08
1941,7.998572186806996e-07,1.0330259003765718e-07
1942,9.072293210010685e-07,1.153000468434584e-07
1943,8.47744672682893e-07,1.2774235402801537e-07
1944,7.743778382973687e-07,9.31823986860536e-08
1945,7.711904572715866e-07,1.1981772729541262e-07
1946,8.352662348443118e-07,1.1972149316363812e-07
1947,9.63206389315019e-07,1.2397706461442226e-07
1948,8.969307714323804e-07,9.24110454825211e-08
1949,7.971410695972736e-07,9.12981783507405e-08
1950,7.785084790157271e-07,1.106077576196185e-07
1951,8.497137287122314e-07,1.0768015590301161e-07
1952,7.539534863099107e-07,9.384875454543362e-08
1953,7.584774266433669e-07,1.0450612508705603e-07
1954,8.296883038383385e-07,1.0358888302697267e-07
1955,7.330159519369772e-07,1.1638153551984942e-07
1956,7.683325975449407e-07,1.2296809948075804e-07
1957,7.394926342385588e-07,7.509782307124624e-08
1958,7.395385637209984e-07,1.2821977035670784e-07
1959,7.355459956670529e-07,1.061852478168035e-07
1960,7.599074933750671e-07,1.2526708470517178e-07
1961,7.962590302668104e-07,9.032606840264634e-08
1962,7.14104317012243e-07,9.512934512345694e-08
1963,6.873414690744539e-07,8.987813826522029e-08
1964,8.201189416467969e-07,1.028190683705077e-07
1965,7.496699367948167e-07,1.0451602605598964e-07
1966,7.461133577635337e-07,8.530175354959368e-08
1967,8.662599384479108e-07,1.0255098181755073e-07
1968,8.834614959596365e-07,1.2036994689879066e-07
1969,7.33039712486061e-07,1.1581482084466188e-07
1970,7.601692573189212e-07,9.38139898265522e-08
1971,7.779534030305513e-07,1.1818314160638721e-07
1972,7.171945526351919e-07,1.0927212912292816e-07
1973,6.196841013661469e-07,1.0254558763245214e-07
1974,6.491909516626038e-07,1.0351052198709354e-07
1975,5.859978386979492e-07,6.453972511977213e-08
1976,6.359155690915941e-07,8.113207883297946e-08
1977,6.047208671589033e-07,8.697637143839643e-08
1978,7.110887736416771e-07,7.722768757822962e-08
1979,6.261611247282417e-07,6.788289397263725e-08
1980,5.878445676898991e-07,9.380498444677698e-08
1981,6.015597477926349e-07,7.653915190530824e-08
1982,5.940579512753175e-07,1.0242379033797988e-07
1983,6.334262252494227e-07,7.199460583251494e-08
1984,6.41950236968114e-07,9.742334539097897e-08
1985,6.460709300881717e-07,8.060847922486403e-08
1986,6.833713541709585e-07,9.771011044712452e-08
1987,7.064104465825949e-07,8.432927317558736e-08
1988,5.588788098975783e-07,7.795519957332075e-08
1989,6.113768336035719e-07,8.451708444212613e-08
1990,5.851850914950774e-07,8.336436174705142e-08
1991,6.101785174905672e-07,7.61990476272345e-08
1992,5.879110176465474e-07,8.154717179298387e-08
1993,6.536265004797315e-07,6.979401112605643e-08
1994,6.14001464782632e-07,8.650879812499568e-08
1995,6.750951229150814e-07,8.947043639295771e-08
1996,6.170834581098461e-07,8.3808046280609e-08
1997,6.549826139234938e-07,7.863627105031412e-08
1998,6.675380745946313e-07,9.822346469512411e-08
1999,6.174341820042173e-07,9.277508700167303e-08
2000,6.238260539248586e-07,8.217538915999967e-08
2001,6.817165285610827e-07,8.36811443194474e-08
2002,6.221334274414403e-07,9.156753016936747e-08
2003,6.800418077546055e-07,8.292176478796875e-08
2004,6.294446848187363e-07,8.985773991554424e-08
2005,6.561963346030097e-07,8.376974336421483e-08
2006,7.173364338086685e-07,8.977000187648798e-08
2007,7.701356139477866e-07,8.02890376405685e-08
2008,7.765569876028167e-07,9.238643822184756e-08
2009,7.71016743783548e-07,9.536384726338554e-08
2010,8.587855973019032e-07,1.1431578816889498e-07
2011,9.65552885645593e-07,1.2351429612422749e-07
2012,1.085616190721339e-06,1.228935229136141e-07
2013,1.0671192285371944e-06,1.2885757016967148e-07
2014,1.1708561942214146e-06,1.4768335976356184e-07
2015,1.1364381862222217e-06,1.4097419009928558e-07
2016,1.2320330142756575e-06,1.3815838650899082e-07
2017,1.1956700518567231e-06,1.4414452853550586e-07
2018,1.3209364624344744e-06,1.4146436999595835e-07
2019,1.2902895605293452e-06,1.3673294407823278e-07
