year,long_ADJ an_NOUN,long_ADJ banc_NOUN
1920,0.0,1.665890891899835e-08
1921,1.5145494858259667e-09,1.5145495524393482e-08
1922,2.2133805899215986e-09,1.9920426197472807e-08
1923,2.1231896241147297e-09,7.431163684401554e-09
1924,1.289162443462999e-09,2.3204924204378585e-08
1925,1.0998177923937646e-09,1.0998178368026856e-08
1926,0.0,2.0063049888108253e-08
1927,1.1149224876660924e-09,2.5643217327342427e-08
1928,1.1426041224282812e-09,1.82816659588525e-08
1929,1.1140406375176326e-09,3.5649300400564243e-08
1930,9.453243299262226e-09,2.10072066408884e-08
1931,1.1405356659111021e-09,2.3951248095954725e-08
1932,0.0,1.753525857850491e-08
1933,3.4411986593596566e-09,8.02946331646126e-09
1934,0.0,9.585264137967897e-09
1935,2.393656828303392e-09,2.0346082152400413e-08
1936,0.0,9.699771652549316e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,1.9447821131279852e-08
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,9.102635090130207e-09
1943,0.0,4.064529335323641e-08
1944,0.0,9.639558484764166e-09
1945,0.0,1.3071024262956144e-08
1946,0.0,1.5313215584455975e-08
1947,0.0,2.26496545963073e-08
1948,0.0,1.195907639583993e-08
1949,0.0,5.890204768377316e-09
1950,0.0,2.2334258886758107e-08
1951,0.0,1.0661401539380222e-08
1952,2.1089607837865287e-09,8.435843135146115e-09
1953,1.0773827385790469e-09,1.508335856215126e-08
1954,0.0,1.9545073115523337e-08
1955,1.8771215692936494e-09,1.220129064449793e-08
1956,8.72114158667614e-10,1.744228228517386e-08
1957,3.534015080575159e-09,1.236905244894615e-08
1958,8.272243445794913e-10,1.6544486669545222e-08
1959,1.5501495642666896e-09,5.425523585955716e-09
1960,6.920833350854139e-10,2.145458388724819e-08
1961,3.47407969059077e-09,1.389631876236308e-08
1962,1.2683912808952869e-09,1.5220695814832652e-08
1963,3.879632060055371e-09,1.681173777967615e-08
1964,3.0419841090534305e-09,1.9468698653213323e-08
1965,6.019247600352884e-09,1.641613067704384e-08
1966,0.0,1.38476865529924e-08
1967,2.9582014060558492e-09,1.824224149515885e-08
1968,2.5151928956246294e-08,1.8863946849023705e-08
1969,2.134626153615926e-08,9.991866889436096e-09
1970,2.0234389830342536e-08,1.241655755990223e-08
1971,2.0553589941130213e-09,1.7470551227916076e-08
1972,4.104117490300041e-09,2.257264597460562e-08
1973,1.1577727720979425e-08,1.8193572870472963e-08
1974,3.037808582462276e-08,7.875800456247362e-09
1975,6.282628195464213e-09,1.313640396460869e-08
1976,1.5426522226302808e-08,9.712995741040231e-09
1977,3.5260691033656144e-09,1.880570188461661e-08
1978,5.346532216954358e-09,8.910887139279566e-09
1979,1.7555920051037788e-09,7.607565244427406e-09
1980,1.1370301367108482e-09,1.3644362084619388e-08
1981,3.795329828193417e-09,2.0874313833019187e-08
1982,6.20750217894539e-09,1.9864007327896616e-08
1983,1.8945948143667124e-09,1.705135410645653e-08
1984,2.203623328256299e-08,1.9136727757995686e-08
1985,7.820225356169885e-09,1.6843562988810845e-08
1986,4.196139880008332e-09,1.7384007122700496e-08
1987,3.055408481777988e-09,2.199894133525504e-08
1988,2.3986214681137596e-09,1.2592763276586538e-08
1989,5.488122178931576e-10,1.2073869015694072e-08
1990,1.634595292454577e-09,1.1442167213715493e-08
1991,2.344586080837985e-09,8.7921980806982e-09
1992,6.0609386398624565e-09,1.7631821336294706e-08
1993,3.877445309274918e-09,1.827938511667071e-08
1994,2.1099705871385765e-09,1.318731612798274e-08
1995,1.1387146947594573e-08,2.2232049090575856e-08
1996,8.540947726842774e-09,1.1209993822092201e-08
1997,6.233362714880286e-09,1.2466725429760572e-08
1998,7.629006759657386e-09,1.859570453177639e-08
1999,9.14040199084809e-09,1.5081663917726473e-08
2000,1.2370488633450805e-08,1.899753598877396e-08
2001,1.051490838843705e-08,1.3581756164171566e-08
2002,3.767850331737321e-08,1.8401129509015846e-08
2003,2.0834615144238455e-09,2.0001230893740285e-08
2004,2.1583476561559678e-08,2.334539317416784e-08
2005,3.1526246058177776e-09,1.4862373554080932e-08
2006,2.470733950765691e-09,2.388376074691223e-08
2007,4.793375307787784e-09,2.836080348345149e-08
2008,4.6831836186811415e-09,1.6178271167177627e-08
2009,4.291373256748443e-09,2.0503227560197956e-08
2010,2.3618964561933353e-09,4.109699958121382e-08
2011,3.4415747474092484e-09,4.7799648683621854e-08
2012,2.382976926895708e-09,4.49361365895129e-08
2013,2.5102125378317908e-09,4.769403716409215e-08
2014,3.2481678735596375e-09,4.3958536366517365e-08
2015,1.7732603163622684e-09,4.92079728076078e-08
2016,3.3141441813100414e-09,5.095496646845277e-08
2017,5.0312225496895735e-09,5.861374319238166e-08
2018,5.679226811050597e-09,5.240377376480865e-08
2019,3.826481520530223e-09,4.719327506563786e-08
